C_chinensis	chromosome	D_sublineata	chromosome
anno1.g1579.t1	A	rna-XM_056782976.1	A
anno1.g1580.t1	A	rna-XM_056778212.1	A
anno1.g1581.t1	A	rna-XM_056782970.1	A
anno1.g1582.t1	A	rna-XM_056777422.1	A
anno1.g1583.t1	A	rna-XM_056786351.1	A
anno1.g1584.t1	A	rna-XM_056782974.1	A
anno1.g1585.t1	A	rna-XM_056777078.1	A
anno1.g1586.t1	A	rna-XM_056782476.1	A
anno1.g1587.t1	A	rna-XM_056782477.1	A
anno1.g1588.t2	A	rna-XM_056782571.1	A
anno1.g1589.t1	A	rna-XM_056782552.1	A
anno1.g1590.t2	A	rna-XM_056783449.1	A
anno1.g1591.t1	A	rna-XM_056783219.1	A
anno1.g1592.t1	A	rna-XM_056783445.1	A
anno1.g1593.t1	A	rna-XM_056775941.1	A
anno1.g1594.t1	A	rna-XM_056775943.1	A
anno1.g1595.t1	A	rna-XM_056782839.1	A
anno1.g1596.t1	A	rna-XM_056782460.1	A
anno1.g1599.t3	A	rna-XM_056788589.1	A
anno1.g1601.t1	A	rna-XM_056791964.1	A
anno1.g1602.t1	A	rna-XM_056777818.1	A
anno1.g1603.t1	A	rna-XM_056776718.1	A
anno1.g9385.t1	A	rna-XM_056781826.1	A
anno1.g9369.t1	A	rna-XM_056776294.1	A
anno1.g9372.t1	A	rna-XM_056782682.1	A
anno1.g9373.t3	A	rna-XM_056782681.1	A
anno1.g9374.t2	A	rna-XM_056783990.1	A
anno1.g9375.t1	A	rna-XM_056783983.1	A
anno1.g9376.t1	A	rna-XM_056783981.1	A
anno1.g9349.t1	A	rna-XM_056777655.1	A
anno1.g9350.t1	A	rna-XM_056777962.1	A
anno1.g1555.t1	A	rna-XM_056792917.1	A
anno1.g9335.t1	A	rna-XM_056791027.1	X
anno1.g1554.t1	A	rna-XM_056791616.1	A
anno1.g9254.t3	A	rna-XM_056780000.1	A
anno1.g9258.t1	A	rna-XM_056779275.1	A
anno1.g9259.t1	A	rna-XM_056777559.1	A
anno1.g9265.t1	A	rna-XM_056785775.1	A
anno1.g9266.t1	A	rna-XM_056787720.1	A
anno1.g9268.t2	A	rna-XM_056783412.1	A
anno1.g9270.t1	A	rna-XM_056782140.1	A
anno1.g9272.t1	A	rna-XM_056792897.1	A
anno1.g9273.t1	A	rna-XM_056782352.1	A
anno1.g9274.t1	A	rna-XM_056779346.1	A
anno1.g9275.t1	A	rna-XM_056778701.1	A
anno1.g9277.t1	A	rna-XM_056785521.1	A
anno1.g9278.t1	A	rna-XM_056788883.1	A
anno1.g9280.t1	A	rna-XM_056792861.1	A
anno1.g9282.t1	A	rna-XM_056774262.1	A
anno1.g9284.t1	A	rna-XM_056790675.1	X
anno1.g9286.t1	A	rna-XM_056788559.1	A
anno1.g9287.t1	A	rna-XM_056777714.1	A
anno1.g9291.t1	A	rna-XM_056790945.1	X
anno1.g9292.t1	A	rna-XM_056784208.1	A
anno1.g9293.t1	A	rna-XM_056774768.1	A
anno1.g9295.t1	A	rna-XM_056782375.1	A
anno1.g9296.t1	A	rna-XM_056779687.1	A
anno1.g9297.t1	A	rna-XM_056789998.1	A
anno1.g9298.t1	A	rna-XM_056790035.1	A
anno1.g9299.t1	A	rna-XM_056790045.1	A
anno1.g9301.t1	A	rna-XM_056774775.1	A
anno1.g9302.t1	A	rna-XM_056776387.1	A
anno1.g9303.t1	A	rna-XM_056776385.1	A
anno1.g9304.t1	A	rna-XM_056786200.1	A
anno1.g9305.t2	A	rna-XM_056776894.1	A
anno1.g9306.t1	A	rna-XM_056776866.1	A
anno1.g9307.t1	A	rna-XM_056784239.1	A
anno1.g9308.t1	A	rna-XM_056784231.1	A
anno1.g9309.t3	A	rna-XM_056784237.1	A
anno1.g9310.t1	A	rna-XM_056784238.1	A
anno1.g9248.t1	X	rna-XM_056790985.1	X
anno1.g9249.t3	X	rna-XM_056786909.1	A
anno1.g9251.t1	X	rna-XM_056790982.1	X
anno1.g1549.t1	A	rna-XM_056781436.1	A
anno1.g1550.t1	A	rna-XM_056791825.1	A
anno1.g1551.t2	A	rna-XM_056784332.1	A
anno1.g1547.t1	A	rna-XM_056790279.1	X
anno1.g1542.t1	A	rna-XM_056792849.1	A
anno1.g1543.t1	A	rna-XM_056792850.1	A
anno1.g9198.t1	X	rna-XM_056789300.1	X
anno1.g9173.t2	A	rna-XM_056780512.1	A
anno1.g9174.t1	A	rna-XM_056786003.1	A
anno1.g9175.t1	A	rna-XM_056791855.1	A
anno1.g9176.t1	A	rna-XM_056790615.1	A
anno1.g9177.t1	A	rna-XM_056791853.1	A
anno1.g9178.t1	A	rna-XM_056783464.1	A
anno1.g9179.t1	A	rna-XM_056787529.1	A
anno1.g9180.t1	A	rna-XM_056782827.1	A
anno1.g1455.t1	A	rna-XM_056792661.1	A
anno1.g1456.t2	A	rna-XM_056783974.1	A
anno1.g1457.t1	A	rna-XM_056783982.1	A
anno1.g1458.t2	A	rna-XM_056787196.1	A
anno1.g1459.t1	A	rna-XM_056787197.1	A
anno1.g1460.t2	A	rna-XM_056787194.1	A
anno1.g1461.t1	A	rna-XM_056787206.1	A
anno1.g1463.t2	A	rna-XM_056787202.1	A
anno1.g1464.t1	A	rna-XM_056788772.1	A
anno1.g1465.t1	A	rna-XM_056788604.1	A
anno1.g1466.t1	A	rna-XM_056780271.1	A
anno1.g1467.t1	A	rna-XM_056780263.1	A
anno1.g1468.t1	A	rna-XM_056780265.1	A
anno1.g1469.t1	A	rna-XM_056781161.1	A
anno1.g1470.t2	A	rna-XM_056781160.1	A
anno1.g1471.t1	A	rna-XM_056778908.1	A
anno1.g1472.t1	A	rna-XM_056787717.1	A
anno1.g1473.t1	A	rna-XM_056791177.1	X
anno1.g1474.t2	A	rna-XM_056785420.1	A
anno1.g1475.t1	A	rna-XM_056774776.1	A
anno1.g1476.t1	A	rna-XM_056790485.1	X
anno1.g1477.t2	A	rna-XM_056781383.1	A
anno1.g1478.t1	A	rna-XM_056780766.1	A
anno1.g1480.t1	A	rna-XM_056780662.1	A
anno1.g1481.t2	A	rna-XM_056782224.1	A
anno1.g1483.t2	A	rna-XM_056782229.1	A
anno1.g1484.t1	A	rna-XM_056781327.1	A
anno1.g1485.t1	A	rna-XM_056784261.1	A
anno1.g1486.t1	A	rna-XM_056789858.1	X
anno1.g1488.t1	A	rna-XM_056788358.1	A
anno1.g1489.t1	A	rna-XM_056789496.1	A
anno1.g1490.t1	A	rna-XM_056777237.1	A
anno1.g1492.t1	A	rna-XM_056785971.1	A
anno1.g1493.t1	A	rna-XM_056786469.1	A
anno1.g1494.t1	A	rna-XM_056786466.1	A
anno1.g1495.t1	A	rna-XM_056788423.1	A
anno1.g1497.t1	A	rna-XM_056788425.1	A
anno1.g1498.t1	A	rna-XM_056788424.1	A
anno1.g1499.t1	A	rna-XM_056786723.1	A
anno1.g1500.t1	A	rna-XM_056780814.1	A
anno1.g1501.t1	A	rna-XM_056776406.1	A
anno1.g1503.t1	A	rna-XM_056776559.1	A
anno1.g1504.t1	A	rna-XM_056775802.1	A
anno1.g1505.t1	A	rna-XM_056781679.1	A
anno1.g1506.t1	A	rna-XM_056781686.1	A
anno1.g1507.t1	A	rna-XM_056775939.1	A
anno1.g1508.t1	A	rna-XM_056774742.1	A
anno1.g1509.t1	A	rna-XM_056776227.1	A
anno1.g1510.t1	A	rna-XM_056775898.1	A
anno1.g1511.t1	A	rna-XM_056775900.1	A
anno1.g1512.t2	A	rna-XM_056782160.1	A
anno1.g1513.t1	A	rna-XM_056780565.1	A
anno1.g1514.t1	A	rna-XM_056782164.1	A
anno1.g1515.t1	A	rna-XM_056782146.1	A
anno1.g1516.t1	A	rna-XM_056781290.1	A
anno1.g1517.t1	A	rna-XM_056781286.1	A
anno1.g1518.t1	A	rna-XM_056778858.1	A
anno1.g1519.t2	A	rna-XM_056786348.1	A
anno1.g1520.t1	A	rna-XM_056786354.1	A
anno1.g1521.t1	A	rna-XM_056774537.1	A
anno1.g1522.t1	A	rna-XM_056779776.1	A
anno1.g1523.t2	A	rna-XM_056788619.1	A
anno1.g1524.t1	A	rna-XM_056790768.1	X
anno1.g1525.t1	A	rna-XM_056778283.1	A
anno1.g1526.t1	A	rna-XM_056787028.1	A
anno1.g1527.t1	A	rna-XM_056787031.1	A
anno1.g1528.t1	A	rna-XM_056787033.1	A
anno1.g1529.t1	A	rna-XM_056784337.1	A
anno1.g1530.t4	A	rna-XM_056784339.1	A
anno1.g1531.t1	A	rna-XM_056788338.1	A
anno1.g1532.t1	A	rna-XM_056780784.1	A
anno1.g1533.t1	A	rna-XM_056783904.1	A
anno1.g1535.t1	A	rna-XM_056783901.1	A
anno1.g1536.t2	A	rna-XM_056783890.1	A
anno1.g1538.t1	A	rna-XM_056783903.1	A
anno1.g1434.t1	A	rna-XM_056786044.1	A
anno1.g1435.t2	A	rna-XM_056786256.1	A
anno1.g1437.t1	A	rna-XM_056787448.1	A
anno1.g1438.t1	A	rna-XM_056787447.1	A
anno1.g1439.t1	A	rna-XM_056775169.1	A
anno1.g1442.t1	A	rna-XM_056785505.1	A
anno1.g1445.t1	A	rna-XM_056785510.1	A
anno1.g1446.t1	A	rna-XM_056778851.1	A
anno1.g1447.t2	A	rna-XM_056778842.1	A
anno1.g1449.t1	A	rna-XM_056779482.1	A
anno1.g1450.t1	A	rna-XM_056786251.1	A
anno1.g1452.t2	A	rna-XM_056787013.1	A
anno1.g1454.t1	A	rna-XM_056780831.1	A
anno1.g1431.t1	A	rna-XM_056787026.1	A
anno1.g1433.t1	A	rna-XM_056786991.1	A
anno1.g9134.t1	A	rna-XM_056786165.1	A
anno1.g9115.t2	X	rna-XM_056790812.1	X
anno1.g9116.t1	X	rna-XM_056789294.1	X
anno1.g9118.t1	X	rna-XM_056789643.1	X
anno1.g9119.t4	X	rna-XM_056790100.1	X
anno1.g8964.t1	A	rna-XM_056785601.1	A
anno1.g8968.t1	A	rna-XM_056784357.1	A
anno1.g8969.t1	A	rna-XM_056784628.1	A
anno1.g8970.t1	A	rna-XM_056787665.1	A
anno1.g8971.t3	A	rna-XM_056776725.1	A
anno1.g8975.t1	A	rna-XM_056781886.1	A
anno1.g8976.t2	A	rna-XM_056791660.1	A
anno1.g8977.t1	A	rna-XM_056784918.1	A
anno1.g8979.t1	A	rna-XM_056791658.1	A
anno1.g8981.t1	A	rna-XM_056782591.1	A
anno1.g8982.t1	A	rna-XM_056783695.1	A
anno1.g8984.t1	A	rna-XM_056791630.1	A
anno1.g8986.t1	A	rna-XM_056783058.1	A
anno1.g8987.t1	A	rna-XM_056782731.1	A
anno1.g8990.t1	A	rna-XM_056775258.1	A
anno1.g8991.t1	A	rna-XM_056782626.1	A
anno1.g8992.t1	A	rna-XM_056781225.1	A
anno1.g8993.t2	A	rna-XM_056781226.1	A
anno1.g8994.t1	A	rna-XM_056791681.1	A
anno1.g8995.t1	A	rna-XM_056791667.1	A
anno1.g8998.t1	A	rna-XM_056791680.1	A
anno1.g8999.t1	A	rna-XM_056782366.1	A
anno1.g9000.t1	A	rna-XM_056775500.1	A
anno1.g9001.t1	A	rna-XM_056778312.1	A
anno1.g9003.t1	A	rna-XM_056780886.1	A
anno1.g9004.t1	A	rna-XM_056780129.1	A
anno1.g9006.t1	A	rna-XM_056789869.1	A
anno1.g9007.t1	A	rna-XM_056789847.1	A
anno1.g9008.t3	A	rna-XM_056789854.1	A
anno1.g9009.t1	A	rna-XM_056778737.1	A
anno1.g9013.t1	A	rna-XM_056791765.1	A
anno1.g9014.t1	A	rna-XM_056791760.1	A
anno1.g9015.t1	A	rna-XM_056783143.1	A
anno1.g9016.t1	A	rna-XM_056783208.1	A
anno1.g9017.t1	A	rna-XM_056783183.1	A
anno1.g9018.t2	A	rna-XM_056780723.1	A
anno1.g9019.t1	A	rna-XM_056786217.1	A
anno1.g9020.t1	A	rna-XM_056786219.1	A
anno1.g9021.t1	A	rna-XM_056786218.1	A
anno1.g9023.t1	A	rna-XM_056784249.1	A
anno1.g9024.t1	A	rna-XM_056786493.1	A
anno1.g9025.t1	A	rna-XM_056786016.1	A
anno1.g9026.t1	A	rna-XM_056786014.1	A
anno1.g9027.t1	A	rna-XM_056782144.1	A
anno1.g9028.t1	A	rna-XM_056780101.1	A
anno1.g9030.t1	A	rna-XM_056778941.1	A
anno1.g9031.t1	A	rna-XM_056782938.1	A
anno1.g9032.t1	A	rna-XM_056782943.1	A
anno1.g9033.t1	A	rna-XM_056782935.1	A
anno1.g9034.t1	A	rna-XM_056782942.1	A
anno1.g9035.t1	A	rna-XM_056781022.1	A
anno1.g9036.t1	A	rna-XM_056783195.1	A
anno1.g9037.t1	A	rna-XM_056777888.1	A
anno1.g9038.t1	A	rna-XM_056774180.1	A
anno1.g9039.t1	A	rna-XM_056792259.1	A
anno1.g9040.t1	A	rna-XM_056792261.1	A
anno1.g9042.t1	A	rna-XM_056789987.1	A
anno1.g9043.t1	A	rna-XM_056785906.1	A
anno1.g9044.t1	A	rna-XM_056787777.1	A
anno1.g9045.t1	A	rna-XM_056787602.1	A
anno1.g9046.t1	A	rna-XM_056782068.1	A
anno1.g9047.t1	A	rna-XM_056783536.1	A
anno1.g9048.t1	A	rna-XM_056791671.1	A
anno1.g9049.t1	A	rna-XM_056791657.1	A
anno1.g9050.t1	A	rna-XM_056781889.1	A
anno1.g9051.t1	A	rna-XM_056780925.1	A
anno1.g9052.t1	A	rna-XM_056780926.1	A
anno1.g9053.t1	A	rna-XM_056780736.1	A
anno1.g9055.t1	A	rna-XM_056781788.1	A
anno1.g9056.t2	A	rna-XM_056781787.1	A
anno1.g9057.t1	A	rna-XM_056781097.1	A
anno1.g9059.t1	A	rna-XM_056780856.1	A
anno1.g9060.t2	A	rna-XM_056780581.1	A
anno1.g9061.t1	A	rna-XM_056781253.1	A
anno1.g9063.t1	A	rna-XM_056781223.1	A
anno1.g9064.t1	A	rna-XM_056774078.1	A
anno1.g9065.t2	A	rna-XM_056774100.1	A
anno1.g9066.t3	A	rna-XM_056778326.1	A
anno1.g9067.t2	A	rna-XM_056787760.1	A
anno1.g9069.t1	A	rna-XM_056788318.1	A
anno1.g9070.t3	A	rna-XM_056782628.1	A
anno1.g9071.t1	A	rna-XM_056790668.1	X
anno1.g9072.t1	A	rna-XM_056786758.1	A
anno1.g9073.t3	A	rna-XM_056790252.1	X
anno1.g9075.t2	A	rna-XM_056784430.1	A
anno1.g9077.t1	A	rna-XM_056784431.1	A
anno1.g9078.t1	A	rna-XM_056784890.1	A
anno1.g9079.t1	A	rna-XM_056784938.1	A
anno1.g9080.t1	A	rna-XM_056783870.1	A
anno1.g9081.t1	A	rna-XM_056783835.1	A
anno1.g9082.t1	A	rna-XM_056783887.1	A
anno1.g9087.t1	A	rna-XM_056784127.1	A
anno1.g9089.t1	A	rna-XM_056780729.1	A
anno1.g9091.t1	A	rna-XM_056777367.1	A
anno1.g9092.t3	A	rna-XM_056777560.1	A
anno1.g9093.t1	A	rna-XM_056777026.1	A
anno1.g9094.t1	A	rna-XM_056783357.1	A
anno1.g9095.t1	A	rna-XM_056786988.1	A
anno1.g9096.t1	A	rna-XM_056781912.1	A
anno1.g9097.t1	A	rna-XM_056780084.1	A
anno1.g9099.t1	A	rna-XM_056791038.1	X
anno1.g9100.t1	A	rna-XM_056784776.1	A
anno1.g9101.t1	A	rna-XM_056778287.1	A
anno1.g9102.t1	A	rna-XM_056782285.1	A
anno1.g9104.t2	A	rna-XM_056790764.1	X
anno1.g9107.t1	A	rna-XM_056782711.1	A
anno1.g8918.t3	A	rna-XM_056780154.1	A
anno1.g8922.t1	A	rna-XM_056785970.1	A
anno1.g8923.t1	A	rna-XM_056786319.1	A
anno1.g8925.t4	A	rna-XM_056786313.1	A
anno1.g8926.t1	A	rna-XM_056777053.1	A
anno1.g8927.t1	A	rna-XM_056777056.1	A
anno1.g8928.t1	A	rna-XM_056777259.1	A
anno1.g8929.t1	A	rna-XM_056785571.1	A
anno1.g8930.t1	A	rna-XM_056791320.1	Y
anno1.g8931.t1	A	rna-XM_056785730.1	A
anno1.g8932.t1	A	rna-XM_056785727.1	A
anno1.g8935.t1	A	rna-XM_056785726.1	A
anno1.g8936.t1	A	rna-XM_056785724.1	A
anno1.g8938.t1	A	rna-XM_056789304.1	A
anno1.g8942.t1	A	rna-XM_056787675.1	A
anno1.g8943.t1	A	rna-XM_056791053.1	X
anno1.g8944.t2	A	rna-XM_056790349.1	X
anno1.g8946.t1	A	rna-XM_056785734.1	A
anno1.g8947.t1	A	rna-XM_056791048.1	X
anno1.g8948.t1	A	rna-XM_056777376.1	A
anno1.g8950.t1	A	rna-XM_056774301.1	A
anno1.g8951.t1	A	rna-XM_056780438.1	A
anno1.g8952.t2	A	rna-XM_056776553.1	A
anno1.g8954.t1	A	rna-XM_056776615.1	A
anno1.g8958.t1	A	rna-XM_056776573.1	A
anno1.g8959.t1	A	rna-XM_056776572.1	A
anno1.g8960.t1	A	rna-XM_056786451.1	A
anno1.g8961.t1	A	rna-XM_056786286.1	A
anno1.g1426.t2	A	rna-XM_056778567.1	A
anno1.g1427.t1	A	rna-XM_056778749.1	A
anno1.g8912.t1	A	rna-XM_056778789.1	A
anno1.g8913.t1	A	rna-XM_056782627.1	A
anno1.g8914.t1	A	rna-XM_056782130.1	A
anno1.g8915.t1	A	rna-XM_056788978.1	A
anno1.g8916.t1	A	rna-XM_056788974.1	A
anno1.g8917.t1	A	rna-XM_056774899.1	A
anno1.g8900.t1	A	rna-XM_056779652.1	A
anno1.g8901.t1	A	rna-XM_056773887.1	A
anno1.g8902.t1	A	rna-XM_056779528.1	A
anno1.g8903.t1	A	rna-XM_056774740.1	A
anno1.g8905.t4	A	rna-XM_056776165.1	A
anno1.g8906.t1	A	rna-XM_056784378.1	A
anno1.g1422.t1	A	rna-XM_056777060.1	A
anno1.g1424.t1	A	rna-XM_056784363.1	A
anno1.g8890.t1	A	rna-XM_056778335.1	A
anno1.g8891.t1	A	rna-XM_056781865.1	A
anno1.g8892.t1	A	rna-XM_056780256.1	A
anno1.g8893.t1	A	rna-XM_056788647.1	A
anno1.g8894.t1	A	rna-XM_056788644.1	A
anno1.g8896.t1	A	rna-XM_056788081.1	A
anno1.g8897.t3	A	rna-XM_056788079.1	A
anno1.g8898.t1	A	rna-XM_056788085.1	A
anno1.g8899.t1	A	rna-XM_056787680.1	A
anno1.g8889.t6	A	rna-XM_056774237.1	A
anno1.g1351.t1	A	rna-XM_056786963.1	A
anno1.g1353.t1	A	rna-XM_056787699.1	A
anno1.g1359.t1	A	rna-XM_056782417.1	A
anno1.g1361.t1	A	rna-XM_056776673.1	A
anno1.g1362.t1	A	rna-XM_056777573.1	A
anno1.g1364.t1	A	rna-XM_056782722.1	A
anno1.g1365.t1	A	rna-XM_056782885.1	A
anno1.g1368.t1	A	rna-XM_056773882.1	A
anno1.g1369.t1	A	rna-XM_056779107.1	A
anno1.g1370.t2	A	rna-XM_056782207.1	A
anno1.g1371.t2	A	rna-XM_056778857.1	A
anno1.g1373.t1	A	rna-XM_056776640.1	A
anno1.g1374.t1	A	rna-XM_056785754.1	A
anno1.g1375.t1	A	rna-XM_056784595.1	A
anno1.g1376.t1	A	rna-XM_056791471.1	A
anno1.g1377.t1	A	rna-XM_056792544.1	A
anno1.g1378.t1	A	rna-XM_056774162.1	A
anno1.g1381.t1	A	rna-XM_056784518.1	A
anno1.g1382.t1	A	rna-XM_056779217.1	A
anno1.g1383.t1	A	rna-XM_056779216.1	A
anno1.g1385.t1	A	rna-XM_056793165.1	A
anno1.g1386.t1	A	rna-XM_056793160.1	A
anno1.g1387.t1	A	rna-XM_056788302.1	A
anno1.g1388.t1	A	rna-XM_056788303.1	A
anno1.g1389.t1	A	rna-XM_056784044.1	A
anno1.g1392.t1	A	rna-XM_056789820.1	X
anno1.g1393.t1	A	rna-XM_056780908.1	A
anno1.g1397.t1	A	rna-XM_056776896.1	A
anno1.g1398.t1	A	rna-XM_056778183.1	A
anno1.g1399.t1	A	rna-XM_056778247.1	A
anno1.g1400.t1	A	rna-XM_056778198.1	A
anno1.g1403.t1	A	rna-XM_056778180.1	A
anno1.g1404.t2	A	rna-XM_056778188.1	A
anno1.g1405.t1	A	rna-XM_056778195.1	A
anno1.g1406.t1	A	rna-XM_056778192.1	A
anno1.g1407.t2	A	rna-XM_056778207.1	A
anno1.g1408.t1	A	rna-XM_056780414.1	A
anno1.g1410.t1	A	rna-XM_056777348.1	A
anno1.g1411.t1	A	rna-XM_056784368.1	A
anno1.g1412.t1	A	rna-XM_056778333.1	A
anno1.g1413.t1	A	rna-XM_056791404.1	A
anno1.g1414.t1	A	rna-XM_056777089.1	A
anno1.g1415.t1	A	rna-XM_056778176.1	A
anno1.g1416.t1	A	rna-XM_056776860.1	A
anno1.g1417.t1	A	rna-XM_056777045.1	A
anno1.g1418.t1	A	rna-XM_056777268.1	A
anno1.g1421.t1	A	rna-XM_056777374.1	A
anno1.g8888.t1	A	rna-XM_056788583.1	A
anno1.g8881.t2	A	rna-XM_056787086.1	A
anno1.g8867.t1	A	rna-XM_056787443.1	A
anno1.g8875.t1	A	rna-XM_056781072.1	A
anno1.g8876.t2	A	rna-XM_056781885.1	A
anno1.g8877.t1	A	rna-XM_056781990.1	A
anno1.g8878.t1	A	rna-XM_056781988.1	A
anno1.g8879.t1	A	rna-XM_056781987.1	A
anno1.g8858.t1	A	rna-XM_056775806.1	A
anno1.g8863.t4	A	rna-XM_056774542.1	A
anno1.g8864.t1	A	rna-XM_056774564.1	A
anno1.g8831.t1	A	rna-XM_056783043.1	A
anno1.g8832.t1	A	rna-XM_056780827.1	A
anno1.g8833.t1	A	rna-XM_056781815.1	A
anno1.g8836.t2	A	rna-XM_056784256.1	A
anno1.g8837.t2	A	rna-XM_056774877.1	A
anno1.g8838.t1	A	rna-XM_056780812.1	A
anno1.g8839.t1	A	rna-XM_056784255.1	A
anno1.g8840.t3	A	rna-XM_056784229.1	A
anno1.g8842.t2	A	rna-XM_056783430.1	A
anno1.g8846.t2	A	rna-XM_056783429.1	A
anno1.g8847.t1	A	rna-XM_056783428.1	A
anno1.g8849.t1	A	rna-XM_056777294.1	A
anno1.g8850.t1	A	rna-XM_056777308.1	A
anno1.g8851.t2	A	rna-XM_056777205.1	A
anno1.g8852.t1	A	rna-XM_056778260.1	A
anno1.g8853.t1	A	rna-XM_056785218.1	A
anno1.g8854.t1	A	rna-XM_056785217.1	A
anno1.g8855.t1	A	rna-XM_056787072.1	A
anno1.g8856.t1	A	rna-XM_056776527.1	A
anno1.g8857.t1	A	rna-XM_056777478.1	A
anno1.g8822.t1	A	rna-XM_056778125.1	A
anno1.g8823.t1	A	rna-XM_056786144.1	A
anno1.g8824.t1	A	rna-XM_056793217.1	A
anno1.g8825.t2	A	rna-XM_056791986.1	A
anno1.g8826.t1	A	rna-XM_056778518.1	A
anno1.g8828.t1	A	rna-XM_056778520.1	A
anno1.g8829.t1	A	rna-XM_056779101.1	A
anno1.g8813.t1	A	rna-XM_056790670.1	X
anno1.g8816.t1	A	rna-XM_056783186.1	A
anno1.g8819.t1	A	rna-XM_056787265.1	A
anno1.g8821.t1	A	rna-XM_056783309.1	A
anno1.g8797.t1	A	rna-XM_056778626.1	A
anno1.g8799.t1	A	rna-XM_056785905.1	A
anno1.g8801.t1	A	rna-XM_056779402.1	A
anno1.g8802.t1	A	rna-XM_056793135.1	A
anno1.g8803.t1	A	rna-XM_056789708.1	X
anno1.g8804.t1	A	rna-XM_056791233.1	X
anno1.g8806.t1	A	rna-XM_056789037.1	X
anno1.g8807.t1	A	rna-XM_056789033.1	X
anno1.g8808.t3	A	rna-XM_056789027.1	X
anno1.g8809.t1	A	rna-XM_056785018.1	A
anno1.g8810.t1	A	rna-XM_056775145.1	A
anno1.g8779.t1	A	rna-XM_056790824.1	X
anno1.g8780.t1	A	rna-XM_056784994.1	A
anno1.g8781.t3	A	rna-XM_056784995.1	A
anno1.g8783.t1	A	rna-XM_056784886.1	A
anno1.g8786.t1	A	rna-XM_056787722.1	A
anno1.g8787.t2	A	rna-XM_056787723.1	A
anno1.g8789.t1	A	rna-XM_056776096.1	A
anno1.g8790.t1	A	rna-XM_056787005.1	A
anno1.g8794.t1	A	rna-XM_056775344.1	A
anno1.g8795.t1	A	rna-XM_056784252.1	A
anno1.g1325.t1	A	rna-XM_056783519.1	A
anno1.g1326.t1	A	rna-XM_056783518.1	A
anno1.g1328.t1	A	rna-XM_056782740.1	A
anno1.g1329.t2	A	rna-XM_056782486.1	A
anno1.g1331.t1	A	rna-XM_056782603.1	A
anno1.g1332.t1	A	rna-XM_056783248.1	A
anno1.g1333.t1	A	rna-XM_056782656.1	A
anno1.g1338.t1	A	rna-XM_056781563.1	A
anno1.g1341.t1	A	rna-XM_056782168.1	A
anno1.g1343.t1	A	rna-XM_056789738.1	X
anno1.g1344.t1	A	rna-XM_056775031.1	A
anno1.g1345.t2	A	rna-XM_056775016.1	A
anno1.g1347.t1	A	rna-XM_056775228.1	A
anno1.g8775.t1	A	rna-XM_056789788.1	A
anno1.g8776.t1	A	rna-XM_056789831.1	A
anno1.g8778.t1	A	rna-XM_056787645.1	A
anno1.g1322.t1	A	rna-XM_056788768.1	A
anno1.g8770.t2	A	rna-XM_056786782.1	A
anno1.g8771.t1	A	rna-XM_056786776.1	A
anno1.g8772.t3	A	rna-XM_056785178.1	A
anno1.g8773.t1	A	rna-XM_056775949.1	A
anno1.g8760.t2	A	rna-XM_056788980.1	A
anno1.g8761.t1	A	rna-XM_056786675.1	A
anno1.g8762.t1	A	rna-XM_056786674.1	A
anno1.g8763.t1	A	rna-XM_056786411.1	A
anno1.g8764.t1	A	rna-XM_056786230.1	A
anno1.g8765.t2	A	rna-XM_056786676.1	A
anno1.g8769.t1	A	rna-XM_056779603.1	A
anno1.g8695.t1	A	rna-XM_056778110.1	A
anno1.g8696.t2	A	rna-XM_056787424.1	A
anno1.g8697.t2	A	rna-XM_056787420.1	A
anno1.g8698.t1	A	rna-XM_056787418.1	A
anno1.g8699.t1	A	rna-XM_056787416.1	A
anno1.g8700.t1	A	rna-XM_056787413.1	A
anno1.g8701.t3	A	rna-XM_056775749.1	A
anno1.g8702.t2	A	rna-XM_056775748.1	A
anno1.g8703.t2	A	rna-XM_056790892.1	X
anno1.g8704.t1	A	rna-XM_056774590.1	A
anno1.g8705.t1	A	rna-XM_056784663.1	A
anno1.g8709.t1	A	rna-XM_056779458.1	A
anno1.g8710.t1	A	rna-XM_056785758.1	A
anno1.g8711.t1	A	rna-XM_056785348.1	A
anno1.g8712.t1	A	rna-XM_056785344.1	A
anno1.g8713.t1	A	rna-XM_056785750.1	A
anno1.g8714.t1	A	rna-XM_056785171.1	A
anno1.g8715.t1	A	rna-XM_056785172.1	A
anno1.g8716.t2	A	rna-XM_056781631.1	A
anno1.g8717.t1	A	rna-XM_056791607.1	A
anno1.g8718.t2	A	rna-XM_056775611.1	A
anno1.g8719.t1	A	rna-XM_056773985.1	A
anno1.g8720.t2	A	rna-XM_056783028.1	A
anno1.g8721.t1	A	rna-XM_056788613.1	A
anno1.g8722.t1	A	rna-XM_056774064.1	A
anno1.g8723.t1	A	rna-XM_056774226.1	A
anno1.g8724.t1	A	rna-XM_056774224.1	A
anno1.g8725.t1	A	rna-XM_056773751.1	A
anno1.g8726.t1	A	rna-XM_056773549.1	A
anno1.g8728.t1	A	rna-XM_056784129.1	A
anno1.g8729.t1	A	rna-XM_056784158.1	A
anno1.g8730.t1	A	rna-XM_056784781.1	A
anno1.g8731.t1	A	rna-XM_056784150.1	A
anno1.g8732.t1	A	rna-XM_056783914.1	A
anno1.g8733.t1	A	rna-XM_056784152.1	A
anno1.g8734.t1	A	rna-XM_056788736.1	A
