D_carinulata	chromosome	B_varius	chromosome
rna-XM_057804274.1	A	anno1.g7986.t1	A
rna-XM_057804111.1	A	anno1.g882.t1	A
rna-XM_057804795.1	A	anno1.g10057.t1	A
rna-XM_057804072.1	A	anno1.g6456.t1	A
rna-XM_057804671.1	A	anno1.g3245.t1	A
rna-XM_057804677.1	A	anno1.g3979.t1	A
rna-XM_057804675.1	A	anno1.g888.t1	A
rna-XM_057803896.1	A	anno1.g2708.t1	A
rna-XM_057803897.1	A	anno1.g10555.t1	A
rna-XM_057803899.1	A	anno1.g881.t1	A
rna-XM_057804584.1	A	anno1.g880.t1	A
rna-XM_057804367.1	A	anno1.g8840.t1	A
rna-XM_057804382.1	A	anno1.g2093.t1	A
rna-XM_057804371.1	A	anno1.g2115.t1	A
rna-XM_057804385.1	A	anno1.g3257.t1	A
rna-XM_057804365.1	A	anno1.g945.t1	A
rna-XM_057804376.1	A	anno1.g2094.t1	A
rna-XM_057804368.1	A	anno1.g10939.t1	A
rna-XM_057805237.1	A	anno1.g10533.t1	A
rna-XM_057804117.1	A	anno1.g9235.t1	A
rna-XM_057804122.1	A	anno1.g6357.t1	A
rna-XM_057804130.1	A	anno1.g6358.t1	A
rna-XM_057803900.1	A	anno1.g34.t1	A
rna-XM_057803901.1	A	anno1.g8333.t1	A
rna-XM_057804596.1	A	anno1.g3298.t1	A
rna-XM_057804995.1	A	anno1.g7479.t1	A
rna-XM_057804999.1	A	anno1.g4554.t1	A
rna-XM_057804992.1	A	anno1.g3904.t1	A
rna-XM_057805000.1	A	anno1.g7851.t1	A
rna-XM_057804136.1	A	anno1.g4932.t1	A
rna-XM_057804091.1	A	anno1.g1736.t1	A
rna-XM_057804139.1	A	anno1.g7794.t2	A
rna-XM_057804985.1	A	anno1.g1271.t1	A
rna-XM_057804984.1	A	anno1.g1270.t1	A
rna-XM_057804982.1	A	anno1.g7808.t1	A
rna-XM_057804349.1	A	anno1.g7807.t1	A
rna-XM_057804181.1	A	anno1.g4692.t1	A
rna-XM_057804451.1	A	anno1.g1737.t1	A
rna-XM_057804329.1	A	anno1.g7715.t1	A
rna-XM_057805221.1	A	anno1.g4930.t1	A
rna-XM_057804573.1	A	anno1.g1027.t1	A
rna-XM_057804571.1	A	anno1.g6691.t1	A
rna-XM_057803917.1	A	anno1.g5562.t1	A
rna-XM_057803916.1	A	anno1.g7850.t1	A
rna-XM_057803919.1	A	anno1.g8971.t1	A
rna-XM_057805059.1	A	anno1.g1274.t1	A
rna-XM_057804126.1	A	anno1.g8054.t1	A
rna-XM_057804244.1	A	anno1.g4275.t1	A
rna-XM_057805079.1	A	anno1.g9395.t1	A
rna-XM_057804778.1	A	anno1.g8066.t1	A
rna-XM_057804071.1	A	anno1.g1355.t1	A
rna-XM_057803920.1	A	anno1.g1276.t1	A
rna-XM_057804681.1	A	anno1.g1280.t1	A
rna-XM_057804684.1	A	anno1.g1268.t2	A
rna-XM_057804678.1	A	anno1.g1266.t1	A
rna-XM_057805240.1	A	anno1.g1265.t1	A
rna-XM_057805254.1	A	anno1.g1874.t1	A
rna-XM_057805261.1	A	anno1.g6936.t2	A
rna-XM_057805255.1	A	anno1.g6935.t1	A
rna-XM_057805256.1	A	anno1.g6934.t1	A
rna-XM_057805259.1	A	anno1.g7933.t1	A
rna-XM_057805249.1	A	anno1.g7924.t1	A
rna-XM_057805258.1	A	anno1.g3903.t1	A
rna-XM_057805125.1	A	anno1.g8447.t1	A
rna-XM_057804597.1	A	anno1.g8439.t1	A
rna-XM_057804649.1	A	anno1.g8065.t1	A
rna-XM_057804188.1	A	anno1.g10429.t1	A
rna-XM_057803981.1	A	anno1.g3797.t1	A
rna-XM_057803895.1	A	anno1.g7919.t1	A
rna-XM_057804401.1	A	anno1.g5979.t1	A
rna-XM_057803878.1	A	anno1.g3855.t1	A
rna-XM_057803877.1	A	anno1.g3853.t1	A
rna-XM_057803880.1	A	anno1.g2762.t1	A
rna-XM_057804286.1	A	anno1.g8022.t1	A
rna-XM_057804266.1	A	anno1.g8616.t2	A
rna-XM_057804478.1	A	anno1.g8615.t1	A
rna-XM_057805021.1	A	anno1.g10251.t1	A
rna-XM_057805029.1	A	anno1.g8085.t1	A
rna-XM_057804425.1	A	anno1.g3278.t1	A
rna-XM_057804443.1	A	anno1.g11120.t2	A
rna-XM_057804421.1	A	anno1.g3283.t1	A
rna-XM_057804588.1	A	anno1.g9863.t1	A
rna-XM_057804400.1	A	anno1.g921.t1	A
rna-XM_057804247.1	A	anno1.g3334.t1	A
rna-XM_057804253.1	A	anno1.g3333.t1	A
rna-XM_057804183.1	A	anno1.g3588.t1	A
rna-XM_057804456.1	A	anno1.g10583.t1	A
rna-XM_057804563.1	A	anno1.g10602.t1	A
rna-XM_057804517.1	A	anno1.g10603.t2	A
rna-XM_057804495.1	A	anno1.g6829.t2	A
rna-XM_057805009.1	A	anno1.g5318.t1	A
rna-XM_057805004.1	A	anno1.g7225.t1	A
rna-XM_057805013.1	A	anno1.g7224.t1	A
rna-XM_057805007.1	A	anno1.g7222.t1	A
rna-XM_057805005.1	A	anno1.g9063.t1	A
rna-XM_057804063.1	A	anno1.g4239.t2	A
rna-XM_057804564.1	A	anno1.g1472.t1	A
rna-XM_057804090.1	A	anno1.g1453.t1	A
rna-XM_057804191.1	A	anno1.g9199.t1	A
rna-XM_057805216.1	A	anno1.g9197.t1	A
rna-XM_057805217.1	A	anno1.g1459.t1	A
rna-XM_057805124.1	A	anno1.g9196.t1	A
rna-XM_057805123.1	A	anno1.g9631.t2	A
rna-XM_057804407.1	A	anno1.g11313.t1	A
rna-XM_057805246.1	A	anno1.g11316.t1	A
rna-XM_057805130.1	A	anno1.g11315.t1	A
rna-XM_057805136.1	A	anno1.g605.t1	A
rna-XM_057805131.1	A	anno1.g8337.t2	A
rna-XM_057805138.1	A	anno1.g9345.t1	A
rna-XM_057805141.1	A	anno1.g8251.t1	A
rna-XM_057805247.1	A	anno1.g9335.t1	A
rna-XM_057804650.1	A	anno1.g7762.t1	A
rna-XM_057804663.1	A	anno1.g7749.t4	A
rna-XM_057804665.1	A	anno1.g116.t1	A
rna-XM_057804661.1	A	anno1.g2411.t2	A
rna-XM_057804799.1	A	anno1.g890.t1	A
rna-XM_057804802.1	A	anno1.g8995.t1	A
rna-XM_057804808.1	A	anno1.g5552.t1	A
rna-XM_057804810.1	A	anno1.g10274.t1	A
rna-XM_057804822.1	A	anno1.g8418.t1	A
rna-XM_057804830.1	A	anno1.g8419.t1	A
rna-XM_057804836.1	A	anno1.g664.t1	A
rna-XM_057804837.1	A	anno1.g825.t1	A
rna-XM_057804834.1	A	anno1.g828.t1	A
rna-XM_057804818.1	A	anno1.g7118.t1	A
rna-XM_057804839.1	A	anno1.g7103.t1	A
rna-XM_057804824.1	A	anno1.g7106.t1	A
rna-XM_057804821.1	A	anno1.g7109.t1	A
rna-XM_057804823.1	A	anno1.g6863.t1	A
rna-XM_057804843.1	A	anno1.g3335.t1	A
rna-XM_057804819.1	A	anno1.g3296.t1	A
rna-XM_057805248.1	A	anno1.g3297.t1	A
rna-XM_057804820.1	A	anno1.g4655.t1	A
rna-XM_057804827.1	A	anno1.g4609.t1	A
rna-XM_057804813.1	A	anno1.g6851.t1	A
rna-XM_057804826.1	A	anno1.g4658.t1	A
rna-XM_057804838.1	A	anno1.g4656.t1	A
rna-XM_057803969.1	A	anno1.g5495.t1	A
rna-XM_057805215.1	A	anno1.g5500.t1	A
rna-XM_057805213.1	A	anno1.g5499.t2	A
rna-XM_057804403.1	A	anno1.g5501.t1	A
rna-XM_057804354.1	A	anno1.g5496.t3	A
rna-XM_057804493.1	A	anno1.g8464.t2	A
rna-XM_057804388.1	A	anno1.g8242.t1	A
rna-XM_057804473.1	A	anno1.g8243.t1	A
rna-XM_057804471.1	A	anno1.g8241.t1	A
rna-XM_057804467.1	A	anno1.g8238.t1	A
rna-XM_057804780.1	A	anno1.g12159.t1	X
rna-XM_057804782.1	A	anno1.g1554.t1	A
rna-XM_057804328.1	A	anno1.g1553.t1	A
rna-XM_057804699.1	A	anno1.g9219.t1	A
rna-XM_057804700.1	A	anno1.g6619.t1	A
rna-XM_057804702.1	A	anno1.g6615.t2	A
rna-XM_057804701.1	A	anno1.g6766.t1	A
rna-XM_057804703.1	A	anno1.g8912.t1	A
rna-XM_057804708.1	A	anno1.g9367.t1	A
rna-XM_057804709.1	A	anno1.g10485.t1	A
rna-XM_057804710.1	A	anno1.g5363.t2	A
rna-XM_057804713.1	A	anno1.g5522.t1	A
rna-XM_057805209.1	A	anno1.g1619.t1	A
rna-XM_057805211.1	A	anno1.g5978.t1	A
rna-XM_057805921.1	A	anno1.g5977.t1	A
rna-XM_057805741.1	A	anno1.g6441.t1	A
rna-XM_057806011.1	A	anno1.g5325.t1	A
rna-XM_057806013.1	A	anno1.g2497.t1	A
rna-XM_057805999.1	A	anno1.g2496.t1	A
rna-XM_057806005.1	A	anno1.g6779.t1	A
rna-XM_057805563.1	A	anno1.g2282.t1	A
rna-XM_057805878.1	A	anno1.g2281.t1	A
rna-XM_057805883.1	A	anno1.g2350.t1	A
rna-XM_057806480.1	A	anno1.g4142.t1	A
rna-XM_057806241.1	A	anno1.g2367.t1	A
rna-XM_057806353.1	A	anno1.g2368.t1	A
rna-XM_057806364.1	A	anno1.g2218.t1	A
rna-XM_057806362.1	A	anno1.g2217.t2	A
rna-XM_057806356.1	A	anno1.g2216.t1	A
rna-XM_057806358.1	A	anno1.g6378.t1	A
rna-XM_057806363.1	A	anno1.g6443.t1	A
rna-XM_057806094.1	A	anno1.g6438.t1	A
rna-XM_057806429.1	A	anno1.g1744.t1	A
rna-XM_057806430.1	A	anno1.g1742.t1	A
rna-XM_057806434.1	A	anno1.g8128.t1	A
rna-XM_057806426.1	A	anno1.g7238.t1	A
rna-XM_057805758.1	A	anno1.g8043.t1	A
rna-XM_057806584.1	A	anno1.g1743.t1	A
rna-XM_057806585.1	A	anno1.g1810.t1	A
rna-XM_057806458.1	A	anno1.g1753.t1	A
rna-XM_057806457.1	A	anno1.g1752.t2	A
rna-XM_057805690.1	A	anno1.g1751.t1	A
rna-XM_057805939.1	A	anno1.g10196.t1	A
rna-XM_057805492.1	A	anno1.g1747.t1	A
rna-XM_057805493.1	A	anno1.g6475.t1	A
rna-XM_057805491.1	A	anno1.g6382.t1	A
rna-XM_057806111.1	A	anno1.g6381.t1	A
rna-XM_057805829.1	A	anno1.g3708.t1	A
rna-XM_057805558.1	A	anno1.g1777.t1	A
rna-XM_057805557.1	A	anno1.g5062.t1	A
rna-XM_057806295.1	A	anno1.g6105.t2	A
rna-XM_057806308.1	A	anno1.g6106.t2	A
rna-XM_057806311.1	A	anno1.g1785.t3	A
rna-XM_057806293.1	A	anno1.g1919.t1	A
rna-XM_057805501.1	A	anno1.g1748.t1	A
rna-XM_057805421.1	A	anno1.g9337.t1	A
rna-XM_057806080.1	A	anno1.g4241.t1	A
rna-XM_057806079.1	A	anno1.g8735.t1	A
rna-XM_057805946.1	A	anno1.g8734.t1	A
rna-XM_057805303.1	A	anno1.g1456.t1	A
rna-XM_057805309.1	A	anno1.g772.t1	A
rna-XM_057806096.1	A	anno1.g11282.t1	A
rna-XM_057806095.1	A	anno1.g10001.t1	A
rna-XM_057805495.1	A	anno1.g8776.t1	A
rna-XM_057806015.1	A	anno1.g7598.t1	A
rna-XM_057805405.1	A	anno1.g1780.t1	A
rna-XM_057805406.1	A	anno1.g5626.t1	A
rna-XM_057805678.1	A	anno1.g5627.t1	A
rna-XM_057805685.1	A	anno1.g5625.t1	A
rna-XM_057805687.1	A	anno1.g9083.t1	A
rna-XM_057806560.1	A	anno1.g6845.t1	A
rna-XM_057806565.1	A	anno1.g1876.t2	A
rna-XM_057806570.1	A	anno1.g5456.t1	A
rna-XM_057806572.1	A	anno1.g4796.t4	A
rna-XM_057806583.1	A	anno1.g4797.t1	A
rna-XM_057805941.1	A	anno1.g4795.t1	A
rna-XM_057805537.1	A	anno1.g4789.t1	A
rna-XM_057805486.1	A	anno1.g4792.t1	A
rna-XM_057806321.1	A	anno1.g4793.t2	A
rna-XM_057806334.1	A	anno1.g4794.t1	A
rna-XM_057806323.1	A	anno1.g4821.t3	A
rna-XM_057805638.1	A	anno1.g3375.t1	A
rna-XM_057806553.1	A	anno1.g6871.t1	A
rna-XM_057806552.1	A	anno1.g6876.t1	A
rna-XM_057806556.1	A	anno1.g6878.t1	A
rna-XM_057806247.1	A	anno1.g4525.t1	A
rna-XM_057806558.1	A	anno1.g6880.t1	A
rna-XM_057806554.1	A	anno1.g8900.t1	A
rna-XM_057805460.1	A	anno1.g8497.t1	A
rna-XM_057806225.1	A	anno1.g8496.t1	A
rna-XM_057806017.1	A	anno1.g8849.t1	A
rna-XM_057805488.1	A	anno1.g8850.t1	A
rna-XM_057805489.1	A	anno1.g8851.t1	A
rna-XM_057806106.1	A	anno1.g8852.t1	A
rna-XM_057805442.1	A	anno1.g8853.t1	A
rna-XM_057805452.1	A	anno1.g8854.t1	A
rna-XM_057806060.1	A	anno1.g3232.t1	A
rna-XM_057805987.1	A	anno1.g6376.t1	A
rna-XM_057805426.1	A	anno1.g2122.t1	A
rna-XM_057805765.1	A	anno1.g967.t1	A
rna-XM_057805514.1	A	anno1.g5203.t1	A
rna-XM_057805507.1	A	anno1.g3988.t1	A
rna-XM_057806062.1	A	anno1.g9240.t1	A
rna-XM_057805958.1	A	anno1.g6349.t2	A
rna-XM_057806255.1	A	anno1.g7419.t1	A
rna-XM_057805310.1	A	anno1.g1728.t3	A
rna-XM_057806084.1	A	anno1.g10490.t1	A
rna-XM_057806395.1	A	anno1.g10406.t1	A
rna-XM_057806396.1	A	anno1.g9488.t1	A
rna-XM_057806399.1	A	anno1.g9653.t1	A
rna-XM_057806505.1	A	anno1.g10438.t1	A
rna-XM_057806439.1	A	anno1.g10387.t1	A
rna-XM_057806437.1	A	anno1.g10386.t1	A
rna-XM_057806443.1	A	anno1.g10382.t1	A
rna-XM_057806435.1	A	anno1.g401.t3	A
rna-XM_057806260.1	A	anno1.g4539.t1	A
rna-XM_057805677.1	A	anno1.g2200.t1	A
rna-XM_057806208.1	A	anno1.g7633.t1	A
rna-XM_057806261.1	A	anno1.g7832.t1	A
rna-XM_057806402.1	A	anno1.g1550.t1	A
rna-XM_057805425.1	A	anno1.g2201.t1	A
rna-XM_057805748.1	A	anno1.g11165.t1	A
rna-XM_057806455.1	A	anno1.g8945.t1	A
rna-XM_057805456.1	A	anno1.g1662.t1	A
rna-XM_057805483.1	A	anno1.g9194.t1	A
rna-XM_057806043.1	A	anno1.g10096.t1	A
rna-XM_057806047.1	A	anno1.g1044.t1	A
rna-XM_057806052.1	A	anno1.g11409.t1	A
rna-XM_057806287.1	A	anno1.g4330.t1	A
rna-XM_057805500.1	A	anno1.g5802.t1	A
rna-XM_057806513.1	A	anno1.g11826.t1	X
rna-XM_057806514.1	A	anno1.g2272.t1	A
rna-XM_057805670.1	A	anno1.g9233.t1	A
rna-XM_057805669.1	A	anno1.g1719.t1	A
rna-XM_057806522.1	A	anno1.g5916.t1	A
rna-XM_057805647.1	A	anno1.g9224.t1	A
rna-XM_057805668.1	A	anno1.g9226.t1	A
rna-XM_057805666.1	A	anno1.g9225.t1	A
rna-XM_057806490.1	A	anno1.g7433.t1	A
rna-XM_057806488.1	A	anno1.g2164.t1	A
rna-XM_057806491.1	A	anno1.g2165.t1	A
rna-XM_057806008.1	A	anno1.g7692.t2	A
rna-XM_057805391.1	A	anno1.g7691.t1	A
rna-XM_057805443.1	A	anno1.g8088.t1	A
rna-XM_057805445.1	A	anno1.g10213.t1	A
rna-XM_057805448.1	A	anno1.g10214.t1	A
rna-XM_057806228.1	A	anno1.g7507.t3	A
rna-XM_057805694.1	A	anno1.g7733.t1	A
rna-XM_057806411.1	A	anno1.g397.t1	A
rna-XM_057806414.1	A	anno1.g10364.t1	A
rna-XM_057806413.1	A	anno1.g7734.t1	A
rna-XM_057805368.1	A	anno1.g7646.t1	A
rna-XM_057806335.1	A	anno1.g9784.t1	A
rna-XM_057806337.1	A	anno1.g9785.t1	A
rna-XM_057806336.1	A	anno1.g9839.t1	A
rna-XM_057806340.1	A	anno1.g9840.t1	A
rna-XM_057806059.1	A	anno1.g9841.t1	A
rna-XM_057806058.1	A	anno1.g9842.t1	A
rna-XM_057805749.1	A	anno1.g4701.t1	A
rna-XM_057806546.1	A	anno1.g4704.t1	A
rna-XM_057806548.1	A	anno1.g6956.t1	A
rna-XM_057805986.1	A	anno1.g5001.t1	A
rna-XM_057805980.1	A	anno1.g5002.t1	A
rna-XM_057805981.1	A	anno1.g7120.t1	A
rna-XM_057806392.1	A	anno1.g8588.t1	A
rna-XM_057806393.1	A	anno1.g8053.t1	A
rna-XM_057805701.1	A	anno1.g7731.t1	A
rna-XM_057805709.1	A	anno1.g7732.t1	A
rna-XM_057805750.1	A	anno1.g9792.t1	A
rna-XM_057805755.1	A	anno1.g10594.t1	A
rna-XM_057805756.1	A	anno1.g11036.t1	A
rna-XM_057806019.1	A	anno1.g9807.t1	A
rna-XM_057806018.1	A	anno1.g10662.t1	A
rna-XM_057805502.1	A	anno1.g8704.t1	A
rna-XM_057806424.1	A	anno1.g9229.t1	A
rna-XM_057806070.1	A	anno1.g3090.t1	A
rna-XM_057806374.1	A	anno1.g5025.t2	A
rna-XM_057806373.1	A	anno1.g5024.t1	A
rna-XM_057805433.1	A	anno1.g6861.t1	A
rna-XM_057805434.1	A	anno1.g6860.t2	A
rna-XM_057805435.1	A	anno1.g7803.t1	A
rna-XM_057805950.1	A	anno1.g6857.t1	A
rna-XM_057806065.1	A	anno1.g6858.t1	A
rna-XM_057806064.1	A	anno1.g6859.t1	A
rna-XM_057805504.1	A	anno1.g6856.t1	A
rna-XM_057806211.1	A	anno1.g6855.t1	A
rna-XM_057806210.1	A	anno1.g6854.t1	A
rna-XM_057805637.1	A	anno1.g7068.t1	A
rna-XM_057806021.1	A	anno1.g7069.t1	A
rna-XM_057806028.1	A	anno1.g7658.t1	A
rna-XM_057806023.1	A	anno1.g7656.t1	A
rna-XM_057806027.1	A	anno1.g7443.t1	A
rna-XM_057806033.1	A	anno1.g6985.t1	A
rna-XM_057805977.1	A	anno1.g6987.t1	A
rna-XM_057805975.1	A	anno1.g7117.t1	A
rna-XM_057806537.1	A	anno1.g1288.t1	A
rna-XM_057806205.1	A	anno1.g8866.t1	A
rna-XM_057806207.1	A	anno1.g8867.t1	A
rna-XM_057805363.1	A	anno1.g7189.t1	A
rna-XM_057805364.1	A	anno1.g7217.t1	A
rna-XM_057805367.1	A	anno1.g7216.t1	A
rna-XM_057806388.1	A	anno1.g6959.t1	A
rna-XM_057805645.1	A	anno1.g7840.t1	A
rna-XM_057805635.1	A	anno1.g7780.t2	A
rna-XM_057805636.1	A	anno1.g7781.t1	A
rna-XM_057805885.1	A	anno1.g7783.t1	A
rna-XM_057806539.1	A	anno1.g2804.t1	A
rna-XM_057806540.1	A	anno1.g2805.t1	A
rna-XM_057805917.1	A	anno1.g2811.t1	A
rna-XM_057805899.1	A	anno1.g2812.t2	A
rna-XM_057805890.1	A	anno1.g3578.t1	A
rna-XM_057805896.1	A	anno1.g2813.t1	A
rna-XM_057805898.1	A	anno1.g2814.t1	A
rna-XM_057805919.1	A	anno1.g2815.t1	A
rna-XM_057805901.1	A	anno1.g2816.t2	A
rna-XM_057805915.1	A	anno1.g2818.t1	A
rna-XM_057805904.1	A	anno1.g2821.t1	A
rna-XM_057805891.1	A	anno1.g3983.t1	A
rna-XM_057806345.1	A	anno1.g6280.t1	A
rna-XM_057806346.1	A	anno1.g6276.t1	A
rna-XM_057806350.1	A	anno1.g6277.t1	A
rna-XM_057805429.1	A	anno1.g7190.t1	A
rna-XM_057805972.1	A	anno1.g7191.t1	A
rna-XM_057805924.1	A	anno1.g6446.t1	A
rna-XM_057805926.1	A	anno1.g6448.t1	A
rna-XM_057805415.1	A	anno1.g4243.t1	A
rna-XM_057805408.1	A	anno1.g4975.t1	A
rna-XM_057805416.1	A	anno1.g6552.t1	A
rna-XM_057805409.1	A	anno1.g10222.t1	A
rna-XM_057805688.1	A	anno1.g4804.t1	A
rna-XM_057806365.1	A	anno1.g4954.t2	A
rna-XM_057806367.1	A	anno1.g8101.t1	A
rna-XM_057806372.1	A	anno1.g9865.t1	A
rna-XM_057805424.1	A	anno1.g4836.t1	A
rna-XM_057806136.1	A	anno1.g4835.t1	A
rna-XM_057806134.1	A	anno1.g4834.t4	A
rna-XM_057806141.1	A	anno1.g11340.t1	A
rna-XM_057806139.1	A	anno1.g11341.t1	A
rna-XM_057806122.1	A	anno1.g11344.t2	A
rna-XM_057806132.1	A	anno1.g3274.t1	A
rna-XM_057806142.1	A	anno1.g11342.t1	A
rna-XM_057806145.1	A	anno1.g4816.t1	A
rna-XM_057806147.1	A	anno1.g6086.t1	A
rna-XM_057806153.1	A	anno1.g10475.t1	A
rna-XM_057806154.1	A	anno1.g60.t1	A
rna-XM_057806155.1	A	anno1.g5030.t1	A
rna-XM_057806156.1	A	anno1.g10069.t1	A
rna-XM_057806160.1	A	anno1.g10488.t1	A
rna-XM_057806162.1	A	anno1.g10489.t2	A
rna-XM_057806163.1	A	anno1.g10068.t1	A
rna-XM_057806167.1	A	anno1.g10066.t2	A
rna-XM_057806171.1	A	anno1.g10065.t1	A
rna-XM_057806541.1	A	anno1.g10078.t1	A
rna-XM_057806174.1	A	anno1.g10071.t1	A
rna-XM_057806176.1	A	anno1.g10072.t1	A
rna-XM_057806175.1	A	anno1.g10073.t1	A
rna-XM_057806178.1	A	anno1.g10080.t1	A
rna-XM_057806180.1	A	anno1.g10081.t2	A
rna-XM_057806193.1	A	anno1.g10156.t1	A
rna-XM_057806233.1	A	anno1.g10155.t1	A
rna-XM_057805541.1	A	anno1.g10154.t3	A
rna-XM_057805441.1	A	anno1.g10152.t1	A
rna-XM_057805544.1	A	anno1.g1854.t1	A
rna-XM_057805419.1	A	anno1.g10151.t1	A
rna-XM_057806086.1	A	anno1.g1046.t1	A
rna-XM_057806093.1	A	anno1.g1045.t1	A
rna-XM_057805988.1	A	anno1.g10102.t1	A
rna-XM_057805990.1	A	anno1.g7617.t1	A
rna-XM_057805989.1	A	anno1.g10228.t1	A
rna-XM_057805991.1	A	anno1.g10227.t1	A
rna-XM_057806066.1	A	anno1.g10278.t1	A
rna-XM_057805496.1	A	anno1.g10229.t1	A
rna-XM_057805484.1	A	anno1.g10230.t1	A
rna-XM_057806272.1	A	anno1.g10232.t1	A
rna-XM_057806281.1	A	anno1.g2549.t1	A
rna-XM_057805285.1	A	anno1.g242.t4	A
rna-XM_057805467.1	A	anno1.g240.t1	A
rna-XM_057805819.1	A	anno1.g239.t1	A
rna-XM_057805811.1	A	anno1.g238.t1	A
rna-XM_057805809.1	A	anno1.g237.t1	A
rna-XM_057805813.1	A	anno1.g236.t1	A
rna-XM_057805810.1	A	anno1.g5809.t1	A
rna-XM_057805807.1	A	anno1.g254.t2	A
rna-XM_057805814.1	A	anno1.g253.t1	A
rna-XM_057805803.1	A	anno1.g4016.t1	A
rna-XM_057805817.1	A	anno1.g4019.t1	A
rna-XM_057805766.1	A	anno1.g753.t1	A
rna-XM_057805771.1	A	anno1.g5807.t1	A
rna-XM_057805812.1	A	anno1.g5702.t1	A
rna-XM_057805815.1	A	anno1.g10188.t1	A
rna-XM_057805821.1	A	anno1.g3699.t1	A
rna-XM_057805827.1	A	anno1.g165.t1	A
rna-XM_057805825.1	A	anno1.g176.t1	A
rna-XM_057805828.1	A	anno1.g175.t1	A
rna-XM_057805978.1	A	anno1.g136.t1	A
rna-XM_057805979.1	A	anno1.g137.t2	A
rna-XM_057805266.1	A	anno1.g167.t1	A
rna-XM_057805267.1	A	anno1.g168.t1	A
rna-XM_057805268.1	A	anno1.g169.t1	A
rna-XM_057805272.1	A	anno1.g170.t1	A
rna-XM_057806461.1	A	anno1.g171.t1	A
rna-XM_057806463.1	A	anno1.g172.t1	A
rna-XM_057806460.1	A	anno1.g173.t1	A
rna-XM_057806466.1	A	anno1.g174.t1	A
rna-XM_057806467.1	A	anno1.g164.t2	A
rna-XM_057806468.1	A	anno1.g195.t1	A
rna-XM_057806469.1	A	anno1.g162.t1	A
rna-XM_057806473.1	A	anno1.g163.t1	A
rna-XM_057805438.1	A	anno1.g193.t1	A
rna-XM_057805440.1	A	anno1.g194.t1	A
rna-XM_057805628.1	A	anno1.g11540.t1	X
rna-XM_057805620.1	A	anno1.g147.t1	A
rna-XM_057805568.1	A	anno1.g153.t3	A
rna-XM_057805619.1	A	anno1.g159.t2	A
rna-XM_057806253.1	A	anno1.g160.t1	A
rna-XM_057806415.1	A	anno1.g135.t1	A
rna-XM_057805992.1	A	anno1.g166.t1	A
rna-XM_057805993.1	A	anno1.g133.t1	A
rna-XM_057806474.1	A	anno1.g3448.t2	A
rna-XM_057805275.1	A	anno1.g3786.t1	A
rna-XM_057805276.1	A	anno1.g10000.t1	A
rna-XM_057805274.1	A	anno1.g3465.t1	A
rna-XM_057805280.1	A	anno1.g3464.t1	A
rna-XM_057805278.1	A	anno1.g3785.t1	A
rna-XM_057805281.1	A	anno1.g10237.t1	A
rna-XM_057806074.1	A	anno1.g10236.t2	A
rna-XM_057806075.1	A	anno1.g10235.t1	A
rna-XM_057805937.1	A	anno1.g10233.t3	A
rna-XM_057806112.1	A	anno1.g246.t2	A
rna-XM_057806120.1	A	anno1.g248.t1	A
rna-XM_057806119.1	A	anno1.g2191.t1	A
rna-XM_057805934.1	A	anno1.g249.t1	A
rna-XM_057805319.1	A	anno1.g10141.t1	A
rna-XM_057805695.1	A	anno1.g10143.t1	A
rna-XM_057805973.1	A	anno1.g10144.t2	A
rna-XM_057805551.1	A	anno1.g10145.t1	A
rna-XM_057805547.1	A	anno1.g10147.t1	A
rna-XM_057805556.1	A	anno1.g10148.t1	A
rna-XM_057805689.1	A	anno1.g3759.t1	A
rna-XM_057805454.1	A	anno1.g10150.t1	A
rna-XM_057805710.1	A	anno1.g2581.t1	A
rna-XM_057805721.1	A	anno1.g2582.t2	A
rna-XM_057805735.1	A	anno1.g2584.t1	A
rna-XM_057805724.1	A	anno1.g2585.t1	A
rna-XM_057805737.1	A	anno1.g3623.t1	A
rna-XM_057805369.1	A	anno1.g9469.t1	A
rna-XM_057805372.1	A	anno1.g2455.t1	A
rna-XM_057806543.1	A	anno1.g3625.t1	A
rna-XM_057806544.1	A	anno1.g3626.t1	A
rna-XM_057805370.1	A	anno1.g4136.t2	A
rna-XM_057805383.1	A	anno1.g4135.t1	A
rna-XM_057805384.1	A	anno1.g8017.t1	A
rna-XM_057805380.1	A	anno1.g2284.t1	A
rna-XM_057805382.1	A	anno1.g5244.t1	A
rna-XM_057805378.1	A	anno1.g5243.t1	A
rna-XM_057805518.1	A	anno1.g5242.t1	A
rna-XM_057805528.1	A	anno1.g5238.t1	A
rna-XM_057805529.1	A	anno1.g5237.t1	A
rna-XM_057805530.1	A	anno1.g5769.t2	A
rna-XM_057805533.1	A	anno1.g5478.t1	A
rna-XM_057805536.1	A	anno1.g5477.t1	A
rna-XM_057805348.1	A	anno1.g21.t2	A
rna-XM_057805322.1	A	anno1.g20.t1	A
rna-XM_057805340.1	A	anno1.g139.t1	A
rna-XM_057805337.1	A	anno1.g10487.t1	A
rna-XM_057805361.1	A	anno1.g5530.t1	A
rna-XM_057805358.1	A	anno1.g5349.t1	A
rna-XM_057805360.1	A	anno1.g11894.t1	X
rna-XM_057805357.1	A	anno1.g5529.t1	A
rna-XM_057805417.1	A	anno1.g320.t1	A
rna-XM_057805691.1	A	anno1.g321.t1	A
rna-XM_057806099.1	A	anno1.g5812.t3	A
