D_carinulata	chromosome	C_maculatus	chromosome
rna-XM_057805041.1	A	g13016.t1	A
rna-XM_057805044.1	A	g13014.t1	A
rna-XM_057805045.1	A	g13013.t1	A
rna-XM_057805048.1	A	g13012.t1	A
rna-XM_057805049.1	A	g4382.t1	A
rna-XM_057805051.1	A	g3375.t1	A
rna-XM_057805052.1	A	g13011.t2	A
rna-XM_057805234.1	A	g3756.t1	A
rna-XM_057805055.1	A	g490.t1	A
rna-XM_057805056.1	A	g14377.t1	A
rna-XM_057805058.1	A	g11031.t1	A
rna-XM_057805057.1	A	g1864.t1	A
rna-XM_057804323.1	A	g11572.t1	A
rna-XM_057804079.1	A	g14182.t1	A
rna-XM_057804356.1	A	g13937.t1	A
rna-XM_057804359.1	A	g5661.t1	A
rna-XM_057804412.1	A	g8237.t1	A
rna-XM_057804102.1	A	g13962.t1	A
rna-XM_057803908.1	A	g12279.t1	A
rna-XM_057804353.1	A	g4409.t1	A
rna-XM_057804053.1	A	g12372.t1	A
rna-XM_057804034.1	A	g2382.t2	A
rna-XM_057804051.1	A	g8213.t1	A
rna-XM_057804045.1	A	g3730.t1	A
rna-XM_057804059.1	A	g11926.t4	A
rna-XM_057804054.1	A	g12098.t2	A
rna-XM_057804396.1	A	g9913.t3	A
rna-XM_057804783.1	A	g5915.t1	A
rna-XM_057804787.1	A	g8043.t1	A
rna-XM_057804193.1	A	g9206.t1	A
rna-XM_057804066.1	A	g4269.t1	A
rna-XM_057804844.1	A	g662.t1	A
rna-XM_057804845.1	A	g11116.t1	A
rna-XM_057804848.1	A	g11115.t1	A
rna-XM_057804850.1	A	g847.t1	A
rna-XM_057804420.1	A	g845.t1	A
rna-XM_057804271.1	A	g576.t1	A
rna-XM_057804273.1	A	g8062.t1	A
rna-XM_057804274.1	A	g5820.t1	A
rna-XM_057804111.1	A	g2357.t1	A
rna-XM_057804795.1	A	g2249.t3	A
rna-XM_057804072.1	A	g12866.t2	A
rna-XM_057804671.1	A	g3124.t1	A
rna-XM_057804677.1	A	g8058.t1	A
rna-XM_057804675.1	A	g2350.t1	A
rna-XM_057803896.1	A	g598.t1	A
rna-XM_057803897.1	A	g10696.t2	A
rna-XM_057803899.1	A	g2358.t1	A
rna-XM_057804489.1	A	g10428.t1	A
rna-XM_057804384.1	A	g10423.t2	A
rna-XM_057804367.1	A	g6893.t1	A
rna-XM_057804382.1	A	g876.t2	A
rna-XM_057804371.1	A	g875.t1	A
rna-XM_057804385.1	A	g3203.t2	A
rna-XM_057804365.1	A	g13835.t1	A
rna-XM_057804376.1	A	g877.t2	A
rna-XM_057804368.1	A	g10306.t1	A
rna-XM_057805237.1	A	g10677.t1	A
rna-XM_057804117.1	A	g3990.t1	A
rna-XM_057804122.1	A	g2732.t1	A
rna-XM_057804130.1	A	g2734.t1	A
rna-XM_057803900.1	A	g7329.t1	A
rna-XM_057803901.1	A	g9453.t1	A
rna-XM_057804101.1	A	g3114.t1	A
rna-XM_057804596.1	A	g122.t1	A
rna-XM_057804995.1	A	g12214.t1	A
rna-XM_057804999.1	A	g8781.t1	A
rna-XM_057804992.1	A	g7980.t1	A
rna-XM_057805000.1	A	g5596.t1	A
rna-XM_057804136.1	A	g9171.t1	A
rna-XM_057804091.1	A	g2191.t1	A
rna-XM_057804093.1	A	g4136.t1	A
rna-XM_057804139.1	A	g7706.t1	A
rna-XM_057804985.1	A	g14574.t1	A
rna-XM_057804984.1	A	g14577.t1	A
rna-XM_057804982.1	A	g9285.t1	A
rna-XM_057804349.1	A	g9286.t1	A
rna-XM_057804181.1	A	g8932.t1	A
rna-XM_057804451.1	A	g2190.t2	A
rna-XM_057804329.1	A	g5680.t1	A
rna-XM_057804110.1	A	g4271.t2	A
rna-XM_057804573.1	A	g5150.t1	A
rna-XM_057804571.1	A	g11536.t1	A
rna-XM_057803917.1	A	g13263.t1	A
rna-XM_057803916.1	A	g5574.t1	A
rna-XM_057803919.1	A	g6821.t2	A
rna-XM_057805059.1	A	g14572.t1	A
rna-XM_057804126.1	A	g7614.t1	A
rna-XM_057804244.1	A	g8548.t1	A
rna-XM_057805079.1	A	g3816.t1	A
rna-XM_057804778.1	A	g5709.t1	A
rna-XM_057804071.1	A	g14664.t1	A
rna-XM_057803920.1	A	g14570.t1	A
rna-XM_057804189.1	A	g7407.t1	A
rna-XM_057804681.1	A	g7405.t1	A
rna-XM_057804684.1	A	g14579.t2	A
rna-XM_057804678.1	A	g14581.t1	A
rna-XM_057805240.1	A	g14582.t1	A
rna-XM_057805254.1	A	g14665.t1	A
rna-XM_057805261.1	A	g11658.t1	A
rna-XM_057805255.1	A	g11657.t2	A
rna-XM_057805256.1	A	g11656.t1	A
rna-XM_057805259.1	A	g5928.t1	A
rna-XM_057805249.1	A	g5918.t1	A
rna-XM_057805258.1	A	g7979.t3	A
rna-XM_057805125.1	A	g6673.t1	A
rna-XM_057804597.1	A	g6572.t1	A
rna-XM_057805241.1	A	g6691.t1	A
rna-XM_057804649.1	A	g5708.t1	A
rna-XM_057804188.1	A	g12571.t1	A
rna-XM_057803981.1	A	g8238.t1	A
rna-XM_057804179.1	A	g6564.t1	A
rna-XM_057803895.1	A	g5913.t1	A
rna-XM_057804401.1	A	g4959.t1	A
rna-XM_057803878.1	A	g7936.t1	A
rna-XM_057803877.1	A	g7939.t1	A
rna-XM_057803880.1	A	g571.t1	A
rna-XM_057804286.1	A	g5770.t1	A
rna-XM_057804266.1	A	g6686.t1	A
rna-XM_057804478.1	A	g6687.t1	A
rna-XM_057805018.1	A	g5732.t1	A
rna-XM_057805021.1	A	g4816.t1	A
rna-XM_057805029.1	A	g5731.t1	A
rna-XM_057804425.1	A	g3167.t1	A
rna-XM_057804443.1	A	g9977.t1	A
rna-XM_057804421.1	A	g3161.t1	A
rna-XM_057804588.1	A	g4403.t1	A
rna-XM_057804399.1	A	g5115.t1	A
rna-XM_057804400.1	A	g13809.t1	A
rna-XM_057804247.1	A	g84.t1	A
rna-XM_057804253.1	A	g85.t1	A
rna-XM_057804183.1	A	g7786.t1	A
rna-XM_057804456.1	A	g10716.t1	A
rna-XM_057804563.1	A	g10921.t1	A
rna-XM_057804517.1	A	g10922.t2	A
rna-XM_057804495.1	A	g11261.t1	A
rna-XM_057805009.1	A	g5066.t1	A
rna-XM_057805004.1	A	g11971.t1	A
rna-XM_057805013.1	A	g11972.t1	A
rna-XM_057805007.1	A	g11970.t1	A
rna-XM_057805005.1	A	g6904.t1	A
rna-XM_057804063.1	A	g8512.t1	A
rna-XM_057804191.1	A	g4035.t1	A
rna-XM_057805216.1	A	g4037.t1	A
rna-XM_057805217.1	A	g3390.t1	A
rna-XM_057805124.1	A	g4038.t1	A
rna-XM_057805123.1	A	g4180.t2	A
rna-XM_057805246.1	A	g10232.t1	A
rna-XM_057804182.1	A	g13949.t1	A
rna-XM_057805130.1	A	g10231.t1	A
rna-XM_057805136.1	A	g13950.t1	A
rna-XM_057805131.1	A	g1752.t2	A
rna-XM_057805138.1	A	g3759.t2	A
rna-XM_057805141.1	A	g6094.t1	A
rna-XM_057805247.1	A	g3746.t1	A
rna-XM_057804650.1	A	g7683.t1	A
rna-XM_057804663.1	A	g7671.t1	A
rna-XM_057804665.1	A	g13692.t1	A
rna-XM_057804661.1	A	g620.t1	A
rna-XM_057804799.1	A	g2345.t1	A
rna-XM_057804800.1	A	g6135.t1	A
rna-XM_057804808.1	A	g13277.t1	A
rna-XM_057804822.1	A	g3284.t1	A
rna-XM_057804830.1	A	g3285.t1	A
rna-XM_057804836.1	A	g13875.t1	A
rna-XM_057804837.1	A	g14244.t1	A
rna-XM_057804834.1	A	g14247.t1	A
rna-XM_057804818.1	A	g11864.t2	A
rna-XM_057804839.1	A	g11848.t1	A
rna-XM_057804833.1	A	g11852.t1	A
rna-XM_057804824.1	A	g11853.t1	A
rna-XM_057804821.1	A	g11856.t1	A
rna-XM_057804823.1	A	g11573.t1	A
rna-XM_057804843.1	A	g83.t1	A
rna-XM_057804819.1	A	g125.t1	A
rna-XM_057805248.1	A	g124.t1	A
rna-XM_057804811.1	A	g13343.t1	A
rna-XM_057804820.1	A	g8888.t2	A
rna-XM_057804827.1	A	g8839.t1	A
rna-XM_057804813.1	A	g11560.t1	A
rna-XM_057804826.1	A	g8893.t1	A
rna-XM_057804838.1	A	g8890.t1	A
rna-XM_057803969.1	A	g13340.t1	A
rna-XM_057805215.1	A	g13335.t1	A
rna-XM_057805213.1	A	g13336.t2	A
rna-XM_057804403.1	A	g13334.t1	A
rna-XM_057804354.1	A	g13339.t1	A
rna-XM_057804493.1	A	g6656.t1	A
rna-XM_057804389.1	A	g9634.t1	A
rna-XM_057804388.1	A	g6086.t1	A
rna-XM_057804473.1	A	g6087.t1	A
rna-XM_057804471.1	A	g6085.t2	A
rna-XM_057804467.1	A	g6083.t2	A
rna-XM_057804780.1	A	g7464.t1	X
rna-XM_057804782.1	A	g14559.t1	A
rna-XM_057804328.1	A	g14560.t1	A
rna-XM_057804699.1	A	g4012.t1	A
rna-XM_057804700.1	A	g11397.t1	A
rna-XM_057804702.1	A	g11402.t1	A
rna-XM_057804701.1	A	g11166.t1	A
rna-XM_057804703.1	A	g6758.t1	A
rna-XM_057804708.1	A	g3779.t1	A
rna-XM_057804709.1	A	g3562.t1	A
rna-XM_057804710.1	A	g13571.t2	A
rna-XM_057804713.1	A	g13311.t1	A
rna-XM_057805209.1	A	g9324.t1	A
rna-XM_057805211.1	A	g4960.t1	A
rna-XM_057805921.1	A	g4961.t1	A
rna-XM_057805741.1	A	g12848.t1	A
rna-XM_057806011.1	A	g5058.t1	A
rna-XM_057806013.1	A	g1084.t1	A
rna-XM_057805996.1	A	g1087.t1	A
rna-XM_057805999.1	A	g1088.t2	A
rna-XM_057806001.1	A	g5903.t2	A
rna-XM_057806005.1	A	g11152.t1	A
rna-XM_057805997.1	A	g708.t1	A
rna-XM_057805878.1	A	g707.t1	A
rna-XM_057805883.1	A	g984.t1	A
rna-XM_057806238.1	A	g983.t1	A
rna-XM_057806483.1	A	g974.t1	A
rna-XM_057806241.1	A	g973.t1	A
rna-XM_057805676.1	A	g972.t1	A
rna-XM_057806353.1	A	g971.t3	A
rna-XM_057806357.1	A	g638.t1	A
rna-XM_057806364.1	A	g642.t1	A
rna-XM_057806362.1	A	g643.t2	A
rna-XM_057806356.1	A	g644.t2	A
rna-XM_057806358.1	A	g7648.t1	A
rna-XM_057806363.1	A	g12851.t1	A
rna-XM_057806094.1	A	g12845.t2	A
rna-XM_057805457.1	A	g3399.t1	A
rna-XM_057806429.1	A	g2182.t2	A
rna-XM_057806430.1	A	g2184.t1	A
rna-XM_057806434.1	A	g5836.t1	A
rna-XM_057806426.1	A	g11989.t1	A
rna-XM_057805758.1	A	g7604.t1	A
rna-XM_057806584.1	A	g2183.t1	A
rna-XM_057806585.1	A	g2100.t1	A
rna-XM_057806458.1	A	g2173.t1	A
rna-XM_057806457.1	A	g2174.t2	A
rna-XM_057805546.1	A	g2175.t1	A
rna-XM_057805939.1	A	g4723.t1	A
rna-XM_057805492.1	A	g2179.t1	A
rna-XM_057805493.1	A	g12890.t1	A
rna-XM_057805491.1	A	g7652.t1	A
rna-XM_057806111.1	A	g7651.t1	A
rna-XM_057805829.1	A	g8321.t1	A
rna-XM_057805558.1	A	g2140.t2	A
rna-XM_057805557.1	A	g7212.t1	A
rna-XM_057806305.1	A	g12741.t1	A
rna-XM_057806319.1	A	g12740.t1	A
rna-XM_057806295.1	A	g12739.t2	A
rna-XM_057806308.1	A	g12738.t1	A
rna-XM_057806306.1	A	g2380.t1	A
rna-XM_057806311.1	A	g2127.t1	A
rna-XM_057806293.1	A	g13612.t1	A
rna-XM_057806236.1	A	g2139.t3	A
rna-XM_057805501.1	A	g2178.t1	A
rna-XM_057805421.1	A	g3749.t1	A
rna-XM_057806079.1	A	g6327.t1	A
rna-XM_057805946.1	A	g6326.t1	A
rna-XM_057805303.1	A	g3387.t1	A
rna-XM_057805309.1	A	g5488.t1	A
rna-XM_057806096.1	A	g9720.t1	A
rna-XM_057806095.1	A	g4632.t1	A
rna-XM_057805495.1	A	g5452.t1	A
rna-XM_057806015.1	A	g12338.t1	A
rna-XM_057805405.1	A	g2134.t1	A
rna-XM_057805406.1	A	g13209.t1	A
rna-XM_057805678.1	A	g13208.t4	A
rna-XM_057805685.1	A	g13210.t1	A
rna-XM_057805687.1	A	g7096.t2	A
rna-XM_057806214.1	A	g14671.t2	A
rna-XM_057806560.1	A	g11240.t1	A
rna-XM_057806565.1	A	g14667.t2	A
rna-XM_057806570.1	A	g5016.t1	A
rna-XM_057806572.1	A	g9086.t1	A
rna-XM_057806583.1	A	g9087.t1	A
rna-XM_057805941.1	A	g9089.t1	A
rna-XM_057805537.1	A	g9094.t2	A
rna-XM_057805486.1	A	g9092.t1	A
rna-XM_057806321.1	A	g9091.t2	A
rna-XM_057806334.1	A	g9090.t1	A
rna-XM_057806323.1	A	g9064.t1	A
rna-XM_057806553.1	A	g11583.t1	A
rna-XM_057806552.1	A	g11587.t1	A
rna-XM_057806556.1	A	g11588.t1	A
rna-XM_057806558.1	A	g11591.t1	A
rna-XM_057806554.1	A	g6743.t1	A
rna-XM_057805460.1	A	g6622.t1	A
rna-XM_057806225.1	A	g6624.t1	A
rna-XM_057806017.1	A	g6881.t1	A
rna-XM_057805488.1	A	g6880.t1	A
rna-XM_057805489.1	A	g6879.t1	A
rna-XM_057806106.1	A	g6878.t1	A
rna-XM_057805442.1	A	g6877.t1	A
rna-XM_057805452.1	A	g6876.t1	A
rna-XM_057806060.1	A	g3137.t1	A
rna-XM_057805987.1	A	g7646.t1	A
rna-XM_057805426.1	A	g849.t1	A
rna-XM_057805514.1	A	g13451.t1	A
rna-XM_057805507.1	A	g8064.t1	A
rna-XM_057805517.1	A	g2966.t1	A
rna-XM_057806062.1	A	g3985.t1	A
rna-XM_057805958.1	A	g2721.t1	A
rna-XM_057805310.1	A	g2206.t1	A
rna-XM_057806084.1	A	g10635.t1	A
rna-XM_057806396.1	A	g3660.t1	A
rna-XM_057806399.1	A	g4234.t1	A
rna-XM_057806505.1	A	g10579.t1	A
rna-XM_057806439.1	A	g10528.t1	A
rna-XM_057806437.1	A	g10526.t1	A
rna-XM_057806443.1	A	g10522.t1	A
rna-XM_057806435.1	A	g2306.t1	A
rna-XM_057806260.1	A	g14184.t1	A
rna-XM_057806121.1	A	g736.t1	A
rna-XM_057805677.1	A	g734.t1	A
rna-XM_057806208.1	A	g732.t1	A
rna-XM_057806261.1	A	g5579.t1	A
rna-XM_057805425.1	A	g727.t1	A
rna-XM_057805748.1	A	g9835.t1	A
rna-XM_057806445.1	A	g14434.t1	A
rna-XM_057806455.1	A	g6791.t1	A
rna-XM_057805456.1	A	g3443.t1	A
rna-XM_057805481.1	A	g2392.t1	A
rna-XM_057806496.1	A	g9925.t1	A
rna-XM_057805634.1	A	g6704.t1	A
rna-XM_057805483.1	A	g4041.t2	A
rna-XM_057806043.1	A	g4789.t1	A
rna-XM_057806047.1	A	g5161.t1	A
rna-XM_057806049.1	A	g9349.t1	A
rna-XM_057806052.1	A	g10167.t1	A
rna-XM_057806286.1	A	g11019.t1	A
rna-XM_057806287.1	A	g4228.t1	A
rna-XM_057805500.1	A	g3077.t1	A
rna-XM_057806513.1	A	g8765.t1	A
rna-XM_057806514.1	A	g12024.t2	A
rna-XM_057805670.1	A	g3992.t1	A
rna-XM_057805669.1	A	g2214.t1	A
rna-XM_057805647.1	A	g4006.t1	A
rna-XM_057806490.1	A	g12162.t1	A
rna-XM_057806488.1	A	g773.t1	A
rna-XM_057806491.1	A	g772.t1	A
rna-XM_057806008.1	A	g5654.t1	A
rna-XM_057805391.1	A	g5655.t1	A
rna-XM_057805443.1	A	g5734.t1	A
rna-XM_057805445.1	A	g4742.t2	A
rna-XM_057805448.1	A	g4743.t1	A
rna-XM_057805427.1	A	g4744.t1	A
rna-XM_057806228.1	A	g12189.t3	A
rna-XM_057806231.1	A	g12190.t1	A
rna-XM_057805694.1	A	g12489.t1	A
rna-XM_057806411.1	A	g2300.t1	A
rna-XM_057806414.1	A	g10495.t1	A
rna-XM_057806413.1	A	g12490.t1	A
rna-XM_057805368.1	A	g12392.t1	A
rna-XM_057806335.1	A	g4327.t2	A
rna-XM_057806337.1	A	g4328.t1	A
rna-XM_057806336.1	A	g4378.t1	A
rna-XM_057806340.1	A	g4379.t1	A
rna-XM_057806059.1	A	g4383.t1	A
rna-XM_057806058.1	A	g4384.t1	A
rna-XM_057805749.1	A	g1809.t1	A
rna-XM_057806546.1	A	g1812.t1	A
rna-XM_057806548.1	A	g11679.t1	A
rna-XM_057805986.1	A	g9107.t1	A
rna-XM_057805980.1	A	g9106.t1	A
rna-XM_057805981.1	A	g11867.t1	A
rna-XM_057806392.1	A	g6401.t2	A
rna-XM_057806393.1	A	g7627.t1	A
rna-XM_057805709.1	A	g5608.t1	A
rna-XM_057805750.1	A	g4340.t1	A
rna-XM_057805755.1	A	g10912.t1	A
rna-XM_057805756.1	A	g9883.t1	A
rna-XM_057806019.1	A	g4351.t1	A
rna-XM_057806018.1	A	g10806.t1	A
rna-XM_057805935.1	A	g10807.t1	A
rna-XM_057805502.1	A	g6297.t1	A
rna-XM_057805431.1	A	g4002.t1	A
rna-XM_057806070.1	A	g256.t1	A
rna-XM_057806374.1	A	g7171.t4	A
rna-XM_057806373.1	A	g7172.t1	A
rna-XM_057805433.1	A	g11571.t1	A
rna-XM_057805434.1	A	g11570.t1	A
rna-XM_057805435.1	A	g9290.t1	A
rna-XM_057805950.1	A	g11567.t1	A
rna-XM_057806065.1	A	g11568.t1	A
rna-XM_057806064.1	A	g11569.t2	A
rna-XM_057805503.1	A	g11566.t1	A
rna-XM_057805504.1	A	g11565.t1	A
rna-XM_057806211.1	A	g11564.t1	A
rna-XM_057806210.1	A	g11563.t1	A
rna-XM_057805637.1	A	g11812.t1	A
rna-XM_057806021.1	A	g11813.t1	A
rna-XM_057806028.1	A	g5620.t1	A
rna-XM_057806023.1	A	g5619.t1	A
rna-XM_057806027.1	A	g12169.t1	A
rna-XM_057806033.1	A	g11713.t2	A
rna-XM_057805977.1	A	g11716.t1	A
rna-XM_057805975.1	A	g11863.t1	A
rna-XM_057806205.1	A	g6692.t2	A
rna-XM_057806206.1	A	g6694.t1	A
rna-XM_057806207.1	A	g6695.t1	A
rna-XM_057805363.1	A	g11927.t1	A
rna-XM_057805364.1	A	g11961.t1	A
rna-XM_057805367.1	A	g13714.t1	A
rna-XM_057806388.1	A	g11682.t1	A
rna-XM_057805645.1	A	g5554.t1	A
rna-XM_057805635.1	A	g9295.t1	A
rna-XM_057805636.1	A	g9260.t1	A
rna-XM_057805885.1	A	g9297.t3	A
rna-XM_057805907.1	A	g166.t1	A
rna-XM_057806540.1	A	g164.t1	A
rna-XM_057805917.1	A	g1745.t1	A
rna-XM_057805899.1	A	g157.t2	A
rna-XM_057805890.1	A	g8209.t1	A
rna-XM_057805898.1	A	g155.t1	A
rna-XM_057805900.1	A	g154.t1	A
rna-XM_057805919.1	A	g153.t1	A
rna-XM_057805901.1	A	g152.t1	A
rna-XM_057805915.1	A	g151.t1	A
rna-XM_057805904.1	A	g149.t2	A
rna-XM_057805891.1	A	g8060.t1	A
rna-XM_057806345.1	A	g2590.t1	A
rna-XM_057806346.1	A	g2652.t1	A
rna-XM_057806350.1	A	g2653.t1	A
rna-XM_057805429.1	A	g11928.t1	A
rna-XM_057805972.1	A	g11929.t1	A
rna-XM_057805924.1	A	g12855.t1	A
rna-XM_057805923.1	A	g12856.t1	A
rna-XM_057805926.1	A	g12858.t1	A
rna-XM_057805415.1	A	g8515.t1	A
rna-XM_057805408.1	A	g9130.t1	A
rna-XM_057805416.1	A	g11525.t1	A
rna-XM_057805688.1	A	g9080.t1	A
rna-XM_057806365.1	A	g9150.t4	A
rna-XM_057806367.1	A	g5861.t1	A
rna-XM_057806372.1	A	g4405.t1	A
rna-XM_057805424.1	A	g9046.t1	A
rna-XM_057806136.1	A	g9047.t1	A
rna-XM_057806134.1	A	g9048.t1	A
rna-XM_057806141.1	A	g10251.t1	A
rna-XM_057806139.1	A	g10252.t1	A
rna-XM_057806122.1	A	g10255.t1	A
rna-XM_057806132.1	A	g3184.t2	A
rna-XM_057806142.1	A	g10253.t1	A
rna-XM_057806147.1	A	g12764.t1	A
rna-XM_057806153.1	A	g10620.t1	A
rna-XM_057806154.1	A	g7544.t1	A
rna-XM_057806156.1	A	g4572.t1	A
rna-XM_057806160.1	A	g10633.t1	A
rna-XM_057806162.1	A	g10634.t1	A
rna-XM_057806163.1	A	g4573.t2	A
rna-XM_057806167.1	A	g4574.t1	A
rna-XM_057806171.1	A	g4575.t2	A
rna-XM_057806541.1	A	g4567.t1	A
rna-XM_057806175.1	A	g4569.t1	A
rna-XM_057806178.1	A	g4566.t1	A
rna-XM_057806179.1	A	g5958.t1	A
rna-XM_057806180.1	A	g4565.t1	A
rna-XM_057806193.1	A	g4676.t1	A
rna-XM_057806233.1	A	g4675.t1	A
rna-XM_057805541.1	A	g4674.t1	A
rna-XM_057806007.1	A	g10344.t2	A
rna-XM_057805441.1	A	g4673.t1	A
rna-XM_057805544.1	A	g14654.t1	A
rna-XM_057805419.1	A	g4672.t1	A
rna-XM_057806250.1	A	g5167.t2	A
rna-XM_057806086.1	A	g5166.t1	A
rna-XM_057806088.1	A	g5162.t1	A
rna-XM_057806092.1	A	g5165.t1	A
rna-XM_057806093.1	A	g5163.t1	A
rna-XM_057805988.1	A	g4779.t1	A
rna-XM_057805990.1	A	g12360.t1	A
rna-XM_057805989.1	A	g4842.t1	A
rna-XM_057805991.1	A	g4761.t1	A
rna-XM_057806066.1	A	g4853.t1	A
rna-XM_057805496.1	A	g4841.t1	A
rna-XM_057805484.1	A	g4840.t1	A
rna-XM_057806272.1	A	g4839.t2	A
rna-XM_057806281.1	A	g1221.t1	A
rna-XM_057805285.1	A	g3502.t3	A
rna-XM_057805467.1	A	g3501.t1	A
rna-XM_057805777.1	A	g7540.t1	A
rna-XM_057805811.1	A	g7539.t1	A
rna-XM_057805809.1	A	g7538.t1	A
rna-XM_057805813.1	A	g7537.t1	A
rna-XM_057805810.1	A	g13020.t1	A
rna-XM_057805807.1	A	g3518.t1	A
rna-XM_057805814.1	A	g3517.t1	A
rna-XM_057805803.1	A	g8094.t1	A
rna-XM_057805817.1	A	g8098.t1	A
rna-XM_057805766.1	A	g2324.t1	A
rna-XM_057805771.1	A	g13022.t1	A
rna-XM_057805812.1	A	g13122.t1	A
rna-XM_057805815.1	A	g4714.t1	A
rna-XM_057805821.1	A	g8360.t1	A
rna-XM_057805827.1	A	g9601.t1	A
rna-XM_057805825.1	A	g9616.t1	A
rna-XM_057805828.1	A	g5190.t1	A
rna-XM_057805978.1	A	g9572.t1	A
rna-XM_057805979.1	A	g9574.t1	A
rna-XM_057805266.1	A	g9605.t1	A
rna-XM_057805267.1	A	g9606.t1	A
rna-XM_057805268.1	A	g9607.t1	A
rna-XM_057805272.1	A	g9608.t1	A
rna-XM_057806461.1	A	g9610.t1	A
rna-XM_057806463.1	A	g9611.t1	A
rna-XM_057806460.1	A	g9612.t1	A
rna-XM_057806467.1	A	g9600.t1	A
rna-XM_057806468.1	A	g7500.t1	A
rna-XM_057806469.1	A	g9598.t1	A
rna-XM_057806473.1	A	g9599.t1	A
rna-XM_057805438.1	A	g7499.t1	A
rna-XM_057805440.1	A	g7498.t1	A
rna-XM_057805628.1	A	g9580.t1	A
rna-XM_057805620.1	A	g9583.t1	A
rna-XM_057805568.1	A	g9592.t2	A
rna-XM_057805619.1	A	g9595.t2	A
rna-XM_057806253.1	A	g9596.t1	A
rna-XM_057806254.1	A	g9148.t2	A
rna-XM_057806415.1	A	g9571.t1	A
rna-XM_057805992.1	A	g9602.t1	A
rna-XM_057805993.1	A	g9569.t1	A
rna-XM_057806475.1	A	g7822.t2	A
rna-XM_057805275.1	A	g8250.t1	A
rna-XM_057805276.1	A	g1103.t1	A
rna-XM_057805274.1	A	g8326.t1	A
rna-XM_057805280.1	A	g7722.t1	A
rna-XM_057805278.1	A	g8251.t1	A
rna-XM_057805281.1	A	g4831.t1	A
rna-XM_057806074.1	A	g4832.t1	A
rna-XM_057806075.1	A	g4835.t1	A
rna-XM_057805937.1	A	g4836.t2	A
rna-XM_057806120.1	A	g3510.t1	A
rna-XM_057806119.1	A	g747.t1	A
rna-XM_057805934.1	A	g3511.t1	A
rna-XM_057805940.1	A	g3512.t1	A
rna-XM_057805319.1	A	g4662.t1	A
rna-XM_057805697.1	A	g7941.t1	A
rna-XM_057805695.1	A	g4663.t2	A
rna-XM_057805973.1	A	g4664.t1	A
rna-XM_057805551.1	A	g4665.t1	A
rna-XM_057805547.1	A	g4666.t1	A
rna-XM_057805556.1	A	g4667.t1	A
rna-XM_057805689.1	A	g8269.t1	A
rna-XM_057805454.1	A	g4671.t1	A
rna-XM_057805877.1	A	g2273.t1	A
rna-XM_057805710.1	A	g1245.t1	A
rna-XM_057805721.1	A	g1246.t1	A
rna-XM_057805735.1	A	g1248.t1	A
rna-XM_057805724.1	A	g1249.t1	A
rna-XM_057805726.1	A	g1253.t1	A
rna-XM_057805737.1	A	g7828.t1	A
rna-XM_057805955.1	A	g3803.t1	A
rna-XM_057805369.1	A	g3689.t1	A
rna-XM_057805372.1	A	g1132.t1	A
rna-XM_057806543.1	A	g7829.t1	A
rna-XM_057806544.1	A	g7830.t2	A
rna-XM_057805370.1	A	g8426.t1	A
rna-XM_057805383.1	A	g8425.t1	A
rna-XM_057805384.1	A	g5775.t1	A
rna-XM_057805380.1	A	g710.t1	A
rna-XM_057805382.1	A	g13514.t1	A
rna-XM_057805378.1	A	g13515.t1	A
rna-XM_057805518.1	A	g13516.t1	A
rna-XM_057805528.1	A	g13518.t2	A
rna-XM_057805529.1	A	g13520.t1	A
rna-XM_057805530.1	A	g13053.t2	A
rna-XM_057805533.1	A	g5033.t1	A
rna-XM_057805536.1	A	g5032.t1	A
rna-XM_057805348.1	A	g7319.t2	A
rna-XM_057805322.1	A	g7318.t2	A
rna-XM_057805340.1	A	g9576.t1	A
rna-XM_057805337.1	A	g10632.t1	A
rna-XM_057805350.1	A	g4115.t1	A
rna-XM_057805361.1	A	g13299.t1	A
rna-XM_057805358.1	A	g13557.t1	A
rna-XM_057805360.1	A	g2886.t1	X
rna-XM_057805357.1	A	g13300.t1	A
rna-XM_057806016.1	A	g14180.t1	A
rna-XM_057805927.1	A	g14181.t1	A
rna-XM_057805417.1	A	g5514.t1	A
rna-XM_057805691.1	A	g5513.t1	A
rna-XM_057806099.1	A	g13017.t3	A
rna-XM_057806098.1	A	g13018.t2	A
rna-XM_057806101.1	A	g3519.t1	A
rna-XM_057806103.1	A	g3520.t1	A
rna-XM_057806954.1	A	g4063.t1	A
rna-XM_057806678.1	A	g4062.t1	A
rna-XM_057806679.1	A	g4061.t1	A
rna-XM_057806655.1	A	g4051.t1	A
rna-XM_057806653.1	A	g4049.t1	A
rna-XM_057806654.1	A	g4048.t1	A
rna-XM_057806652.1	A	g10629.t1	A
rna-XM_057806635.1	A	g7667.t1	A
rna-XM_057807546.1	A	g4045.t1	A
rna-XM_057807077.1	A	g9575.t1	A
rna-XM_057807078.1	A	g4222.t1	A
rna-XM_057806676.1	A	g1523.t1	X
rna-XM_057806634.1	A	g4058.t2	A
rna-XM_057806614.1	A	g10738.t1	A
rna-XM_057807018.1	A	g10737.t1	A
rna-XM_057807507.1	A	g6982.t1	A
rna-XM_057807503.1	A	g355.t1	A
rna-XM_057807506.1	A	g6983.t1	A
rna-XM_057807510.1	A	g511.t1	A
rna-XM_057806942.1	A	g6363.t1	A
rna-XM_057807452.1	A	g6364.t3	A
