C_chinensis	chromosome	C_maculatus	chromosome
anno1.g1424.t1	A	g9679.t1	A
anno1.g8890.t1	A	g5954.t1	A
anno1.g8891.t1	A	g5953.t1	A
anno1.g8892.t1	A	g5952.t3	A
anno1.g8893.t1	A	g5951.t1	A
anno1.g8894.t1	A	g5950.t1	A
anno1.g8896.t1	A	g5949.t1	A
anno1.g8898.t1	A	g5948.t1	A
anno1.g8899.t1	A	g5947.t1	A
anno1.g8889.t6	A	g588.t1	A
anno1.g1351.t1	A	g14043.t1	A
anno1.g1352.t1	A	g14044.t1	A
anno1.g1353.t1	A	g14042.t1	A
anno1.g1355.t1	A	g14040.t1	A
anno1.g1358.t1	A	g14037.t1	A
anno1.g1359.t1	A	g8856.t1	A
anno1.g1361.t1	A	g14036.t1	A
anno1.g1362.t1	A	g14035.t1	A
anno1.g1363.t1	A	g14034.t1	A
anno1.g1364.t1	A	g14033.t1	A
anno1.g1365.t1	A	g14032.t1	A
anno1.g1367.t1	A	g14030.t1	A
anno1.g1369.t1	A	g14029.t1	A
anno1.g1370.t2	A	g14028.t1	A
anno1.g1371.t2	A	g14027.t2	A
anno1.g1373.t1	A	g14026.t1	A
anno1.g1374.t1	A	g14025.t1	A
anno1.g1376.t1	A	g14023.t1	A
anno1.g1377.t1	A	g14022.t1	A
anno1.g1378.t1	A	g14021.t1	A
anno1.g1381.t1	A	g14020.t1	A
anno1.g1382.t1	A	g14019.t1	A
anno1.g1383.t1	A	g14018.t1	A
anno1.g1384.t1	A	g14017.t1	A
anno1.g1385.t1	A	g14016.t1	A
anno1.g1386.t1	A	g14015.t1	A
anno1.g1387.t1	A	g14014.t1	A
anno1.g1388.t1	A	g14013.t1	A
anno1.g1389.t1	A	g14012.t1	A
anno1.g1390.t1	A	g14011.t1	A
anno1.g1391.t1	A	g14010.t1	A
anno1.g1393.t1	A	g14009.t1	A
anno1.g1397.t1	A	g14003.t2	A
anno1.g1398.t1	A	g14001.t1	A
anno1.g1399.t1	A	g14000.t1	A
anno1.g1400.t1	A	g13999.t2	A
anno1.g1403.t1	A	g13998.t4	A
anno1.g1404.t2	A	g13997.t1	A
anno1.g1405.t1	A	g13996.t1	A
anno1.g1406.t1	A	g13995.t1	A
anno1.g1407.t2	A	g13994.t1	A
anno1.g1408.t1	A	g13993.t1	A
anno1.g1410.t1	A	g13991.t1	A
anno1.g1411.t1	A	g13989.t1	A
anno1.g1412.t1	A	g13988.t1	A
anno1.g1413.t1	A	g13987.t1	A
anno1.g1414.t1	A	g13986.t1	A
anno1.g1415.t1	A	g13984.t1	A
anno1.g1416.t1	A	g13983.t1	A
anno1.g1418.t1	A	g13981.t1	A
anno1.g1419.t1	A	g13980.t1	A
anno1.g1420.t1	A	g13979.t1	A
anno1.g8888.t1	A	g10340.t1	A
anno1.g8881.t2	A	g3167.t1	A
anno1.g8882.t1	A	g3176.t1	A
anno1.g8884.t1	A	g3164.t1	A
anno1.g8867.t1	A	g13937.t1	A
anno1.g8868.t1	A	g13936.t1	A
anno1.g8870.t1	A	g13933.t1	A
anno1.g8871.t1	A	g13932.t1	A
anno1.g8875.t1	A	g13927.t1	A
anno1.g8876.t2	A	g13925.t1	A
anno1.g8877.t1	A	g13924.t1	A
anno1.g8878.t1	A	g13923.t2	A
anno1.g8879.t1	A	g13921.t1	A
anno1.g8860.t1	A	g3506.t1	A
anno1.g8861.t1	A	g3504.t1	A
anno1.g8863.t4	A	g3502.t3	A
anno1.g8864.t1	A	g3501.t1	A
anno1.g8865.t1	A	g3500.t1	A
anno1.g8831.t1	A	g10116.t2	A
anno1.g8832.t1	A	g10117.t1	A
anno1.g8833.t1	A	g10118.t1	A
anno1.g8834.t1	A	g10120.t1	A
anno1.g8835.t1	A	g10121.t1	A
anno1.g8837.t2	A	g10123.t1	A
anno1.g8839.t1	A	g10125.t1	A
anno1.g8840.t3	A	g10126.t3	A
anno1.g8841.t1	A	g14793.t1	A
anno1.g8842.t2	A	g14792.t2	A
anno1.g8843.t1	A	g2602.t1	A
anno1.g8846.t2	A	g14791.t3	A
anno1.g8847.t1	A	g14790.t1	A
anno1.g8849.t1	A	g7584.t1	A
anno1.g8850.t1	A	g7585.t1	A
anno1.g8851.t2	A	g7579.t2	A
anno1.g8852.t1	A	g7578.t1	A
anno1.g8853.t1	A	g1750.t1	A
anno1.g8854.t1	A	g1749.t1	A
anno1.g8855.t1	A	g9453.t1	A
anno1.g8856.t1	A	g9454.t1	A
anno1.g8857.t1	A	g6176.t1	A
anno1.g8823.t1	A	g11070.t1	A
anno1.g8824.t1	A	g11069.t1	A
anno1.g8825.t2	A	g11068.t1	A
anno1.g8828.t1	A	g11067.t1	A
anno1.g8829.t1	A	g11065.t1	A
anno1.g8816.t1	A	g12369.t1	A
anno1.g8819.t1	A	g1883.t1	A
anno1.g8820.t1	A	g12373.t1	A
anno1.g8811.t1	A	g8310.t1	A
anno1.g8797.t1	A	g2626.t1	A
anno1.g8799.t1	A	g2625.t1	A
anno1.g8801.t1	A	g2557.t1	A
anno1.g8802.t1	A	g2621.t1	A
anno1.g8803.t1	A	g2620.t1	A
anno1.g8804.t1	A	g2619.t1	A
anno1.g8805.t1	A	g2553.t1	A
anno1.g8806.t1	A	g2552.t1	A
anno1.g8807.t1	A	g2616.t1	A
anno1.g8808.t3	A	g2549.t3	A
anno1.g8809.t1	A	g2614.t1	A
anno1.g8810.t1	A	g2613.t1	A
anno1.g8779.t1	A	g10513.t1	A
anno1.g8780.t1	A	g10514.t1	A
anno1.g8781.t3	A	g10515.t1	A
anno1.g8784.t1	A	g10518.t1	A
anno1.g8785.t1	A	g10519.t1	A
anno1.g8786.t1	A	g10520.t1	A
anno1.g8787.t2	A	g10521.t2	A
anno1.g8789.t1	A	g10522.t1	A
anno1.g8790.t1	A	g10523.t1	A
anno1.g8791.t1	A	g10524.t1	A
anno1.g8792.t1	A	g10526.t1	A
anno1.g8793.t1	A	g10527.t1	A
anno1.g8794.t1	A	g10528.t1	A
anno1.g8795.t1	A	g10529.t1	A
anno1.g8796.t1	A	g10530.t1	A
anno1.g1325.t1	A	g8854.t1	A
anno1.g1326.t1	A	g8855.t1	A
anno1.g1327.t1	A	g8857.t1	A
anno1.g1328.t1	A	g8859.t1	A
anno1.g1329.t2	A	g8860.t1	A
anno1.g1331.t1	A	g8862.t1	A
anno1.g1332.t1	A	g8864.t1	A
anno1.g1333.t1	A	g8865.t1	A
anno1.g1334.t1	A	g8866.t2	A
anno1.g1335.t1	A	g8867.t1	A
anno1.g1336.t1	A	g8869.t1	A
anno1.g1338.t1	A	g8871.t2	A
anno1.g1341.t1	A	g8873.t1	A
anno1.g1344.t1	A	g8876.t1	A
anno1.g1345.t2	A	g8878.t2	A
anno1.g1347.t1	A	g8880.t1	A
anno1.g1349.t1	A	g8882.t1	A
anno1.g8775.t1	A	g10751.t2	A
anno1.g8776.t1	A	g10752.t2	A
anno1.g8777.t1	A	g10753.t1	A
anno1.g8778.t1	A	g10754.t1	A
anno1.g1322.t1	A	g4898.t1	A
anno1.g8770.t2	A	g5612.t2	A
anno1.g8772.t3	A	g5609.t3	A
anno1.g1321.t1	A	g10497.t1	A
anno1.g8760.t2	A	g891.t2	A
anno1.g8761.t1	A	g892.t1	A
anno1.g8762.t1	A	g893.t1	A
anno1.g8763.t1	A	g894.t1	A
anno1.g8764.t1	A	g895.t1	A
anno1.g8765.t2	A	g896.t1	A
anno1.g8767.t1	A	g897.t1	A
anno1.g8768.t1	A	g898.t1	A
anno1.g8695.t1	A	g13010.t2	A
anno1.g8696.t2	A	g13011.t2	A
anno1.g8697.t2	A	g13012.t1	A
anno1.g8698.t1	A	g13013.t1	A
anno1.g8699.t1	A	g13014.t1	A
anno1.g8700.t1	A	g13016.t1	A
anno1.g8701.t3	A	g13017.t3	A
anno1.g8702.t2	A	g13018.t2	A
anno1.g8703.t2	A	g13019.t2	A
anno1.g8704.t1	A	g13020.t1	A
anno1.g8705.t1	A	g2515.t1	A
anno1.g8706.t1	A	g2516.t1	A
anno1.g8707.t1	A	g2517.t1	A
anno1.g8708.t1	A	g2518.t1	A
anno1.g8709.t1	A	g12892.t1	A
anno1.g8710.t1	A	g13029.t1	A
anno1.g8711.t1	A	g13034.t1	A
anno1.g8712.t1	A	g13033.t1	A
anno1.g8713.t1	A	g13032.t3	A
anno1.g8714.t1	A	g13031.t1	A
anno1.g8715.t1	A	g13030.t1	A
anno1.g8716.t2	A	g13054.t1	A
anno1.g8717.t1	A	g10882.t1	A
anno1.g8718.t2	A	g13053.t2	A
anno1.g8719.t1	A	g13051.t1	A
anno1.g8720.t2	A	g13050.t1	A
anno1.g8721.t1	A	g13049.t2	A
anno1.g8722.t1	A	g13048.t1	A
anno1.g8723.t1	A	g13047.t1	A
anno1.g8724.t1	A	g13046.t1	A
anno1.g8725.t1	A	g13045.t1	A
anno1.g8728.t1	A	g13043.t1	A
anno1.g8729.t1	A	g13042.t1	A
anno1.g8730.t1	A	g13041.t1	A
anno1.g8731.t1	A	g13040.t1	A
anno1.g8732.t1	A	g13039.t1	A
anno1.g8733.t1	A	g13037.t1	A
anno1.g8734.t1	A	g13036.t1	A
anno1.g8736.t1	A	g13035.t1	A
anno1.g8737.t1	A	g13312.t1	A
anno1.g8738.t2	A	g13313.t2	A
anno1.g8739.t1	A	g13314.t1	A
anno1.g8740.t1	A	g13315.t1	A
anno1.g8741.t1	A	g13316.t1	A
anno1.g8742.t1	A	g13317.t1	A
anno1.g8743.t1	A	g13318.t1	A
anno1.g8744.t1	A	g13319.t1	A
anno1.g8745.t1	A	g13320.t1	A
anno1.g8746.t1	A	g13321.t1	A
anno1.g8748.t1	A	g13323.t2	A
anno1.g8749.t1	A	g13325.t1	A
anno1.g8750.t2	A	g13326.t1	A
anno1.g8751.t1	A	g13327.t1	A
anno1.g8752.t1	A	g13328.t1	A
anno1.g8753.t1	A	g13329.t1	A
anno1.g8754.t1	A	g13330.t1	A
anno1.g8755.t1	A	g13332.t1	A
anno1.g8756.t1	A	g13334.t1	A
anno1.g8757.t1	A	g13335.t1	A
anno1.g1319.t1	A	g4288.t1	A
anno1.g1320.t1	A	g4289.t2	A
anno1.g8682.t1	A	g14136.t1	A
anno1.g8683.t1	A	g14134.t2	A
anno1.g8684.t2	A	g14133.t1	A
anno1.g8685.t1	A	g14132.t1	A
anno1.g8686.t1	A	g14131.t1	A
anno1.g8687.t1	A	g14130.t1	A
anno1.g8689.t1	A	g14128.t2	A
anno1.g8690.t1	A	g14127.t1	A
anno1.g8691.t1	A	g14125.t1	A
anno1.g8692.t1	A	g14124.t1	A
anno1.g8693.t1	A	g14122.t1	A
anno1.g8653.t1	A	g834.t1	A
anno1.g8654.t1	A	g833.t2	A
anno1.g8655.t1	A	g832.t1	A
anno1.g8656.t1	A	g831.t2	A
anno1.g8657.t1	A	g830.t1	A
anno1.g8658.t1	A	g829.t1	A
anno1.g8659.t1	A	g828.t1	A
anno1.g8660.t1	A	g801.t1	A
anno1.g8661.t2	A	g800.t1	A
anno1.g8662.t1	A	g825.t1	A
anno1.g8663.t1	A	g798.t1	A
anno1.g8664.t1	A	g797.t1	A
anno1.g8665.t1	A	g796.t1	A
anno1.g8666.t1	A	g822.t1	A
anno1.g8667.t1	A	g821.t1	A
anno1.g8669.t1	A	g820.t1	A
anno1.g8670.t1	A	g819.t1	A
anno1.g8671.t1	A	g792.t1	A
anno1.g8672.t3	A	g816.t1	A
anno1.g8673.t1	A	g787.t1	A
anno1.g8676.t1	A	g812.t1	A
anno1.g8677.t1	A	g784.t1	A
anno1.g8678.t2	A	g811.t1	A
anno1.g8640.t2	X	g2872.t1	X
anno1.g8641.t1	X	g2873.t1	X
anno1.g8642.t1	X	g2884.t1	X
anno1.g8643.t1	X	g2885.t2	X
anno1.g8644.t1	X	g2886.t1	X
anno1.g8645.t1	X	g2887.t1	X
anno1.g8646.t1	X	g2888.t1	X
anno1.g8647.t1	X	g2889.t2	X
anno1.g8649.t1	X	g2890.t1	X
anno1.g8650.t1	X	g2891.t1	X
anno1.g8651.t1	X	g2892.t1	X
anno1.g1317.t2	A	g11158.t1	A
anno1.g8632.t2	A	g761.t1	A
anno1.g8633.t1	A	g762.t1	A
anno1.g8634.t1	A	g760.t1	A
anno1.g8635.t1	A	g759.t1	A
anno1.g8636.t2	A	g757.t1	A
anno1.g1316.t1	A	g14151.t1	A
anno1.g8630.t1	X	g1416.t1	X
anno1.g1293.t1	A	g4557.t1	A
anno1.g1294.t1	A	g7224.t1	A
anno1.g1297.t1	A	g7411.t1	A
anno1.g1298.t1	A	g7412.t2	A
anno1.g1299.t1	A	g7415.t1	A
anno1.g1301.t1	A	g9328.t1	A
anno1.g1302.t1	A	g9344.t1	A
anno1.g1303.t1	A	g9324.t1	A
anno1.g1304.t1	A	g9319.t1	A
anno1.g1305.t3	A	g9347.t2	A
anno1.g1307.t1	A	g9350.t1	A
anno1.g1308.t1	A	g9351.t1	A
anno1.g1309.t1	A	g9353.t1	A
anno1.g1310.t2	A	g9354.t2	A
anno1.g1311.t1	A	g9359.t1	A
anno1.g1312.t1	A	g9338.t1	A
anno1.g1313.t1	A	g9369.t1	A
anno1.g8628.t1	A	g7404.t1	A
anno1.g8615.t1	A	g8825.t1	A
anno1.g8616.t2	A	g8826.t3	A
anno1.g8618.t1	A	g8827.t1	A
anno1.g8619.t1	A	g8828.t1	A
anno1.g8620.t1	A	g8829.t1	A
anno1.g8621.t1	A	g7344.t1	A
anno1.g8623.t1	A	g5509.t1	A
anno1.g8624.t1	A	g8833.t1	A
anno1.g8625.t1	A	g8834.t1	A
anno1.g8626.t1	A	g8835.t1	A
anno1.g8627.t1	A	g3030.t1	A
anno1.g8588.t1	A	g5653.t1	A
anno1.g8589.t1	A	g5654.t1	A
anno1.g8591.t1	A	g5655.t1	A
anno1.g8593.t1	A	g5651.t1	A
anno1.g8594.t1	A	g5650.t1	A
anno1.g8595.t1	A	g5649.t1	A
anno1.g8596.t1	A	g5648.t1	A
anno1.g8597.t1	A	g5647.t1	A
anno1.g8598.t1	A	g13188.t1	A
anno1.g8601.t2	A	g5645.t1	A
anno1.g8603.t1	A	g5642.t1	A
anno1.g8605.t1	A	g5639.t1	A
anno1.g8610.t1	A	g5632.t1	A
anno1.g8612.t1	A	g5630.t1	A
anno1.g8613.t1	A	g5629.t1	A
anno1.g8614.t1	A	g5628.t1	A
anno1.g8542.t1	A	g4124.t1	A
anno1.g8545.t1	A	g10215.t1	A
anno1.g8547.t1	A	g12922.t1	A
anno1.g8548.t1	A	g4128.t1	A
anno1.g8549.t1	A	g4129.t1	A
anno1.g8550.t1	A	g4130.t1	A
anno1.g8551.t1	A	g4131.t1	A
anno1.g8552.t1	A	g4133.t1	A
anno1.g8553.t1	A	g4134.t1	A
anno1.g8554.t1	A	g4135.t1	A
anno1.g8555.t1	A	g4136.t1	A
anno1.g8557.t1	A	g4138.t1	A
anno1.g8558.t1	A	g4139.t1	A
anno1.g8559.t1	A	g4141.t1	A
anno1.g8560.t1	A	g4142.t1	A
anno1.g8561.t2	A	g4143.t1	A
anno1.g8562.t1	A	g4144.t1	A
anno1.g8563.t1	A	g4145.t1	A
anno1.g8564.t1	A	g4146.t1	A
anno1.g8565.t1	A	g4147.t1	A
anno1.g8566.t1	A	g4148.t1	A
anno1.g8569.t2	A	g4150.t1	A
anno1.g8573.t1	A	g4151.t2	A
anno1.g8574.t1	A	g4152.t1	A
anno1.g8576.t1	A	g4154.t2	A
anno1.g8577.t1	A	g4155.t1	A
anno1.g8578.t1	A	g4158.t1	A
anno1.g8579.t1	A	g4160.t1	A
anno1.g8580.t1	A	g4161.t1	A
anno1.g8582.t1	A	g4163.t1	A
anno1.g8523.t1	A	g7210.t1	A
anno1.g8524.t1	A	g7215.t1	A
anno1.g8525.t1	A	g7214.t1	A
anno1.g8526.t1	A	g7213.t1	A
anno1.g8527.t1	A	g7209.t1	A
anno1.g8528.t1	A	g7208.t1	A
anno1.g8529.t1	A	g7203.t1	A
anno1.g8530.t1	A	g7202.t1	A
anno1.g8533.t1	A	g7207.t1	A
anno1.g8534.t1	A	g7206.t1	A
anno1.g8535.t1	A	g7205.t1	A
anno1.g8536.t1	A	g7198.t1	A
anno1.g8537.t1	A	g7197.t1	A
anno1.g8538.t1	A	g7196.t1	A
anno1.g8539.t1	A	g7194.t1	A
anno1.g8540.t1	A	g3295.t1	A
anno1.g8509.t1	A	g13360.t1	A
anno1.g8511.t1	A	g13361.t1	A
anno1.g8512.t1	A	g13362.t1	A
anno1.g8513.t2	A	g13363.t1	A
anno1.g8514.t1	A	g13364.t1	A
anno1.g8515.t1	A	g13365.t1	A
anno1.g8516.t2	A	g13366.t2	A
anno1.g8517.t2	A	g13367.t1	A
anno1.g8518.t2	A	g13370.t1	A
anno1.g8519.t1	A	g13371.t1	A
anno1.g8520.t1	A	g13372.t1	A
anno1.g8521.t1	A	g13374.t1	A
anno1.g8508.t1	A	g5734.t1	A
anno1.g8503.t1	A	g12725.t1	A
anno1.g8504.t2	A	g12726.t2	A
anno1.g8507.t1	A	g12938.t2	A
anno1.g8502.t1	A	g14569.t1	A
anno1.g1273.t1	X	g2853.t1	X
anno1.g1274.t2	X	g2852.t3	X
anno1.g1276.t1	X	g2851.t1	X
anno1.g1280.t1	X	g2845.t1	X
anno1.g1282.t1	X	g2844.t1	X
anno1.g1283.t2	X	g7432.t1	X
anno1.g1284.t1	X	g7434.t1	X
anno1.g1285.t2	X	g7436.t1	X
anno1.g1286.t1	X	g7437.t2	X
anno1.g1287.t3	X	g7438.t4	X
anno1.g1288.t1	X	g7430.t1	X
anno1.g1289.t1	X	g7429.t2	X
anno1.g1290.t1	X	g7428.t1	X
anno1.g8498.t1	A	g3051.t1	A
anno1.g8499.t1	A	g3066.t1	A
anno1.g8500.t1	A	g3065.t1	A
anno1.g1268.t1	A	g5759.t1	A
anno1.g1269.t1	A	g5760.t1	A
anno1.g1270.t2	A	g9334.t1	A
anno1.g8495.t2	X	g1695.t3	X
anno1.g8490.t1	A	g8529.t1	A
anno1.g8491.t1	A	g8530.t2	A
anno1.g8492.t1	A	g8528.t1	A
anno1.g8493.t3	A	g8526.t4	A
anno1.g8483.t1	A	g1699.t1	X
anno1.g8484.t2	A	g8476.t2	A
anno1.g8485.t1	A	g8591.t1	A
anno1.g1263.t1	A	g1649.t1	X
anno1.g1264.t1	A	g1648.t1	X
anno1.g8434.t1	A	g2475.t1	A
anno1.g8435.t2	A	g2477.t2	A
anno1.g8436.t1	A	g2478.t1	A
anno1.g8437.t1	A	g2479.t1	A
anno1.g8438.t1	A	g2480.t1	A
anno1.g8439.t1	A	g2481.t1	A
anno1.g8440.t1	A	g2482.t1	A
anno1.g8441.t2	A	g2484.t1	A
anno1.g8442.t1	A	g2485.t1	A
anno1.g8443.t1	A	g13875.t1	A
anno1.g8444.t1	A	g13876.t1	A
anno1.g8446.t1	A	g13878.t1	A
anno1.g8447.t1	A	g13879.t1	A
anno1.g8448.t1	A	g13882.t1	A
anno1.g8450.t1	A	g13883.t1	A
anno1.g8451.t1	A	g13884.t1	A
anno1.g8452.t1	A	g13885.t1	A
anno1.g8454.t1	A	g13886.t1	A
anno1.g8455.t1	A	g13887.t1	A
anno1.g8456.t1	A	g13888.t1	A
anno1.g8457.t1	A	g13889.t1	A
anno1.g8459.t1	A	g13890.t1	A
anno1.g8460.t2	A	g13891.t2	A
anno1.g8461.t1	A	g13892.t1	A
anno1.g8463.t1	A	g13893.t1	A
anno1.g8464.t1	A	g13894.t1	A
anno1.g8465.t5	A	g13895.t1	A
anno1.g8466.t2	A	g13896.t1	A
anno1.g8468.t1	A	g13898.t2	A
anno1.g8471.t1	A	g13902.t1	A
anno1.g8472.t1	A	g13904.t1	A
anno1.g8473.t1	A	g13905.t1	A
anno1.g8474.t1	A	g13906.t1	A
anno1.g8475.t1	A	g13908.t1	A
anno1.g8477.t1	A	g13909.t1	A
anno1.g8478.t1	A	g13910.t1	A
anno1.g8480.t1	A	g13912.t1	A
anno1.g8481.t1	A	g13913.t1	A
anno1.g8424.t1	A	g9864.t2	A
anno1.g8425.t1	A	g9863.t1	A
anno1.g8426.t1	A	g9861.t1	A
anno1.g8427.t1	A	g9860.t1	A
anno1.g8429.t1	A	g9859.t1	A
anno1.g8430.t1	A	g9858.t1	A
anno1.g8431.t1	A	g9857.t1	A
anno1.g8432.t1	A	g9856.t1	A
anno1.g8412.t1	A	g5748.t1	A
anno1.g8413.t2	A	g5747.t1	A
anno1.g8414.t2	A	g5746.t1	A
anno1.g8415.t1	A	g5745.t2	A
anno1.g8416.t1	A	g5744.t1	A
anno1.g8417.t1	A	g5742.t1	A
anno1.g8418.t1	A	g5741.t1	A
anno1.g8419.t1	A	g5739.t1	A
anno1.g8421.t2	A	g5738.t1	A
anno1.g8422.t1	A	g5737.t1	A
anno1.g8423.t2	A	g5736.t1	A
anno1.g1259.t1	A	g10745.t1	A
anno1.g1260.t1	A	g10746.t2	A
anno1.g8396.t1	A	g10756.t1	A
anno1.g8398.t1	A	g10757.t1	A
anno1.g8399.t1	A	g10758.t1	A
anno1.g8403.t1	A	g9946.t1	A
anno1.g8388.t1	A	g2591.t1	A
anno1.g8389.t1	A	g2656.t1	A
anno1.g8390.t1	A	g2655.t1	A
anno1.g8391.t1	A	g2654.t1	A
anno1.g8392.t1	A	g2653.t1	A
anno1.g8393.t1	A	g2586.t2	A
anno1.g8394.t1	A	g2651.t1	A
anno1.g1211.t1	A	g8906.t1	A
anno1.g1212.t1	A	g8907.t1	A
anno1.g1213.t1	A	g8908.t1	A
anno1.g1214.t1	A	g8909.t1	A
anno1.g1215.t2	A	g8910.t2	A
anno1.g1216.t1	A	g8911.t1	A
anno1.g1217.t1	A	g8912.t1	A
anno1.g1218.t1	A	g8913.t1	A
anno1.g1219.t1	A	g8914.t1	A
anno1.g1220.t2	A	g8915.t1	A
anno1.g1221.t1	A	g8916.t1	A
anno1.g1222.t1	A	g8917.t1	A
anno1.g1223.t1	A	g8918.t1	A
anno1.g1224.t1	A	g8920.t1	A
anno1.g1225.t1	A	g8921.t1	A
anno1.g1226.t1	A	g8922.t1	A
anno1.g1227.t1	A	g8923.t1	A
anno1.g1228.t1	A	g8924.t1	A
anno1.g1229.t1	A	g8926.t1	A
anno1.g1230.t1	A	g8927.t1	A
anno1.g1231.t1	A	g8928.t1	A
anno1.g1232.t1	A	g8929.t1	A
anno1.g1233.t1	A	g8930.t1	A
anno1.g1234.t1	A	g8931.t1	A
anno1.g1235.t1	A	g1802.t1	A
anno1.g1236.t1	A	g8932.t1	A
anno1.g1237.t1	A	g8933.t1	A
anno1.g1239.t2	A	g8934.t1	A
anno1.g1240.t1	A	g8936.t1	A
anno1.g1241.t1	A	g1807.t1	A
anno1.g1242.t1	A	g1808.t1	A
anno1.g1243.t1	A	g1809.t1	A
anno1.g1244.t1	A	g8940.t1	A
anno1.g1245.t1	A	g8941.t1	A
anno1.g1246.t2	A	g1812.t1	A
anno1.g1247.t1	A	g8943.t1	A
anno1.g1248.t1	A	g8944.t1	A
anno1.g1249.t1	A	g8945.t1	A
anno1.g1250.t1	A	g1815.t1	A
anno1.g1251.t1	A	g1816.t1	A
anno1.g1252.t1	A	g8948.t1	A
anno1.g1253.t1	A	g8949.t1	A
anno1.g1254.t1	A	g8950.t1	A
anno1.g1255.t1	A	g8951.t1	A
anno1.g1256.t1	A	g8952.t2	A
anno1.g1257.t1	A	g8953.t1	A
anno1.g1258.t2	A	g8955.t1	A
anno1.g8366.t1	A	g3397.t1	A
anno1.g8367.t1	A	g3350.t1	A
anno1.g8369.t1	A	g3349.t1	A
anno1.g8370.t1	A	g3348.t1	A
anno1.g8373.t1	A	g3345.t1	A
anno1.g8374.t1	A	g3344.t1	A
anno1.g8375.t1	A	g3343.t1	A
anno1.g8376.t1	A	g3341.t1	A
anno1.g8377.t1	A	g3340.t2	A
anno1.g8378.t1	A	g3339.t1	A
anno1.g8379.t1	A	g3338.t1	A
anno1.g8380.t1	A	g3336.t1	A
anno1.g8381.t1	A	g3335.t2	A
anno1.g8382.t1	A	g3333.t1	A
anno1.g8364.t1	A	g13859.t1	A
anno1.g8365.t1	A	g13868.t1	A
anno1.g8357.t1	A	g2687.t1	A
anno1.g8358.t1	A	g2686.t1	A
anno1.g8359.t1	A	g2685.t1	A
anno1.g8360.t1	A	g2683.t1	A
anno1.g1210.t1	A	g4928.t1	A
anno1.g8313.t1	A	g5005.t1	A
anno1.g8314.t1	A	g5004.t1	A
anno1.g8315.t1	A	g5000.t1	A
anno1.g8316.t1	A	g4999.t2	A
anno1.g8317.t1	A	g4998.t1	A
anno1.g8318.t1	A	g4997.t3	A
anno1.g8319.t3	A	g4996.t1	A
anno1.g8320.t1	A	g4995.t1	A
anno1.g8321.t1	A	g4994.t1	A
anno1.g8322.t1	A	g4993.t1	A
anno1.g8323.t1	A	g4992.t1	A
anno1.g8324.t1	A	g4991.t1	A
anno1.g8325.t1	A	g4990.t1	A
anno1.g8326.t1	A	g4987.t1	A
anno1.g8327.t1	A	g4989.t1	A
anno1.g8328.t1	A	g4988.t1	A
anno1.g8329.t1	A	g4986.t1	A
anno1.g8330.t1	A	g4985.t1	A
anno1.g8331.t2	A	g4984.t2	A
anno1.g8332.t2	A	g4983.t1	A
anno1.g8333.t1	A	g4982.t1	A
anno1.g8334.t1	A	g4981.t1	A
anno1.g8335.t1	A	g4980.t1	A
anno1.g8336.t1	A	g4979.t1	A
anno1.g8337.t1	A	g4978.t1	A
anno1.g8338.t1	A	g4977.t1	A
anno1.g8339.t1	A	g4976.t1	A
anno1.g8340.t1	A	g9468.t1	A
anno1.g8341.t1	A	g9469.t1	A
anno1.g8342.t1	A	g9456.t1	A
anno1.g8343.t1	A	g9457.t1	A
anno1.g8344.t1	A	g9458.t1	A
anno1.g8345.t2	A	g9459.t2	A
anno1.g8346.t1	A	g9471.t1	A
anno1.g8347.t1	A	g9461.t1	A
anno1.g8348.t1	A	g9462.t1	A
anno1.g8349.t1	A	g9463.t1	A
anno1.g8350.t1	A	g9464.t1	A
anno1.g8351.t1	A	g9475.t1	A
anno1.g8352.t1	A	g9466.t1	A
anno1.g8353.t1	A	g9501.t1	A
anno1.g8354.t1	A	g9502.t1	A
anno1.g8355.t1	A	g9479.t1	A
anno1.g8356.t1	A	g9480.t1	A
anno1.g8309.t1	A	g8725.t1	A
anno1.g8310.t3	A	g14264.t1	A
anno1.g8312.t1	A	g14263.t1	A
anno1.g8306.t1	A	g4856.t1	A
anno1.g8296.t1	A	g11346.t1	A
anno1.g8297.t1	A	g11347.t1	A
anno1.g8298.t1	A	g11348.t1	A
anno1.g8299.t1	A	g11349.t1	A
anno1.g8300.t2	A	g11350.t1	A
anno1.g8301.t2	A	g11351.t2	A
anno1.g8302.t1	A	g11352.t1	A
anno1.g8303.t1	A	g11353.t1	A
anno1.g8304.t2	A	g11354.t2	A
anno1.g8305.t1	A	g11355.t1	A
anno1.g8289.t2	A	g1082.t1	A
anno1.g8290.t1	A	g1084.t1	A
anno1.g8291.t1	A	g12190.t1	A
anno1.g8292.t1	A	g12188.t1	A
anno1.g8270.t1	A	g10261.t1	A
anno1.g8271.t1	A	g10260.t2	A
anno1.g8274.t1	A	g10051.t2	A
anno1.g8277.t1	A	g10053.t1	A
anno1.g8278.t1	A	g10054.t1	A
anno1.g8279.t1	A	g10055.t1	A
anno1.g8280.t1	A	g10056.t1	A
anno1.g8281.t1	A	g10057.t1	A
anno1.g8282.t1	A	g10059.t1	A
anno1.g8285.t1	A	g10063.t1	A
anno1.g8286.t1	A	g10064.t1	A
anno1.g8287.t1	A	g10065.t1	A
anno1.g8288.t1	A	g10066.t1	A
anno1.g1165.t1	A	g7624.t1	A
