C_maculatus	chromosome	B_varius	chromosome
g11794.t1	A	anno1.g7054.t1	A
g11796.t1	A	anno1.g7055.t1	A
g11797.t1	A	anno1.g2993.t1	A
g11798.t1	A	anno1.g7056.t1	A
g11799.t1	A	anno1.g7057.t1	A
g11800.t1	A	anno1.g7058.t1	A
g11801.t1	A	anno1.g7059.t1	A
g11803.t1	A	anno1.g7060.t1	A
g11804.t1	A	anno1.g7061.t1	A
g11807.t2	A	anno1.g7064.t4	A
g11809.t1	A	anno1.g7065.t1	A
g11810.t1	A	anno1.g7067.t1	A
g11811.t1	A	anno1.g5916.t1	A
g11812.t1	A	anno1.g7068.t1	A
g11813.t1	A	anno1.g7069.t1	A
g11814.t1	A	anno1.g7072.t1	A
g11815.t1	A	anno1.g7073.t1	A
g11816.t1	A	anno1.g5304.t1	A
g11817.t1	A	anno1.g7074.t3	A
g11820.t2	A	anno1.g7076.t1	A
g11826.t1	A	anno1.g7080.t1	A
g11829.t1	A	anno1.g7081.t1	A
g11830.t1	A	anno1.g7082.t1	A
g11832.t1	A	anno1.g7085.t1	A
g11833.t1	A	anno1.g7086.t1	A
g11834.t1	A	anno1.g7088.t1	A
g11835.t1	A	anno1.g7089.t1	A
g11836.t1	A	anno1.g7090.t1	A
g11837.t1	A	anno1.g7091.t1	A
g11838.t5	A	anno1.g7092.t4	A
g11839.t1	A	anno1.g7093.t1	A
g11840.t2	A	anno1.g7094.t2	A
g11841.t1	A	anno1.g7095.t2	A
g11842.t1	A	anno1.g7096.t1	A
g11843.t1	A	anno1.g7097.t1	A
g11844.t1	A	anno1.g7100.t1	A
g11846.t1	A	anno1.g7101.t3	A
g11847.t1	A	anno1.g7102.t1	A
g11848.t1	A	anno1.g7103.t1	A
g11850.t1	A	anno1.g5713.t1	A
g11851.t1	A	anno1.g7105.t1	A
g11853.t1	A	anno1.g7106.t1	A
g11854.t1	A	anno1.g7107.t1	A
g11855.t1	A	anno1.g7108.t1	A
g11856.t1	A	anno1.g7109.t1	A
g11857.t1	A	anno1.g7111.t1	A
g11858.t1	A	anno1.g7112.t1	A
g11859.t1	A	anno1.g7113.t1	A
g11860.t1	A	anno1.g7114.t1	A
g11861.t1	A	anno1.g7115.t1	A
g11862.t2	A	anno1.g7116.t1	A
g11863.t1	A	anno1.g7117.t1	A
g11864.t2	A	anno1.g7118.t1	A
g11867.t1	A	anno1.g7120.t1	A
g11868.t2	A	anno1.g7121.t1	A
g11870.t1	A	anno1.g7123.t1	A
g11871.t1	A	anno1.g7124.t1	A
g11872.t1	A	anno1.g7125.t1	A
g11873.t2	A	anno1.g7126.t1	A
g11874.t1	A	anno1.g7127.t1	A
g11875.t1	A	anno1.g7128.t1	A
g11876.t1	A	anno1.g7129.t1	A
g11878.t1	A	anno1.g7131.t1	A
g11879.t1	A	anno1.g7132.t1	A
g11880.t2	A	anno1.g7133.t2	A
g11881.t2	A	anno1.g7134.t3	A
g11882.t1	A	anno1.g7135.t1	A
g11883.t1	A	anno1.g7136.t2	A
g11884.t1	A	anno1.g7137.t1	A
g11885.t1	A	anno1.g7139.t1	A
g11886.t2	A	anno1.g7140.t1	A
g11888.t1	A	anno1.g7141.t1	A
g11889.t1	A	anno1.g7142.t1	A
g11891.t1	A	anno1.g7143.t1	A
g11892.t1	A	anno1.g7144.t1	A
g11896.t2	A	anno1.g7146.t2	A
g11897.t4	A	anno1.g7147.t2	A
g11898.t2	A	anno1.g7148.t1	A
g11899.t1	A	anno1.g7149.t1	A
g11902.t1	A	anno1.g7150.t1	A
g11903.t1	A	anno1.g7151.t1	A
g11905.t1	A	anno1.g7152.t1	A
g11906.t2	A	anno1.g7153.t1	A
g11907.t1	A	anno1.g7154.t1	A
g11908.t1	A	anno1.g7155.t1	A
g11909.t1	A	anno1.g7157.t1	A
g11915.t1	A	anno1.g7161.t1	A
g11916.t1	A	anno1.g7162.t1	A
g11917.t1	A	anno1.g7163.t1	A
g11918.t1	A	anno1.g7164.t1	A
g11919.t2	A	anno1.g7181.t1	A
g11922.t1	A	anno1.g7184.t1	A
g11923.t2	A	anno1.g7185.t1	A
g11924.t1	A	anno1.g7186.t1	A
g11925.t1	A	anno1.g7187.t2	A
g11926.t4	A	anno1.g7188.t3	A
g11927.t1	A	anno1.g7189.t1	A
g11928.t1	A	anno1.g7190.t1	A
g11929.t1	A	anno1.g7191.t1	A
g11930.t2	A	anno1.g7192.t1	A
g11931.t1	A	anno1.g7193.t1	A
g11933.t1	A	anno1.g7194.t1	A
g11934.t3	A	anno1.g7195.t1	A
g11935.t1	A	anno1.g2465.t1	A
g11938.t1	A	anno1.g7196.t1	A
g11940.t1	A	anno1.g7197.t1	A
g11942.t1	A	anno1.g7198.t1	A
g11943.t1	A	anno1.g7199.t1	A
g11944.t1	A	anno1.g7200.t1	A
g11946.t1	A	anno1.g7202.t1	A
g11947.t1	A	anno1.g7203.t1	A
g11950.t1	A	anno1.g7204.t1	A
g11952.t1	A	anno1.g7207.t1	A
g11953.t1	A	anno1.g7208.t1	A
g11954.t1	A	anno1.g7209.t1	A
g11955.t1	A	anno1.g7210.t1	A
g11956.t2	A	anno1.g7211.t2	A
g11958.t1	A	anno1.g7213.t1	A
g11961.t1	A	anno1.g7217.t1	A
g11962.t1	A	anno1.g7218.t1	A
g11964.t1	A	anno1.g7219.t1	A
g11965.t1	A	anno1.g7227.t1	A
g11966.t1	A	anno1.g7226.t1	A
g11968.t1	A	anno1.g7220.t1	A
g11969.t1	A	anno1.g7221.t1	A
g11970.t1	A	anno1.g7222.t1	A
g11971.t1	A	anno1.g7225.t1	A
g11972.t1	A	anno1.g7224.t1	A
g11974.t3	A	anno1.g7228.t2	A
g11975.t1	A	anno1.g7229.t1	A
g11976.t1	A	anno1.g7230.t1	A
g11977.t7	A	anno1.g7231.t3	A
g11978.t2	A	anno1.g7233.t1	A
g11979.t1	A	anno1.g7234.t1	A
g11980.t1	A	anno1.g7307.t1	A
g11981.t2	A	anno1.g7265.t1	A
g11982.t1	A	anno1.g7266.t1	A
g11983.t1	A	anno1.g7264.t1	A
g11985.t1	A	anno1.g7292.t1	A
g11986.t1	A	anno1.g7235.t1	A
g11987.t1	A	anno1.g7236.t1	A
g11988.t1	A	anno1.g7237.t2	A
g11989.t1	A	anno1.g7238.t1	A
g11990.t1	A	anno1.g7239.t1	A
g11991.t1	A	anno1.g7293.t2	A
g11993.t1	A	anno1.g7251.t2	A
g11996.t1	A	anno1.g7294.t1	A
g11997.t1	A	anno1.g7257.t1	A
g11999.t1	A	anno1.g7254.t1	A
g12001.t1	A	anno1.g8256.t1	A
g12003.t1	A	anno1.g11797.t1	X
g12004.t1	A	anno1.g7288.t1	A
g12005.t1	A	anno1.g7246.t1	A
g12006.t1	A	anno1.g7258.t1	A
g12007.t1	A	anno1.g2422.t1	A
g12013.t1	A	anno1.g7352.t1	A
g12016.t1	A	anno1.g7348.t1	A
g12021.t1	A	anno1.g7341.t1	A
g12025.t1	A	anno1.g7349.t1	A
g12028.t1	A	anno1.g7347.t1	A
g12029.t1	A	anno1.g7345.t1	A
g12030.t2	A	anno1.g7343.t1	A
g12033.t1	A	anno1.g7340.t3	A
g12035.t1	A	anno1.g9659.t1	A
g12036.t1	A	anno1.g7338.t1	A
g12037.t1	A	anno1.g7337.t1	A
g12038.t1	A	anno1.g7336.t1	A
g12039.t1	A	anno1.g7333.t1	A
g12045.t1	A	anno1.g7329.t1	A
g12058.t1	A	anno1.g7332.t1	A
g12059.t1	A	anno1.g7331.t1	A
g12060.t1	A	anno1.g7330.t1	A
g12062.t2	A	anno1.g7328.t1	A
g12063.t1	A	anno1.g7326.t1	A
g12064.t1	A	anno1.g7327.t1	A
g12065.t1	A	anno1.g7325.t1	A
g12067.t1	A	anno1.g7321.t1	A
g12071.t1	A	anno1.g7318.t1	A
g12074.t1	A	anno1.g11710.t1	X
g12078.t2	A	anno1.g7296.t1	A
g12079.t1	A	anno1.g7267.t1	A
g12080.t1	A	anno1.g9802.t1	A
g12081.t1	A	anno1.g7247.t1	A
g12082.t1	A	anno1.g7259.t1	A
g12084.t1	A	anno1.g7241.t1	A
g12085.t1	A	anno1.g872.t1	A
g12089.t1	A	anno1.g7248.t1	A
g12091.t1	A	anno1.g7245.t1	A
g12092.t1	A	anno1.g7270.t1	A
g12094.t1	A	anno1.g7366.t1	A
g12095.t1	A	anno1.g7368.t2	A
g12096.t1	A	anno1.g7369.t1	A
g12098.t2	A	anno1.g7370.t1	A
g12099.t4	A	anno1.g7371.t2	A
g12101.t1	A	anno1.g7372.t1	A
g12102.t1	A	anno1.g7373.t1	A
g12105.t1	A	anno1.g7377.t1	A
g12108.t1	A	anno1.g7383.t1	A
g12113.t1	A	anno1.g7389.t1	A
g12114.t1	A	anno1.g7390.t1	A
g12117.t1	A	anno1.g7391.t1	A
g12118.t1	A	anno1.g7392.t1	A
g12119.t1	A	anno1.g7393.t1	A
g12123.t2	A	anno1.both_agree_g14163.t2	A
g12124.t1	A	anno1.g7395.t1	A
g12126.t1	A	anno1.g7396.t1	A
g12127.t1	A	anno1.g10818.t1	A
g12129.t1	A	anno1.g7397.t1	A
g12130.t1	A	anno1.g7398.t1	A
g12132.t2	A	anno1.g7400.t1	A
g12133.t1	A	anno1.g7401.t1	A
g12134.t1	A	anno1.g7402.t1	A
g12135.t2	A	anno1.g7403.t1	A
g12136.t1	A	anno1.g7404.t1	A
g12137.t1	A	anno1.g7405.t1	A
g12138.t1	A	anno1.g7406.t1	A
g12139.t1	A	anno1.g7407.t1	A
g12140.t1	A	anno1.g7408.t1	A
g12141.t1	A	anno1.g7409.t1	A
g12143.t2	A	anno1.g7411.t1	A
g12144.t1	A	anno1.g7412.t1	A
g12146.t1	A	anno1.g7413.t1	A
g12147.t1	A	anno1.g7414.t1	A
g12148.t1	A	anno1.g7415.t1	A
g12149.t1	A	anno1.g7416.t1	A
g12151.t1	A	anno1.g7417.t2	A
g12152.t1	A	anno1.g7420.t1	A
g12153.t1	A	anno1.g7421.t1	A
g12155.t1	A	anno1.g7424.t1	A
g12156.t1	A	anno1.g7425.t1	A
g12157.t1	A	anno1.g7427.t1	A
g12160.t3	A	anno1.g7431.t1	A
g12161.t1	A	anno1.g7432.t1	A
g12162.t1	A	anno1.g7433.t1	A
g12163.t1	A	anno1.g7435.t1	A
g12164.t1	A	anno1.g7437.t1	A
g12165.t1	A	anno1.g7438.t1	A
g12166.t1	A	anno1.g7439.t1	A
g12167.t1	A	anno1.g7440.t1	A
g12168.t1	A	anno1.g7442.t1	A
g12169.t1	A	anno1.g7443.t1	A
g12170.t1	A	anno1.g7444.t1	A
g12171.t1	A	anno1.g7445.t1	A
g12172.t2	A	anno1.g7446.t1	A
g12174.t1	A	anno1.g7447.t1	A
g12175.t2	A	anno1.g7448.t1	A
g12178.t1	A	anno1.g7450.t1	A
g12179.t1	A	anno1.g7451.t1	A
g12181.t1	A	anno1.g3373.t1	A
g12184.t1	A	anno1.g7453.t1	A
g12185.t1	A	anno1.g7454.t1	A
g12186.t1	A	anno1.g7511.t1	A
g12187.t1	A	anno1.g7509.t1	A
g12188.t1	A	anno1.g7508.t1	A
g12189.t3	A	anno1.g7507.t3	A
g12191.t4	A	anno1.g7506.t3	A
g12192.t1	A	anno1.g7505.t1	A
g12193.t1	A	anno1.g7504.t1	A
g12194.t1	A	anno1.g7503.t1	A
g12195.t1	A	anno1.g7501.t1	A
g12196.t1	A	anno1.g10970.t2	A
g12197.t2	A	anno1.g10971.t1	A
g12199.t1	A	anno1.g10973.t3	A
g12200.t1	A	anno1.g10974.t1	A
g12201.t1	A	anno1.g10976.t1	A
g12202.t1	A	anno1.g10977.t2	A
g12203.t1	A	anno1.g10978.t1	A
g12204.t1	A	anno1.g10979.t1	A
g12205.t1	A	anno1.g10980.t1	A
g12206.t1	A	anno1.g10981.t1	A
g12209.t1	A	anno1.g7484.t2	A
g12210.t2	A	anno1.g7483.t2	A
g12211.t2	A	anno1.g7482.t1	A
g12212.t1	A	anno1.g7481.t1	A
g12213.t1	A	anno1.g7480.t1	A
g12214.t1	A	anno1.g7479.t1	A
g12215.t1	A	anno1.g7478.t2	A
g12217.t1	A	anno1.g7476.t1	A
g12219.t1	A	anno1.g7473.t1	A
g12220.t1	A	anno1.g7474.t1	A
g12222.t1	A	anno1.g7475.t1	A
g12223.t1	A	anno1.g7471.t1	A
g12224.t1	A	anno1.g7470.t1	A
g12225.t1	A	anno1.g7469.t1	A
g12226.t1	A	anno1.g7468.t1	A
g12228.t1	A	anno1.g7466.t1	A
g12229.t1	A	anno1.g7465.t1	A
g12230.t1	A	anno1.g7464.t1	A
g12231.t2	A	anno1.g7460.t2	A
g12233.t1	A	anno1.g7459.t1	A
g12234.t1	A	anno1.g7458.t1	A
g12235.t2	A	anno1.g7457.t1	A
g12236.t1	A	anno1.g7456.t2	A
g12237.t1	A	anno1.g7455.t1	A
g12239.t1	A	anno1.g7512.t1	A
g12240.t1	A	anno1.g7513.t1	A
g12241.t1	A	anno1.g7514.t1	A
g12242.t1	A	anno1.g7515.t1	A
g12244.t1	A	anno1.g11569.t1	X
g12246.t1	A	anno1.g5165.t1	A
g12248.t1	A	anno1.g7516.t1	A
g12249.t1	A	anno1.g7518.t1	A
g12250.t1	A	anno1.g7519.t1	A
g12251.t1	A	anno1.g7520.t2	A
g12252.t1	A	anno1.g7521.t1	A
g12253.t1	A	anno1.g7522.t1	A
g12254.t1	A	anno1.g7523.t1	A
g12255.t1	A	anno1.g7524.t1	A
g12256.t1	A	anno1.g7526.t1	A
g12258.t1	A	anno1.g5945.t1	A
g12262.t1	A	anno1.g1285.t1	A
g12263.t1	A	anno1.g7525.t1	A
g12264.t1	A	anno1.g1116.t1	A
g12265.t1	A	anno1.g7529.t1	A
g12266.t1	A	anno1.g7530.t1	A
g12267.t2	A	anno1.g7531.t1	A
g12269.t1	A	anno1.g7533.t1	A
g12270.t1	A	anno1.g7534.t3	A
g12271.t1	A	anno1.g7535.t2	A
g12273.t1	A	anno1.g7537.t1	A
g12277.t1	A	anno1.g7538.t1	A
g12278.t2	A	anno1.g7539.t1	A
g12279.t1	A	anno1.g7540.t1	A
g12280.t1	A	anno1.g7541.t1	A
g12281.t3	A	anno1.g7542.t1	A
g12282.t1	A	anno1.g7543.t1	A
g12283.t2	A	anno1.g7544.t2	A
g12284.t1	A	anno1.g7549.t1	A
g12285.t1	A	anno1.g7550.t1	A
g12291.t1	A	anno1.g7553.t1	A
g12292.t1	A	anno1.g7554.t1	A
g12293.t1	A	anno1.g7555.t1	A
g12294.t1	A	anno1.g7556.t1	A
g12295.t1	A	anno1.g7557.t1	A
g12296.t2	A	anno1.g7558.t1	A
g12297.t2	A	anno1.g7559.t2	A
g12299.t1	A	anno1.g7560.t1	A
g12300.t1	A	anno1.g7561.t2	A
g12301.t1	A	anno1.g7562.t1	A
g12302.t1	A	anno1.g7563.t1	A
g12303.t1	A	anno1.g7567.t1	A
g12304.t1	A	anno1.g7568.t1	A
g12308.t1	A	anno1.g12349.t1	Y
g12310.t1	A	anno1.g7575.t1	A
g12312.t1	A	anno1.g7576.t1	A
g12314.t1	A	anno1.g7577.t1	A
g12315.t1	A	anno1.g7578.t2	A
g12321.t1	A	anno1.g7580.t1	A
g12322.t1	A	anno1.g7581.t1	A
g12323.t1	A	anno1.g7582.t1	A
g12324.t2	A	anno1.g7585.t2	A
g12325.t1	A	anno1.g7586.t1	A
g12326.t1	A	anno1.g7587.t1	A
g12327.t1	A	anno1.g7588.t1	A
g12328.t1	A	anno1.g7589.t1	A
g12330.t1	A	anno1.g7590.t1	A
g12331.t1	A	anno1.g7591.t1	A
g12332.t1	A	anno1.g7592.t1	A
g12333.t1	A	anno1.g7593.t1	A
g12334.t1	A	anno1.g7594.t2	A
g12335.t1	A	anno1.g7595.t1	A
g12336.t1	A	anno1.g7596.t1	A
g12337.t1	A	anno1.g7597.t1	A
g12338.t1	A	anno1.g7598.t1	A
g12339.t1	A	anno1.g7599.t1	A
g12340.t1	A	anno1.g7600.t1	A
g12341.t1	A	anno1.g1914.t1	A
g12342.t1	A	anno1.g7601.t1	A
g12343.t1	A	anno1.g7602.t1	A
g12345.t2	A	anno1.g7603.t1	A
g12348.t1	A	anno1.g7604.t1	A
g12349.t1	A	anno1.g7605.t2	A
g12350.t1	A	anno1.g7607.t1	A
g12351.t1	A	anno1.g7608.t1	A
g12353.t1	A	anno1.g7609.t1	A
g12354.t1	A	anno1.g7610.t1	A
g12355.t1	A	anno1.g7611.t1	A
g12356.t1	A	anno1.g7612.t1	A
g12357.t1	A	anno1.g7613.t1	A
g12358.t1	A	anno1.g7615.t1	A
g12359.t1	A	anno1.g7616.t1	A
g12360.t1	A	anno1.g7617.t1	A
g12361.t2	A	anno1.g7618.t2	A
g12362.t1	A	anno1.g7619.t1	A
g12363.t1	A	anno1.g7621.t1	A
g12364.t1	A	anno1.g7622.t1	A
g12365.t1	A	anno1.g7623.t1	A
g12369.t1	A	anno1.g7624.t1	A
g12370.t1	A	anno1.g7628.t2	A
g12371.t1	A	anno1.g7627.t1	A
g12372.t1	A	anno1.g7629.t1	A
g12373.t1	A	anno1.g7630.t1	A
g12374.t1	A	anno1.g7631.t1	A
g12377.t1	A	anno1.g7632.t1	A
g12380.t1	A	anno1.g7634.t1	A
g12382.t1	A	anno1.g7636.t1	A
g12383.t1	A	anno1.g7637.t1	A
g12384.t1	A	anno1.g7638.t1	A
g12385.t1	A	anno1.g7639.t1	A
g12386.t1	A	anno1.g7640.t1	A
g12387.t1	A	anno1.g7641.t1	A
g12388.t1	A	anno1.g7642.t1	A
g12389.t1	A	anno1.g7643.t1	A
g12390.t2	A	anno1.g7644.t1	A
g12391.t1	A	anno1.g7645.t1	A
g12392.t1	A	anno1.g7646.t1	A
g12393.t1	A	anno1.g7820.t1	A
g12394.t1	A	anno1.g7819.t1	A
g12395.t1	A	anno1.g7818.t1	A
g12591.t1	A	anno1.g6237.t1	A
g12592.t1	A	anno1.g6236.t1	A
g12598.t1	A	anno1.g6231.t1	A
g12605.t2	A	anno1.g3291.t1	A
g12608.t1	A	anno1.g6223.t1	A
g12609.t1	A	anno1.g4544.t1	A
g12610.t1	A	anno1.g6221.t1	A
g12611.t1	A	anno1.g6220.t1	A
g12613.t1	A	anno1.g6219.t1	A
g12614.t1	A	anno1.g6217.t1	A
g12615.t1	A	anno1.g6216.t1	A
g12616.t1	A	anno1.g6215.t1	A
g12617.t1	A	anno1.g6214.t1	A
g12618.t1	A	anno1.g6213.t1	A
g12619.t3	A	anno1.g6211.t3	A
g12620.t1	A	anno1.g6210.t1	A
g12621.t1	A	anno1.g6209.t1	A
g12622.t1	A	anno1.g6208.t1	A
g12623.t1	A	anno1.g6207.t1	A
g12624.t2	A	anno1.g6206.t2	A
g12625.t1	A	anno1.g6205.t1	A
g12626.t1	A	anno1.g6204.t1	A
g12627.t1	A	anno1.g6203.t1	A
g12628.t2	A	anno1.g6202.t1	A
g12630.t1	A	anno1.g6200.t1	A
g12631.t1	A	anno1.g6199.t1	A
g12632.t1	A	anno1.g6198.t1	A
g12633.t1	A	anno1.g6197.t1	A
g12634.t1	A	anno1.g6196.t1	A
g12635.t1	A	anno1.g6195.t1	A
g12636.t1	A	anno1.g6193.t1	A
g12637.t1	A	anno1.g6192.t1	A
g12638.t2	A	anno1.g6189.t1	A
g12639.t1	A	anno1.g6187.t1	A
g12640.t2	A	anno1.g6185.t2	A
g12641.t1	A	anno1.g6186.t1	A
g12642.t1	A	anno1.g6184.t1	A
g12643.t1	A	anno1.g6183.t1	A
g12644.t1	A	anno1.g6182.t1	A
g12645.t1	A	anno1.g6181.t1	A
g12646.t1	A	anno1.g6180.t1	A
g12647.t1	A	anno1.g6179.t1	A
g12648.t1	A	anno1.g6178.t1	A
g12649.t1	A	anno1.g6177.t1	A
g12651.t2	A	anno1.g6175.t2	A
g12652.t1	A	anno1.g6174.t1	A
g12653.t1	A	anno1.g6173.t1	A
g12654.t1	A	anno1.g2748.t1	A
g12655.t1	A	anno1.g6172.t1	A
g12656.t1	A	anno1.g6171.t1	A
g12657.t1	A	anno1.g6170.t1	A
g12658.t1	A	anno1.g6169.t1	A
g12659.t1	A	anno1.g6168.t1	A
g12661.t1	A	anno1.g6167.t1	A
g12663.t1	A	anno1.g6166.t1	A
g12664.t1	A	anno1.g6165.t1	A
g12665.t1	A	anno1.g6164.t1	A
g12666.t1	A	anno1.g6163.t1	A
g12667.t1	A	anno1.g6162.t1	A
g12673.t1	A	anno1.g6160.t1	A
g12674.t1	A	anno1.g6158.t1	A
g12676.t1	A	anno1.g6157.t2	A
g12677.t1	A	anno1.g6156.t1	A
g12678.t1	A	anno1.g6155.t1	A
g12679.t1	A	anno1.g6154.t1	A
g12680.t1	A	anno1.g6152.t1	A
g12682.t2	A	anno1.g6151.t1	A
g12684.t1	A	anno1.g6150.t1	A
g12685.t1	A	anno1.g6149.t1	A
g12688.t1	A	anno1.g6147.t1	A
g12689.t1	A	anno1.g6146.t1	A
g12690.t2	A	anno1.g6145.t1	A
g12691.t1	A	anno1.g6144.t2	A
g12692.t1	A	anno1.g6143.t1	A
g12693.t1	A	anno1.g6142.t2	A
g12694.t1	A	anno1.g6141.t1	A
g12695.t1	A	anno1.g6140.t1	A
g12696.t1	A	anno1.g6138.t1	A
g12697.t1	A	anno1.g2648.t1	A
g12698.t1	A	anno1.g6137.t1	A
g12699.t1	A	anno1.g6136.t1	A
g12700.t2	A	anno1.g6135.t2	A
g12701.t1	A	anno1.g6134.t1	A
g12702.t2	A	anno1.g6133.t1	A
g12703.t1	A	anno1.g6132.t1	A
g12705.t2	A	anno1.g6131.t1	A
g12706.t1	A	anno1.g6130.t1	A
g12707.t1	A	anno1.g6129.t1	A
g12708.t1	A	anno1.g6128.t1	A
g12709.t1	A	anno1.g6127.t1	A
g12714.t1	A	anno1.g6122.t1	A
g12718.t1	A	anno1.g6120.t1	A
g12719.t2	A	anno1.g6119.t1	A
g12720.t1	A	anno1.g6311.t1	A
g12721.t1	A	anno1.g6118.t1	A
g12726.t2	A	anno1.g6116.t1	A
g12730.t1	A	anno1.g6113.t1	A
g12731.t1	A	anno1.g6112.t1	A
g12733.t1	A	anno1.g6111.t1	A
g12734.t2	A	anno1.g6110.t1	A
g12735.t1	A	anno1.g6109.t1	A
g12736.t1	A	anno1.g6108.t1	A
g12737.t3	A	anno1.g6107.t2	A
g12738.t1	A	anno1.g6106.t2	A
g12739.t2	A	anno1.g6105.t2	A
g12744.t1	A	anno1.g6104.t1	A
g12745.t1	A	anno1.g6103.t1	A
g12746.t1	A	anno1.g6102.t1	A
g12747.t1	A	anno1.g6101.t1	A
g12749.t1	A	anno1.g6100.t1	A
g12750.t1	A	anno1.g6099.t1	A
g12751.t1	A	anno1.g6098.t1	A
g12752.t1	A	anno1.g6097.t1	A
g12753.t1	A	anno1.g6096.t2	A
g12755.t1	A	anno1.g6095.t1	A
g12756.t1	A	anno1.g6094.t1	A
g12759.t1	A	anno1.g6093.t1	A
g12760.t1	A	anno1.g6092.t3	A
g12761.t1	A	anno1.g6090.t1	A
g12762.t1	A	anno1.g6089.t1	A
g12763.t1	A	anno1.g6087.t1	A
g12764.t1	A	anno1.g6086.t1	A
g12765.t1	A	anno1.g6085.t1	A
g12766.t1	A	anno1.g6083.t1	A
g12767.t1	A	anno1.g6082.t1	A
g12768.t1	A	anno1.g6081.t2	A
g12769.t1	A	anno1.g6080.t1	A
g12770.t1	A	anno1.g6079.t1	A
g12771.t1	A	anno1.g6078.t1	A
g12772.t1	A	anno1.g6076.t3	A
g12773.t1	A	anno1.g6075.t1	A
g12774.t2	A	anno1.g6074.t1	A
g12775.t2	A	anno1.g6072.t1	A
g12776.t1	A	anno1.g6073.t1	A
g12777.t1	A	anno1.g6071.t1	A
g12778.t2	A	anno1.g6070.t2	A
g12779.t1	A	anno1.g6069.t1	A
g12780.t1	A	anno1.g6068.t1	A
g12781.t1	A	anno1.g4753.t1	A
g12799.t2	A	anno1.g6064.t1	A
g12805.t2	A	anno1.g6063.t2	A
g12808.t1	A	anno1.g6062.t2	A
g12809.t1	A	anno1.g6061.t1	A
g12811.t2	A	anno1.g6059.t2	A
g12812.t1	A	anno1.g6057.t1	A
g12814.t1	A	anno1.g6056.t1	A
g12815.t2	A	anno1.g6054.t1	A
g12816.t2	A	anno1.g6053.t1	A
g12817.t1	A	anno1.g6052.t2	A
g12818.t1	A	anno1.g6051.t1	A
g12819.t1	A	anno1.g6050.t1	A
g12822.t1	A	anno1.g6048.t1	A
g12823.t1	A	anno1.g6047.t1	A
g12824.t2	A	anno1.g6046.t1	A
g12825.t2	A	anno1.g6045.t2	A
g12828.t1	A	anno1.g6044.t1	A
g12829.t1	A	anno1.g6043.t1	A
g12830.t1	A	anno1.g6042.t1	A
g12831.t1	A	anno1.g6041.t1	A
g12832.t1	A	anno1.g6040.t2	A
g12836.t1	A	anno1.g6039.t1	A
g12837.t1	A	anno1.g6037.t1	A
g12838.t1	A	anno1.g6034.t1	A
g12839.t1	A	anno1.g6033.t1	A
g12840.t1	A	anno1.g6032.t1	A
g12841.t1	A	anno1.g6031.t1	A
g12843.t2	A	anno1.g6436.t2	A
g12844.t1	A	anno1.g6437.t1	A
g12845.t2	A	anno1.g6438.t1	A
g12846.t1	A	anno1.g6439.t1	A
g12847.t1	A	anno1.g6440.t1	A
g12848.t1	A	anno1.g6441.t1	A
g12850.t1	A	anno1.g6442.t1	A
g12851.t1	A	anno1.g6443.t1	A
g12852.t1	A	anno1.g6444.t1	A
g12855.t1	A	anno1.g6446.t1	A
g12857.t1	A	anno1.g6447.t1	A
g12858.t1	A	anno1.g6448.t1	A
g12859.t1	A	anno1.g6450.t1	A
g12860.t1	A	anno1.g6451.t1	A
g12861.t1	A	anno1.g6452.t1	A
g12863.t1	A	anno1.g6453.t1	A
g12864.t1	A	anno1.g6454.t1	A
g12865.t1	A	anno1.g6455.t1	A
g12866.t2	A	anno1.g6456.t1	A
g12868.t1	A	anno1.g6458.t1	A
g12869.t1	A	anno1.g6459.t1	A
g12870.t1	A	anno1.g6460.t1	A
g12871.t2	A	anno1.g6462.t1	A
g12872.t1	A	anno1.g6461.t1	A
g12873.t1	A	anno1.g6463.t2	A
g12875.t1	A	anno1.g6464.t1	A
g12876.t1	A	anno1.g6465.t1	A
g12877.t1	A	anno1.g6466.t1	A
g12879.t1	A	anno1.g6467.t1	A
g12881.t1	A	anno1.g6468.t1	A
g12882.t1	A	anno1.g6469.t1	A
g12884.t1	A	anno1.g6470.t1	A
g12885.t1	A	anno1.g6471.t1	A
g12886.t1	A	anno1.g6472.t1	A
g12888.t1	A	anno1.g6473.t1	A
g12889.t1	A	anno1.g6474.t2	A
g12890.t1	A	anno1.g6475.t1	A
g12891.t1	A	anno1.g6476.t2	A
g12897.t1	A	anno1.g6478.t1	A
g12901.t1	A	anno1.g6479.t1	A
g12902.t2	A	anno1.g6480.t1	A
g12907.t1	A	anno1.g6481.t1	A
g12908.t1	A	anno1.g6482.t1	A
g12909.t1	A	anno1.g6483.t1	A
g12910.t1	A	anno1.g6484.t1	A
g12911.t1	A	anno1.g6485.t1	A
g12912.t1	A	anno1.g6486.t1	A
g12913.t1	A	anno1.g6487.t1	A
g12917.t1	A	anno1.g6488.t1	A
g12919.t2	A	anno1.g6489.t1	A
g12922.t1	A	anno1.g5823.t1	A
g12924.t1	A	anno1.g6490.t1	A
g12925.t1	A	anno1.g6492.t1	A
g12926.t1	A	anno1.g6493.t1	A
g12927.t1	A	anno1.g5950.t1	A
g12930.t1	A	anno1.g5954.t1	A
g12931.t1	A	anno1.g208.t1	A
g12933.t1	A	anno1.g9691.t1	A
g12934.t1	A	anno1.g5953.t1	A
g12938.t2	A	anno1.g10271.t1	A
