B_varius	chromosome	A_obtectus	chromosome
anno1.g6802.t1	A	anno1.g3806.t1	A
anno1.g6803.t1	A	anno1.g3809.t1	A
anno1.g6804.t1	A	anno1.g3811.t1	A
anno1.g6806.t1	A	anno1.g3812.t1	A
anno1.g6807.t2	A	anno1.g14548.t1	A
anno1.g6808.t1	A	anno1.g3813.t1	A
anno1.g6809.t1	A	anno1.g3814.t1	A
anno1.g6810.t1	A	anno1.g3815.t1	A
anno1.g6811.t1	A	anno1.g3816.t1	A
anno1.g6812.t1	A	anno1.g3817.t1	A
anno1.g6814.t1	A	anno1.g3819.t1	A
anno1.g6815.t1	A	anno1.g3820.t1	A
anno1.g6821.t1	A	anno1.g3821.t1	A
anno1.g6823.t1	A	anno1.g14778.t1	A
anno1.g6824.t2	A	anno1.g3824.t1	A
anno1.g6825.t1	A	anno1.g3826.t3	A
anno1.g6826.t1	A	anno1.g3828.t1	A
anno1.g6827.t1	A	anno1.g3829.t1	A
anno1.g6829.t2	A	anno1.g3831.t1	A
anno1.g6830.t1	A	anno1.g3833.t1	A
anno1.g6832.t1	A	anno1.g3836.t1	A
anno1.g6833.t2	A	anno1.g3842.t2	A
anno1.g6834.t1	A	anno1.g3838.t1	A
anno1.g6835.t1	A	anno1.g2874.t1	A
anno1.g6836.t2	A	anno1.g2875.t1	A
anno1.g6837.t2	A	anno1.g2876.t1	A
anno1.g6838.t1	A	anno1.g2877.t1	A
anno1.g6839.t1	A	anno1.g2878.t1	A
anno1.g6840.t1	A	anno1.g4536.t1	A
anno1.both_agree_g13101.t1	A	anno1.g2879.t3	A
anno1.g6843.t2	A	anno1.g2882.t1	A
anno1.g6845.t1	A	anno1.g2884.t1	A
anno1.g6846.t1	A	anno1.g64.t1	A
anno1.g6847.t1	A	anno1.g2887.t1	A
anno1.g6850.t1	A	anno1.g2890.t1	A
anno1.g6851.t1	A	anno1.g2891.t1	A
anno1.g6852.t1	A	anno1.g2892.t1	A
anno1.g6854.t1	A	anno1.g3019.t1	A
anno1.g6855.t1	A	anno1.g3018.t1	A
anno1.g6856.t1	A	anno1.g3017.t1	A
anno1.g6857.t1	A	anno1.g3015.t1	A
anno1.g6858.t1	A	anno1.g3014.t1	A
anno1.g6859.t1	A	anno1.g3013.t2	A
anno1.g6860.t2	A	anno1.g3012.t1	A
anno1.g6861.t1	A	anno1.g3011.t1	A
anno1.g6862.t1	A	anno1.g3010.t1	A
anno1.g6863.t1	A	anno1.g3009.t1	A
anno1.g6864.t2	A	anno1.g3005.t1	A
anno1.g6865.t1	A	anno1.g3002.t1	A
anno1.g6866.t1	A	anno1.g3001.t2	A
anno1.g6867.t2	A	anno1.g3000.t1	A
anno1.g6868.t1	A	anno1.g2999.t2	A
anno1.g6869.t2	A	anno1.g2998.t1	A
anno1.g6870.t2	A	anno1.g2997.t2	A
anno1.g6871.t1	A	anno1.g2996.t1	A
anno1.g6874.t1	A	anno1.g3052.t1	A
anno1.g6875.t1	A	anno1.g2992.t1	A
anno1.g6876.t1	A	anno1.g2991.t1	A
anno1.g6877.t1	A	anno1.g2990.t1	A
anno1.g6878.t1	A	anno1.g2989.t2	A
anno1.g6879.t1	A	anno1.g2986.t2	A
anno1.g6880.t1	A	anno1.g2987.t1	A
anno1.g6882.t1	A	anno1.g2985.t1	A
anno1.g6883.t1	A	anno1.g2409.t3	A
anno1.g6884.t2	A	anno1.g2407.t1	A
anno1.g6885.t1	A	anno1.g2406.t1	A
anno1.g6886.t1	A	anno1.g2405.t1	A
anno1.g6887.t1	A	anno1.g2404.t2	A
anno1.g6888.t1	A	anno1.g2403.t1	A
anno1.g6890.t1	A	anno1.g2402.t1	A
anno1.g6891.t1	A	anno1.g2401.t1	A
anno1.g6892.t1	A	anno1.g2400.t3	A
anno1.g6893.t1	A	anno1.g2399.t1	A
anno1.g6895.t1	A	anno1.g2397.t2	A
anno1.g6896.t1	A	anno1.g2396.t1	A
anno1.g6897.t1	A	anno1.g2395.t1	A
anno1.g6898.t1	A	anno1.g2391.t1	A
anno1.g6899.t1	A	anno1.g2390.t2	A
anno1.g6900.t2	A	anno1.g2387.t3	A
anno1.g6901.t1	A	anno1.g2385.t1	A
anno1.g6902.t1	A	anno1.g2384.t1	A
anno1.g6903.t1	A	anno1.g2382.t1	A
anno1.g6904.t1	A	anno1.g2380.t1	A
anno1.g6905.t1	A	anno1.g13648.t2	A
anno1.g6906.t1	A	anno1.g2494.t1	A
anno1.g6907.t1	A	anno1.g2493.t1	A
anno1.g6908.t1	A	anno1.g2492.t1	A
anno1.g6909.t1	A	anno1.g2491.t1	A
anno1.g6910.t1	A	anno1.g2490.t1	A
anno1.g6911.t1	A	anno1.g2488.t1	A
anno1.g6912.t1	A	anno1.g2487.t1	A
anno1.g6913.t1	A	anno1.g2486.t1	A
anno1.g6914.t2	A	anno1.g2485.t1	A
anno1.g6915.t1	A	anno1.g2484.t2	A
anno1.g6916.t1	A	anno1.g2483.t1	A
anno1.g6917.t1	A	anno1.g2476.t1	A
anno1.g6918.t1	A	anno1.g2477.t1	A
anno1.g6921.t1	A	anno1.g2480.t1	A
anno1.g6922.t1	A	anno1.g2590.t1	A
anno1.g6923.t1	A	anno1.g2589.t1	A
anno1.g6924.t1	A	anno1.g2581.t1	A
anno1.g6925.t1	A	anno1.g2584.t1	A
anno1.g6926.t2	A	anno1.g2578.t1	A
anno1.g6927.t1	A	anno1.g2474.t1	A
anno1.g6928.t1	A	anno1.g2475.t1	A
anno1.g6929.t1	A	anno1.g2469.t1	A
anno1.g6930.t1	A	anno1.g2458.t1	A
anno1.g6931.t1	A	anno1.g2459.t1	A
anno1.g6932.t3	A	anno1.g2460.t5	A
anno1.g6933.t1	A	anno1.g2462.t1	A
anno1.g6934.t1	A	anno1.g2465.t1	A
anno1.g6936.t2	A	anno1.g2467.t1	A
anno1.g6937.t1	A	anno1.g2511.t1	A
anno1.g6938.t1	A	anno1.g2510.t1	A
anno1.g6940.t1	A	anno1.g2508.t1	A
anno1.g6941.t1	A	anno1.g2507.t1	A
anno1.g6942.t1	A	anno1.g2518.t1	A
anno1.g6943.t1	A	anno1.g2505.t1	A
anno1.g6944.t1	A	anno1.g2504.t1	A
anno1.g6945.t1	A	anno1.g2515.t1	A
anno1.g6946.t1	A	anno1.g2514.t1	A
anno1.g6947.t1	A	anno1.g2513.t1	A
anno1.g6949.t2	A	anno1.g2512.t2	A
anno1.g6950.t1	A	anno1.g2500.t2	A
anno1.g6951.t1	A	anno1.g2499.t1	A
anno1.g6952.t1	A	anno1.g2497.t1	A
anno1.g6953.t2	A	anno1.g2498.t1	A
anno1.g6954.t1	A	anno1.g2496.t1	A
anno1.g6955.t1	A	anno1.g2495.t1	A
anno1.g6956.t1	A	anno1.g2379.t1	A
anno1.g6957.t2	A	anno1.g2378.t2	A
anno1.g6958.t1	A	anno1.g2377.t1	A
anno1.g6959.t1	A	anno1.g2376.t1	A
anno1.g6960.t1	A	anno1.g2375.t1	A
anno1.g6963.t1	A	anno1.g2374.t1	A
anno1.g6964.t1	A	anno1.g2373.t1	A
anno1.g6965.t2	A	anno1.g2372.t1	A
anno1.g6966.t1	A	anno1.g2370.t1	A
anno1.g6967.t1	A	anno1.g2371.t1	A
anno1.g6968.t1	A	anno1.g2368.t1	A
anno1.g6969.t1	A	anno1.g2367.t1	A
anno1.g6970.t1	A	anno1.g2366.t1	A
anno1.g6972.t1	A	anno1.g2364.t1	A
anno1.g6974.t1	A	anno1.g2355.t1	A
anno1.g6975.t1	A	anno1.g2354.t1	A
anno1.g6976.t1	A	anno1.g2353.t1	A
anno1.g6978.t1	A	anno1.g2351.t1	A
anno1.g6981.t1	A	anno1.g2349.t1	A
anno1.g6982.t1	A	anno1.g2348.t1	A
anno1.g6983.t1	A	anno1.g2347.t2	A
anno1.g6984.t1	A	anno1.g2346.t1	A
anno1.g6985.t1	A	anno1.g2345.t1	A
anno1.g6986.t3	A	anno1.g2344.t2	A
anno1.g6987.t1	A	anno1.g2343.t1	A
anno1.g6988.t1	A	anno1.g2342.t2	A
anno1.g6991.t1	A	anno1.g2340.t3	A
anno1.g6992.t1	A	anno1.g2339.t1	A
anno1.g6993.t3	A	anno1.g2337.t4	A
anno1.g6995.t1	A	anno1.g2335.t1	A
anno1.g6996.t1	A	anno1.g2334.t1	A
anno1.g6997.t1	A	anno1.g2333.t1	A
anno1.g6998.t1	A	anno1.g2328.t1	A
anno1.g7000.t1	A	anno1.g2331.t1	A
anno1.g7001.t1	A	anno1.g2326.t2	A
anno1.g7002.t2	A	anno1.g2325.t1	A
anno1.g7003.t1	A	anno1.g2324.t2	A
anno1.g7004.t1	A	anno1.g2329.t1	A
anno1.g7006.t1	A	anno1.g2322.t1	A
anno1.g7007.t1	A	anno1.g2321.t1	A
anno1.g7008.t1	A	anno1.g2320.t1	A
anno1.g7009.t1	A	anno1.g2319.t1	A
anno1.g7010.t1	A	anno1.g2318.t1	A
anno1.g7011.t2	A	anno1.g2317.t2	A
anno1.g7012.t1	A	anno1.g2315.t1	A
anno1.g7014.t1	A	anno1.g2314.t2	A
anno1.g7016.t1	A	anno1.g2309.t1	A
anno1.g7017.t1	A	anno1.g14582.t1	A
anno1.g7019.t1	A	anno1.g2311.t1	A
anno1.g7020.t1	A	anno1.g2308.t1	A
anno1.g7021.t1	A	anno1.g2306.t1	A
anno1.g7023.t1	A	anno1.g10302.t1	A
anno1.g7024.t1	A	anno1.g2292.t1	A
anno1.g7025.t1	A	anno1.g2828.t1	A
anno1.g7026.t2	A	anno1.g2829.t1	A
anno1.g7028.t1	A	anno1.g2830.t1	A
anno1.g7034.t2	A	anno1.g2850.t1	A
anno1.g7037.t1	A	anno1.g2851.t1	A
anno1.g7039.t1	A	anno1.g2852.t3	A
anno1.g7040.t1	A	anno1.g2853.t1	A
anno1.g7041.t1	A	anno1.g2854.t1	A
anno1.g7042.t1	A	anno1.g2855.t2	A
anno1.g7043.t1	A	anno1.g2857.t1	A
anno1.g7044.t1	A	anno1.g2858.t1	A
anno1.g7050.t1	A	anno1.g2860.t1	A
anno1.g7054.t1	A	anno1.g2859.t1	A
anno1.g7055.t1	A	anno1.g2862.t1	A
anno1.g7056.t1	A	anno1.g2863.t1	A
anno1.g7057.t1	A	anno1.g2864.t1	A
anno1.g7058.t1	A	anno1.g2865.t1	A
anno1.g7059.t1	A	anno1.g2866.t1	A
anno1.g7060.t1	A	anno1.g2869.t2	A
anno1.g7061.t1	A	anno1.g2870.t1	A
anno1.g7064.t4	A	anno1.g2871.t1	A
anno1.g7065.t1	A	anno1.g2872.t1	A
anno1.g7067.t1	A	anno1.g2873.t1	A
anno1.g7068.t1	A	anno1.g3020.t1	A
anno1.g7069.t1	A	anno1.g3021.t1	A
anno1.g7072.t1	A	anno1.g3022.t1	A
anno1.g7073.t1	A	anno1.g3023.t1	A
anno1.g7074.t3	A	anno1.g3026.t1	A
anno1.g7080.t1	A	anno1.g3039.t1	A
anno1.g7081.t1	A	anno1.g3043.t1	A
anno1.g7082.t1	A	anno1.g3044.t1	A
anno1.g7085.t1	A	anno1.g3050.t1	A
anno1.g7086.t1	A	anno1.g3051.t1	A
anno1.g7088.t1	A	anno1.g3056.t1	A
anno1.g7089.t1	A	anno1.g3057.t1	A
anno1.g7090.t1	A	anno1.g3058.t1	A
anno1.g7091.t1	A	anno1.g3059.t1	A
anno1.g7092.t4	A	anno1.g3060.t2	A
anno1.g7093.t1	A	anno1.g3061.t1	A
anno1.g7094.t2	A	anno1.g3062.t2	A
anno1.g7095.t2	A	anno1.g3063.t1	A
anno1.g7096.t1	A	anno1.g3064.t1	A
anno1.g7097.t1	A	anno1.g3065.t1	A
anno1.g7100.t1	A	anno1.g3066.t4	A
anno1.g7101.t3	A	anno1.g3067.t5	A
anno1.g7102.t1	A	anno1.g3068.t1	A
anno1.g7103.t1	A	anno1.g3069.t1	A
anno1.g7104.t1	A	anno1.g12203.t1	A
anno1.g7105.t1	A	anno1.g3070.t1	A
anno1.g7106.t1	A	anno1.g3071.t1	A
anno1.g7107.t1	A	anno1.g3072.t1	A
anno1.g7108.t1	A	anno1.g3073.t1	A
anno1.g7109.t1	A	anno1.g3074.t1	A
anno1.g7111.t1	A	anno1.g3208.t2	A
anno1.g7112.t1	A	anno1.g3207.t1	A
anno1.g7113.t1	A	anno1.g3205.t1	A
anno1.g7114.t1	A	anno1.g3204.t1	A
anno1.g7115.t1	A	anno1.g3203.t1	A
anno1.g7116.t1	A	anno1.g3202.t1	A
anno1.g7117.t1	A	anno1.g3201.t1	A
anno1.g7118.t1	A	anno1.g3200.t1	A
anno1.g7120.t1	A	anno1.g3198.t1	A
anno1.g7121.t1	A	anno1.g3197.t2	A
anno1.g7122.t1	A	anno1.g3196.t1	A
anno1.g7123.t1	A	anno1.g3195.t1	A
anno1.g7124.t1	A	anno1.g3194.t1	A
anno1.g7125.t1	A	anno1.g3193.t1	A
anno1.g7126.t1	A	anno1.g3192.t1	A
anno1.g7127.t1	A	anno1.g3191.t1	A
anno1.g7128.t1	A	anno1.g3190.t2	A
anno1.g7129.t1	A	anno1.g3189.t1	A
anno1.g7130.t1	A	anno1.g3188.t1	A
anno1.g7131.t1	A	anno1.g3187.t1	A
anno1.g7132.t1	A	anno1.g3186.t1	A
anno1.g7133.t2	A	anno1.g3185.t1	A
anno1.g7134.t3	A	anno1.g3184.t3	A
anno1.g7135.t1	A	anno1.g3183.t1	A
anno1.g7136.t2	A	anno1.g3182.t1	A
anno1.g7137.t1	A	anno1.g3181.t1	A
anno1.g7139.t1	A	anno1.g3180.t1	A
anno1.g7140.t1	A	anno1.g3179.t1	A
anno1.g7141.t1	A	anno1.g3178.t2	A
anno1.g7142.t1	A	anno1.g3177.t1	A
anno1.g7143.t1	A	anno1.g3175.t1	A
anno1.g7144.t1	A	anno1.g3172.t1	A
anno1.g7146.t2	A	anno1.g3170.t1	A
anno1.g7147.t2	A	anno1.g3167.t4	A
anno1.g7148.t1	A	anno1.g3168.t2	A
anno1.g7149.t1	A	anno1.g3166.t1	A
anno1.g7150.t1	A	anno1.g3165.t1	A
anno1.g7152.t1	A	anno1.g3162.t1	A
anno1.g7153.t1	A	anno1.g3160.t1	A
anno1.g7154.t1	A	anno1.g3158.t1	A
anno1.g7155.t1	A	anno1.g3157.t1	A
anno1.g7157.t1	A	anno1.g3148.t2	A
anno1.g7161.t1	A	anno1.g3144.t1	A
anno1.g7162.t1	A	anno1.g3143.t1	A
anno1.g7163.t1	A	anno1.g3142.t1	A
anno1.g7164.t1	A	anno1.g3141.t1	A
anno1.g7165.t1	A	anno1.g3139.t2	A
anno1.g7166.t1	A	anno1.g3137.t1	A
anno1.g7167.t1	A	anno1.g3136.t1	A
anno1.g7168.t1	A	anno1.g3379.t1	A
anno1.g7169.t1	A	anno1.g3380.t1	A
anno1.g7170.t2	A	anno1.g3391.t1	A
anno1.g7172.t1	A	anno1.g3393.t2	A
anno1.g7173.t1	A	anno1.g3396.t1	A
anno1.g7174.t1	A	anno1.g3397.t1	A
anno1.g7175.t1	A	anno1.g3401.t2	A
anno1.g7176.t3	A	anno1.g3402.t4	A
anno1.g7178.t1	A	anno1.g3404.t1	A
anno1.g7179.t1	A	anno1.g3410.t1	A
anno1.g7180.t1	A	anno1.g3411.t1	A
anno1.g7181.t1	A	anno1.g3416.t2	A
anno1.g7182.t1	A	anno1.g9038.t1	A
anno1.g7183.t1	A	anno1.g7033.t1	A
anno1.g7184.t1	A	anno1.g3455.t1	A
anno1.g7185.t1	A	anno1.g3456.t1	A
anno1.g7186.t1	A	anno1.g3454.t1	A
anno1.g7187.t2	A	anno1.g3453.t1	A
anno1.g7188.t3	A	anno1.g3450.t2	A
anno1.g7190.t1	A	anno1.g2416.t1	A
anno1.g7191.t1	A	anno1.g2417.t1	A
anno1.g7192.t1	A	anno1.g2418.t1	A
anno1.g7193.t1	A	anno1.g2419.t1	A
anno1.g7194.t1	A	anno1.g2421.t1	A
anno1.g7195.t1	A	anno1.g2422.t2	A
anno1.g7196.t1	A	anno1.g2425.t1	A
anno1.g7197.t1	A	anno1.g2427.t1	A
anno1.g7198.t1	A	anno1.g2438.t2	A
anno1.g7199.t1	A	anno1.g2440.t1	A
anno1.g7202.t1	A	anno1.g2444.t1	A
anno1.g7203.t1	A	anno1.g2449.t1	A
anno1.g7207.t1	A	anno1.g2457.t1	A
anno1.g7208.t1	A	anno1.g2456.t1	A
anno1.g7209.t1	A	anno1.g2455.t1	A
anno1.g7210.t1	A	anno1.g2454.t1	A
anno1.g7211.t2	A	anno1.g2453.t1	A
anno1.g7213.t1	A	anno1.g2472.t1	A
anno1.g7214.t1	A	anno1.g2473.t1	A
anno1.g7216.t1	A	anno1.g2571.t1	A
anno1.g7217.t1	A	anno1.g2572.t1	A
anno1.g7218.t1	A	anno1.g2570.t1	A
anno1.g7219.t1	A	anno1.g2568.t1	A
anno1.g7220.t1	A	anno1.g2567.t2	A
anno1.g7221.t1	A	anno1.g2565.t1	A
anno1.g7222.t1	A	anno1.g2563.t1	A
anno1.g7224.t1	A	anno1.g2562.t1	A
anno1.g7225.t1	A	anno1.g2561.t1	A
anno1.g7226.t1	A	anno1.g2560.t1	A
anno1.g7227.t1	A	anno1.g2558.t1	A
anno1.g7228.t2	A	anno1.g2557.t2	A
anno1.g7229.t1	A	anno1.g2613.t1	A
anno1.g7230.t1	A	anno1.g2614.t3	A
anno1.g7233.t1	A	anno1.g2553.t2	A
anno1.g7234.t1	A	anno1.g2552.t1	A
anno1.g7235.t1	A	anno1.g2550.t2	A
anno1.g7236.t1	A	anno1.g2551.t1	A
anno1.g7237.t2	A	anno1.g2549.t1	A
anno1.g7238.t1	A	anno1.g2548.t1	A
anno1.g7239.t1	A	anno1.g2547.t1	A
anno1.g7241.t1	A	anno1.g2546.t1	A
anno1.g7245.t1	A	anno1.g2543.t1	A
anno1.g7246.t1	A	anno1.g2278.t1	A
anno1.g7247.t1	A	anno1.g2277.t1	A
anno1.g7248.t1	A	anno1.g2264.t1	A
anno1.g7250.t1	A	anno1.g2266.t1	A
anno1.g7251.t2	A	anno1.g2267.t2	A
anno1.g7254.t1	A	anno1.g2280.t1	A
anno1.g7257.t1	A	anno1.g2269.t1	A
anno1.g7258.t1	A	anno1.g2271.t1	A
anno1.g7259.t1	A	anno1.g2270.t1	A
anno1.g7261.t1	A	anno1.g2189.t1	X
anno1.g7264.t1	A	anno1.g2977.t1	A
anno1.g7265.t1	A	anno1.g2975.t1	A
anno1.g7266.t1	A	anno1.g2976.t1	A
anno1.g7267.t1	A	anno1.g2974.t1	A
anno1.g7268.t1	A	anno1.g2972.t1	A
anno1.g7270.t1	A	anno1.g2971.t1	A
anno1.g7272.t1	A	anno1.g2970.t1	A
anno1.g7275.t1	A	anno1.g3037.t1	A
anno1.g7279.t1	A	anno1.g3718.t2	A
anno1.g7288.t1	A	anno1.g2282.t1	A
anno1.g7292.t1	A	anno1.g2272.t3	A
anno1.g7293.t2	A	anno1.g2283.t1	A
anno1.g7294.t1	A	anno1.g2981.t2	A
anno1.g7296.t1	A	anno1.g2983.t1	A
anno1.g7307.t1	A	anno1.g2984.t1	A
anno1.g7310.t1	A	anno1.g2408.t1	A
anno1.g7318.t1	A	anno1.g2410.t1	A
anno1.g7321.t1	A	anno1.g2411.t1	A
anno1.g7322.t1	A	anno1.g7656.t1	A
anno1.g7324.t1	A	anno1.g12159.t1	A
anno1.g7325.t1	A	anno1.g2415.t1	A
anno1.g7326.t1	A	anno1.g3449.t1	A
anno1.g7327.t1	A	anno1.g1498.t1	A
anno1.g7328.t1	A	anno1.g3448.t2	A
anno1.g7329.t1	A	anno1.g3447.t2	A
anno1.g7330.t1	A	anno1.g13935.t1	A
anno1.g7331.t1	A	anno1.g3446.t1	A
anno1.g7332.t1	A	anno1.g3999.t1	A
anno1.g7333.t1	A	anno1.g3445.t1	A
anno1.g7336.t1	A	anno1.g9234.t2	A
anno1.g7337.t1	A	anno1.g3008.t1	A
anno1.g7338.t1	A	anno1.g4000.t1	A
anno1.g7343.t1	A	anno1.g3369.t2	A
anno1.g7345.t1	A	anno1.g3370.t1	A
anno1.g7347.t1	A	anno1.g3371.t1	A
anno1.g7352.t1	A	anno1.g3127.t1	A
anno1.g7353.t1	A	anno1.g3100.t1	A
anno1.g7354.t1	A	anno1.g3101.t1	A
anno1.g7355.t1	A	anno1.g3099.t1	A
anno1.g7356.t2	A	anno1.g3096.t1	A
anno1.g7357.t1	A	anno1.g3097.t1	A
anno1.g7358.t1	A	anno1.g3098.t2	A
anno1.g7359.t1	A	anno1.g3095.t1	A
anno1.g7361.t1	A	anno1.g3122.t1	A
anno1.g7362.t1	A	anno1.g3093.t1	A
anno1.g7366.t1	A	anno1.g3335.t1	A
anno1.g7367.t2	A	anno1.g3331.t3	A
anno1.g7368.t2	A	anno1.g3320.t2	A
anno1.g7369.t1	A	anno1.g3319.t1	A
anno1.g7370.t1	A	anno1.g3318.t2	A
anno1.g7371.t2	A	anno1.g3317.t2	A
anno1.g7372.t1	A	anno1.g3316.t1	A
anno1.g7373.t1	A	anno1.g3209.t1	A
anno1.g7375.t1	A	anno1.g12845.t1	A
anno1.g7389.t1	A	anno1.g3345.t1	A
anno1.g7390.t1	A	anno1.g3346.t1	A
anno1.g7392.t1	A	anno1.g3348.t1	A
anno1.g7393.t1	A	anno1.g3350.t1	A
anno1.both_agree_g14163.t2	A	anno1.g3351.t1	A
anno1.g7395.t1	A	anno1.g3353.t1	A
anno1.g7397.t1	A	anno1.g3356.t3	A
anno1.g7399.t1	A	anno1.g3081.t1	A
anno1.g7401.t1	A	anno1.g3990.t1	A
anno1.g7400.t1	A	anno1.g4013.t1	A
anno1.g7402.t1	A	anno1.g4014.t1	A
anno1.g7403.t1	A	anno1.g4015.t1	A
anno1.g7404.t1	A	anno1.g4016.t1	A
anno1.g7405.t1	A	anno1.g4017.t3	A
anno1.g7406.t1	A	anno1.g3979.t1	A
anno1.g7407.t1	A	anno1.g3981.t1	A
anno1.g7408.t1	A	anno1.g3982.t1	A
anno1.g7409.t1	A	anno1.g3983.t1	A
anno1.g7411.t1	A	anno1.g3984.t2	A
anno1.g7412.t1	A	anno1.g3986.t1	A
anno1.g7413.t1	A	anno1.g3985.t1	A
anno1.g7414.t1	A	anno1.g3987.t1	A
anno1.g7415.t1	A	anno1.g3988.t1	A
anno1.g7416.t1	A	anno1.g4006.t1	A
anno1.g7417.t2	A	anno1.g4008.t1	A
anno1.g7420.t1	A	anno1.g4025.t1	A
anno1.g7421.t1	A	anno1.g4026.t1	A
anno1.g7424.t1	A	anno1.g4022.t1	A
anno1.g7425.t1	A	anno1.g4021.t1	A
anno1.g7427.t1	A	anno1.g4020.t1	A
anno1.g7428.t1	A	anno1.g12243.t1	A
anno1.g7429.t1	A	anno1.g14828.t1	A
anno1.g7431.t1	A	anno1.g2241.t1	X
anno1.g7432.t1	A	anno1.g4018.t1	A
anno1.g7433.t1	A	anno1.g3978.t1	A
anno1.g7434.t1	A	anno1.g3977.t1	A
anno1.g7435.t1	A	anno1.g3976.t1	A
anno1.g7437.t1	A	anno1.g3975.t1	A
anno1.g7438.t1	A	anno1.g3973.t1	A
anno1.g7439.t1	A	anno1.g14800.t1	A
anno1.g7440.t1	A	anno1.g3971.t1	A
anno1.g7443.t1	A	anno1.g14798.t1	A
anno1.g7444.t1	A	anno1.g3969.t1	A
anno1.g7446.t1	A	anno1.g3968.t1	A
anno1.g7447.t1	A	anno1.g3966.t1	A
anno1.g7448.t1	A	anno1.g3965.t1	A
anno1.g7450.t1	A	anno1.g3962.t1	A
anno1.g7453.t1	A	anno1.g4052.t1	A
anno1.g7454.t1	A	anno1.g4051.t2	A
anno1.g7455.t1	A	anno1.g4042.t1	A
anno1.g7456.t2	A	anno1.g4049.t1	A
anno1.g7457.t1	A	anno1.g4048.t1	A
anno1.g7458.t1	A	anno1.g4038.t1	A
anno1.g7459.t1	A	anno1.g4037.t1	A
anno1.g7460.t2	A	anno1.g4036.t1	A
anno1.g7463.t1	A	anno1.g3213.t1	A
anno1.g7464.t1	A	anno1.g4034.t1	A
anno1.g7466.t1	A	anno1.g4033.t1	A
anno1.g7467.t2	A	anno1.g3961.t1	A
anno1.g7468.t1	A	anno1.g3960.t1	A
anno1.g7469.t1	A	anno1.g3959.t1	A
anno1.g7470.t1	A	anno1.g3958.t1	A
anno1.g7471.t1	A	anno1.g3957.t1	A
anno1.g7473.t1	A	anno1.g3955.t1	A
anno1.g7474.t1	A	anno1.g3954.t2	A
anno1.g7475.t1	A	anno1.g3953.t3	A
anno1.g7476.t1	A	anno1.g3952.t2	A
anno1.g7478.t2	A	anno1.g14789.t1	A
anno1.g7479.t1	A	anno1.g14788.t2	A
anno1.g7480.t1	A	anno1.g3949.t1	A
anno1.g7481.t1	A	anno1.g14786.t1	A
anno1.g7482.t1	A	anno1.g14785.t1	A
anno1.g7483.t2	A	anno1.g14784.t1	A
anno1.g7484.t2	A	anno1.g3944.t1	A
anno1.g7486.t1	A	anno1.g3940.t1	A
anno1.g7487.t1	A	anno1.g3939.t1	A
anno1.g7488.t2	A	anno1.g3941.t1	A
anno1.g7489.t1	A	anno1.g3936.t1	A
anno1.g7490.t1	A	anno1.g3935.t1	A
anno1.g7491.t1	A	anno1.g3934.t1	A
anno1.g7492.t2	A	anno1.g2720.t1	A
anno1.g7493.t1	A	anno1.g2721.t1	A
anno1.g7498.t1	A	anno1.g2723.t1	A
anno1.g7499.t1	A	anno1.g2724.t1	A
anno1.g7500.t1	A	anno1.g2734.t1	A
anno1.g7501.t1	A	anno1.g2730.t2	A
anno1.g7503.t1	A	anno1.g2731.t1	A
anno1.g7504.t1	A	anno1.g2732.t5	A
anno1.g7505.t1	A	anno1.g14636.t1	A
anno1.g7506.t3	A	anno1.g14637.t1	A
anno1.g7507.t3	A	anno1.g14638.t2	A
anno1.g7508.t1	A	anno1.g14754.t1	A
anno1.g7509.t1	A	anno1.g14755.t1	A
anno1.g7511.t1	A	anno1.g2739.t1	A
anno1.g7512.t1	A	anno1.g3710.t2	A
anno1.g7513.t1	A	anno1.g3711.t1	A
anno1.g7514.t1	A	anno1.g3712.t1	A
anno1.g7515.t1	A	anno1.g3713.t1	A
anno1.g7516.t1	A	anno1.g3722.t1	A
anno1.g7518.t1	A	anno1.g3724.t1	A
anno1.g7519.t1	A	anno1.g3725.t1	A
anno1.g7520.t2	A	anno1.g3726.t1	A
anno1.g7521.t1	A	anno1.g3727.t1	A
anno1.g7522.t1	A	anno1.g3728.t1	A
anno1.g7523.t1	A	anno1.g3729.t2	A
anno1.g7524.t1	A	anno1.g3730.t1	A
anno1.g7526.t1	A	anno1.g3733.t1	A
anno1.g7530.t1	A	anno1.g3744.t1	A
anno1.g7531.t1	A	anno1.g3747.t2	A
anno1.g7533.t1	A	anno1.g3750.t1	A
anno1.g7534.t3	A	anno1.g3783.t3	A
anno1.g7535.t2	A	anno1.g3752.t3	A
anno1.g7537.t1	A	anno1.g3755.t1	A
anno1.g7538.t1	A	anno1.g3304.t1	A
anno1.g7539.t1	A	anno1.g3303.t1	A
anno1.g7540.t1	A	anno1.g3301.t2	A
anno1.g7541.t1	A	anno1.g3300.t1	A
anno1.g7542.t1	A	anno1.g3299.t1	A
anno1.g7543.t1	A	anno1.g9243.t1	A
anno1.g7544.t2	A	anno1.g3298.t1	A
anno1.g7546.t1	A	anno1.g3293.t1	A
anno1.g7549.t1	A	anno1.g3281.t1	A
anno1.g7550.t1	A	anno1.g3282.t1	A
anno1.g7551.t1	A	anno1.g3280.t1	A
anno1.g7552.t1	A	anno1.g3279.t1	A
anno1.g7553.t1	A	anno1.g3272.t1	A
anno1.g7554.t1	A	anno1.g3270.t1	A
anno1.g7555.t1	A	anno1.g3268.t1	A
