A_obtectus	chromosome	B_siliquastri	chromosome
anno1.g8468.t3	A	BRAKERILHT00000012860	A
anno1.g8469.t1	A	BRAKERILHT00000013229	A
anno1.g8471.t1	A	BRAKERILHT00000014024	A
anno1.g8472.t1	A	BRAKERILHT00000012857	A
anno1.g8473.t1	A	BRAKERILHT00000013085	A
anno1.g8474.t2	A	BRAKERILHT00000012718	A
anno1.g8475.t2	A	BRAKERILHT00000013442	A
anno1.g8476.t1	A	BRAKERILHT00000013079	A
anno1.g8477.t2	A	BRAKERILHT00000013780	A
anno1.g8485.t1	A	BRAKERILHT00000013383	A
anno1.g8486.t1	A	BRAKERILHT00000013549	A
anno1.g8488.t1	A	BRAKERILHT00000012914	A
anno1.g8489.t1	A	BRAKERILHT00000013855	A
anno1.g8491.t1	A	BRAKERILHT00000013603	A
anno1.g8492.t1	A	BRAKERILHT00000013150	A
anno1.g8493.t1	A	BRAKERILHT00000013814	A
anno1.g8494.t1	A	BRAKERILHT00000012791	A
anno1.g8495.t1	A	BRAKERILHT00000013666	A
anno1.g8496.t1	A	BRAKERILHT00000017018	X
anno1.g8498.t1	A	BRAKERILHT00000013681	A
anno1.g8500.t1	A	BRAKERILHT00000012452	A
anno1.g8501.t1	A	BRAKERILHT00000012941	A
anno1.g8504.t1	A	BRAKERILHT00000013849	A
anno1.g8506.t1	A	BRAKERILHT00000012357	A
anno1.g8507.t1	A	BRAKERILHT00000012960	A
anno1.g8508.t1	A	BRAKERILHT00000013274	A
anno1.g8510.t1	A	BRAKERILHT00000013653	A
anno1.g8511.t2	A	BRAKERILHT00000014019	A
anno1.g8512.t1	A	BRAKERILHT00000012711	A
anno1.g8513.t5	A	BRAKERILHT00000012972	A
anno1.g8514.t2	A	BRAKERILHT00000013672	A
anno1.g8516.t1	A	BRAKERILHT00000013811	A
anno1.g8517.t1	A	BRAKERILHT00000017237	X
anno1.g8520.t1	A	BRAKERILHT00000013552	A
anno1.g8521.t2	A	BRAKERILHT00000013190	A
anno1.g8522.t2	A	BRAKERILHT00000012499	A
anno1.g8527.t2	A	BRAKERILHT00000012532	A
anno1.g8529.t1	A	BRAKERILHT00000013039	A
anno1.g8530.t1	A	BRAKERILHT00000013127	A
anno1.g8531.t1	A	BRAKERILHT00000001132	A
anno1.g8534.t1	A	BRAKERILHT00000012601	A
anno1.g8535.t1	A	BRAKERILHT00000013103	A
anno1.g8536.t1	A	BRAKERILHT00000013323	A
anno1.g8537.t1	A	BRAKERILHT00000013756	A
anno1.g8538.t2	A	BRAKERILHT00000013712	A
anno1.g8540.t1	A	BRAKERILHT00000013644	A
anno1.g8541.t1	A	BRAKERILHT00000013995	A
anno1.g8544.t1	A	BRAKERILHT00000012406	A
anno1.g8545.t1	A	BRAKERILHT00000012695	A
anno1.g8547.t1	A	BRAKERILHT00000012979	A
anno1.g8548.t1	A	BRAKERILHT00000013458	A
anno1.g8549.t1	A	BRAKERILHT00000013827	A
anno1.g8552.t1	A	BRAKERILHT00000013017	A
anno1.g8553.t1	A	BRAKERILHT00000013771	A
anno1.g8554.t1	A	BRAKERILHT00000012937	A
anno1.g8555.t1	A	BRAKERILHT00000013299	A
anno1.g8556.t1	A	BRAKERILHT00000012525	A
anno1.g8557.t1	A	BRAKERILHT00000013110	A
anno1.g8558.t1	A	BRAKERILHT00000013463	A
anno1.g8559.t1	A	BRAKERILHT00000013706	A
anno1.g8560.t1	A	BRAKERILHT00000013607	A
anno1.g8561.t2	A	BRAKERILHT00000013733	A
anno1.g8562.t1	A	BRAKERILHT00000012423	A
anno1.g8563.t1	A	BRAKERILHT00000013426	A
anno1.g8564.t1	A	BRAKERILHT00000012738	A
anno1.g8565.t1	A	BRAKERILHT00000012823	A
anno1.g8566.t1	A	BRAKERILHT00000014014	A
anno1.g8567.t3	A	BRAKERILHT00000012502	A
anno1.g8568.t1	A	BRAKERILHT00000013452	A
anno1.g8569.t1	A	BRAKERILHT00000013679	A
anno1.g8570.t2	A	BRAKERILHT00000012956	A
anno1.g8572.t2	A	BRAKERILHT00000013914	A
anno1.g8573.t1	A	BRAKERILHT00000013328	A
anno1.g8574.t1	A	BRAKERILHT00000012582	A
anno1.g8575.t1	A	BRAKERILHT00000013846	A
anno1.g8582.t1	A	BRAKERILHT00000013694	A
anno1.g8584.t1	A	BRAKERILHT00000012967	A
anno1.g8586.t1	A	BRAKERILHT00000012561	A
anno1.g8588.t1	A	BRAKERILHT00000013341	A
anno1.g8589.t1	A	BRAKERILHT00000013767	A
anno1.g8590.t1	A	BRAKERILHT00000013081	A
anno1.g8591.t1	A	BRAKERILHT00000012633	A
anno1.g8592.t1	A	BRAKERILHT00000014013	A
anno1.g8593.t2	A	BRAKERILHT00000012848	A
anno1.g8594.t2	A	BRAKERILHT00000012362	A
anno1.g8595.t1	A	BRAKERILHT00000013783	A
anno1.g8596.t2	A	BRAKERILHT00000012451	A
anno1.g8597.t1	A	BRAKERILHT00000013132	A
anno1.g8601.t1	A	BRAKERILHT00000012817	A
anno1.g8602.t1	A	BRAKERILHT00000012665	A
anno1.g8603.t1	A	BRAKERILHT00000013038	A
anno1.g8604.t1	A	BRAKERILHT00000013599	A
anno1.g8605.t1	A	BRAKERILHT00000012997	A
anno1.g8606.t1	A	BRAKERILHT00000013877	A
anno1.g8608.t1	A	BRAKERILHT00000012991	A
anno1.g8609.t1	A	BRAKERILHT00000012996	A
anno1.g8610.t2	A	BRAKERILHT00000014027	A
anno1.g8613.t1	A	BRAKERILHT00000013661	A
anno1.g8615.t1	A	BRAKERILHT00000013230	A
anno1.g8616.t1	A	BRAKERILHT00000013133	A
anno1.g8617.t1	A	BRAKERILHT00000013187	A
anno1.g8618.t2	A	BRAKERILHT00000012727	A
anno1.g8619.t1	A	BRAKERILHT00000012401	A
anno1.g8621.t1	A	BRAKERILHT00000013667	A
anno1.g8622.t1	A	BRAKERILHT00000013211	A
anno1.g8623.t1	A	BRAKERILHT00000013099	A
anno1.g8625.t1	A	BRAKERILHT00000012615	A
anno1.g8626.t1	A	BRAKERILHT00000013590	A
anno1.g8627.t2	A	BRAKERILHT00000013135	A
anno1.g8629.t1	A	BRAKERILHT00000012836	A
anno1.g8631.t1	A	BRAKERILHT00000012576	A
anno1.g8632.t1	A	BRAKERILHT00000013897	A
anno1.g8633.t1	A	BRAKERILHT00000013641	A
anno1.g8634.t1	A	BRAKERILHT00000013293	A
anno1.g8635.t1	A	BRAKERILHT00000012945	A
anno1.g8636.t1	A	BRAKERILHT00000012536	A
anno1.g8637.t1	A	BRAKERILHT00000013845	A
anno1.g8638.t1	A	BRAKERILHT00000013348	A
anno1.g8639.t1	A	BRAKERILHT00000012984	A
anno1.g8640.t2	A	BRAKERILHT00000013440	A
anno1.g8641.t1	A	BRAKERILHT00000012976	A
anno1.g8642.t2	A	BRAKERILHT00000012435	A
anno1.g8644.t1	A	BRAKERILHT00000013669	A
anno1.g8645.t1	A	BRAKERILHT00000013350	A
anno1.g8646.t1	A	BRAKERILHT00000012831	A
anno1.g8647.t1	A	BRAKERILHT00000013619	A
anno1.g8648.t1	A	BRAKERILHT00000013173	A
anno1.g8650.t1	A	BRAKERILHT00000012875	A
anno1.g8651.t1	A	BRAKERILHT00000013810	A
anno1.g8653.t1	A	BRAKERILHT00000013572	A
anno1.g8657.t1	A	BRAKERILHT00000012523	A
anno1.g8658.t1	A	BRAKERILHT00000013785	A
anno1.g8659.t1	A	BRAKERILHT00000012851	A
anno1.g8663.t1	A	BRAKERILHT00000012498	A
anno1.g8664.t1	A	BRAKERILHT00000010188	A
anno1.g8665.t1	A	BRAKERILHT00000009603	A
anno1.g8666.t1	A	BRAKERILHT00000010149	A
anno1.g8667.t2	A	BRAKERILHT00000009806	A
anno1.g8668.t2	A	BRAKERILHT00000009982	A
anno1.g8669.t1	A	BRAKERILHT00000008578	A
anno1.g8670.t2	A	BRAKERILHT00000009098	A
anno1.g8671.t1	A	BRAKERILHT00000009054	A
anno1.g8673.t1	A	BRAKERILHT00000009314	A
anno1.g8674.t1	A	BRAKERILHT00000009986	A
anno1.g8675.t1	A	BRAKERILHT00000008908	A
anno1.g8676.t1	A	BRAKERILHT00000009094	A
anno1.g8677.t1	A	BRAKERILHT00000009537	A
anno1.g8678.t2	A	BRAKERILHT00000009306	A
anno1.g8679.t1	A	BRAKERILHT00000009345	A
anno1.g8680.t1	A	BRAKERILHT00000009791	A
anno1.g8681.t2	A	BRAKERILHT00000010201	A
anno1.both_agree_g20002.t1	A	BRAKERILHT00000009355	A
anno1.g8685.t1	A	BRAKERILHT00000009932	A
anno1.g8686.t1	A	BRAKERILHT00000009317	A
anno1.g8690.t1	A	BRAKERILHT00000008960	A
anno1.g8696.t1	A	BRAKERILHT00000009512	A
anno1.g8699.t1	A	BRAKERILHT00000010336	A
anno1.g8700.t1	A	BRAKERILHT00000010322	A
anno1.g8701.t1	A	BRAKERILHT00000008932	A
anno1.g8702.t1	A	BRAKERILHT00000009447	A
anno1.g8703.t1	A	BRAKERILHT00000009543	A
anno1.g8707.t1	A	BRAKERILHT00000010109	A
anno1.g8708.t1	A	BRAKERILHT00000008665	A
anno1.g8709.t1	A	BRAKERILHT00000009195	A
anno1.g8710.t1	A	BRAKERILHT00000009642	A
anno1.g8713.t1	A	BRAKERILHT00000010179	A
anno1.g8717.t1	A	BRAKERILHT00000010404	A
anno1.g8718.t1	A	BRAKERILHT00000008900	A
anno1.g8720.t1	A	BRAKERILHT00000010271	A
anno1.g8722.t1	A	BRAKERILHT00000009109	A
anno1.g8723.t1	A	BRAKERILHT00000008936	A
anno1.g8724.t1	A	BRAKERILHT00000009867	A
anno1.g8725.t1	A	BRAKERILHT00000010307	A
anno1.g8726.t1	A	BRAKERILHT00000009251	A
anno1.g8727.t1	A	BRAKERILHT00000009702	A
anno1.g8728.t1	A	BRAKERILHT00000010343	A
anno1.g8729.t1	A	BRAKERILHT00000009926	A
anno1.g8730.t2	A	BRAKERILHT00000009353	A
anno1.g8732.t1	A	BRAKERILHT00000008522	A
anno1.g8737.t2	A	BRAKERILHT00000009917	A
anno1.g8740.t1	A	BRAKERILHT00000009083	A
anno1.g8741.t2	A	BRAKERILHT00000010205	A
anno1.g8742.t1	A	BRAKERILHT00000009102	A
anno1.g8743.t1	A	BRAKERILHT00000010182	A
anno1.g8744.t1	A	BRAKERILHT00000009158	A
anno1.g8746.t1	A	BRAKERILHT00000009631	A
anno1.g8747.t1	A	BRAKERILHT00000008965	A
anno1.g8748.t2	A	BRAKERILHT00000009916	A
anno1.g8749.t1	A	BRAKERILHT00000008848	A
anno1.g8751.t1	A	BRAKERILHT00000008869	A
anno1.g8752.t10	A	BRAKERILHT00000008876	A
anno1.g8753.t2	A	BRAKERILHT00000009572	A
anno1.g8754.t1	A	BRAKERILHT00000009494	A
anno1.g8758.t1	A	BRAKERILHT00000009100	A
anno1.g8760.t1	A	BRAKERILHT00000008717	A
anno1.g8761.t1	A	BRAKERILHT00000010376	A
anno1.g8762.t1	A	BRAKERILHT00000010327	A
anno1.g8763.t1	A	BRAKERILHT00000009023	A
anno1.g8764.t1	A	BRAKERILHT00000008511	A
anno1.g8765.t2	A	BRAKERILHT00000010148	A
anno1.g8767.t1	A	BRAKERILHT00000003642	A
anno1.g8768.t2	A	BRAKERILHT00000010101	A
anno1.g8769.t1	A	BRAKERILHT00000009714	A
anno1.g8771.t1	A	BRAKERILHT00000011912	A
anno1.g8772.t1	A	BRAKERILHT00000010266	A
anno1.g8773.t3	A	BRAKERILHT00000008659	A
anno1.g8774.t1	A	BRAKERILHT00000009507	A
anno1.g8775.t2	A	BRAKERILHT00000008689	A
anno1.g8776.t1	A	BRAKERILHT00000009984	A
anno1.g8777.t2	A	BRAKERILHT00000009499	A
anno1.g8778.t2	A	BRAKERILHT00000009588	A
anno1.g8782.t1	A	BRAKERILHT00000009010	A
anno1.g8783.t1	A	BRAKERILHT00000009273	A
anno1.g8784.t1	A	BRAKERILHT00000008757	A
anno1.g8785.t1	A	BRAKERILHT00000009593	A
anno1.g8786.t1	A	BRAKERILHT00000009042	A
anno1.g8787.t2	A	BRAKERILHT00000009813	A
anno1.g8788.t1	A	BRAKERILHT00000010363	A
anno1.g8790.t1	A	BRAKERILHT00000009437	A
anno1.g8801.t2	A	BRAKERILHT00000009389	A
anno1.g8802.t1	A	BRAKERILHT00000009650	A
anno1.g8804.t1	A	BRAKERILHT00000010317	A
anno1.g8806.t1	A	BRAKERILHT00000009698	A
anno1.g8808.t1	A	BRAKERILHT00000009476	A
anno1.g8809.t1	A	BRAKERILHT00000009330	A
anno1.g8811.t1	A	BRAKERILHT00000009737	A
anno1.g8812.t1	A	BRAKERILHT00000009341	A
anno1.g8813.t1	A	BRAKERILHT00000009394	A
anno1.g8816.t1	A	BRAKERILHT00000009075	A
anno1.g8817.t1	A	BRAKERILHT00000009517	A
anno1.g8819.t1	A	BRAKERILHT00000008487	A
anno1.g8822.t1	A	BRAKERILHT00000009577	A
anno1.g8823.t1	A	BRAKERILHT00000009162	A
anno1.g8824.t1	A	BRAKERILHT00000008831	A
anno1.g8825.t1	A	BRAKERILHT00000008606	A
anno1.g8826.t1	A	BRAKERILHT00000010292	A
anno1.g8828.t1	A	BRAKERILHT00000009935	A
anno1.g8831.t1	A	BRAKERILHT00000008691	A
anno1.g8832.t2	A	BRAKERILHT00000009787	A
anno1.g8833.t1	A	BRAKERILHT00000008486	A
anno1.g8835.t2	A	BRAKERILHT00000008846	A
anno1.g8836.t1	A	BRAKERILHT00000009422	A
anno1.g8838.t1	A	BRAKERILHT00000010242	A
anno1.g8839.t1	A	BRAKERILHT00000008803	A
anno1.g8840.t4	A	BRAKERILHT00000009146	A
anno1.g8841.t1	A	BRAKERILHT00000009711	A
anno1.g8843.t1	A	BRAKERILHT00000009922	A
anno1.g8844.t1	A	BRAKERILHT00000007084	A
anno1.g8845.t1	A	BRAKERILHT00000009454	A
anno1.g8846.t1	A	BRAKERILHT00000008886	A
anno1.g8848.t1	A	BRAKERILHT00000009284	A
anno1.g8849.t1	A	BRAKERILHT00000009870	A
anno1.g8850.t1	A	BRAKERILHT00000010388	A
anno1.g8851.t1	A	BRAKERILHT00000008864	A
anno1.g8855.t2	A	BRAKERILHT00000009591	A
anno1.g8857.t2	A	BRAKERILHT00000008773	A
anno1.g8858.t1	A	BRAKERILHT00000009207	A
anno1.g8859.t1	A	BRAKERILHT00000009738	A
anno1.g8860.t1	A	BRAKERILHT00000009891	A
anno1.g8861.t1	A	BRAKERILHT00000008482	A
anno1.g8862.t1	A	BRAKERILHT00000008777	A
anno1.g8864.t2	A	BRAKERILHT00000010408	A
anno1.g8865.t1	A	BRAKERILHT00000009721	A
anno1.g8866.t1	A	BRAKERILHT00000016638	A
anno1.g8867.t1	A	BRAKERILHT00000009779	A
anno1.g8870.t1	A	BRAKERILHT00000009202	A
anno1.g8871.t1	A	BRAKERILHT00000008914	A
anno1.g8872.t1	A	BRAKERILHT00000010295	A
anno1.g8873.t1	A	BRAKERILHT00000009544	A
anno1.g8874.t2	A	BRAKERILHT00000010130	A
anno1.g8877.t1	A	BRAKERILHT00000009654	A
anno1.g8879.t1	A	BRAKERILHT00000013045	A
anno1.g8880.t1	A	BRAKERILHT00000009836	A
anno1.g8883.t1	A	BRAKERILHT00000001569	A
anno1.g8884.t1	A	BRAKERILHT00000009379	A
anno1.g8885.t3	A	BRAKERILHT00000009065	A
anno1.g8891.t4	A	BRAKERILHT00000010211	A
anno1.g8892.t2	A	BRAKERILHT00000009124	A
anno1.g8893.t3	A	BRAKERILHT00000009538	A
anno1.g8895.t1	A	BRAKERILHT00000010072	A
anno1.g8896.t1	A	BRAKERILHT00000009978	A
anno1.g8898.t2	A	BRAKERILHT00000009029	A
anno1.g8900.t1	A	BRAKERILHT00000008493	A
anno1.g8902.t2	A	BRAKERILHT00000010359	A
anno1.g8905.t1	A	BRAKERILHT00000008666	A
anno1.g8906.t1	A	BRAKERILHT00000010178	A
anno1.g8909.t2	A	BRAKERILHT00000009965	A
anno1.g8910.t1	A	BRAKERILHT00000008589	A
anno1.g8911.t1	A	BRAKERILHT00000008974	A
anno1.g8912.t1	A	BRAKERILHT00000008710	A
anno1.g8913.t1	A	BRAKERILHT00000009709	A
anno1.g8914.t1	A	BRAKERILHT00000009566	A
anno1.g8915.t2	A	BRAKERILHT00000008505	A
anno1.g8916.t1	A	BRAKERILHT00000009520	A
anno1.g8917.t1	A	BRAKERILHT00000009879	A
anno1.g8918.t1	A	BRAKERILHT00000010371	A
anno1.g8919.t1	A	BRAKERILHT00000008903	A
anno1.g8920.t2	A	BRAKERILHT00000008565	A
anno1.g8921.t1	A	BRAKERILHT00000008989	A
anno1.g8922.t1	A	BRAKERILHT00000010398	A
anno1.g8923.t1	A	BRAKERILHT00000010254	A
anno1.g8924.t1	A	BRAKERILHT00000009256	A
anno1.g8925.t1	A	BRAKERILHT00000008858	A
anno1.g8930.t1	A	BRAKERILHT00000010120	A
anno1.g8939.t1	A	BRAKERILHT00000010875	A
anno1.g8940.t2	A	BRAKERILHT00000009392	A
anno1.g8944.t1	A	BRAKERILHT00000009590	A
anno1.g8946.t1	A	BRAKERILHT00000008747	A
anno1.g8947.t1	A	BRAKERILHT00000006316	A
anno1.g8950.t1	A	BRAKERILHT00000009869	A
anno1.g8953.t1	A	BRAKERILHT00000009137	A
anno1.g8955.t1	A	BRAKERILHT00000010166	A
anno1.g8956.t1	A	BRAKERILHT00000008768	A
anno1.g8957.t1	A	BRAKERILHT00000010140	A
anno1.g8958.t1	A	BRAKERILHT00000009019	A
anno1.g8960.t2	A	BRAKERILHT00000010103	A
anno1.g8963.t1	A	BRAKERILHT00000009268	A
anno1.g8964.t1	A	BRAKERILHT00000009583	A
anno1.g8965.t2	A	BRAKERILHT00000009522	A
anno1.g8968.t1	A	BRAKERILHT00000010306	A
anno1.g8972.t2	A	BRAKERILHT00000009368	A
anno1.g8974.t1	A	BRAKERILHT00000008576	A
anno1.g8975.t1	A	BRAKERILHT00000008984	A
anno1.g8976.t1	A	BRAKERILHT00000009325	A
anno1.g8985.t1	A	BRAKERILHT00000010142	A
anno1.g8986.t1	A	BRAKERILHT00000010020	A
anno1.g8987.t1	A	BRAKERILHT00000009579	A
anno1.g8988.t1	A	BRAKERILHT00000009670	A
anno1.g8991.t1	A	BRAKERILHT00000010403	A
anno1.g8992.t2	A	BRAKERILHT00000009857	A
anno1.g8995.t1	A	BRAKERILHT00000009343	A
anno1.g8996.t1	A	BRAKERILHT00000008752	A
anno1.g8999.t2	A	BRAKERILHT00000009758	A
anno1.g9006.t1	A	BRAKERILHT00000002293	A
anno1.g9008.t1	A	BRAKERILHT00000010341	A
anno1.g9009.t1	A	BRAKERILHT00000009192	A
anno1.g9010.t3	A	BRAKERILHT00000008627	A
anno1.g9015.t1	A	BRAKERILHT00000009895	A
anno1.g9017.t1	A	BRAKERILHT00000009924	A
anno1.g9018.t1	A	BRAKERILHT00000009508	A
anno1.g9019.t1	A	BRAKERILHT00000008523	A
anno1.g9020.t1	A	BRAKERILHT00000009570	A
anno1.g9022.t2	A	BRAKERILHT00000008838	A
anno1.g9026.t1	A	BRAKERILHT00000009189	A
anno1.g9027.t1	A	BRAKERILHT00000008585	A
anno1.g9029.t1	A	BRAKERILHT00000009804	A
anno1.g9034.t1	A	BRAKERILHT00000009992	A
anno1.g9038.t1	A	BRAKERILHT00000010278	A
anno1.g9040.t1	A	BRAKERILHT00000009487	A
anno1.g9041.t1	A	BRAKERILHT00000010164	A
anno1.g9043.t1	A	BRAKERILHT00000009635	A
anno1.g9044.t1	A	BRAKERILHT00000008641	A
anno1.g9045.t1	A	BRAKERILHT00000009972	A
anno1.g9046.t2	A	BRAKERILHT00000008693	A
anno1.g9049.t1	A	BRAKERILHT00000009923	A
anno1.g9052.t1	A	BRAKERILHT00000009401	A
anno1.g9053.t1	A	BRAKERILHT00000008956	A
anno1.g9054.t1	A	BRAKERILHT00000009793	A
anno1.g9055.t1	A	BRAKERILHT00000010316	A
anno1.g9056.t1	A	BRAKERILHT00000009077	A
anno1.g9057.t1	A	BRAKERILHT00000009630	A
anno1.g9058.t1	A	BRAKERILHT00000009936	A
anno1.g9059.t1	A	BRAKERILHT00000009248	A
anno1.g9060.t1	A	BRAKERILHT00000008804	A
anno1.g9061.t1	A	BRAKERILHT00000009264	A
anno1.g9062.t1	A	BRAKERILHT00000010088	A
anno1.g9063.t1	A	BRAKERILHT00000009038	A
anno1.g9064.t1	A	BRAKERILHT00000009655	A
anno1.g9065.t1	A	BRAKERILHT00000009861	A
anno1.g9066.t1	A	BRAKERILHT00000008590	A
anno1.g9067.t1	A	BRAKERILHT00000009003	A
anno1.g9068.t1	A	BRAKERILHT00000008787	A
anno1.g9069.t2	A	BRAKERILHT00000010303	A
anno1.g9070.t1	A	BRAKERILHT00000009208	A
anno1.g9072.t1	A	BRAKERILHT00000009912	A
anno1.g9073.t1	A	BRAKERILHT00000008544	A
anno1.g9074.t1	A	BRAKERILHT00000009218	A
anno1.g9075.t1	A	BRAKERILHT00000010094	A
anno1.g9077.t1	A	BRAKERILHT00000009628	A
anno1.g9079.t1	A	BRAKERILHT00000009531	A
anno1.g9080.t2	A	BRAKERILHT00000008746	A
anno1.g9081.t1	A	BRAKERILHT00000009412	A
anno1.g9082.t1	A	BRAKERILHT00000009817	A
anno1.g9083.t1	A	BRAKERILHT00000008503	A
anno1.g9084.t1	A	BRAKERILHT00000010054	A
anno1.g9085.t1	A	BRAKERILHT00000009528	A
anno1.g9086.t1	A	BRAKERILHT00000010227	A
anno1.g9087.t2	A	BRAKERILHT00000008929	A
anno1.g9088.t1	A	BRAKERILHT00000010134	A
anno1.g9089.t1	A	BRAKERILHT00000009320	A
anno1.g9090.t1	A	BRAKERILHT00000009898	A
anno1.g9091.t1	A	BRAKERILHT00000009110	A
anno1.g9093.t2	A	BRAKERILHT00000010314	A
anno1.g9095.t1	A	BRAKERILHT00000009382	A
anno1.g9096.t1	A	BRAKERILHT00000009104	A
anno1.g9098.t1	A	BRAKERILHT00000008692	A
anno1.g9099.t1	A	BRAKERILHT00000010114	A
anno1.g9100.t2	A	BRAKERILHT00000009436	A
anno1.g9101.t2	A	BRAKERILHT00000009301	A
anno1.g9102.t1	A	BRAKERILHT00000008920	A
anno1.g9103.t1	A	BRAKERILHT00000008760	A
anno1.g9104.t1	A	BRAKERILHT00000010413	A
anno1.g9105.t1	A	BRAKERILHT00000008485	A
anno1.g9106.t1	A	BRAKERILHT00000010160	A
anno1.g9107.t1	A	BRAKERILHT00000009623	A
anno1.g9109.t1	A	BRAKERILHT00000009292	A
anno1.g9110.t2	A	BRAKERILHT00000009439	A
anno1.g9111.t1	A	BRAKERILHT00000009797	A
anno1.g9113.t1	A	BRAKERILHT00000008623	A
anno1.g9114.t1	A	BRAKERILHT00000009240	A
anno1.g9115.t1	A	BRAKERILHT00000008515	A
anno1.g9116.t2	A	BRAKERILHT00000010050	A
anno1.g9117.t1	A	BRAKERILHT00000010360	A
anno1.g9118.t1	A	BRAKERILHT00000009690	A
anno1.g9119.t1	A	BRAKERILHT00000009120	A
anno1.g9120.t1	A	BRAKERILHT00000008607	A
anno1.g9121.t1	A	BRAKERILHT00000009981	A
anno1.g9122.t1	A	BRAKERILHT00000009547	A
anno1.g9124.t1	A	BRAKERILHT00000008912	A
anno1.g9125.t2	A	BRAKERILHT00000009312	A
anno1.g9126.t1	A	BRAKERILHT00000009835	A
anno1.g9127.t1	A	BRAKERILHT00000010185	A
anno1.g9128.t1	A	BRAKERILHT00000008843	A
anno1.g9129.t1	A	BRAKERILHT00000009275	A
anno1.g9130.t2	A	BRAKERILHT00000009732	A
anno1.g9132.t1	A	BRAKERILHT00000010289	A
anno1.g9133.t1	A	BRAKERILHT00000008751	A
anno1.g9136.t1	A	BRAKERILHT00000009188	A
anno1.g9137.t3	A	BRAKERILHT00000009629	A
anno1.g9138.t1	A	BRAKERILHT00000010075	A
anno1.g9140.t1	A	BRAKERILHT00000008572	A
anno1.g9141.t1	A	BRAKERILHT00000008982	A
anno1.g9142.t1	A	BRAKERILHT00000010407	A
anno1.g9143.t1	A	BRAKERILHT00000008489	A
anno1.g9144.t2	A	BRAKERILHT00000009489	A
anno1.g9145.t2	A	BRAKERILHT00000008638	A
anno1.g9146.t1	A	BRAKERILHT00000012701	A
anno1.g9147.t3	A	BRAKERILHT00000012670	A
anno1.g9148.t1	A	BRAKERILHT00000010224	A
anno1.g9149.t1	A	BRAKERILHT00000009636	A
anno1.g9150.t1	A	BRAKERILHT00000008968	A
anno1.g9151.t1	A	BRAKERILHT00000009265	A
anno1.g9152.t1	A	BRAKERILHT00000010108	A
anno1.g9153.t1	A	BRAKERILHT00000009406	A
anno1.g9154.t1	A	BRAKERILHT00000009093	A
anno1.g9156.t1	A	BRAKERILHT00000009554	A
anno1.g9158.t1	A	BRAKERILHT00000009462	A
anno1.g9159.t2	A	BRAKERILHT00000009885	A
anno1.g9160.t1	A	BRAKERILHT00000002154	A
anno1.g9161.t2	A	BRAKERILHT00000010311	A
anno1.g9162.t2	A	BRAKERILHT00000008737	A
anno1.g9164.t1	A	BRAKERILHT00000010281	A
anno1.g9171.t1	A	BRAKERILHT00000008877	A
anno1.g9173.t1	A	BRAKERILHT00000009865	A
anno1.g9174.t1	A	BRAKERILHT00000010300	A
anno1.g9176.t1	A	BRAKERILHT00000010223	A
anno1.g9178.t1	A	BRAKERILHT00000008368	A
anno1.g9179.t1	A	BRAKERILHT00000010276	A
anno1.g9180.t1	A	BRAKERILHT00000009493	A
anno1.g9184.t1	A	BRAKERILHT00000010059	A
anno1.g9186.t1	A	BRAKERILHT00000008798	A
anno1.g9187.t1	A	BRAKERILHT00000008958	A
anno1.g9192.t1	A	BRAKERILHT00000009988	A
anno1.g9193.t1	A	BRAKERILHT00000008817	A
anno1.g9194.t1	A	BRAKERILHT00000010282	A
anno1.g9195.t1	A	BRAKERILHT00000009396	A
anno1.g9197.t1	A	BRAKERILHT00000009842	A
anno1.g9198.t1	A	BRAKERILHT00000009178	A
anno1.g9199.t2	A	BRAKERILHT00000009608	A
anno1.g9206.t1	A	BRAKERILHT00000010062	A
anno1.g9207.t2	A	BRAKERILHT00000009407	A
anno1.g9208.t1	A	BRAKERILHT00000011749	A
anno1.g9209.t1	A	BRAKERILHT00000008676	A
anno1.g9210.t1	A	BRAKERILHT00000010225	A
anno1.g9211.t2	A	BRAKERILHT00000008941	A
anno1.g9212.t1	A	BRAKERILHT00000009339	A
anno1.g9213.t1	A	BRAKERILHT00000009527	A
anno1.g9214.t1	A	BRAKERILHT00000009759	A
anno1.g9215.t1	A	BRAKERILHT00000008696	A
anno1.g9216.t1	A	BRAKERILHT00000010096	A
anno1.g9217.t1	A	BRAKERILHT00000010212	A
anno1.g9219.t2	A	BRAKERILHT00000008832	A
anno1.g9221.t1	A	BRAKERILHT00000008529	A
anno1.g9222.t1	A	BRAKERILHT00000010043	A
anno1.g9223.t1	A	BRAKERILHT00000009596	A
anno1.g9224.t1	A	BRAKERILHT00000009605	A
anno1.g9225.t2	A	BRAKERILHT00000009826	A
anno1.g9226.t1	A	BRAKERILHT00000009352	A
anno1.g9227.t1	A	BRAKERILHT00000009550	A
anno1.g9232.t1	A	BRAKERILHT00000008966	A
anno1.g9233.t1	A	BRAKERILHT00000000624	A
anno1.g9235.t1	A	BRAKERILHT00000013516	A
anno1.g9236.t1	A	BRAKERILHT00000009969	A
anno1.g9238.t1	A	BRAKERILHT00000010184	A
anno1.g9239.t1	A	BRAKERILHT00000009140	A
anno1.g9240.t3	A	BRAKERILHT00000010045	A
anno1.g9241.t4	A	BRAKERILHT00000010353	A
anno1.g9242.t2	A	BRAKERILHT00000010159	A
