D_carinulata	chromosome	D_sublineata	chromosome
rna-XM_057803463.1	A	rna-XM_056785617.1	A
rna-XM_057803464.1	A	rna-XM_056785616.1	A
rna-XM_057802863.1	A	rna-XM_056784183.1	A
rna-XM_057801897.1	A	rna-XM_056784814.1	A
rna-XM_057801903.1	A	rna-XM_056784818.1	A
rna-XM_057801900.1	A	rna-XM_056784817.1	A
rna-XM_057803386.1	A	rna-XM_056784828.1	A
rna-XM_057803387.1	A	rna-XM_056784978.1	A
rna-XM_057801902.1	A	rna-XM_056784977.1	A
rna-XM_057803388.1	A	rna-XM_056784827.1	A
rna-XM_057801905.1	A	rna-XM_056784979.1	A
rna-XM_057802145.1	A	rna-XM_056784230.1	A
rna-XM_057802343.1	A	rna-XM_056784826.1	A
rna-XM_057802207.1	A	rna-XM_056784029.1	A
rna-XM_057802254.1	A	rna-XM_056785636.1	A
rna-XM_057801742.1	A	rna-XM_056785635.1	A
rna-XM_057801734.1	A	rna-XM_056785625.1	A
rna-XM_057801737.1	A	rna-XM_056785634.1	A
rna-XM_057802028.1	A	rna-XM_056784677.1	A
rna-XM_057802057.1	A	rna-XM_056784678.1	A
rna-XM_057803638.1	A	rna-XM_056784292.1	A
rna-XM_057803640.1	A	rna-XM_056784293.1	A
rna-XM_057803641.1	A	rna-XM_056784488.1	A
rna-XM_057803632.1	A	rna-XM_056784486.1	A
rna-XM_057804103.1	A	rna-XM_056778404.1	A
rna-XM_057804104.1	A	rna-XM_056778405.1	A
rna-XM_057804106.1	A	rna-XM_056778407.1	A
rna-XM_057804196.1	A	rna-XM_056777232.1	A
rna-XM_057804154.1	A	rna-XM_056777236.1	A
rna-XM_057804144.1	A	rna-XM_056777233.1	A
rna-XM_057804145.1	A	rna-XM_056778351.1	A
rna-XM_057804148.1	A	rna-XM_056777409.1	A
rna-XM_057804160.1	A	rna-XM_056778354.1	A
rna-XM_057804151.1	A	rna-XM_056776987.1	A
rna-XM_057804715.1	A	rna-XM_056777422.1	A
rna-XM_057804159.1	A	rna-XM_056777426.1	A
rna-XM_057804161.1	A	rna-XM_056776932.1	A
rna-XM_057804297.1	A	rna-XM_056777428.1	A
rna-XM_057804479.1	A	rna-XM_056777429.1	A
rna-XM_057804717.1	A	rna-XM_056777437.1	A
rna-XM_057804198.1	A	rna-XM_056777076.1	A
rna-XM_057804083.1	A	rna-XM_056776767.1	A
rna-XM_057804164.1	A	rna-XM_056777004.1	A
rna-XM_057804322.1	A	rna-XM_056777553.1	A
rna-XM_057804321.1	A	rna-XM_056777439.1	A
rna-XM_057804065.1	A	rna-XM_056776598.1	A
rna-XM_057804718.1	A	rna-XM_056777440.1	A
rna-XM_057805262.1	A	rna-XM_056776737.1	A
rna-XM_057803978.1	A	rna-XM_056776507.1	A
rna-XM_057804172.1	A	rna-XM_056776510.1	A
rna-XM_057804173.1	A	rna-XM_056776512.1	A
rna-XM_057804263.1	A	rna-XM_056777563.1	A
rna-XM_057804566.1	A	rna-XM_056776939.1	A
rna-XM_057804567.1	A	rna-XM_056776940.1	A
rna-XM_057804276.1	A	rna-XM_056777721.1	A
rna-XM_057804107.1	A	rna-XM_056777722.1	A
rna-XM_057804292.1	A	rna-XM_056776912.1	A
rna-XM_057804293.1	A	rna-XM_056777162.1	A
rna-XM_057804721.1	A	rna-XM_056777461.1	A
rna-XM_057804465.1	A	rna-XM_056777578.1	A
rna-XM_057804393.1	A	rna-XM_056776674.1	A
rna-XM_057804722.1	A	rna-XM_056777467.1	A
rna-XM_057804285.1	A	rna-XM_056777610.1	A
rna-XM_057804127.1	A	rna-XM_056777389.1	A
rna-XM_057804236.1	A	rna-XM_056776734.1	A
rna-XM_057804391.1	A	rna-XM_056777066.1	A
rna-XM_057804482.1	A	rna-XM_056777718.1	A
rna-XM_057805067.1	A	rna-XM_056778389.1	A
rna-XM_057805074.1	A	rna-XM_056778347.1	A
rna-XM_057804922.1	A	rna-XM_056778348.1	A
rna-XM_057804925.1	A	rna-XM_056778349.1	A
rna-XM_057804926.1	A	rna-XM_056777356.1	A
rna-XM_057804604.1	A	rna-XM_056777357.1	A
rna-XM_057804616.1	A	rna-XM_056777367.1	A
rna-XM_057804617.1	A	rna-XM_056777368.1	A
rna-XM_057805121.1	A	rna-XM_056777668.1	A
rna-XM_057805122.1	A	rna-XM_056778350.1	A
rna-XM_057805002.1	A	rna-XM_056777560.1	A
rna-XM_057805001.1	A	rna-XM_056776898.1	A
rna-XM_057804929.1	A	rna-XM_056778030.1	A
rna-XM_057804930.1	A	rna-XM_056778031.1	A
rna-XM_057805195.1	A	rna-XM_056776592.1	A
rna-XM_057805197.1	A	rna-XM_056784925.1	A
rna-XM_057804080.1	A	rna-XM_056776852.1	A
rna-XM_057804935.1	A	rna-XM_056777327.1	A
rna-XM_057804937.1	A	rna-XM_056777329.1	A
rna-XM_057804932.1	A	rna-XM_056777325.1	A
rna-XM_057804938.1	A	rna-XM_056777787.1	A
rna-XM_057804941.1	A	rna-XM_056777172.1	A
rna-XM_057804944.1	A	rna-XM_056777047.1	A
rna-XM_057804945.1	A	rna-XM_056777450.1	A
rna-XM_057804949.1	A	rna-XM_056776671.1	A
rna-XM_057804952.1	A	rna-XM_056776672.1	A
rna-XM_057804953.1	A	rna-XM_056776456.1	A
rna-XM_057804950.1	A	rna-XM_056776457.1	A
rna-XM_057804955.1	A	rna-XM_056777263.1	A
rna-XM_057804963.1	A	rna-XM_056777264.1	A
rna-XM_057804964.1	A	rna-XM_056776694.1	A
rna-XM_057804971.1	A	rna-XM_056776676.1	A
rna-XM_057804961.1	A	rna-XM_056776678.1	A
rna-XM_057804973.1	A	rna-XM_056776681.1	A
rna-XM_057804958.1	A	rna-XM_056776684.1	A
rna-XM_057804957.1	A	rna-XM_056776683.1	A
rna-XM_057804959.1	A	rna-XM_056776687.1	A
rna-XM_057804975.1	A	rna-XM_056776689.1	A
rna-XM_057804960.1	A	rna-XM_056776690.1	A
rna-XM_057804969.1	A	rna-XM_056776691.1	A
rna-XM_057804968.1	A	rna-XM_056776692.1	A
rna-XM_057804972.1	A	rna-XM_056776693.1	A
rna-XM_057804967.1	A	rna-XM_056776695.1	A
rna-XM_057804448.1	A	rna-XM_056776696.1	A
rna-XM_057804851.1	A	rna-XM_056776700.1	A
rna-XM_057804861.1	A	rna-XM_056776704.1	A
rna-XM_057804857.1	A	rna-XM_056776706.1	A
rna-XM_057804865.1	A	rna-XM_056777574.1	A
rna-XM_057804866.1	A	rna-XM_056776710.1	A
rna-XM_057804880.1	A	rna-XM_056777310.1	A
rna-XM_057804875.1	A	rna-XM_056777312.1	A
rna-XM_057804879.1	A	rna-XM_056777311.1	A
rna-XM_057804882.1	A	rna-XM_056777313.1	A
rna-XM_057804902.1	A	rna-XM_056777316.1	A
rna-XM_057804899.1	A	rna-XM_056777318.1	A
rna-XM_057804900.1	A	rna-XM_056777320.1	A
rna-XM_057804901.1	A	rna-XM_056777322.1	A
rna-XM_057804909.1	A	rna-XM_056776876.1	A
rna-XM_057804906.1	A	rna-XM_056776874.1	A
rna-XM_057804735.1	A	rna-XM_056791621.1	A
rna-XM_057804884.1	A	rna-XM_056777877.1	A
rna-XM_057804886.1	A	rna-XM_056776600.1	A
rna-XM_057804911.1	A	rna-XM_056777290.1	A
rna-XM_057804914.1	A	rna-XM_056777453.1	A
rna-XM_057804918.1	A	rna-XM_056777163.1	A
rna-XM_057804915.1	A	rna-XM_056776580.1	A
rna-XM_057804920.1	A	rna-XM_056776582.1	A
rna-XM_057804194.1	A	rna-XM_056777635.1	A
rna-XM_057804725.1	A	rna-XM_056778333.1	A
rna-XM_057804726.1	A	rna-XM_056778335.1	A
rna-XM_057804729.1	A	rna-XM_056790551.1	X
rna-XM_057804727.1	A	rna-XM_056778331.1	A
rna-XM_057804731.1	A	rna-XM_056778380.1	A
rna-XM_057804733.1	A	rna-XM_056778385.1	A
rna-XM_057804730.1	A	rna-XM_056778370.1	A
rna-XM_057804732.1	A	rna-XM_056778384.1	A
rna-XM_057804603.1	A	rna-XM_056781664.1	A
rna-XM_057804600.1	A	rna-XM_056785550.1	A
rna-XM_057804753.1	A	rna-XM_056781708.1	A
rna-XM_057804586.1	A	rna-XM_056787260.1	A
rna-XM_057804587.1	A	rna-XM_056787262.1	A
rna-XM_057804235.1	A	rna-XM_056787263.1	A
rna-XM_057804487.1	A	rna-XM_056787764.1	A
rna-XM_057804488.1	A	rna-XM_056787765.1	A
rna-XM_057804618.1	A	rna-XM_056787278.1	A
rna-XM_057804621.1	A	rna-XM_056787698.1	A
rna-XM_057804622.1	A	rna-XM_056787699.1	A
rna-XM_057804623.1	A	rna-XM_056786963.1	A
rna-XM_057804404.1	A	rna-XM_056787403.1	A
rna-XM_057804405.1	A	rna-XM_056787402.1	A
rna-XM_057804583.1	A	rna-XM_056787407.1	A
rna-XM_057804578.1	A	rna-XM_056787404.1	A
rna-XM_057803885.1	A	rna-XM_056787318.1	A
rna-XM_057803892.1	A	rna-XM_056787319.1	A
rna-XM_057803889.1	A	rna-XM_056787322.1	A
rna-XM_057803888.1	A	rna-XM_056787321.1	A
rna-XM_057803881.1	A	rna-XM_056787752.1	A
rna-XM_057803928.1	A	rna-XM_056787718.1	A
rna-XM_057803951.1	A	rna-XM_056787720.1	A
rna-XM_057803956.1	A	rna-XM_056786914.1	A
rna-XM_057803930.1	A	rna-XM_056787143.1	A
rna-XM_057803958.1	A	rna-XM_056787145.1	A
rna-XM_057803927.1	A	rna-XM_056787147.1	A
rna-XM_057803952.1	A	rna-XM_056787151.1	A
rna-XM_057803954.1	A	rna-XM_056787152.1	A
rna-XM_057803923.1	A	rna-XM_056787148.1	A
rna-XM_057803943.1	A	rna-XM_056787160.1	A
rna-XM_057803955.1	A	rna-XM_056787166.1	A
rna-XM_057803937.1	A	rna-XM_056787153.1	A
rna-XM_057803945.1	A	rna-XM_056787164.1	A
rna-XM_057803940.1	A	rna-XM_056787154.1	A
rna-XM_057803932.1	A	rna-XM_056787159.1	A
rna-XM_057803939.1	A	rna-XM_056787157.1	A
rna-XM_057803953.1	A	rna-XM_056787165.1	A
rna-XM_057803948.1	A	rna-XM_056787169.1	A
rna-XM_057803946.1	A	rna-XM_056787168.1	A
rna-XM_057804224.1	A	rna-XM_056787180.1	A
rna-XM_057804203.1	A	rna-XM_056787170.1	A
rna-XM_057804223.1	A	rna-XM_056787191.1	A
rna-XM_057804199.1	A	rna-XM_056787181.1	A
rna-XM_057804221.1	A	rna-XM_056787188.1	A
rna-XM_057804214.1	A	rna-XM_056787183.1	A
rna-XM_057804225.1	A	rna-XM_056787192.1	A
rna-XM_057804226.1	A	rna-XM_056787193.1	A
rna-XM_057804758.1	A	rna-XM_056787879.1	A
rna-XM_057805085.1	A	rna-XM_056787197.1	A
rna-XM_057805081.1	A	rna-XM_056787194.1	A
rna-XM_057805082.1	A	rna-XM_056787196.1	A
rna-XM_057805083.1	A	rna-XM_056787199.1	A
rna-XM_057805086.1	A	rna-XM_056787200.1	A
rna-XM_057805089.1	A	rna-XM_056787201.1	A
rna-XM_057805090.1	A	rna-XM_056787205.1	A
rna-XM_057805095.1	A	rna-XM_056787206.1	A
rna-XM_057805097.1	A	rna-XM_056787209.1	A
rna-XM_057805091.1	A	rna-XM_056787202.1	A
rna-XM_057805094.1	A	rna-XM_056787204.1	A
rna-XM_057805098.1	A	rna-XM_056787210.1	A
rna-XM_057805096.1	A	rna-XM_056787208.1	A
rna-XM_057805093.1	A	rna-XM_056787212.1	A
rna-XM_057805106.1	A	rna-XM_056787214.1	A
rna-XM_057805108.1	A	rna-XM_056787216.1	A
rna-XM_057805110.1	A	rna-XM_056787217.1	A
rna-XM_057805101.1	A	rna-XM_056787211.1	A
rna-XM_057805102.1	A	rna-XM_056787218.1	A
rna-XM_057805105.1	A	rna-XM_056787220.1	A
rna-XM_057805104.1	A	rna-XM_056787219.1	A
rna-XM_057805111.1	A	rna-XM_056787223.1	A
rna-XM_057805112.1	A	rna-XM_056787225.1	A
rna-XM_057805114.1	A	rna-XM_056787226.1	A
rna-XM_057805116.1	A	rna-XM_056787229.1	A
rna-XM_057805115.1	A	rna-XM_056787228.1	A
rna-XM_057805120.1	A	rna-XM_056787231.1	A
rna-XM_057804452.1	A	rna-XM_056787232.1	A
rna-XM_057804459.1	A	rna-XM_056787234.1	A
rna-XM_057804460.1	A	rna-XM_056787235.1	A
rna-XM_057804458.1	A	rna-XM_056787233.1	A
rna-XM_057804343.1	A	rna-XM_056787237.1	A
rna-XM_057804344.1	A	rna-XM_056787239.1	A
rna-XM_057805035.1	A	rna-XM_056787242.1	A
rna-XM_057805032.1	A	rna-XM_056787240.1	A
rna-XM_057804410.1	A	rna-XM_056787243.1	A
rna-XM_057804568.1	A	rna-XM_056787251.1	A
rna-XM_057804192.1	A	rna-XM_056787246.1	A
rna-XM_057804231.1	A	rna-XM_056787253.1	A
rna-XM_057804234.1	A	rna-XM_056787254.1	A
rna-XM_057804227.1	A	rna-XM_056787248.1	A
rna-XM_057803906.1	A	rna-XM_056787702.1	A
rna-XM_057804325.1	A	rna-XM_056786989.1	A
rna-XM_057804295.1	A	rna-XM_056787079.1	A
rna-XM_057804061.1	A	rna-XM_056787077.1	A
rna-XM_057804788.1	A	rna-XM_056787669.1	A
rna-XM_057804794.1	A	rna-XM_056787749.1	A
rna-XM_057804789.1	A	rna-XM_056788136.1	A
rna-XM_057804791.1	A	rna-XM_056788138.1	A
rna-XM_057804792.1	A	rna-XM_056788143.1	A
rna-XM_057803971.1	A	rna-XM_056788139.1	A
rna-XM_057803974.1	A	rna-XM_056788116.1	A
rna-XM_057804976.1	A	rna-XM_056788122.1	A
rna-XM_057804625.1	A	rna-XM_056788144.1	A
rna-XM_057804626.1	A	rna-XM_056788145.1	A
rna-XM_057804627.1	A	rna-XM_056788147.1	A
rna-XM_057804280.1	A	rna-XM_056787717.1	A
rna-XM_057803909.1	A	rna-XM_056787880.1	A
rna-XM_057803915.1	A	rna-XM_056786988.1	A
rna-XM_057803912.1	A	rna-XM_056786986.1	A
rna-XM_057805169.1	A	rna-XM_056787388.1	A
rna-XM_057805150.1	A	rna-XM_056787573.1	A
rna-XM_057805156.1	A	rna-XM_056787574.1	A
rna-XM_057805163.1	A	rna-XM_056787577.1	A
rna-XM_057805170.1	A	rna-XM_056787594.1	A
rna-XM_057805142.1	A	rna-XM_056787592.1	A
rna-XM_057805143.1	A	rna-XM_056787663.1	A
rna-XM_057805147.1	A	rna-XM_056786964.1	A
rna-XM_057805167.1	A	rna-XM_056786923.1	A
rna-XM_057805158.1	A	rna-XM_056786924.1	A
rna-XM_057805168.1	A	rna-XM_056788161.1	A
rna-XM_057805160.1	A	rna-XM_056788163.1	A
rna-XM_057805162.1	A	rna-XM_056788164.1	A
rna-XM_057805166.1	A	rna-XM_056788165.1	A
rna-XM_057805164.1	A	rna-XM_056788166.1	A
rna-XM_057805159.1	A	rna-XM_056788168.1	A
rna-XM_057805146.1	A	rna-XM_056788167.1	A
rna-XM_057805151.1	A	rna-XM_056787976.1	A
rna-XM_057805165.1	A	rna-XM_056787978.1	A
rna-XM_057805171.1	A	rna-XM_056787979.1	A
rna-XM_057805173.1	A	rna-XM_056787980.1	A
rna-XM_057805177.1	A	rna-XM_056787611.1	A
rna-XM_057805176.1	A	rna-XM_056788041.1	A
rna-XM_057805181.1	A	rna-XM_056788044.1	A
rna-XM_057805182.1	A	rna-XM_056787548.1	A
rna-XM_057805185.1	A	rna-XM_056787549.1	A
rna-XM_057805186.1	A	rna-XM_056787736.1	A
rna-XM_057805187.1	A	rna-XM_056787735.1	A
rna-XM_057805188.1	A	rna-XM_056787335.1	A
rna-XM_057804176.1	A	rna-XM_056786833.1	A
rna-XM_057804565.1	A	rna-XM_056786832.1	A
rna-XM_057804408.1	A	rna-XM_056787643.1	A
rna-XM_057804294.1	A	rna-XM_056787642.1	A
rna-XM_057804348.1	A	rna-XM_056787084.1	A
rna-XM_057804593.1	A	rna-XM_056787882.1	A
rna-XM_057804591.1	A	rna-XM_056787341.1	A
rna-XM_057804418.1	A	rna-XM_056787822.1	A
rna-XM_057804262.1	A	rna-XM_056787513.1	A
rna-XM_057804175.1	A	rna-XM_056787116.1	A
rna-XM_057804242.1	A	rna-XM_056787352.1	A
rna-XM_057804141.1	A	rna-XM_056787826.1	A
rna-XM_057804330.1	A	rna-XM_056787602.1	A
rna-XM_057804331.1	A	rna-XM_056787681.1	A
rna-XM_057804335.1	A	rna-XM_056787684.1	A
rna-XM_057804338.1	A	rna-XM_056787140.1	A
rna-XM_057804337.1	A	rna-XM_056787139.1	A
rna-XM_057805229.1	A	rna-XM_056787610.1	A
rna-XM_057805030.1	A	rna-XM_056787269.1	A
rna-XM_057804314.1	A	rna-XM_056787884.1	A
rna-XM_057804311.1	A	rna-XM_056787085.1	A
rna-XM_057804306.1	A	rna-XM_056787276.1	A
rna-XM_057805230.1	A	rna-XM_056787885.1	A
rna-XM_057804300.1	A	rna-XM_056787540.1	A
rna-XM_057804298.1	A	rna-XM_056788169.1	A
rna-XM_057804315.1	A	rna-XM_056788089.1	A
rna-XM_057804299.1	A	rna-XM_056788086.1	A
rna-XM_057804313.1	A	rna-XM_056788087.1	A
rna-XM_057804316.1	A	rna-XM_056788088.1	A
rna-XM_057804317.1	A	rna-XM_056788090.1	A
rna-XM_057804319.1	A	rna-XM_056787785.1	A
rna-XM_057804085.1	A	rna-XM_056787623.1	A
rna-XM_057804089.1	A	rna-XM_056787627.1	A
rna-XM_057804088.1	A	rna-XM_056787626.1	A
rna-XM_057804762.1	A	rna-XM_056787628.1	A
rna-XM_057804770.1	A	rna-XM_056787629.1	A
rna-XM_057804769.1	A	rna-XM_056787632.1	A
rna-XM_057804771.1	A	rna-XM_056787634.1	A
rna-XM_057804765.1	A	rna-XM_056787636.1	A
rna-XM_057804350.1	A	rna-XM_056787639.1	A
rna-XM_057804342.1	A	rna-XM_056787257.1	A
rna-XM_057804162.1	A	rna-XM_056787886.1	A
rna-XM_057804991.1	A	rna-XM_056788083.1	A
rna-XM_057804988.1	A	rna-XM_056788081.1	A
rna-XM_057804986.1	A	rna-XM_056788079.1	A
rna-XM_057804576.1	A	rna-XM_056788085.1	A
rna-XM_057804068.1	A	rna-XM_056787680.1	A
rna-XM_057804184.1	A	rna-XM_056787677.1	A
rna-XM_057804423.1	A	rna-XM_056787675.1	A
rna-XM_057804424.1	A	rna-XM_056781986.1	A
rna-XM_057804629.1	A	rna-XM_056787382.1	A
rna-XM_057804632.1	A	rna-XM_056787395.1	A
rna-XM_057804631.1	A	rna-XM_056787394.1	A
rna-XM_057804630.1	A	rna-XM_056787392.1	A
rna-XM_057804635.1	A	rna-XM_056787393.1	A
rna-XM_057804641.1	A	rna-XM_056787396.1	A
rna-XM_057804636.1	A	rna-XM_056787760.1	A
rna-XM_057804639.1	A	rna-XM_056787761.1	A
rna-XM_057804634.1	A	rna-XM_056787381.1	A
rna-XM_057804648.1	A	rna-XM_056787384.1	A
rna-XM_057804647.1	A	rna-XM_056787385.1	A
rna-XM_057804637.1	A	rna-XM_056787386.1	A
rna-XM_057804644.1	A	rna-XM_056787387.1	A
rna-XM_057804642.1	A	rna-XM_056787347.1	A
rna-XM_057804646.1	A	rna-XM_056787721.1	A
rna-XM_057804643.1	A	rna-XM_056787672.1	A
rna-XM_057805231.1	A	rna-XM_056787887.1	A
rna-XM_057804287.1	A	rna-XM_056787348.1	A
rna-XM_057805233.1	A	rna-XM_056783384.1	A
rna-XM_057805039.1	A	rna-XM_056787564.1	A
rna-XM_057805041.1	A	rna-XM_056787413.1	A
rna-XM_057805044.1	A	rna-XM_056787416.1	A
rna-XM_057805045.1	A	rna-XM_056787418.1	A
rna-XM_057805048.1	A	rna-XM_056787420.1	A
rna-XM_057805049.1	A	rna-XM_056787421.1	A
rna-XM_057805051.1	A	rna-XM_056787426.1	A
rna-XM_057805052.1	A	rna-XM_056787424.1	A
rna-XM_057805053.1	A	rna-XM_056787427.1	A
rna-XM_057805234.1	A	rna-XM_056787428.1	A
rna-XM_057805055.1	A	rna-XM_056787431.1	A
rna-XM_057805056.1	A	rna-XM_056787430.1	A
rna-XM_057805058.1	A	rna-XM_056787434.1	A
rna-XM_057805057.1	A	rna-XM_056787433.1	A
rna-XM_057804323.1	A	rna-XM_056787435.1	A
rna-XM_057804079.1	A	rna-XM_056787439.1	A
rna-XM_057804356.1	A	rna-XM_056787443.1	A
rna-XM_057804359.1	A	rna-XM_056787305.1	A
rna-XM_057804363.1	A	rna-XM_056787300.1	A
rna-XM_057804412.1	A	rna-XM_056787308.1	A
rna-XM_057804102.1	A	rna-XM_056786965.1	A
rna-XM_057803908.1	A	rna-XM_056787737.1	A
rna-XM_057804353.1	A	rna-XM_056787746.1	A
rna-XM_057804053.1	A	rna-XM_056787779.1	A
rna-XM_057804042.1	A	rna-XM_056787660.1	A
rna-XM_057804044.1	A	rna-XM_056787446.1	A
rna-XM_057804034.1	A	rna-XM_056787733.1	A
rna-XM_057804051.1	A	rna-XM_056787553.1	A
rna-XM_057804045.1	A	rna-XM_056787557.1	A
rna-XM_057804059.1	A	rna-XM_056787284.1	A
rna-XM_057804054.1	A	rna-XM_056787279.1	A
rna-XM_057804396.1	A	rna-XM_056787286.1	A
rna-XM_057804783.1	A	rna-XM_056787289.1	A
rna-XM_057804787.1	A	rna-XM_056787297.1	A
rna-XM_057804193.1	A	rna-XM_056787298.1	A
rna-XM_057804275.1	A	rna-XM_056787449.1	A
rna-XM_057804476.1	A	rna-XM_056787340.1	A
rna-XM_057804474.1	A	rna-XM_056787122.1	A
rna-XM_057804066.1	A	rna-XM_056787036.1	A
rna-XM_057804844.1	A	rna-XM_056787537.1	A
rna-XM_057804845.1	A	rna-XM_056787538.1	A
rna-XM_057804848.1	A	rna-XM_056787539.1	A
rna-XM_057804850.1	A	rna-XM_056787691.1	A
rna-XM_057804420.1	A	rna-XM_056787692.1	A
rna-XM_057804271.1	A	rna-XM_056787725.1	A
rna-XM_057804273.1	A	rna-XM_056787729.1	A
rna-XM_057804274.1	A	rna-XM_056787782.1	A
rna-XM_057804111.1	A	rna-XM_056787014.1	A
rna-XM_057804795.1	A	rna-XM_056788011.1	A
rna-XM_057804072.1	A	rna-XM_056787824.1	A
rna-XM_057804671.1	A	rna-XM_056786834.1	A
rna-XM_057804677.1	A	rna-XM_056788045.1	A
rna-XM_057804675.1	A	rna-XM_056787891.1	A
rna-XM_057803896.1	A	rna-XM_056787040.1	A
rna-XM_057803897.1	A	rna-XM_056787655.1	A
rna-XM_057803899.1	A	rna-XM_056787657.1	A
rna-XM_057804584.1	A	rna-XM_056787121.1	A
rna-XM_057804489.1	A	rna-XM_056787119.1	A
rna-XM_057804384.1	A	rna-XM_056787892.1	A
rna-XM_057804367.1	A	rna-XM_056786941.1	A
rna-XM_057804382.1	A	rna-XM_056786942.1	A
rna-XM_057804371.1	A	rna-XM_056786944.1	A
rna-XM_057804385.1	A	rna-XM_056786918.1	A
rna-XM_057804365.1	A	rna-XM_056787043.1	A
rna-XM_057804376.1	A	rna-XM_056787046.1	A
rna-XM_057804368.1	A	rna-XM_056787050.1	A
rna-XM_057804375.1	A	rna-XM_056787051.1	A
rna-XM_057804383.1	A	rna-XM_056787053.1	A
rna-XM_057805237.1	A	rna-XM_056787054.1	A
rna-XM_057804116.1	A	rna-XM_056787058.1	A
rna-XM_057804117.1	A	rna-XM_056787060.1	A
rna-XM_057804122.1	A	rna-XM_056787064.1	A
rna-XM_057804130.1	A	rna-XM_056787067.1	A
rna-XM_057803900.1	A	rna-XM_056787070.1	A
rna-XM_057803901.1	A	rna-XM_056787072.1	A
rna-XM_057804099.1	A	rna-XM_056787896.1	A
rna-XM_057804094.1	A	rna-XM_056787893.1	A
rna-XM_057804097.1	A	rna-XM_056786915.1	A
rna-XM_057804599.1	A	rna-XM_056786916.1	A
rna-XM_057804596.1	A	rna-XM_056787258.1	A
rna-XM_057804995.1	A	rna-XM_056786933.1	A
rna-XM_057804999.1	A	rna-XM_056786930.1	A
rna-XM_057804992.1	A	rna-XM_056787118.1	A
rna-XM_057805000.1	A	rna-XM_056787534.1	A
rna-XM_057804136.1	A	rna-XM_056787897.1	A
rna-XM_057804138.1	A	rna-XM_056787511.1	A
rna-XM_057804091.1	A	rna-XM_056787299.1	A
rna-XM_057804093.1	A	rna-XM_056787898.1	A
rna-XM_057804139.1	A	rna-XM_056787570.1	A
rna-XM_057804402.1	A	rna-XM_056787562.1	A
rna-XM_057804985.1	A	rna-XM_056787605.1	A
rna-XM_057804984.1	A	rna-XM_056787604.1	A
rna-XM_057804982.1	A	rna-XM_056787603.1	A
rna-XM_057804349.1	A	rna-XM_056787606.1	A
rna-XM_057804181.1	A	rna-XM_056787566.1	A
rna-XM_057804451.1	A	rna-XM_056788160.1	A
rna-XM_057804329.1	A	rna-XM_056788158.1	A
rna-XM_057804110.1	A	rna-XM_056787332.1	A
rna-XM_057805221.1	A	rna-XM_056787124.1	A
rna-XM_057804187.1	A	rna-XM_056787141.1	A
rna-XM_057804573.1	A	rna-XM_056787791.1	A
rna-XM_057804571.1	A	rna-XM_056787790.1	A
rna-XM_057803917.1	A	rna-XM_056787778.1	A
rna-XM_057803916.1	A	rna-XM_056786925.1	A
rna-XM_057803919.1	A	rna-XM_056786926.1	A
rna-XM_057805059.1	A	rna-XM_056787015.1	A
rna-XM_057805066.1	A	rna-XM_056787022.1	A
rna-XM_057804126.1	A	rna-XM_056787676.1	A
rna-XM_057805238.1	A	rna-XM_056786985.1	A
rna-XM_057804246.1	A	rna-XM_056787899.1	A
rna-XM_057805239.1	A	rna-XM_056787900.1	A
rna-XM_057805080.1	A	rna-XM_056788069.1	A
rna-XM_057805079.1	A	rna-XM_056788070.1	A
rna-XM_057804779.1	A	rna-XM_056787901.1	A
rna-XM_057804778.1	A	rna-XM_056787568.1	A
rna-XM_057804772.1	A	rna-XM_056786992.1	A
rna-XM_057804071.1	A	rna-XM_056786991.1	A
rna-XM_057803920.1	A	rna-XM_056787350.1	A
rna-XM_057804189.1	A	rna-XM_056787904.1	A
rna-XM_057804681.1	A	rna-XM_056787836.1	A
rna-XM_057804684.1	A	rna-XM_056787839.1	A
rna-XM_057804678.1	A	rna-XM_056787905.1	A
rna-XM_057805240.1	A	rna-XM_056787025.1	A
rna-XM_057805254.1	A	rna-XM_056787026.1	A
rna-XM_057805261.1	A	rna-XM_056787028.1	A
rna-XM_057805255.1	A	rna-XM_056787031.1	A
rna-XM_057805256.1	A	rna-XM_056787033.1	A
rna-XM_057805250.1	A	rna-XM_056787029.1	A
rna-XM_057805259.1	A	rna-XM_056787608.1	A
rna-XM_057805249.1	A	rna-XM_056788157.1	A
rna-XM_057805258.1	A	rna-XM_056788040.1	A
rna-XM_057805125.1	A	rna-XM_056788032.1	A
rna-XM_057804597.1	A	rna-XM_056787621.1	A
rna-XM_057804649.1	A	rna-XM_056787906.1	A
rna-XM_057804188.1	A	rna-XM_056787410.1	A
rna-XM_057803981.1	A	rna-XM_056787357.1	A
rna-XM_057805242.1	A	rna-XM_056787908.1	A
rna-XM_057805244.1	A	rna-XM_056787909.1	A
rna-XM_057804279.1	A	rna-XM_056787910.1	A
rna-XM_057804179.1	A	rna-XM_056787552.1	A
rna-XM_057803895.1	A	rna-XM_056787614.1	A
rna-XM_057804401.1	A	rna-XM_056787747.1	A
rna-XM_057803878.1	A	rna-XM_056788075.1	A
rna-XM_057803877.1	A	rna-XM_056788074.1	A
rna-XM_057803879.1	A	rna-XM_056788077.1	A
rna-XM_057804286.1	A	rna-XM_056787391.1	A
rna-XM_057804266.1	A	rna-XM_056787389.1	A
rna-XM_057804478.1	A	rna-XM_056787700.1	A
rna-XM_057804477.1	A	rna-XM_056787828.1	A
