C_chinensis	chromosome	B_siliquastri	chromosome
anno1.g10812.t1	A	BRAKERILHT00000014120	A
anno1.g10813.t1	A	BRAKERILHT00000014517	A
anno1.g10814.t1	A	BRAKERILHT00000014699	A
anno1.g10816.t1	A	BRAKERILHT00000015136	A
anno1.g10817.t1	A	BRAKERILHT00000015431	A
anno1.g10818.t1	A	BRAKERILHT00000015092	A
anno1.g10819.t1	A	BRAKERILHT00000014721	A
anno1.g10821.t1	A	BRAKERILHT00000015522	A
anno1.g10822.t1	A	BRAKERILHT00000014301	A
anno1.g10823.t1	A	BRAKERILHT00000014642	A
anno1.g10825.t1	A	BRAKERILHT00000015008	A
anno1.g10826.t1	A	BRAKERILHT00000015357	A
anno1.g10828.t1	A	BRAKERILHT00000014647	A
anno1.g10829.t1	A	BRAKERILHT00000014206	A
anno1.g10830.t1	A	BRAKERILHT00000015455	A
anno1.g10831.t1	A	BRAKERILHT00000015111	A
anno1.g10832.t1	A	BRAKERILHT00000015391	A
anno1.g10833.t1	A	BRAKERILHT00000015925	A
anno1.g10834.t1	A	BRAKERILHT00000015897	A
anno1.g10835.t1	A	BRAKERILHT00000016804	A
anno1.g10836.t1	A	BRAKERILHT00000016884	A
anno1.g10837.t1	A	BRAKERILHT00000016327	A
anno1.g10838.t2	A	BRAKERILHT00000016086	A
anno1.g10839.t2	A	BRAKERILHT00000016977	A
anno1.g10840.t2	A	BRAKERILHT00000015939	A
anno1.g10843.t1	A	BRAKERILHT00000016660	A
anno1.g10844.t1	A	BRAKERILHT00000016089	A
anno1.g10845.t1	A	BRAKERILHT00000014228	A
anno1.g10846.t2	A	BRAKERILHT00000014596	A
anno1.g10847.t1	A	BRAKERILHT00000014764	A
anno1.g10848.t1	A	BRAKERILHT00000015490	A
anno1.g10849.t1	A	BRAKERILHT00000014195	A
anno1.g1879.t1	A	BRAKERILHT00000012650	A
anno1.g1880.t1	A	BRAKERILHT00000013761	A
anno1.g10712.t1	A	BRAKERILHT00000007171	A
anno1.g10713.t1	A	BRAKERILHT00000006613	A
anno1.g10714.t1	A	BRAKERILHT00000008358	A
anno1.g10715.t1	A	BRAKERILHT00000007942	A
anno1.g10716.t1	A	BRAKERILHT00000007472	A
anno1.g10717.t1	A	BRAKERILHT00000006879	A
anno1.g10718.t1	A	BRAKERILHT00000007581	A
anno1.g10720.t1	A	BRAKERILHT00000008463	A
anno1.g10721.t1	A	BRAKERILHT00000007291	A
anno1.g10722.t1	A	BRAKERILHT00000008201	A
anno1.g10726.t1	A	BRAKERILHT00000008372	A
anno1.g10727.t1	A	BRAKERILHT00000006876	A
anno1.g10728.t1	A	BRAKERILHT00000007768	A
anno1.g10729.t1	A	BRAKERILHT00000008267	A
anno1.g10730.t1	A	BRAKERILHT00000008076	A
anno1.g10731.t1	A	BRAKERILHT00000006524	A
anno1.g10732.t1	A	BRAKERILHT00000006990	A
anno1.g10733.t1	A	BRAKERILHT00000007691	A
anno1.g10734.t1	A	BRAKERILHT00000006841	A
anno1.g10735.t1	A	BRAKERILHT00000007738	A
anno1.g10736.t1	A	BRAKERILHT00000008166	A
anno1.g10737.t1	A	BRAKERILHT00000006831	A
anno1.g10738.t1	A	BRAKERILHT00000007833	A
anno1.g10739.t1	A	BRAKERILHT00000007380	A
anno1.g10740.t1	A	BRAKERILHT00000007206	A
anno1.g10743.t2	A	BRAKERILHT00000007694	A
anno1.g10744.t1	A	BRAKERILHT00000007373	A
anno1.g10745.t1	A	BRAKERILHT00000007806	A
anno1.g10746.t1	A	BRAKERILHT00000006836	A
anno1.g10747.t1	A	BRAKERILHT00000008140	A
anno1.g10748.t1	A	BRAKERILHT00000006992	A
anno1.g10749.t1	A	BRAKERILHT00000006824	A
anno1.g10750.t1	A	BRAKERILHT00000007266	A
anno1.g10751.t1	A	BRAKERILHT00000008237	A
anno1.g10752.t2	A	BRAKERILHT00000008310	A
anno1.g10754.t2	A	BRAKERILHT00000006950	A
anno1.g10755.t1	A	BRAKERILHT00000008253	A
anno1.g10756.t1	A	BRAKERILHT00000007608	A
anno1.g10757.t1	A	BRAKERILHT00000007992	A
anno1.g10758.t3	A	BRAKERILHT00000007546	A
anno1.g10759.t1	A	BRAKERILHT00000007836	A
anno1.g10760.t1	A	BRAKERILHT00000007364	A
anno1.g10761.t1	A	BRAKERILHT00000006867	A
anno1.g10762.t2	A	BRAKERILHT00000007999	A
anno1.g10763.t5	A	BRAKERILHT00000007090	A
anno1.g10707.t1	A	BRAKERILHT00000007491	A
anno1.g1877.t1	A	BRAKERILHT00000005429	A
anno1.g10698.t1	A	BRAKERILHT00000016411	A
anno1.g10699.t1	A	BRAKERILHT00000016099	A
anno1.g10700.t1	A	BRAKERILHT00000015819	A
anno1.g10701.t1	A	BRAKERILHT00000016897	A
anno1.g10702.t1	A	BRAKERILHT00000016505	A
anno1.g10703.t1	A	BRAKERILHT00000016808	A
anno1.g10704.t1	A	BRAKERILHT00000016210	A
anno1.g10705.t1	A	BRAKERILHT00000016011	A
anno1.g10706.t1	A	BRAKERILHT00000016346	A
anno1.g10695.t1	A	BRAKERILHT00000012437	A
anno1.g1855.t1	A	BRAKERILHT00000001635	A
anno1.g1856.t1	A	BRAKERILHT00000000961	A
anno1.g1857.t2	A	BRAKERILHT00000000509	A
anno1.g1860.t4	A	BRAKERILHT00000001723	A
anno1.g1861.t1	A	BRAKERILHT00000000438	A
anno1.g1862.t3	A	BRAKERILHT00000000866	A
anno1.g1863.t1	A	BRAKERILHT00000000163	A
anno1.g1865.t1	A	BRAKERILHT00000001143	A
anno1.g1867.t1	A	BRAKERILHT00000001427	A
anno1.g1868.t3	A	BRAKERILHT00000001774	A
anno1.g1869.t1	A	BRAKERILHT00000000415	A
anno1.g1870.t1	A	BRAKERILHT00000000667	A
anno1.g1871.t1	A	BRAKERILHT00000001138	A
anno1.g1872.t1	A	BRAKERILHT00000001553	A
anno1.g1873.t1	A	BRAKERILHT00000000967	A
anno1.g10690.t1	A	BRAKERILHT00000015257	A
anno1.g10691.t1	A	BRAKERILHT00000014203	A
anno1.g10692.t1	A	BRAKERILHT00000016848	A
anno1.g10693.t6	A	BRAKERILHT00000015058	A
anno1.g10685.t1	X	BRAKERILHT00000017364	X
anno1.g10686.t1	X	BRAKERILHT00000016713	A
anno1.g10675.t1	A	BRAKERILHT00000015715	A
anno1.g10676.t1	A	BRAKERILHT00000016142	A
anno1.g10677.t1	A	BRAKERILHT00000016509	A
anno1.g10678.t1	A	BRAKERILHT00000016984	A
anno1.g10679.t1	A	BRAKERILHT00000015900	A
anno1.g10681.t2	A	BRAKERILHT00000016408	A
anno1.g10682.t1	A	BRAKERILHT00000016711	A
anno1.g10683.t1	A	BRAKERILHT00000016014	A
anno1.g10662.t1	A	BRAKERILHT00000008078	A
anno1.g10663.t1	A	BRAKERILHT00000006642	A
anno1.g10664.t2	A	BRAKERILHT00000007554	A
anno1.g10665.t1	A	BRAKERILHT00000008105	A
anno1.g10666.t1	A	BRAKERILHT00000007403	A
anno1.g10667.t1	A	BRAKERILHT00000008210	A
anno1.g10668.t1	A	BRAKERILHT00000007036	A
anno1.g10670.t1	A	BRAKERILHT00000006587	A
anno1.g10672.t1	A	BRAKERILHT00000006910	A
anno1.g10673.t1	A	BRAKERILHT00000008380	A
anno1.g10674.t1	A	BRAKERILHT00000006577	A
anno1.g10659.t1	A	BRAKERILHT00000001501	A
anno1.g10635.t1	A	BRAKERILHT00000003595	A
anno1.g10636.t2	A	BRAKERILHT00000004415	A
anno1.g10637.t1	A	BRAKERILHT00000002715	A
anno1.g10638.t1	A	BRAKERILHT00000003390	A
anno1.g10639.t1	A	BRAKERILHT00000003126	A
anno1.g10640.t1	A	BRAKERILHT00000014443	A
anno1.g10642.t1	A	BRAKERILHT00000008297	A
anno1.g10643.t1	A	BRAKERILHT00000003363	A
anno1.g10645.t1	A	BRAKERILHT00000013891	A
anno1.g10646.t1	A	BRAKERILHT00000003885	A
anno1.g10647.t1	A	BRAKERILHT00000003268	A
anno1.g10648.t1	A	BRAKERILHT00000003861	A
anno1.g10649.t2	A	BRAKERILHT00000004265	A
anno1.g10650.t1	A	BRAKERILHT00000002761	A
anno1.g10651.t1	A	BRAKERILHT00000002708	A
anno1.g10652.t1	A	BRAKERILHT00000003774	A
anno1.g10653.t1	A	BRAKERILHT00000004174	A
anno1.g10654.t1	A	BRAKERILHT00000003197	A
anno1.g10655.t1	A	BRAKERILHT00000002968	A
anno1.g10656.t1	A	BRAKERILHT00000003835	A
anno1.g10632.t1	A	BRAKERILHT00000013504	A
anno1.g10627.t2	A	BRAKERILHT00000005990	A
anno1.g10631.t1	A	BRAKERILHT00000005169	A
anno1.g10618.t1	A	BRAKERILHT00000006541	A
anno1.g10619.t1	A	BRAKERILHT00000007869	A
anno1.g10620.t1	A	BRAKERILHT00000008330	A
anno1.g10621.t1	A	BRAKERILHT00000007851	A
anno1.g10623.t2	A	BRAKERILHT00000006652	A
anno1.g10624.t1	A	BRAKERILHT00000008134	A
anno1.g1840.t1	A	BRAKERILHT00000011342	A
anno1.g1841.t1	A	BRAKERILHT00000011940	A
anno1.g1844.t1	A	BRAKERILHT00000012190	A
anno1.g10614.t1	A	BRAKERILHT00000010667	A
anno1.g10615.t2	A	BRAKERILHT00000011211	A
anno1.g10616.t2	A	BRAKERILHT00000017190	X
anno1.g1814.t1	A	BRAKERILHT00000012784	A
anno1.g1815.t1	A	BRAKERILHT00000012961	A
anno1.g1816.t1	A	BRAKERILHT00000013314	A
anno1.g1817.t1	A	BRAKERILHT00000012721	A
anno1.g1823.t1	A	BRAKERILHT00000013080	A
anno1.g1824.t1	A	BRAKERILHT00000013624	A
anno1.g1826.t1	A	BRAKERILHT00000013668	A
anno1.g1828.t1	A	BRAKERILHT00000012769	A
anno1.g1829.t2	A	BRAKERILHT00000012939	A
anno1.g1831.t1	A	BRAKERILHT00000012549	A
anno1.g1832.t1	A	BRAKERILHT00000013680	A
anno1.g1833.t1	A	BRAKERILHT00000013566	A
anno1.g1834.t1	A	BRAKERILHT00000012380	A
anno1.g1836.t1	A	BRAKERILHT00000012663	A
anno1.g1837.t3	A	BRAKERILHT00000012970	A
anno1.g10610.t1	A	BRAKERILHT00000000586	A
anno1.g10611.t1	A	BRAKERILHT00000014076	A
anno1.g10597.t1	A	BRAKERILHT00000000091	A
anno1.g10598.t1	A	BRAKERILHT00000000701	A
anno1.g10600.t1	A	BRAKERILHT00000001110	A
anno1.g10602.t1	A	BRAKERILHT00000000500	A
anno1.g10603.t1	A	BRAKERILHT00000001355	A
anno1.g10604.t1	A	BRAKERILHT00000001228	A
anno1.g10606.t1	A	BRAKERILHT00000000478	A
anno1.g10609.t1	A	BRAKERILHT00000000229	A
anno1.g10592.t2	A	BRAKERILHT00000007796	A
anno1.g10594.t2	A	BRAKERILHT00000006800	A
anno1.g10595.t1	A	BRAKERILHT00000007636	A
anno1.g10587.t4	A	BRAKERILHT00000003355	A
anno1.g10590.t1	A	BRAKERILHT00000003340	A
anno1.g10591.t1	A	BRAKERILHT00000003567	A
anno1.g10579.t3	A	BRAKERILHT00000005094	A
anno1.g10581.t1	A	BRAKERILHT00000004895	A
anno1.g10582.t1	A	BRAKERILHT00000006458	A
anno1.g10583.t1	A	BRAKERILHT00000005861	A
anno1.g10570.t1	A	BRAKERILHT00000007901	A
anno1.g10571.t1	A	BRAKERILHT00000007053	A
anno1.g10572.t1	A	BRAKERILHT00000007882	A
anno1.g10573.t1	A	BRAKERILHT00000006715	A
anno1.g10574.t1	A	BRAKERILHT00000007006	A
anno1.g10575.t2	A	BRAKERILHT00000008302	A
anno1.g10576.t4	A	BRAKERILHT00000006651	A
anno1.g10577.t1	A	BRAKERILHT00000007167	A
anno1.g10519.t1	A	BRAKERILHT00000008907	A
anno1.g10520.t1	A	BRAKERILHT00000010346	A
anno1.g10521.t1	A	BRAKERILHT00000009950	A
anno1.g10522.t1	A	BRAKERILHT00000010390	A
anno1.g10524.t1	A	BRAKERILHT00000009216	A
anno1.g10525.t1	A	BRAKERILHT00000010100	A
anno1.g10527.t3	A	BRAKERILHT00000009241	A
anno1.g10529.t1	A	BRAKERILHT00000010172	A
anno1.g10530.t1	A	BRAKERILHT00000009612	A
anno1.g10532.t1	A	BRAKERILHT00000009037	A
anno1.g10533.t4	A	BRAKERILHT00000008497	A
anno1.g10534.t1	A	BRAKERILHT00000010365	A
anno1.g10535.t2	A	BRAKERILHT00000009815	A
anno1.g10536.t1	A	BRAKERILHT00000009980	A
anno1.g10537.t1	A	BRAKERILHT00000008915	A
anno1.g10538.t1	A	BRAKERILHT00000009561	A
anno1.g10540.t1	A	BRAKERILHT00000010245	A
anno1.g10541.t1	A	BRAKERILHT00000009597	A
anno1.g10543.t1	A	BRAKERILHT00000008528	A
anno1.g10544.t1	A	BRAKERILHT00000009668	A
anno1.g10545.t1	A	BRAKERILHT00000009106	A
anno1.g10546.t1	A	BRAKERILHT00000009562	A
anno1.g10547.t1	A	BRAKERILHT00000010251	A
anno1.g10548.t1	A	BRAKERILHT00000010375	A
anno1.g10549.t1	A	BRAKERILHT00000010273	A
anno1.g10550.t1	A	BRAKERILHT00000009145	A
anno1.g10551.t1	A	BRAKERILHT00000008897	A
anno1.g10553.t2	A	BRAKERILHT00000010048	A
anno1.g10554.t2	A	BRAKERILHT00000008629	A
anno1.g10555.t1	A	BRAKERILHT00000009448	A
anno1.g10556.t1	A	BRAKERILHT00000009138	A
anno1.g10557.t1	A	BRAKERILHT00000009993	A
anno1.g10559.t1	A	BRAKERILHT00000009015	A
anno1.g10560.t1	A	BRAKERILHT00000009183	A
anno1.g10561.t1	A	BRAKERILHT00000009892	A
anno1.g10562.t1	A	BRAKERILHT00000010313	A
anno1.g10563.t2	A	BRAKERILHT00000008564	A
anno1.g10564.t1	A	BRAKERILHT00000009380	A
anno1.g10566.t1	A	BRAKERILHT00000009691	A
anno1.g10568.t1	A	BRAKERILHT00000008652	A
anno1.g10507.t1	A	BRAKERILHT00000000044	A
anno1.g10509.t2	A	BRAKERILHT00000002108	A
anno1.g10510.t1	A	BRAKERILHT00000000560	A
anno1.g10511.t1	A	BRAKERILHT00000001198	A
anno1.g10512.t1	A	BRAKERILHT00000000821	A
anno1.g10513.t1	A	BRAKERILHT00000001989	A
anno1.g10514.t1	A	BRAKERILHT00000000390	A
anno1.g10515.t2	A	BRAKERILHT00000001002	A
anno1.g10516.t1	A	BRAKERILHT00000002076	A
anno1.g10517.t1	A	BRAKERILHT00000001596	A
anno1.g10518.t1	A	BRAKERILHT00000001806	A
anno1.g1810.t1	A	BRAKERILHT00000014508	A
anno1.g10498.t1	A	BRAKERILHT00000008856	A
anno1.g10500.t1	A	BRAKERILHT00000009543	A
anno1.g10501.t1	A	BRAKERILHT00000009447	A
anno1.g10502.t1	A	BRAKERILHT00000008932	A
anno1.g10503.t1	A	BRAKERILHT00000010322	A
anno1.g10504.t1	A	BRAKERILHT00000010336	A
anno1.g10505.t1	A	BRAKERILHT00000017929	X
anno1.g10494.t1	A	BRAKERILHT00000013197	A
anno1.g10471.t1	A	BRAKERILHT00000002670	A
anno1.g10472.t2	A	BRAKERILHT00000003622	A
anno1.g10473.t1	A	BRAKERILHT00000002337	A
anno1.g10474.t1	A	BRAKERILHT00000003326	A
anno1.g10475.t1	A	BRAKERILHT00000003948	A
anno1.g10476.t3	A	BRAKERILHT00000003434	A
anno1.g10477.t1	A	BRAKERILHT00000003196	A
anno1.g10478.t1	A	BRAKERILHT00000002683	A
anno1.g10479.t1	A	BRAKERILHT00000002694	A
anno1.g10480.t1	A	BRAKERILHT00000004191	A
anno1.g10481.t1	A	BRAKERILHT00000003680	A
anno1.g10482.t1	A	BRAKERILHT00000002445	A
anno1.g10483.t1	A	BRAKERILHT00000002432	A
anno1.g10484.t1	A	BRAKERILHT00000003927	A
anno1.g10485.t1	A	BRAKERILHT00000002648	A
anno1.g10486.t1	A	BRAKERILHT00000003309	A
anno1.g10487.t1	A	BRAKERILHT00000003815	A
anno1.g10488.t1	A	BRAKERILHT00000004098	A
anno1.g10490.t1	A	BRAKERILHT00000003396	A
anno1.g10491.t1	A	BRAKERILHT00000003636	A
anno1.g10492.t1	A	BRAKERILHT00000003306	A
anno1.g1794.t1	A	BRAKERILHT00000010686	A
anno1.g1795.t1	A	BRAKERILHT00000016242	A
anno1.g1796.t1	A	BRAKERILHT00000004059	A
anno1.g1797.t2	A	BRAKERILHT00000016710	A
anno1.g1798.t1	A	BRAKERILHT00000015652	A
anno1.g1799.t1	A	BRAKERILHT00000016907	A
anno1.g1801.t2	A	BRAKERILHT00000016610	A
anno1.g1802.t1	A	BRAKERILHT00000016145	A
anno1.g1803.t1	A	BRAKERILHT00000015813	A
anno1.g1804.t1	A	BRAKERILHT00000016895	A
anno1.g1806.t1	A	BRAKERILHT00000016734	A
anno1.g10466.t3	A	BRAKERILHT00000001884	A
anno1.g10467.t1	A	BRAKERILHT00000000880	A
anno1.g10468.t1	A	BRAKERILHT00000000656	A
anno1.g10469.t1	A	BRAKERILHT00000001272	A
anno1.g10470.t1	A	BRAKERILHT00000002126	A
anno1.g10460.t1	A	BRAKERILHT00000002068	A
anno1.g10461.t2	A	BRAKERILHT00000002048	A
anno1.g10462.t2	A	BRAKERILHT00000001163	A
anno1.g10463.t2	A	BRAKERILHT00000000576	A
anno1.g10438.t1	A	BRAKERILHT00000004654	A
anno1.g10439.t1	A	BRAKERILHT00000006184	A
anno1.g10441.t1	A	BRAKERILHT00000005657	A
anno1.g10442.t1	A	BRAKERILHT00000005977	A
anno1.g10443.t1	A	BRAKERILHT00000005643	A
anno1.g10444.t4	A	BRAKERILHT00000005069	A
anno1.g10452.t1	A	BRAKERILHT00000005173	A
anno1.g10418.t1	A	BRAKERILHT00000006785	A
anno1.g10419.t1	A	BRAKERILHT00000007215	A
anno1.g10420.t1	A	BRAKERILHT00000007892	A
anno1.g10421.t1	A	BRAKERILHT00000008467	A
anno1.g10422.t1	A	BRAKERILHT00000007770	A
anno1.g10423.t1	A	BRAKERILHT00000006996	A
anno1.g10424.t4	A	BRAKERILHT00000006627	A
anno1.g10425.t1	A	BRAKERILHT00000006894	A
anno1.g10426.t1	A	BRAKERILHT00000008359	A
anno1.g10427.t1	A	BRAKERILHT00000007400	A
anno1.g10430.t1	A	BRAKERILHT00000006849	A
anno1.g10431.t2	A	BRAKERILHT00000008057	A
anno1.g10432.t1	A	BRAKERILHT00000007490	A
anno1.g10433.t1	A	BRAKERILHT00000007137	A
anno1.g10434.t1	A	BRAKERILHT00000006483	A
anno1.g10435.t1	A	BRAKERILHT00000007803	A
anno1.g10436.t1	A	BRAKERILHT00000007100	A
anno1.g1792.t1	A	BRAKERILHT00000004925	A
anno1.g10413.t1	A	BRAKERILHT00000011892	A
anno1.g10414.t1	A	BRAKERILHT00000012375	A
anno1.g10415.t1	A	BRAKERILHT00000013889	A
anno1.g10416.t1	A	BRAKERILHT00000013351	A
anno1.g10363.t1	A	BRAKERILHT00000000983	A
anno1.g10364.t1	A	BRAKERILHT00000000636	A
anno1.g10365.t1	A	BRAKERILHT00000000023	A
anno1.g10366.t1	A	BRAKERILHT00000000246	A
anno1.g10367.t1	A	BRAKERILHT00000001940	A
anno1.g10368.t1	A	BRAKERILHT00000000228	A
anno1.g10369.t1	A	BRAKERILHT00000001772	A
anno1.g10370.t1	A	BRAKERILHT00000002081	A
anno1.g10371.t1	A	BRAKERILHT00000000526	A
anno1.g10372.t1	A	BRAKERILHT00000001764	A
anno1.g10374.t1	A	BRAKERILHT00000000521	A
anno1.g10376.t1	A	BRAKERILHT00000001796	A
anno1.g10377.t1	A	BRAKERILHT00000000536	A
anno1.g10378.t1	A	BRAKERILHT00000002064	A
anno1.g10379.t1	A	BRAKERILHT00000000989	A
anno1.g10380.t1	A	BRAKERILHT00000000236	A
anno1.g10382.t1	A	BRAKERILHT00000001657	A
anno1.g10383.t2	A	BRAKERILHT00000000473	A
anno1.g10384.t3	A	BRAKERILHT00000000382	A
anno1.g10385.t1	A	BRAKERILHT00000001960	A
anno1.g10386.t1	A	BRAKERILHT00000001628	A
anno1.g10387.t1	A	BRAKERILHT00000000875	A
anno1.g10388.t1	A	BRAKERILHT00000002050	A
anno1.g10389.t1	A	BRAKERILHT00000001460	A
anno1.g10390.t1	A	BRAKERILHT00000000590	A
anno1.g10391.t1	A	BRAKERILHT00000001768	A
anno1.g10392.t1	A	BRAKERILHT00000000252	A
anno1.g10393.t2	A	BRAKERILHT00000001416	A
anno1.g10394.t1	A	BRAKERILHT00000002040	A
anno1.g10395.t1	A	BRAKERILHT00000000487	A
anno1.g10396.t1	A	BRAKERILHT00000000172	A
anno1.g10397.t2	A	BRAKERILHT00000001390	A
anno1.g10398.t1	A	BRAKERILHT00000000885	A
anno1.g10399.t1	A	BRAKERILHT00000002141	A
anno1.g10400.t1	A	BRAKERILHT00000000551	A
anno1.g10403.t1	A	BRAKERILHT00000000905	A
anno1.g10404.t1	A	BRAKERILHT00000001551	A
anno1.g10406.t1	A	BRAKERILHT00000002159	A
anno1.g10407.t1	A	BRAKERILHT00000001693	A
anno1.g10408.t1	A	BRAKERILHT00000000135	A
anno1.g10409.t1	A	BRAKERILHT00000000762	A
anno1.g10410.t1	A	BRAKERILHT00000001914	A
anno1.g10411.t1	A	BRAKERILHT00000002008	A
anno1.g1788.t1	A	BRAKERILHT00000002217	A
anno1.g10351.t1	A	BRAKERILHT00000006384	A
anno1.g10352.t1	A	BRAKERILHT00000004511	A
anno1.g10353.t1	A	BRAKERILHT00000005065	A
anno1.g10355.t1	A	BRAKERILHT00000005920	A
anno1.g10356.t1	A	BRAKERILHT00000006222	A
anno1.g10357.t1	A	BRAKERILHT00000004727	A
anno1.g10358.t1	A	BRAKERILHT00000005511	A
anno1.g10359.t1	A	BRAKERILHT00000005082	A
anno1.g10345.t1	A	BRAKERILHT00000009488	A
anno1.g1786.t1	A	BRAKERILHT00000015553	A
anno1.g10331.t2	A	BRAKERILHT00000005244	A
anno1.g10333.t1	A	BRAKERILHT00000005447	A
anno1.g10336.t1	A	BRAKERILHT00000005304	A
anno1.g10337.t1	A	BRAKERILHT00000004629	A
anno1.g10338.t1	A	BRAKERILHT00000005163	A
anno1.g10339.t1	A	BRAKERILHT00000004607	A
anno1.g10315.t1	A	BRAKERILHT00000001123	A
anno1.g10316.t1	A	BRAKERILHT00000000688	A
anno1.g10317.t1	A	BRAKERILHT00000001029	A
anno1.g10318.t3	A	BRAKERILHT00000000778	A
anno1.g10319.t1	A	BRAKERILHT00000001011	A
anno1.g10320.t1	A	BRAKERILHT00000000505	A
anno1.g10321.t1	A	BRAKERILHT00000001510	A
anno1.g10322.t1	A	BRAKERILHT00000002131	A
anno1.g10323.t1	A	BRAKERILHT00000000810	A
anno1.g10324.t1	A	BRAKERILHT00000001813	A
anno1.g10325.t1	A	BRAKERILHT00000000263	A
anno1.g10326.t1	A	BRAKERILHT00000001685	A
anno1.g1774.t1	A	BRAKERILHT00000013117	A
anno1.g1775.t4	A	BRAKERILHT00000012446	A
anno1.g1776.t1	A	BRAKERILHT00000012881	A
anno1.g1778.t1	A	BRAKERILHT00000013050	A
anno1.g1779.t1	A	BRAKERILHT00000013422	A
anno1.g1780.t1	A	BRAKERILHT00000013824	A
anno1.g1781.t1	A	BRAKERILHT00000012376	A
anno1.g1782.t1	A	BRAKERILHT00000012854	A
anno1.g1783.t1	A	BRAKERILHT00000012862	A
anno1.g1784.t1	A	BRAKERILHT00000013329	A
anno1.g1785.t1	A	BRAKERILHT00000012591	A
anno1.g10311.t1	A	BRAKERILHT00000002511	A
anno1.g1764.t1	A	BRAKERILHT00000016230	A
anno1.g1765.t1	A	BRAKERILHT00000017786	X
anno1.g10280.t1	A	BRAKERILHT00000006721	A
anno1.g10276.t1	A	BRAKERILHT00000002172	A
anno1.g10277.t1	A	BRAKERILHT00000000325	A
anno1.g10239.t1	A	BRAKERILHT00000009093	A
anno1.g10240.t1	A	BRAKERILHT00000009406	A
anno1.g10241.t1	A	BRAKERILHT00000010108	A
anno1.g10242.t1	A	BRAKERILHT00000009265	A
anno1.g10243.t1	A	BRAKERILHT00000008968	A
anno1.g10247.t1	A	BRAKERILHT00000008944	A
anno1.g10248.t1	A	BRAKERILHT00000009956	A
anno1.g10249.t1	A	BRAKERILHT00000009628	A
anno1.g10252.t1	A	BRAKERILHT00000010094	A
anno1.g10253.t1	A	BRAKERILHT00000008544	A
anno1.g10254.t2	A	BRAKERILHT00000009218	A
anno1.g10255.t1	A	BRAKERILHT00000009912	A
anno1.g10256.t2	A	BRAKERILHT00000009491	A
anno1.g10257.t1	A	BRAKERILHT00000009208	A
anno1.g10258.t4	A	BRAKERILHT00000010303	A
anno1.g10259.t1	A	BRAKERILHT00000008787	A
anno1.g10260.t1	A	BRAKERILHT00000009003	A
anno1.g10261.t1	A	BRAKERILHT00000008590	A
anno1.g10262.t1	A	BRAKERILHT00000009038	A
anno1.g10263.t1	A	BRAKERILHT00000009935	A
anno1.g10264.t1	A	BRAKERILHT00000008487	A
anno1.g10265.t1	A	BRAKERILHT00000010292	A
anno1.g10266.t1	A	BRAKERILHT00000008606	A
anno1.g10267.t1	A	BRAKERILHT00000008831	A
anno1.g10268.t1	A	BRAKERILHT00000008519	A
anno1.g10269.t1	A	BRAKERILHT00000009162	A
anno1.g10270.t1	A	BRAKERILHT00000009577	A
anno1.g10271.t1	A	BRAKERILHT00000008808	A
anno1.g10223.t2	A	BRAKERILHT00000007646	A
anno1.g10224.t1	A	BRAKERILHT00000007247	A
anno1.g10225.t1	A	BRAKERILHT00000007972	A
anno1.g10226.t1	A	BRAKERILHT00000008018	A
anno1.g10227.t6	A	BRAKERILHT00000006487	A
anno1.g10228.t1	A	BRAKERILHT00000006740	A
anno1.g10230.t1	A	BRAKERILHT00000008329	A
anno1.g10231.t1	A	BRAKERILHT00000007512	A
anno1.g10233.t1	A	BRAKERILHT00000006881	A
anno1.g10234.t1	A	BRAKERILHT00000006677	A
anno1.g10235.t1	A	BRAKERILHT00000007295	A
anno1.g10236.t2	A	BRAKERILHT00000008434	A
anno1.g10237.t1	A	BRAKERILHT00000007067	A
anno1.g10238.t1	A	BRAKERILHT00000007517	A
anno1.g1759.t1	A	BRAKERILHT00000007224	A
anno1.g1760.t1	A	BRAKERILHT00000006655	A
anno1.g10211.t1	A	BRAKERILHT00000008676	A
anno1.g10212.t1	A	BRAKERILHT00000010225	A
anno1.g10213.t1	A	BRAKERILHT00000008941	A
anno1.g10214.t1	A	BRAKERILHT00000009339	A
anno1.g10215.t1	A	BRAKERILHT00000009527	A
anno1.g10216.t1	A	BRAKERILHT00000008704	A
anno1.g10217.t1	A	BRAKERILHT00000009759	A
anno1.g10218.t1	A	BRAKERILHT00000008696	A
anno1.g10219.t2	A	BRAKERILHT00000010096	A
anno1.g10220.t1	A	BRAKERILHT00000010212	A
anno1.g10192.t1	A	BRAKERILHT00000000508	A
anno1.g10189.t1	A	BRAKERILHT00000006047	A
anno1.g1757.t1	A	BRAKERILHT00000009684	A
anno1.g1758.t1	A	BRAKERILHT00000009427	A
anno1.g10172.t1	A	BRAKERILHT00000011685	A
anno1.g10173.t2	A	BRAKERILHT00000012100	A
anno1.g10174.t1	A	BRAKERILHT00000011992	A
anno1.g10175.t1	A	BRAKERILHT00000011245	A
anno1.g10176.t1	A	BRAKERILHT00000010935	A
anno1.g10179.t1	A	BRAKERILHT00000011586	A
anno1.g10180.t1	A	BRAKERILHT00000011097	A
anno1.g10181.t1	A	BRAKERILHT00000011508	A
anno1.g10182.t1	A	BRAKERILHT00000011960	A
anno1.g10184.t1	A	BRAKERILHT00000011085	A
anno1.g1732.t1	A	BRAKERILHT00000015292	A
anno1.g1733.t1	A	BRAKERILHT00000013454	A
