A_obtectus	chromosome	D_carinulata	chromosome
anno1.g7900.t2	A	rna-XM_057804173.1	A
anno1.g7904.t1	A	rna-XM_057805483.1	A
anno1.g7909.t1	A	rna-XM_057811328.1	A
anno1.g7912.t2	A	rna-XM_057802694.1	A
anno1.g7914.t1	A	rna-XM_057795583.1	A
anno1.g7916.t1	A	rna-XM_057804941.1	A
anno1.g7922.t2	A	rna-XM_057796894.1	X
anno1.g7924.t1	A	rna-XM_057795114.1	X
anno1.g7925.t1	A	rna-XM_057816809.1	X
anno1.g7935.t1	A	rna-XM_057811242.1	A
anno1.g7943.t1	A	rna-XM_057810046.1	A
anno1.g7944.t1	A	rna-XM_057805159.1	A
anno1.g7949.t1	A	rna-XM_057798407.1	A
anno1.g7951.t1	A	rna-XM_057808614.1	A
anno1.g7953.t1	A	rna-XM_057808613.1	A
anno1.g7955.t1	A	rna-XM_057816658.1	A
anno1.g7959.t1	A	rna-XM_057816259.1	A
anno1.g7963.t1	A	rna-XM_057799094.1	A
anno1.g7964.t1	A	rna-XM_057799098.1	A
anno1.g7965.t2	A	rna-XM_057809530.1	A
anno1.g7968.t1	A	rna-XM_057808611.1	A
anno1.g7969.t1	A	rna-XM_057798322.1	A
anno1.g7970.t1	A	rna-XM_057809127.1	A
anno1.g7973.t1	A	rna-XM_057804066.1	A
anno1.g7976.t1	A	rna-XM_057795823.1	A
anno1.g7977.t1	A	rna-XM_057813169.1	A
anno1.g7978.t1	A	rna-XM_057812178.1	A
anno1.g7979.t2	A	rna-XM_057806861.1	A
anno1.g7981.t1	A	rna-XM_057795288.1	A
anno1.g7983.t1	A	rna-XM_057795389.1	A
anno1.g7984.t1	A	rna-XM_057795292.1	A
anno1.g7987.t1	A	rna-XM_057812497.1	A
anno1.g7988.t3	A	rna-XM_057812794.1	A
anno1.g7991.t1	A	rna-XM_057797859.1	A
anno1.g7992.t1	A	rna-XM_057814095.1	X
anno1.g7993.t1	A	rna-XM_057800580.1	A
anno1.g7997.t1	A	rna-XM_057808323.1	X
anno1.g7998.t1	A	rna-XM_057796944.1	A
anno1.g7999.t1	A	rna-XM_057797934.1	A
anno1.g8000.t1	A	rna-XM_057795582.1	A
anno1.g8012.t1	A	rna-XM_057802941.1	A
anno1.g8013.t1	A	rna-XM_057805021.1	A
anno1.g8014.t1	A	rna-XM_057813618.1	A
anno1.g8016.t1	A	rna-XM_057801844.1	A
anno1.g8020.t1	A	rna-XM_057801846.1	A
anno1.g8021.t1	A	rna-XM_057801858.1	A
anno1.g8024.t1	A	rna-XM_057801851.1	A
anno1.g8025.t1	A	rna-XM_057801848.1	A
anno1.g8026.t3	A	rna-XM_057801839.1	A
anno1.g8027.t1	A	rna-XM_057801849.1	A
anno1.g8028.t1	A	rna-XM_057808004.1	A
anno1.g8029.t1	A	rna-XM_057796600.1	A
anno1.g8031.t1	A	rna-XM_057808007.1	A
anno1.g8032.t3	A	rna-XM_057801837.1	A
anno1.g8033.t1	A	rna-XM_057801847.1	A
anno1.g8034.t1	A	rna-XM_057807081.1	A
anno1.g8035.t1	A	rna-XM_057794908.1	A
anno1.g8037.t1	A	rna-XM_057794910.1	A
anno1.g8045.t1	A	rna-XM_057799514.1	A
anno1.g8046.t1	A	rna-XM_057799520.1	A
anno1.g8047.t1	A	rna-XM_057807470.1	A
anno1.g8049.t4	A	rna-XM_057812471.1	A
anno1.g8050.t1	A	rna-XM_057806066.1	A
anno1.g8056.t1	A	rna-XM_057812287.1	A
anno1.g8057.t1	A	rna-XM_057812286.1	A
anno1.g8058.t1	A	rna-XM_057797375.1	A
anno1.g8060.t1	A	rna-XM_057797712.1	A
anno1.g8062.t1	A	rna-XM_057795896.1	X
anno1.g8065.t1	A	rna-XM_057806601.1	A
anno1.g8066.t1	A	rna-XM_057807113.1	A
anno1.g8067.t1	A	rna-XM_057804828.1	X
anno1.g8068.t2	A	rna-XM_057809005.1	A
anno1.g8069.t2	A	rna-XM_057811363.1	A
anno1.g8070.t1	A	rna-XM_057810920.1	A
anno1.g8071.t2	A	rna-XM_057808189.1	A
anno1.g8075.t1	A	rna-XM_057807875.1	A
anno1.g8076.t2	A	rna-XM_057807876.1	A
anno1.g8077.t1	A	rna-XM_057807806.1	A
anno1.g8079.t1	A	rna-XM_057807807.1	A
anno1.g8080.t1	A	rna-XM_057814255.1	A
anno1.g8081.t1	A	rna-XM_057814258.1	A
anno1.g8082.t1	A	rna-XM_057814271.1	A
anno1.g8084.t1	A	rna-XM_057808817.1	A
anno1.g8086.t1	A	rna-XM_057808048.1	A
anno1.g8094.t1	A	rna-XM_057810341.1	X
anno1.g8099.t1	A	rna-XM_057806043.1	A
anno1.g8100.t4	A	rna-XM_057815739.1	A
anno1.g8101.t1	A	rna-XM_057807558.1	A
anno1.g8103.t4	A	rna-XM_057807551.1	A
anno1.g8106.t1	A	rna-XM_057810180.1	X
anno1.g8107.t2	A	rna-XM_057814153.1	A
anno1.g8111.t1	A	rna-XM_057802202.1	A
anno1.g8112.t2	A	rna-XM_057813895.1	A
anno1.g8115.t2	A	rna-XM_057805445.1	A
anno1.g8116.t1	A	rna-XM_057805448.1	A
anno1.g8117.t1	A	rna-XM_057811729.1	A
anno1.g8118.t1	A	rna-XM_057814728.1	A
anno1.g8119.t1	A	rna-XM_057814721.1	A
anno1.g8120.t1	A	rna-XM_057813109.1	A
anno1.g8121.t1	A	rna-XM_057813123.1	A
anno1.g8122.t1	A	rna-XM_057813117.1	A
anno1.g8123.t2	A	rna-XM_057797874.1	X
anno1.g8124.t2	A	rna-XM_057805409.1	A
anno1.g8125.t1	A	rna-XM_057798188.1	A
anno1.g8130.t1	A	rna-XM_057803279.1	A
anno1.g8131.t1	A	rna-XM_057805991.1	A
anno1.g8132.t1	A	rna-XM_057805989.1	A
anno1.g8133.t1	A	rna-XM_057805484.1	A
anno1.g8134.t1	A	rna-XM_057805496.1	A
anno1.g8138.t1	A	rna-XM_057806272.1	A
anno1.g8139.t2	A	rna-XM_057805937.1	A
anno1.g8140.t2	A	rna-XM_057806075.1	A
anno1.g8141.t2	A	rna-XM_057805281.1	A
anno1.g8142.t2	A	rna-XM_057806074.1	A
anno1.g8143.t1	A	rna-XM_057805149.1	X
anno1.g8144.t1	A	rna-XM_057795669.1	A
anno1.g8145.t1	A	rna-XM_057810924.1	A
anno1.g8146.t1	A	rna-XM_057800739.1	X
anno1.g8147.t2	A	rna-XM_057796485.1	A
anno1.g8150.t1	A	rna-XM_057796909.1	X
anno1.g8151.t1	A	rna-XM_057796479.1	A
anno1.g8152.t1	A	rna-XM_057795771.1	A
anno1.g8153.t1	A	rna-XM_057795684.1	A
anno1.g8155.t1	A	rna-XM_057796426.1	A
anno1.g8156.t1	A	rna-XM_057813125.1	A
anno1.g8157.t1	A	rna-XM_057813124.1	A
anno1.g8167.t1	A	rna-XM_057812212.1	A
anno1.g8172.t1	A	rna-XM_057812502.1	A
anno1.g8180.t2	A	rna-XM_057811403.1	A
anno1.g8181.t1	A	rna-XM_057800479.1	A
anno1.g8182.t1	A	rna-XM_057805454.1	A
anno1.g8183.t1	A	rna-XM_057805419.1	A
anno1.g8184.t1	A	rna-XM_057805441.1	A
anno1.g8185.t1	A	rna-XM_057809939.1	A
anno1.g8190.t1	A	rna-XM_057805541.1	A
anno1.g8192.t1	A	rna-XM_057806233.1	A
anno1.g8193.t1	A	rna-XM_057806193.1	A
anno1.g8195.t1	A	rna-XM_057799129.1	A
anno1.g8196.t1	A	rna-XM_057799854.1	A
anno1.g8197.t1	A	rna-XM_057814210.1	A
anno1.g8198.t1	A	rna-XM_057800533.1	A
anno1.g8199.t2	A	rna-XM_057814242.1	A
anno1.g8200.t3	A	rna-XM_057808462.1	A
anno1.g8201.t1	A	rna-XM_057808006.1	A
anno1.g8202.t1	A	rna-XM_057814731.1	X
anno1.g8203.t1	A	rna-XM_057808816.1	A
anno1.g8204.t1	A	rna-XM_057816807.1	A
anno1.g8205.t2	A	rna-XM_057815166.1	A
anno1.g8206.t1	A	rna-XM_057807549.1	A
anno1.g8207.t1	A	rna-XM_057796440.1	A
anno1.g8208.t1	A	rna-XM_057814652.1	A
anno1.g8209.t3	A	rna-XM_057814650.1	A
anno1.g8211.t1	A	rna-XM_057814653.1	A
anno1.g8212.t1	A	rna-XM_057811265.1	A
anno1.g8213.t1	A	rna-XM_057812232.1	A
anno1.g8214.t1	A	rna-XM_057813032.1	A
anno1.g8215.t1	A	rna-XM_057813033.1	A
anno1.g8219.t1	A	rna-XM_057811556.1	A
anno1.g8220.t2	A	rna-XM_057809382.1	X
anno1.g8221.t1	A	rna-XM_057813051.1	A
anno1.g8222.t1	A	rna-XM_057813046.1	A
anno1.g8225.t1	A	rna-XM_057814206.1	A
anno1.g8228.t1	A	rna-XM_057811548.1	A
anno1.g8232.t1	A	rna-XM_057805815.1	A
anno1.g8233.t1	A	rna-XM_057813551.1	A
anno1.g8234.t1	A	rna-XM_057813548.1	A
anno1.g8235.t1	A	rna-XM_057813538.1	A
anno1.g8236.t1	A	rna-XM_057813540.1	A
anno1.g8237.t1	A	rna-XM_057797275.1	A
anno1.g8239.t1	A	rna-XM_057805939.1	A
anno1.g8240.t1	A	rna-XM_057797268.1	A
anno1.g8241.t2	A	rna-XM_057797284.1	A
anno1.g8244.t1	A	rna-XM_057814208.1	A
anno1.g8250.t1	A	rna-XM_057813219.1	A
anno1.g8252.t6	A	rna-XM_057808521.1	A
anno1.g8256.t1	A	rna-XM_057798558.1	A
anno1.g8257.t1	A	rna-XM_057798372.1	A
anno1.g8258.t2	A	rna-XM_057803119.1	A
anno1.g8259.t2	A	rna-XM_057803111.1	A
anno1.g8260.t1	A	rna-XM_057812307.1	A
anno1.g8261.t1	A	rna-XM_057803105.1	A
anno1.g8262.t2	A	rna-XM_057803102.1	A
anno1.g8264.t2	A	rna-XM_057804176.1	A
anno1.g8267.t2	A	rna-XM_057815671.1	X
anno1.g8268.t2	A	rna-XM_057797231.1	X
anno1.g8269.t2	A	rna-XM_057798072.1	X
anno1.g8271.t1	A	rna-XM_057797315.1	A
anno1.g8272.t2	A	rna-XM_057803012.1	A
anno1.g8273.t3	A	rna-XM_057806180.1	A
anno1.g8274.t2	A	rna-XM_057806178.1	A
anno1.g8275.t1	A	rna-XM_057806541.1	A
anno1.g8276.t3	A	rna-XM_057806176.1	A
anno1.g8277.t1	A	rna-XM_057806174.1	A
anno1.g8278.t1	A	rna-XM_057806156.1	A
anno1.g8279.t1	A	rna-XM_057806163.1	A
anno1.g8282.t2	A	rna-XM_057806167.1	A
anno1.g8283.t2	A	rna-XM_057806171.1	A
anno1.g8284.t1	A	rna-XM_057806726.1	A
anno1.g8285.t1	A	rna-XM_057807115.1	A
anno1.g8287.t1	A	rna-XM_057806994.1	A
anno1.g8288.t1	A	rna-XM_057806691.1	A
anno1.g8289.t1	A	rna-XM_057801774.1	A
anno1.g8290.t1	A	rna-XM_057798905.1	A
anno1.g8291.t3	A	rna-XM_057813542.1	A
anno1.g8292.t5	A	rna-XM_057804795.1	A
anno1.g8299.t2	A	rna-XM_057803170.1	A
anno1.g8300.t1	A	rna-XM_057804956.1	X
anno1.g8301.t1	A	rna-XM_057805019.1	X
anno1.g8302.t1	A	rna-XM_057806812.1	A
anno1.g8303.t2	A	rna-XM_057806814.1	A
anno1.g8304.t1	A	rna-XM_057805319.1	A
anno1.g8306.t2	A	rna-XM_057805695.1	A
anno1.g8307.t1	A	rna-XM_057805973.1	A
anno1.g8308.t3	A	rna-XM_057805551.1	A
anno1.g8309.t1	A	rna-XM_057805547.1	A
anno1.g8310.t1	A	rna-XM_057805556.1	A
anno1.g8311.t1	A	rna-XM_057813035.1	A
anno1.g8313.t1	A	rna-XM_057813038.1	A
anno1.g8314.t1	A	rna-XM_057813040.1	A
anno1.g8316.t1	A	rna-XM_057807417.1	X
anno1.g8317.t1	A	rna-XM_057804719.1	X
anno1.g8319.t1	A	rna-XM_057798533.1	A
anno1.g8320.t1	A	rna-XM_057805107.1	X
anno1.g8321.t1	A	rna-XM_057803049.1	A
anno1.g8322.t2	A	rna-XM_057808188.1	A
anno1.g8323.t1	A	rna-XM_057800406.1	A
anno1.g8325.t1	A	rna-XM_057811080.1	A
anno1.g8326.t1	A	rna-XM_057805988.1	A
anno1.g8327.t1	A	rna-XM_057806841.1	A
anno1.g8328.t1	A	rna-XM_057807324.1	A
anno1.g8344.t3	A	rna-XM_057804604.1	A
anno1.g8346.t1	A	rna-XM_057804617.1	A
anno1.g8347.t1	A	rna-XM_057795158.1	A
anno1.g8348.t1	A	rna-XM_057812190.1	A
anno1.g8349.t1	A	rna-XM_057815820.1	A
anno1.g8350.t1	A	rna-XM_057813039.1	A
anno1.g8351.t1	A	rna-XM_057813041.1	A
anno1.g8354.t1	A	rna-XM_057804926.1	A
anno1.g8356.t1	A	rna-XM_057804925.1	A
anno1.g8357.t1	A	rna-XM_057808276.1	X
anno1.g8358.t1	A	rna-XM_057813592.1	A
anno1.g8359.t1	A	rna-XM_057813595.1	A
anno1.g8360.t2	A	rna-XM_057811395.1	A
anno1.g8361.t1	A	rna-XM_057804635.1	A
anno1.g8362.t2	A	rna-XM_057811394.1	A
anno1.g8365.t1	A	rna-XM_057811392.1	A
anno1.g8366.t1	A	rna-XM_057808170.1	A
anno1.g8367.t2	A	rna-XM_057797280.1	A
anno1.g8368.t1	A	rna-XM_057797281.1	A
anno1.g8369.t2	A	rna-XM_057797259.1	A
anno1.g8370.t1	A	rna-XM_057808236.1	A
anno1.g8371.t1	A	rna-XM_057798637.1	A
anno1.g8372.t1	A	rna-XM_057797256.1	A
anno1.g8373.t1	A	rna-XM_057807497.1	A
anno1.g8374.t1	A	rna-XM_057806095.1	A
anno1.g8375.t1	A	rna-XM_057816282.1	A
anno1.g8378.t1	A	rna-XM_057805276.1	A
anno1.g8379.t1	A	rna-XM_057816010.1	A
anno1.g8380.t1	A	rna-XM_057816008.1	A
anno1.g8381.t1	A	rna-XM_057816004.1	A
anno1.g8383.t1	A	rna-XM_057815347.1	A
anno1.g8384.t1	A	rna-XM_057816196.1	A
anno1.g8386.t1	A	rna-XM_057816801.1	A
anno1.g8387.t1	A	rna-XM_057816011.1	A
anno1.g8388.t1	A	rna-XM_057816012.1	A
anno1.g8389.t2	A	rna-XM_057814683.1	A
anno1.g8390.t2	A	rna-XM_057814680.1	A
anno1.g8391.t1	A	rna-XM_057814681.1	A
anno1.g8392.t1	A	rna-XM_057796135.1	A
anno1.g8393.t1	A	rna-XM_057803338.1	A
anno1.g8398.t2	A	rna-XM_057816739.1	A
anno1.g8399.t1	A	rna-XM_057809214.1	A
anno1.g8401.t2	A	rna-XM_057798712.1	A
anno1.g8410.t1	A	rna-XM_057814209.1	A
anno1.g8411.t1	A	rna-XM_057799842.1	A
anno1.g8415.t2	A	rna-XM_057803159.1	A
anno1.g8417.t1	A	rna-XM_057801778.1	A
anno1.g8418.t1	A	rna-XM_057803334.1	A
anno1.g8419.t1	A	rna-XM_057801779.1	A
anno1.g8421.t1	A	rna-XM_057808160.1	A
anno1.g8425.t2	A	rna-XM_057808159.1	A
anno1.g8426.t1	A	rna-XM_057795824.1	A
anno1.g8427.t1	A	rna-XM_057796381.1	A
anno1.g8430.t2	A	rna-XM_057808787.1	A
anno1.g8433.t2	A	rna-XM_057808783.1	A
anno1.g8436.t1	A	rna-XM_057808782.1	A
anno1.g8437.t1	A	rna-XM_057799843.1	A
anno1.g8438.t5	A	rna-XM_057807935.1	A
anno1.g8440.t2	A	rna-XM_057813141.1	A
anno1.g8442.t1	A	rna-XM_057815727.1	A
anno1.g8443.t1	A	rna-XM_057813585.1	A
anno1.g8445.t1	A	rna-XM_057797474.1	A
anno1.g8446.t1	A	rna-XM_057800624.1	X
anno1.g8447.t2	A	rna-XM_057816151.1	A
anno1.g8448.t1	A	rna-XM_057815752.1	A
anno1.g8449.t1	A	rna-XM_057803735.1	A
anno1.g8451.t1	A	rna-XM_057816688.1	A
anno1.g8452.t1	A	rna-XM_057797857.1	A
anno1.g8453.t1	A	rna-XM_057811406.1	A
anno1.g8454.t1	A	rna-XM_057799539.1	A
anno1.g8455.t1	A	rna-XM_057799444.1	A
anno1.g8456.t1	A	rna-XM_057799400.1	A
anno1.g8457.t1	A	rna-XM_057797301.1	A
anno1.g8458.t1	A	rna-XM_057797318.1	A
anno1.g8459.t1	A	rna-XM_057797319.1	A
anno1.g8460.t1	A	rna-XM_057797314.1	A
anno1.g8463.t1	A	rna-XM_057796120.1	A
anno1.g8464.t1	A	rna-XM_057796123.1	A
anno1.g8465.t1	A	rna-XM_057796124.1	A
anno1.g8466.t1	A	rna-XM_057796127.1	A
anno1.g8467.t1	A	rna-XM_057797348.1	A
anno1.g8468.t3	A	rna-XM_057797352.1	A
anno1.g8469.t1	A	rna-XM_057797350.1	A
anno1.g8470.t1	A	rna-XM_057796102.1	A
anno1.g8471.t1	A	rna-XM_057796125.1	A
anno1.g8472.t1	A	rna-XM_057796134.1	A
anno1.g8473.t1	A	rna-XM_057797520.1	A
anno1.g8474.t2	A	rna-XM_057798527.1	A
anno1.g8475.t2	A	rna-XM_057814773.1	A
anno1.g8476.t1	A	rna-XM_057813481.1	A
anno1.g8477.t2	A	rna-XM_057813478.1	A
anno1.g8481.t2	A	rna-XM_057808019.1	A
anno1.g8485.t1	A	rna-XM_057811961.1	X
anno1.g8486.t1	A	rna-XM_057814777.1	A
anno1.g8488.t1	A	rna-XM_057811994.1	X
anno1.g8491.t1	A	rna-XM_057811912.1	A
anno1.g8492.t1	A	rna-XM_057810855.1	X
anno1.g8494.t1	A	rna-XM_057808344.1	A
anno1.g8495.t1	A	rna-XM_057808074.1	A
anno1.g8497.t1	A	rna-XM_057800431.1	A
anno1.g8498.t1	A	rna-XM_057800323.1	A
anno1.g8499.t2	A	rna-XM_057800416.1	A
anno1.g8500.t1	A	rna-XM_057800749.1	A
anno1.g8501.t1	A	rna-XM_057805147.1	A
anno1.g8504.t1	A	rna-XM_057800745.1	A
anno1.g8506.t1	A	rna-XM_057800743.1	A
anno1.g8507.t1	A	rna-XM_057800741.1	A
anno1.g8508.t1	A	rna-XM_057804103.1	A
anno1.g8509.t1	A	rna-XM_057798042.1	A
anno1.g8510.t1	A	rna-XM_057808883.1	A
anno1.g8511.t2	A	rna-XM_057798041.1	A
anno1.g8512.t1	A	rna-XM_057797421.1	A
anno1.g8513.t5	A	rna-XM_057797702.1	A
anno1.g8514.t2	A	rna-XM_057797807.1	A
anno1.g8516.t1	A	rna-XM_057799754.1	A
anno1.g8520.t1	A	rna-XM_057800146.1	A
anno1.g8521.t2	A	rna-XM_057801973.1	A
anno1.g8522.t2	A	rna-XM_057799760.1	A
anno1.g8525.t1	A	rna-XM_057798363.1	A
anno1.g8527.t2	A	rna-XM_057798343.1	A
anno1.g8528.t2	A	rna-XM_057798288.1	A
anno1.g8529.t1	A	rna-XM_057795160.1	A
anno1.g8534.t1	A	rna-XM_057795173.1	A
anno1.g8535.t1	A	rna-XM_057795174.1	A
anno1.g8536.t1	A	rna-XM_057800420.1	A
anno1.g8537.t1	A	rna-XM_057815883.1	A
anno1.g8540.t1	A	rna-XM_057816231.1	A
anno1.g8541.t1	A	rna-XM_057816832.1	A
anno1.g8544.t1	A	rna-XM_057800964.1	A
anno1.g8545.t1	A	rna-XM_057800702.1	A
anno1.g8546.t1	A	rna-XM_057806058.1	A
anno1.g8547.t1	A	rna-XM_057806059.1	A
anno1.g8548.t1	A	rna-XM_057806340.1	A
anno1.g8549.t1	A	rna-XM_057806336.1	A
anno1.g8551.t2	A	rna-XM_057812213.1	A
anno1.g8552.t1	A	rna-XM_057800953.1	A
anno1.g8553.t1	A	rna-XM_057800998.1	A
anno1.g8554.t1	A	rna-XM_057798260.1	A
anno1.g8555.t1	A	rna-XM_057801061.1	A
anno1.g8557.t1	A	rna-XM_057800264.1	A
anno1.g8558.t1	A	rna-XM_057797726.1	A
anno1.g8559.t1	A	rna-XM_057797732.1	A
anno1.g8560.t1	A	rna-XM_057797728.1	A
anno1.g8561.t2	A	rna-XM_057814889.1	A
anno1.g8562.t1	A	rna-XM_057814245.1	A
anno1.g8563.t1	A	rna-XM_057801539.1	A
anno1.g8564.t1	A	rna-XM_057801527.1	A
anno1.g8565.t1	A	rna-XM_057810084.1	A
anno1.g8566.t1	A	rna-XM_057804588.1	A
anno1.g8567.t3	A	rna-XM_057806372.1	A
anno1.g8568.t1	A	rna-XM_057799874.1	A
anno1.g8569.t1	A	rna-XM_057804353.1	A
anno1.g8570.t2	A	rna-XM_057801956.1	A
anno1.g8572.t2	A	rna-XM_057814977.1	A
anno1.g8573.t1	A	rna-XM_057801971.1	A
anno1.g8574.t1	A	rna-XM_057811656.1	A
anno1.g8575.t1	A	rna-XM_057811655.1	A
anno1.g8580.t1	A	rna-XM_057800132.1	A
anno1.g8582.t1	A	rna-XM_057807929.1	A
anno1.g8583.t1	A	rna-XM_057807928.1	A
anno1.g8584.t1	A	rna-XM_057808107.1	A
anno1.g8588.t1	A	rna-XM_057808166.1	A
anno1.g8589.t1	A	rna-XM_057797793.1	A
anno1.g8590.t1	A	rna-XM_057797956.1	A
anno1.g8591.t1	A	rna-XM_057805122.1	A
anno1.g8592.t1	A	rna-XM_057797671.1	A
anno1.g8593.t2	A	rna-XM_057798640.1	A
anno1.g8594.t2	A	rna-XM_057795584.1	A
anno1.g8595.t1	A	rna-XM_057804840.1	X
anno1.g8596.t2	A	rna-XM_057809688.1	X
anno1.g8597.t1	A	rna-XM_057808288.1	X
anno1.g8601.t1	A	rna-XM_057799864.1	A
anno1.g8602.t1	A	rna-XM_057806335.1	A
anno1.g8603.t1	A	rna-XM_057806337.1	A
anno1.g8604.t1	A	rna-XM_057800213.1	A
anno1.g8605.t1	A	rna-XM_057800313.1	A
anno1.g8606.t1	A	rna-XM_057800369.1	A
anno1.g8607.t2	A	rna-XM_057801612.1	A
anno1.g8608.t1	A	rna-XM_057801598.1	A
anno1.g8610.t2	A	rna-XM_057801609.1	A
anno1.g8613.t1	A	rna-XM_057805750.1	A
anno1.g8615.t1	A	rna-XM_057795951.1	A
anno1.g8616.t1	A	rna-XM_057796782.1	A
anno1.g8617.t1	A	rna-XM_057796623.1	A
anno1.g8618.t2	A	rna-XM_057806019.1	A
anno1.g8620.t1	A	rna-XM_057810932.1	A
anno1.g8621.t1	A	rna-XM_057800249.1	A
anno1.g8622.t1	A	rna-XM_057795523.1	A
anno1.g8623.t1	A	rna-XM_057796109.1	A
anno1.g8625.t1	A	rna-XM_057798364.1	A
anno1.g8626.t1	A	rna-XM_057811810.1	A
anno1.g8629.t1	A	rna-XM_057801414.1	A
anno1.g8633.t1	A	rna-XM_057814201.1	A
anno1.g8641.t1	A	rna-XM_057814204.1	A
anno1.g8642.t2	A	rna-XM_057805497.1	A
anno1.g8644.t1	A	rna-XM_057814252.1	A
anno1.g8645.t1	A	rna-XM_057807043.1	A
anno1.g8646.t1	A	rna-XM_057816477.1	A
anno1.g8647.t1	A	rna-XM_057816479.1	A
anno1.g8648.t1	A	rna-XM_057804313.1	A
anno1.g8649.t1	A	rna-XM_057804299.1	A
anno1.g8650.t1	A	rna-XM_057794905.1	A
anno1.g8651.t1	A	rna-XM_057806934.1	A
anno1.g8657.t1	A	rna-XM_057806756.1	A
anno1.g8658.t1	A	rna-XM_057808328.1	A
anno1.g8659.t1	A	rna-XM_057812023.1	A
anno1.g8665.t1	A	rna-XM_057807808.1	A
anno1.g8667.t2	A	rna-XM_057808063.1	A
anno1.g8668.t2	A	rna-XM_057807801.1	A
anno1.g8669.t1	A	rna-XM_057808833.1	A
anno1.g8670.t2	A	rna-XM_057807798.1	A
anno1.g8671.t1	A	rna-XM_057807797.1	A
anno1.g8673.t1	A	rna-XM_057807674.1	A
anno1.g8674.t1	A	rna-XM_057807629.1	A
anno1.g8675.t1	A	rna-XM_057807630.1	A
anno1.g8676.t1	A	rna-XM_057804918.1	A
anno1.g8678.t2	A	rna-XM_057800371.1	A
anno1.g8679.t1	A	rna-XM_057800805.1	A
anno1.g8680.t1	A	rna-XM_057812689.1	A
anno1.g8681.t2	A	rna-XM_057813349.1	A
anno1.both_agree_g20002.t1	A	rna-XM_057808853.1	X
anno1.g8685.t1	A	rna-XM_057808805.1	A
anno1.g8686.t1	A	rna-XM_057814540.1	A
anno1.g8696.t1	A	rna-XM_057810526.1	A
anno1.g8697.t1	A	rna-XM_057814386.1	A
anno1.g8699.t1	A	rna-XM_057810524.1	A
anno1.g8700.t1	A	rna-XM_057810769.1	A
anno1.g8701.t1	A	rna-XM_057796865.1	A
anno1.g8702.t1	A	rna-XM_057810098.1	A
anno1.g8703.t1	A	rna-XM_057805131.1	A
anno1.g8705.t2	A	rna-XM_057803298.1	A
anno1.g8707.t1	A	rna-XM_057801658.1	A
anno1.g8708.t1	A	rna-XM_057802594.1	A
anno1.g8709.t1	A	rna-XM_057803901.1	A
anno1.g8710.t1	A	rna-XM_057808854.1	A
anno1.g8713.t1	A	rna-XM_057808851.1	A
anno1.g8715.t1	A	rna-XM_057795343.1	A
anno1.g8717.t1	A	rna-XM_057795344.1	A
anno1.g8723.t1	A	rna-XM_057800362.1	A
anno1.g8725.t1	A	rna-XM_057795064.1	A
anno1.g8726.t1	A	rna-XM_057800070.1	A
anno1.g8727.t1	A	rna-XM_057800071.1	A
anno1.g8728.t1	A	rna-XM_057812070.1	A
anno1.g8729.t1	A	rna-XM_057810380.1	A
anno1.g8730.t2	A	rna-XM_057811546.1	A
anno1.g8732.t1	A	rna-XM_057795820.1	A
anno1.g8734.t2	A	rna-XM_057796022.1	A
anno1.g8737.t2	A	rna-XM_057814393.1	A
anno1.g8740.t1	A	rna-XM_057796027.1	A
anno1.g8742.t1	A	rna-XM_057800637.1	A
anno1.g8744.t1	A	rna-XM_057798376.1	A
anno1.g8746.t1	A	rna-XM_057812029.1	A
anno1.g8747.t1	A	rna-XM_057812028.1	A
anno1.g8751.t1	A	rna-XM_057815681.1	A
anno1.g8752.t10	A	rna-XM_057803974.1	A
anno1.g8753.t2	A	rna-XM_057804230.1	X
anno1.g8754.t1	A	rna-XM_057815984.1	A
anno1.g8760.t1	A	rna-XM_057802952.1	A
anno1.g8761.t1	A	rna-XM_057802938.1	A
anno1.g8762.t1	A	rna-XM_057802946.1	A
anno1.g8763.t1	A	rna-XM_057802954.1	A
anno1.g8764.t1	A	rna-XM_057803166.1	A
anno1.g8765.t2	A	rna-XM_057807244.1	A
anno1.g8769.t1	A	rna-XM_057804418.1	A
anno1.g8770.t2	A	rna-XM_057798553.1	A
anno1.g8772.t1	A	rna-XM_057800023.1	A
anno1.g8773.t3	A	rna-XM_057814389.1	A
anno1.g8774.t1	A	rna-XM_057814402.1	A
anno1.g8776.t1	A	rna-XM_057815699.1	A
anno1.g8777.t2	A	rna-XM_057811432.1	A
anno1.g8778.t2	A	rna-XM_057814782.1	A
anno1.g8783.t1	A	rna-XM_057815062.1	A
anno1.g8784.t1	A	rna-XM_057815065.1	A
anno1.g8785.t1	A	rna-XM_057816736.1	A
anno1.g8786.t1	A	rna-XM_057811047.1	X
anno1.g8788.t1	A	rna-XM_057813098.1	A
anno1.g8790.t1	A	rna-XM_057813099.1	A
anno1.g8795.t1	A	rna-XM_057804800.1	A
anno1.g8797.t1	A	rna-XM_057814399.1	A
anno1.g8798.t1	A	rna-XM_057814380.1	A
anno1.g8799.t1	A	rna-XM_057808416.1	A
anno1.g8801.t2	A	rna-XM_057810178.1	A
anno1.g8802.t1	A	rna-XM_057810177.1	A
anno1.g8804.t1	A	rna-XM_057811194.1	A
anno1.g8806.t1	A	rna-XM_057810894.1	A
anno1.g8809.t1	A	rna-XM_057796721.1	A
anno1.g8811.t1	A	rna-XM_057796732.1	A
