D_sublineata	chromosome	B_siliquastri	chromosome
rna-XM_056781240.1	A	BRAKERILHT00000012200	A
rna-XM_056781257.1	A	BRAKERILHT00000010890	A
rna-XM_056780592.1	A	BRAKERILHT00000012759	A
rna-XM_056781258.1	A	BRAKERILHT00000013155	A
rna-XM_056781260.1	A	BRAKERILHT00000016488	A
rna-XM_056781261.1	A	BRAKERILHT00000004717	A
rna-XM_056781263.1	A	BRAKERILHT00000000938	A
rna-XM_056781265.1	A	BRAKERILHT00000001857	A
rna-XM_056781266.1	A	BRAKERILHT00000000151	A
rna-XM_056780593.1	A	BRAKERILHT00000000635	A
rna-XM_056780594.1	A	BRAKERILHT00000008463	A
rna-XM_056781269.1	A	BRAKERILHT00000010772	A
rna-XM_056781270.1	A	BRAKERILHT00000010453	A
rna-XM_056781272.1	A	BRAKERILHT00000010990	A
rna-XM_056781274.1	A	BRAKERILHT00000012635	A
rna-XM_056781276.1	A	BRAKERILHT00000010665	A
rna-XM_056781278.1	A	BRAKERILHT00000000758	A
rna-XM_056781280.1	A	BRAKERILHT00000000096	A
rna-XM_056781283.1	A	BRAKERILHT00000017413	X
rna-XM_056781281.1	A	BRAKERILHT00000011238	A
rna-XM_056780542.1	A	BRAKERILHT00000010474	A
rna-XM_056780735.1	A	BRAKERILHT00000012302	A
rna-XM_056780731.1	A	BRAKERILHT00000000449	A
rna-XM_056780952.1	A	BRAKERILHT00000001258	A
rna-XM_056781570.1	A	BRAKERILHT00000011201	A
rna-XM_056781938.1	A	BRAKERILHT00000011003	A
rna-XM_056780993.1	A	BRAKERILHT00000009154	A
rna-XM_056781313.1	A	BRAKERILHT00000011782	A
rna-XM_056781046.1	A	BRAKERILHT00000010585	A
rna-XM_056781049.1	A	BRAKERILHT00000010976	A
rna-XM_056780617.1	A	BRAKERILHT00000010712	A
rna-XM_056781051.1	A	BRAKERILHT00000008540	A
rna-XM_056780383.1	A	BRAKERILHT00000011342	A
rna-XM_056780394.1	A	BRAKERILHT00000011064	A
rna-XM_056780380.1	A	BRAKERILHT00000011659	A
rna-XM_056780385.1	A	BRAKERILHT00000011096	A
rna-XM_056780381.1	A	BRAKERILHT00000002093	A
rna-XM_056780386.1	A	BRAKERILHT00000001144	A
rna-XM_056780618.1	A	BRAKERILHT00000002203	A
rna-XM_056780622.1	A	BRAKERILHT00000007981	A
rna-XM_056780395.1	A	BRAKERILHT00000000654	A
rna-XM_056780398.1	A	BRAKERILHT00000007493	A
rna-XM_056780689.1	A	BRAKERILHT00000008262	A
rna-XM_056780691.1	A	BRAKERILHT00000008972	A
rna-XM_056780567.1	A	BRAKERILHT00000009505	A
rna-XM_056780278.1	A	BRAKERILHT00000009471	A
rna-XM_056780279.1	A	BRAKERILHT00000008948	A
rna-XM_056780282.1	A	BRAKERILHT00000010155	A
rna-XM_056781298.1	A	BRAKERILHT00000008533	A
rna-XM_056781304.1	A	BRAKERILHT00000010174	A
rna-XM_056781306.1	A	BRAKERILHT00000013085	A
rna-XM_056781312.1	A	BRAKERILHT00000012718	A
rna-XM_056780916.1	A	BRAKERILHT00000000631	A
rna-XM_056782189.1	A	BRAKERILHT00000000514	A
rna-XM_056781343.1	A	BRAKERILHT00000000367	A
rna-XM_056782043.1	A	BRAKERILHT00000001789	A
rna-XM_056782037.1	A	BRAKERILHT00000000561	A
rna-XM_056781639.1	A	BRAKERILHT00000001617	A
rna-XM_056781637.1	A	BRAKERILHT00000000222	A
rna-XM_056781641.1	A	BRAKERILHT00000016108	A
rna-XM_056781647.1	A	BRAKERILHT00000000884	A
rna-XM_056780865.1	A	BRAKERILHT00000007013	A
rna-XM_056782138.1	A	BRAKERILHT00000010408	A
rna-XM_056780623.1	A	BRAKERILHT00000007250	A
rna-XM_056782140.1	A	BRAKERILHT00000003439	A
rna-XM_056780624.1	A	BRAKERILHT00000006851	A
rna-XM_056782144.1	A	BRAKERILHT00000010645	A
rna-XM_056782146.1	A	BRAKERILHT00000002955	A
rna-XM_056782148.1	A	BRAKERILHT00000014651	A
rna-XM_056780625.1	A	BRAKERILHT00000015011	A
rna-XM_056782150.1	A	BRAKERILHT00000015827	A
rna-XM_056780627.1	A	BRAKERILHT00000000011	A
rna-XM_056782159.1	A	BRAKERILHT00000014314	A
rna-XM_056780557.1	A	BRAKERILHT00000012058	A
rna-XM_056780830.1	A	BRAKERILHT00000011011	A
rna-XM_056780581.1	A	BRAKERILHT00000010999	A
rna-XM_056781786.1	A	BRAKERILHT00000005587	A
rna-XM_056781785.1	A	BRAKERILHT00000004820	A
rna-XM_056781787.1	A	BRAKERILHT00000011535	A
rna-XM_056781788.1	A	BRAKERILHT00000010739	A
rna-XM_056780736.1	A	BRAKERILHT00000010840	A
rna-XM_056780926.1	A	BRAKERILHT00000011536	A
rna-XM_056780925.1	A	BRAKERILHT00000011773	A
rna-XM_056781886.1	A	BRAKERILHT00000011887	A
rna-XM_056781889.1	A	BRAKERILHT00000012309	A
rna-XM_056781102.1	A	BRAKERILHT00000012240	A
rna-XM_056781099.1	A	BRAKERILHT00000002703	A
rna-XM_056780979.1	A	BRAKERILHT00000010838	A
rna-XM_056780980.1	A	BRAKERILHT00000010721	A
rna-XM_056780856.1	A	BRAKERILHT00000010606	A
rna-XM_056781094.1	A	BRAKERILHT00000007722	A
rna-XM_056782194.1	A	BRAKERILHT00000001853	A
rna-XM_056780665.1	A	BRAKERILHT00000000509	A
rna-XM_056780846.1	A	BRAKERILHT00000001718	A
rna-XM_056780843.1	A	BRAKERILHT00000010874	A
rna-XM_056780637.1	A	BRAKERILHT00000014397	A
rna-XM_056782015.1	A	BRAKERILHT00000014907	A
rna-XM_056782011.1	A	BRAKERILHT00000006182	A
rna-XM_056781359.1	A	BRAKERILHT00000006517	A
rna-XM_056780568.1	A	BRAKERILHT00000015145	A
rna-XM_056781045.1	A	BRAKERILHT00000014251	A
rna-XM_056780641.1	A	BRAKERILHT00000015207	A
rna-XM_056780644.1	A	BRAKERILHT00000007807	A
rna-XM_056781004.1	A	BRAKERILHT00000014978	A
rna-XM_056782008.1	A	BRAKERILHT00000012919	A
rna-XM_056782003.1	A	BRAKERILHT00000006817	A
rna-XM_056781946.1	A	BRAKERILHT00000008268	A
rna-XM_056781948.1	A	BRAKERILHT00000007289	A
rna-XM_056781360.1	A	BRAKERILHT00000007265	A
rna-XM_056780646.1	A	BRAKERILHT00000001360	A
rna-XM_056781895.1	A	BRAKERILHT00000001559	A
rna-XM_056781898.1	A	BRAKERILHT00000001618	A
rna-XM_056781896.1	A	BRAKERILHT00000001001	A
rna-XM_056780541.1	A	BRAKERILHT00000014199	A
rna-XM_056781934.1	A	BRAKERILHT00000015181	A
rna-XM_056780659.1	A	BRAKERILHT00000001550	A
rna-XM_056781935.1	A	BRAKERILHT00000003696	A
rna-XM_056780664.1	A	BRAKERILHT00000009793	A
rna-XM_056780863.1	A	BRAKERILHT00000009480	A
rna-XM_056781040.1	A	BRAKERILHT00000002915	A
rna-XM_056780786.1	A	BRAKERILHT00000003053	A
rna-XM_056780363.1	A	BRAKERILHT00000002299	A
rna-XM_056780866.1	A	BRAKERILHT00000003894	A
rna-XM_056780867.1	A	BRAKERILHT00000013544	A
rna-XM_056781389.1	A	BRAKERILHT00000013283	A
rna-XM_056780234.1	A	BRAKERILHT00000010455	A
rna-XM_056780235.1	A	BRAKERILHT00000003467	A
rna-XM_056780238.1	A	BRAKERILHT00000005571	A
rna-XM_056780241.1	A	BRAKERILHT00000009969	A
rna-XM_056780677.1	A	BRAKERILHT00000010576	A
rna-XM_056781194.1	A	BRAKERILHT00000005159	A
rna-XM_056780377.1	A	BRAKERILHT00000004944	A
rna-XM_056780474.1	A	BRAKERILHT00000000417	A
rna-XM_056780475.1	A	BRAKERILHT00000001488	A
rna-XM_056780480.1	A	BRAKERILHT00000005144	A
rna-XM_056780477.1	A	BRAKERILHT00000001179	A
rna-XM_056780479.1	A	BRAKERILHT00000002154	A
rna-XM_056780483.1	A	BRAKERILHT00000012119	A
rna-XM_056780482.1	A	BRAKERILHT00000000241	A
rna-XM_056780486.1	A	BRAKERILHT00000000954	A
rna-XM_056780491.1	A	BRAKERILHT00000011062	A
rna-XM_056781358.1	A	BRAKERILHT00000015300	A
rna-XM_056780875.1	A	BRAKERILHT00000015120	A
rna-XM_056780626.1	A	BRAKERILHT00000014571	A
rna-XM_056780457.1	A	BRAKERILHT00000008114	A
rna-XM_056780458.1	A	BRAKERILHT00000006877	A
rna-XM_056781170.1	A	BRAKERILHT00000008086	A
rna-XM_056781536.1	A	BRAKERILHT00000007528	A
rna-XM_056781151.1	A	BRAKERILHT00000014918	A
rna-XM_056781148.1	A	BRAKERILHT00000015367	A
rna-XM_056780099.1	A	BRAKERILHT00000011376	A
rna-XM_056780097.1	A	BRAKERILHT00000011939	A
rna-XM_056780101.1	A	BRAKERILHT00000011879	A
rna-XM_056780117.1	A	BRAKERILHT00000008982	A
rna-XM_056780105.1	A	BRAKERILHT00000011481	A
rna-XM_056780122.1	A	BRAKERILHT00000003430	A
rna-XM_056780123.1	A	BRAKERILHT00000012185	A
rna-XM_056780118.1	A	BRAKERILHT00000002417	A
rna-XM_056780120.1	A	BRAKERILHT00000013742	A
rna-XM_056780124.1	A	BRAKERILHT00000000949	A
rna-XM_056780126.1	A	BRAKERILHT00000006763	A
rna-XM_056780127.1	A	BRAKERILHT00000007421	A
rna-XM_056780125.1	A	BRAKERILHT00000001234	A
rna-XM_056780134.1	A	BRAKERILHT00000015095	A
rna-XM_056780136.1	A	BRAKERILHT00000014325	A
rna-XM_056780137.1	A	BRAKERILHT00000014749	A
rna-XM_056780686.1	A	BRAKERILHT00000015534	A
rna-XM_056780692.1	A	BRAKERILHT00000014134	A
rna-XM_056780140.1	A	BRAKERILHT00000014914	A
rna-XM_056780142.1	A	BRAKERILHT00000015216	A
rna-XM_056780143.1	A	BRAKERILHT00000014055	A
rna-XM_056780144.1	A	BRAKERILHT00000014902	A
rna-XM_056780697.1	A	BRAKERILHT00000007923	A
rna-XM_056781585.1	A	BRAKERILHT00000014243	A
rna-XM_056780638.1	A	BRAKERILHT00000015169	A
rna-XM_056781356.1	A	BRAKERILHT00000001569	A
rna-XM_056781892.1	A	BRAKERILHT00000014760	A
rna-XM_056781890.1	A	BRAKERILHT00000006614	A
rna-XM_056781893.1	A	BRAKERILHT00000007062	A
rna-XM_056780714.1	A	BRAKERILHT00000008228	A
rna-XM_056780716.1	A	BRAKERILHT00000007989	A
rna-XM_056780718.1	A	BRAKERILHT00000007749	A
rna-XM_056780715.1	A	BRAKERILHT00000007338	A
rna-XM_056780864.1	A	BRAKERILHT00000001693	A
rna-XM_056781030.1	A	BRAKERILHT00000002159	A
rna-XM_056781542.1	A	BRAKERILHT00000006156	A
rna-XM_056780962.1	A	BRAKERILHT00000013463	A
rna-XM_056780965.1	A	BRAKERILHT00000013706	A
rna-XM_056780964.1	A	BRAKERILHT00000013607	A
rna-XM_056781944.1	A	BRAKERILHT00000015134	A
rna-XM_056781594.1	A	BRAKERILHT00000014613	A
rna-XM_056781592.1	A	BRAKERILHT00000015492	A
rna-XM_056781797.1	A	BRAKERILHT00000007066	A
rna-XM_056781152.1	A	BRAKERILHT00000010518	A
rna-XM_056781156.1	A	BRAKERILHT00000010653	A
rna-XM_056780529.1	A	BRAKERILHT00000012892	A
rna-XM_056781399.1	A	BRAKERILHT00000008452	A
rna-XM_056780738.1	A	BRAKERILHT00000014013	A
rna-XM_056781116.1	A	BRAKERILHT00000009111	A
rna-XM_056781119.1	A	BRAKERILHT00000010000	A
rna-XM_056780719.1	A	BRAKERILHT00000007460	A
rna-XM_056781126.1	A	BRAKERILHT00000003791	A
rna-XM_056781128.1	A	BRAKERILHT00000003304	A
rna-XM_056780655.1	A	BRAKERILHT00000012854	A
rna-XM_056780654.1	A	BRAKERILHT00000008987	A
rna-XM_056780724.1	A	BRAKERILHT00000009966	A
rna-XM_056780794.1	A	BRAKERILHT00000009617	A
rna-XM_056781588.1	A	BRAKERILHT00000008894	A
rna-XM_056780513.1	A	BRAKERILHT00000009257	A
rna-XM_056781548.1	A	BRAKERILHT00000009829	A
rna-XM_056782010.1	A	BRAKERILHT00000008559	A
rna-XM_056780814.1	A	BRAKERILHT00000004355	A
rna-XM_056780994.1	A	BRAKERILHT00000000878	A
rna-XM_056780666.1	A	BRAKERILHT00000006849	A
rna-XM_056780740.1	A	BRAKERILHT00000000995	A
rna-XM_056781525.1	A	BRAKERILHT00000007400	A
rna-XM_056781528.1	A	BRAKERILHT00000009556	A
rna-XM_056781530.1	A	BRAKERILHT00000009452	A
rna-XM_056781531.1	A	BRAKERILHT00000008490	A
rna-XM_056781533.1	A	BRAKERILHT00000008916	A
rna-XM_056781633.1	A	BRAKERILHT00000003207	A
rna-XM_056781632.1	A	BRAKERILHT00000009169	A
rna-XM_056781631.1	A	BRAKERILHT00000007843	A
rna-XM_056781636.1	A	BRAKERILHT00000000716	A
rna-XM_056780721.1	A	BRAKERILHT00000001139	A
rna-XM_056782232.1	A	BRAKERILHT00000001649	A
rna-XM_056782231.1	A	BRAKERILHT00000001159	A
rna-XM_056782230.1	A	BRAKERILHT00000001604	A
rna-XM_056780910.1	A	BRAKERILHT00000002065	A
rna-XM_056780078.1	A	BRAKERILHT00000007025	A
rna-XM_056780084.1	A	BRAKERILHT00000010726	A
rna-XM_056780081.1	A	BRAKERILHT00000000733	A
rna-XM_056780076.1	A	BRAKERILHT00000007018	A
rna-XM_056780351.1	A	BRAKERILHT00000000612	A
rna-XM_056782069.1	A	BRAKERILHT00000002101	A
rna-XM_056782078.1	A	BRAKERILHT00000001502	A
rna-XM_056782079.1	A	BRAKERILHT00000001283	A
rna-XM_056782080.1	A	BRAKERILHT00000001227	A
rna-XM_056781961.1	A	BRAKERILHT00000000343	A
rna-XM_056780249.1	A	BRAKERILHT00000009894	A
rna-XM_056780246.1	A	BRAKERILHT00000005226	A
rna-XM_056780250.1	A	BRAKERILHT00000009199	A
rna-XM_056780675.1	A	BRAKERILHT00000004802	A
rna-XM_056781006.1	A	BRAKERILHT00000010258	A
rna-XM_056780749.1	A	BRAKERILHT00000009377	A
rna-XM_056780408.1	A	BRAKERILHT00000009056	A
rna-XM_056780409.1	A	BRAKERILHT00000014818	A
rna-XM_056780405.1	A	BRAKERILHT00000014139	A
rna-XM_056780751.1	A	BRAKERILHT00000002064	A
rna-XM_056780428.1	A	BRAKERILHT00000015093	A
rna-XM_056781404.1	A	BRAKERILHT00000006716	A
rna-XM_056781405.1	A	BRAKERILHT00000007761	A
rna-XM_056781406.1	A	BRAKERILHT00000006518	A
rna-XM_056781410.1	A	BRAKERILHT00000007951	A
rna-XM_056781417.1	A	BRAKERILHT00000006802	A
rna-XM_056781423.1	A	BRAKERILHT00000006092	A
rna-XM_056781424.1	A	BRAKERILHT00000006127	A
rna-XM_056781427.1	A	BRAKERILHT00000004539	A
rna-XM_056781428.1	A	BRAKERILHT00000005465	A
rna-XM_056781429.1	A	BRAKERILHT00000004962	A
rna-XM_056781431.1	A	BRAKERILHT00000002056	A
rna-XM_056781436.1	A	BRAKERILHT00000005030	A
rna-XM_056781438.1	A	BRAKERILHT00000005233	A
rna-XM_056781441.1	A	BRAKERILHT00000004495	A
rna-XM_056781449.1	A	BRAKERILHT00000006083	A
rna-XM_056781480.1	A	BRAKERILHT00000005178	A
rna-XM_056781483.1	A	BRAKERILHT00000000379	A
rna-XM_056781484.1	A	BRAKERILHT00000011093	A
rna-XM_056780765.1	A	BRAKERILHT00000017939	X
rna-XM_056781487.1	A	BRAKERILHT00000016604	A
rna-XM_056781488.1	A	BRAKERILHT00000015967	A
rna-XM_056781297.1	A	BRAKERILHT00000015841	A
rna-XM_056780370.1	A	BRAKERILHT00000016983	A
rna-XM_056780367.1	A	BRAKERILHT00000016899	A
rna-XM_056781390.1	A	BRAKERILHT00000015705	A
rna-XM_056780747.1	A	BRAKERILHT00000015809	A
rna-XM_056780772.1	A	BRAKERILHT00000011406	A
rna-XM_056780543.1	A	BRAKERILHT00000016759	A
rna-XM_056780546.1	A	BRAKERILHT00000015675	A
rna-XM_056780558.1	A	BRAKERILHT00000015818	A
rna-XM_056780774.1	A	BRAKERILHT00000009386	A
rna-XM_056780323.1	A	BRAKERILHT00000008687	A
rna-XM_056780322.1	A	BRAKERILHT00000016729	A
rna-XM_056780438.1	A	BRAKERILHT00000005810	A
rna-XM_056781970.1	A	BRAKERILHT00000016142	A
rna-XM_056781972.1	A	BRAKERILHT00000015715	A
rna-XM_056781981.1	A	BRAKERILHT00000016816	A
rna-XM_056781979.1	A	BRAKERILHT00000015733	A
rna-XM_056781971.1	A	BRAKERILHT00000014034	A
rna-XM_056780781.1	A	BRAKERILHT00000014481	A
rna-XM_056781541.1	A	BRAKERILHT00000014419	A
rna-XM_056782209.1	A	BRAKERILHT00000001444	A
rna-XM_056780787.1	A	BRAKERILHT00000000485	A
rna-XM_056780796.1	A	BRAKERILHT00000000944	A
rna-XM_056780553.1	A	BRAKERILHT00000006084	A
rna-XM_056780555.1	A	BRAKERILHT00000000928	A
rna-XM_056780406.1	A	BRAKERILHT00000002996	A
rna-XM_056780549.1	A	BRAKERILHT00000009864	A
rna-XM_056780550.1	A	BRAKERILHT00000000737	A
rna-XM_056781862.1	A	BRAKERILHT00000009729	A
rna-XM_056781864.1	A	BRAKERILHT00000010193	A
rna-XM_056781865.1	A	BRAKERILHT00000010254	A
rna-XM_056781866.1	A	BRAKERILHT00000016031	A
rna-XM_056780251.1	A	BRAKERILHT00000014763	A
rna-XM_056780256.1	A	BRAKERILHT00000008746	A
rna-XM_056780858.1	A	BRAKERILHT00000010056	A
rna-XM_056780640.1	A	BRAKERILHT00000008811	A
rna-XM_056780218.1	A	BRAKERILHT00000008726	A
rna-XM_056780222.1	A	BRAKERILHT00000015267	A
rna-XM_056782087.1	A	BRAKERILHT00000012848	A
rna-XM_056780211.1	A	BRAKERILHT00000006589	A
rna-XM_056780212.1	A	BRAKERILHT00000007490	A
rna-XM_056780216.1	A	BRAKERILHT00000007889	A
rna-XM_056780213.1	A	BRAKERILHT00000001974	A
rna-XM_056780563.1	A	BRAKERILHT00000014897	A
rna-XM_056780564.1	A	BRAKERILHT00000016276	A
rna-XM_056781504.1	A	BRAKERILHT00000014286	A
rna-XM_056781502.1	A	BRAKERILHT00000014574	A
rna-XM_056780806.1	A	BRAKERILHT00000013402	A
rna-XM_056780813.1	A	BRAKERILHT00000014457	A
rna-XM_056780723.1	A	BRAKERILHT00000011574	A
rna-XM_056782054.1	A	BRAKERILHT00000016118	A
rna-XM_056782055.1	A	BRAKERILHT00000016781	A
rna-XM_056782052.1	A	BRAKERILHT00000016265	A
rna-XM_056782057.1	A	BRAKERILHT00000015649	A
rna-XM_056780269.1	A	BRAKERILHT00000004399	A
rna-XM_056780270.1	A	BRAKERILHT00000003262	A
rna-XM_056780268.1	A	BRAKERILHT00000014329	A
rna-XM_056780273.1	A	BRAKERILHT00000003345	A
rna-XM_056780271.1	A	BRAKERILHT00000002225	A
rna-XM_056780263.1	A	BRAKERILHT00000003900	A
rna-XM_056780265.1	A	BRAKERILHT00000003062	A
rna-XM_056780960.1	A	BRAKERILHT00000003450	A
rna-XM_056781160.1	A	BRAKERILHT00000004029	A
rna-XM_056781161.1	A	BRAKERILHT00000004139	A
rna-XM_056781114.1	A	BRAKERILHT00000016552	A
rna-XM_056781112.1	A	BRAKERILHT00000011781	A
rna-XM_056781115.1	A	BRAKERILHT00000007445	A
rna-XM_056780931.1	A	BRAKERILHT00000015463	A
rna-XM_056780929.1	A	BRAKERILHT00000011528	A
rna-XM_056780932.1	A	BRAKERILHT00000007105	A
rna-XM_056780831.1	A	BRAKERILHT00000010555	A
rna-XM_056780940.1	A	BRAKERILHT00000014166	A
rna-XM_056780941.1	A	BRAKERILHT00000015601	A
rna-XM_056782195.1	A	BRAKERILHT00000013443	A
rna-XM_056780880.1	A	BRAKERILHT00000013913	A
rna-XM_056781319.1	A	BRAKERILHT00000016670	A
rna-XM_056781322.1	A	BRAKERILHT00000014631	A
rna-XM_056780961.1	A	BRAKERILHT00000011223	A
rna-XM_056780832.1	A	BRAKERILHT00000013739	A
rna-XM_056781591.1	A	BRAKERILHT00000013499	A
rna-XM_056781014.1	A	BRAKERILHT00000010524	A
rna-XM_056780338.1	A	BRAKERILHT00000014351	A
rna-XM_056780186.1	A	BRAKERILHT00000002480	A
rna-XM_056780187.1	A	BRAKERILHT00000007223	A
rna-XM_056781626.1	A	BRAKERILHT00000005601	A
rna-XM_056780954.1	A	BRAKERILHT00000005099	A
rna-XM_056780779.1	A	BRAKERILHT00000003330	A
rna-XM_056780379.1	A	BRAKERILHT00000014629	A
rna-XM_056780834.1	A	BRAKERILHT00000008374	A
rna-XM_056780741.1	A	BRAKERILHT00000014609	A
rna-XM_056781365.1	A	BRAKERILHT00000001418	A
rna-XM_056780673.1	A	BRAKERILHT00000014371	A
rna-XM_056780073.1	A	BRAKERILHT00000007905	A
rna-XM_056781982.1	A	BRAKERILHT00000000986	A
rna-XM_056781984.1	A	BRAKERILHT00000016846	A
rna-XM_056780928.1	A	BRAKERILHT00000016043	A
rna-XM_056781589.1	A	BRAKERILHT00000015938	A
rna-XM_056780854.1	A	BRAKERILHT00000005533	A
rna-XM_056780871.1	A	BRAKERILHT00000016503	A
rna-XM_056780151.1	A	BRAKERILHT00000014895	A
rna-XM_056780148.1	A	BRAKERILHT00000014998	A
rna-XM_056781222.1	A	BRAKERILHT00000017896	X
rna-XM_056780767.1	A	BRAKERILHT00000016803	A
rna-XM_056781660.1	A	BRAKERILHT00000011910	A
rna-XM_056781654.1	A	BRAKERILHT00000006129	A
rna-XM_056781661.1	A	BRAKERILHT00000004763	A
rna-XM_056781562.1	A	BRAKERILHT00000012532	A
rna-XM_056780987.1	A	BRAKERILHT00000000772	A
rna-XM_056780287.1	A	BRAKERILHT00000013924	A
rna-XM_056780872.1	A	BRAKERILHT00000012809	A
rna-XM_056780306.1	A	BRAKERILHT00000013001	A
rna-XM_056780310.1	A	BRAKERILHT00000016819	A
rna-XM_056780312.1	A	BRAKERILHT00000011010	A
rna-XM_056781693.1	A	BRAKERILHT00000005205	A
rna-XM_056781664.1	A	BRAKERILHT00000017245	X
rna-XM_056781715.1	A	BRAKERILHT00000017068	X
rna-XM_056781717.1	A	BRAKERILHT00000010549	A
rna-XM_056780337.1	A	BRAKERILHT00000011634	A
rna-XM_056781078.1	A	BRAKERILHT00000014531	A
rna-XM_056781080.1	A	BRAKERILHT00000014969	A
rna-XM_056781733.1	A	BRAKERILHT00000001538	A
rna-XM_056780862.1	A	BRAKERILHT00000015262	A
rna-XM_056780582.1	A	BRAKERILHT00000013767	A
rna-XM_056781800.1	A	BRAKERILHT00000011881	A
rna-XM_056781808.1	A	BRAKERILHT00000001780	A
rna-XM_056781809.1	A	BRAKERILHT00000011556	A
rna-XM_056781811.1	A	BRAKERILHT00000014108	A
rna-XM_056781813.1	A	BRAKERILHT00000015135	A
rna-XM_056781816.1	A	BRAKERILHT00000010782	A
rna-XM_056781818.1	A	BRAKERILHT00000013081	A
rna-XM_056781815.1	A	BRAKERILHT00000011529	A
rna-XM_056781819.1	A	BRAKERILHT00000005052	A
rna-XM_056781821.1	A	BRAKERILHT00000014684	A
rna-XM_056781822.1	A	BRAKERILHT00000005487	A
rna-XM_056781826.1	A	BRAKERILHT00000012558	A
rna-XM_056781827.1	A	BRAKERILHT00000014074	A
rna-XM_056781832.1	A	BRAKERILHT00000014930	A
rna-XM_056781838.1	A	BRAKERILHT00000003934	A
rna-XM_056780685.1	A	BRAKERILHT00000016734	A
rna-XM_056781740.1	A	BRAKERILHT00000016895	A
rna-XM_056780744.1	A	BRAKERILHT00000015813	A
rna-XM_056781741.1	A	BRAKERILHT00000001366	A
rna-XM_056781168.1	A	BRAKERILHT00000000447	A
rna-XM_056781169.1	A	BRAKERILHT00000016392	A
rna-XM_056780561.1	A	BRAKERILHT00000005887	A
rna-XM_056780074.1	A	BRAKERILHT00000001331	A
rna-XM_056780075.1	A	BRAKERILHT00000001641	A
rna-XM_056780809.1	A	BRAKERILHT00000001675	A
rna-XM_056780587.1	A	BRAKERILHT00000008641	A
rna-XM_056781522.1	A	BRAKERILHT00000004871	A
rna-XM_056780512.1	A	BRAKERILHT00000010988	A
rna-XM_056782201.1	A	BRAKERILHT00000001909	A
rna-XM_056782207.1	A	BRAKERILHT00000014324	A
rna-XM_056782208.1	A	BRAKERILHT00000015335	A
rna-XM_056780569.1	A	BRAKERILHT00000001657	A
rna-XM_056781742.1	A	BRAKERILHT00000007914	A
rna-XM_056781342.1	A	BRAKERILHT00000008347	A
rna-XM_056782083.1	A	BRAKERILHT00000015847	A
rna-XM_056781325.1	A	BRAKERILHT00000015022	A
rna-XM_056780504.1	A	BRAKERILHT00000013508	A
rna-XM_056781316.1	A	BRAKERILHT00000008008	A
rna-XM_056780978.1	A	BRAKERILHT00000008233	A
rna-XM_056780826.1	A	BRAKERILHT00000006540	A
rna-XM_056781517.1	A	BRAKERILHT00000008431	A
rna-XM_056780096.1	A	BRAKERILHT00000007861	A
rna-XM_056780092.1	A	BRAKERILHT00000007052	A
rna-XM_056780583.1	A	BRAKERILHT00000015533	A
rna-XM_056780407.1	A	BRAKERILHT00000000017	A
rna-XM_056782221.1	A	BRAKERILHT00000000646	A
rna-XM_056782213.1	A	BRAKERILHT00000001211	A
rna-XM_056782222.1	A	BRAKERILHT00000002149	A
rna-XM_056780454.1	A	BRAKERILHT00000000082	A
rna-XM_056782128.1	A	BRAKERILHT00000015897	A
rna-XM_056781744.1	A	BRAKERILHT00000013071	A
rna-XM_056781016.1	A	BRAKERILHT00000013794	A
rna-XM_056781029.1	A	BRAKERILHT00000012726	A
rna-XM_056781745.1	A	BRAKERILHT00000013533	A
rna-XM_056781859.1	A	BRAKERILHT00000011050	A
rna-XM_056781561.1	A	BRAKERILHT00000010984	A
rna-XM_056780778.1	A	BRAKERILHT00000011705	A
rna-XM_056780777.1	A	BRAKERILHT00000010893	A
rna-XM_056780776.1	A	BRAKERILHT00000012123	A
rna-XM_056781033.1	A	BRAKERILHT00000010611	A
rna-XM_056781648.1	A	BRAKERILHT00000010801	A
rna-XM_056780997.1	A	BRAKERILHT00000010631	A
rna-XM_056780996.1	A	BRAKERILHT00000010920	A
rna-XM_056781035.1	A	BRAKERILHT00000011873	A
rna-XM_056781018.1	A	BRAKERILHT00000003625	A
rna-XM_056781019.1	A	BRAKERILHT00000013651	A
rna-XM_056781392.1	A	BRAKERILHT00000005800	A
rna-XM_056780678.1	A	BRAKERILHT00000005235	A
rna-XM_056780950.1	A	BRAKERILHT00000005675	A
rna-XM_056781749.1	A	BRAKERILHT00000005669	A
rna-XM_056780547.1	A	BRAKERILHT00000005219	A
rna-XM_056781107.1	A	BRAKERILHT00000005303	A
rna-XM_056781121.1	A	BRAKERILHT00000002738	A
rna-XM_056781122.1	A	BRAKERILHT00000015306	A
rna-XM_056781120.1	A	BRAKERILHT00000014873	A
rna-XM_056781666.1	A	BRAKERILHT00000014189	A
rna-XM_056780887.1	A	BRAKERILHT00000006148	A
rna-XM_056780886.1	A	BRAKERILHT00000010945	A
rna-XM_056780890.1	A	BRAKERILHT00000006232	A
rna-XM_056780889.1	A	BRAKERILHT00000016977	A
rna-XM_056780896.1	A	BRAKERILHT00000016086	A
rna-XM_056780899.1	A	BRAKERILHT00000016848	A
rna-XM_056780894.1	A	BRAKERILHT00000014077	A
rna-XM_056780893.1	A	BRAKERILHT00000015552	A
rna-XM_056781396.1	A	BRAKERILHT00000012402	A
rna-XM_056781381.1	A	BRAKERILHT00000014758	A
rna-XM_056781374.1	A	BRAKERILHT00000014312	A
