C_chinensis	chromosome	A_obtectus	chromosome
anno1.g9920.t1	A	anno1.g528.t1	A
anno1.g9921.t1	A	anno1.g4260.t1	A
anno1.g9922.t1	A	anno1.g3106.t1	A
anno1.g1699.t1	A	anno1.g1133.t1	A
anno1.g1700.t1	A	anno1.g1131.t1	A
anno1.g1701.t1	A	anno1.g1128.t1	A
anno1.g9849.t1	A	anno1.g5079.t1	A
anno1.g9851.t1	A	anno1.g12441.t1	A
anno1.g9852.t1	A	anno1.g11919.t1	A
anno1.g9853.t1	A	anno1.g12442.t2	A
anno1.g9854.t1	A	anno1.g12443.t1	A
anno1.g9855.t1	A	anno1.g12444.t1	A
anno1.g9856.t2	A	anno1.g12445.t3	A
anno1.g9857.t1	A	anno1.g12446.t1	A
anno1.g9860.t1	A	anno1.g12449.t1	A
anno1.g9861.t1	A	anno1.g12482.t1	A
anno1.g9862.t2	A	anno1.g12481.t1	A
anno1.g9863.t1	A	anno1.g12418.t1	A
anno1.g9864.t1	A	anno1.g12480.t1	A
anno1.g9867.t1	A	anno1.g1734.t1	X
anno1.g9869.t1	A	anno1.g12479.t1	A
anno1.g9870.t1	A	anno1.g12478.t1	A
anno1.g9871.t1	A	anno1.g12477.t1	A
anno1.g9872.t2	A	anno1.g12476.t2	A
anno1.g9873.t2	A	anno1.g12475.t2	A
anno1.g9874.t1	A	anno1.g12474.t1	A
anno1.g9875.t1	A	anno1.g5816.t1	A
anno1.g9876.t1	A	anno1.g12473.t1	A
anno1.g9877.t1	A	anno1.g12472.t1	A
anno1.g9879.t2	A	anno1.g12051.t1	A
anno1.g9880.t2	A	anno1.g12471.t1	A
anno1.g9881.t3	A	anno1.g12470.t1	A
anno1.g9882.t1	A	anno1.g12469.t1	A
anno1.g9883.t1	A	anno1.g12468.t1	A
anno1.g9884.t1	A	anno1.g12467.t1	A
anno1.g9887.t1	A	anno1.g12466.t1	A
anno1.g9888.t2	A	anno1.g12465.t1	A
anno1.g9889.t1	A	anno1.g5577.t1	A
anno1.g9890.t1	A	anno1.g12464.t1	A
anno1.g9891.t1	A	anno1.g12462.t1	A
anno1.g9892.t1	A	anno1.g12461.t1	A
anno1.g9893.t1	A	anno1.g12460.t1	A
anno1.g9896.t1	A	anno1.g7123.t1	A
anno1.g9900.t1	A	anno1.g12452.t1	A
anno1.g9901.t1	A	anno1.g12453.t1	A
anno1.g9902.t1	A	anno1.g12454.t1	A
anno1.g9903.t1	A	anno1.g12455.t1	A
anno1.g9904.t1	A	anno1.g12456.t1	A
anno1.g9905.t1	A	anno1.g4798.t1	A
anno1.g9837.t1	A	anno1.g7722.t1	A
anno1.g9838.t1	A	anno1.g8767.t1	A
anno1.g9813.t1	A	anno1.g4242.t1	A
anno1.g9814.t1	A	anno1.g4241.t1	A
anno1.g9815.t1	A	anno1.g4240.t1	A
anno1.g9816.t3	A	anno1.g4239.t1	A
anno1.g9817.t1	A	anno1.g4238.t1	A
anno1.g9818.t3	A	anno1.g4237.t2	A
anno1.g9819.t1	A	anno1.g4247.t1	A
anno1.g9820.t1	A	anno1.g4246.t1	A
anno1.g9821.t3	A	anno1.g4248.t1	A
anno1.g9797.t1	A	anno1.g7772.t1	A
anno1.g9799.t1	A	anno1.g7773.t1	A
anno1.g9800.t1	A	anno1.g7774.t1	A
anno1.g9801.t3	A	anno1.g7775.t1	A
anno1.g9802.t1	A	anno1.g7776.t1	A
anno1.g9787.t1	A	anno1.g8101.t1	A
anno1.g9788.t3	A	anno1.g8100.t4	A
anno1.g1686.t1	A	anno1.g3261.t1	A
anno1.g1687.t1	A	anno1.g8811.t1	A
anno1.g1688.t1	A	anno1.g8809.t1	A
anno1.g9763.t1	A	anno1.g5727.t1	A
anno1.g9764.t2	A	anno1.g5728.t1	A
anno1.g9765.t1	A	anno1.g5730.t1	A
anno1.g9766.t1	A	anno1.g5689.t1	A
anno1.g9767.t1	A	anno1.g5690.t1	A
anno1.g9768.t1	A	anno1.g5692.t1	A
anno1.g9769.t1	A	anno1.g5693.t1	A
anno1.g9770.t1	A	anno1.g5694.t3	A
anno1.g9771.t1	A	anno1.g1759.t2	X
anno1.g9773.t2	A	anno1.g5695.t3	A
anno1.g9775.t2	A	anno1.g5696.t2	A
anno1.g9776.t1	A	anno1.g5589.t1	A
anno1.g9777.t1	A	anno1.g5590.t1	A
anno1.g9778.t1	A	anno1.g5591.t1	A
anno1.g9779.t1	A	anno1.g5592.t1	A
anno1.g1683.t1	A	anno1.g4276.t1	A
anno1.g1685.t1	A	anno1.g4274.t1	A
anno1.g9736.t1	A	anno1.g3715.t1	A
anno1.g9737.t1	A	anno1.g3693.t1	A
anno1.g9738.t1	A	anno1.g3716.t1	A
anno1.g9739.t2	A	anno1.g3695.t2	A
anno1.g9740.t1	A	anno1.g3869.t1	A
anno1.g9741.t1	A	anno1.g3870.t1	A
anno1.g9742.t1	A	anno1.g3871.t1	A
anno1.g9743.t1	A	anno1.g3876.t1	A
anno1.g9744.t1	A	anno1.g3875.t1	A
anno1.g9745.t1	A	anno1.g3874.t1	A
anno1.g9746.t2	A	anno1.g3873.t2	A
anno1.g9747.t1	A	anno1.g10509.t1	A
anno1.g9748.t1	A	anno1.g3877.t1	A
anno1.g9749.t1	A	anno1.g3878.t1	A
anno1.g9750.t1	A	anno1.g3879.t1	A
anno1.g9752.t3	A	anno1.g3880.t1	A
anno1.g9753.t1	A	anno1.g3881.t1	A
anno1.g9754.t1	A	anno1.g3882.t1	A
anno1.g9755.t1	A	anno1.g3883.t1	A
anno1.g9756.t1	A	anno1.g3884.t1	A
anno1.g9758.t4	A	anno1.g3886.t2	A
anno1.g9760.t1	A	anno1.g3887.t1	A
anno1.g9723.t1	A	anno1.g5318.t1	A
anno1.g9724.t2	A	anno1.g5317.t2	A
anno1.g9631.t2	A	anno1.g11660.t2	A
anno1.g9632.t1	A	anno1.g11661.t1	A
anno1.g9633.t1	A	anno1.g11662.t1	A
anno1.g9635.t1	A	anno1.g11664.t2	A
anno1.g9634.t4	A	anno1.g11663.t3	A
anno1.g9636.t1	A	anno1.g11665.t1	A
anno1.g9637.t1	A	anno1.g11667.t1	A
anno1.g9638.t1	A	anno1.g11668.t1	A
anno1.g9639.t1	A	anno1.g11669.t1	A
anno1.g9640.t2	A	anno1.g11670.t1	A
anno1.g9641.t1	A	anno1.g11671.t1	A
anno1.g9642.t1	A	anno1.g11672.t1	A
anno1.g9643.t1	A	anno1.g11673.t1	A
anno1.g9644.t2	A	anno1.g11674.t1	A
anno1.g9645.t2	A	anno1.g11675.t1	A
anno1.g9646.t1	A	anno1.g11676.t1	A
anno1.g9647.t2	A	anno1.g11677.t2	A
anno1.g9648.t1	A	anno1.g11678.t2	A
anno1.g9650.t2	A	anno1.g11443.t1	A
anno1.g9651.t1	A	anno1.g11442.t1	A
anno1.g9652.t2	A	anno1.g11441.t1	A
anno1.g9653.t1	A	anno1.g11440.t2	A
anno1.g9655.t1	A	anno1.g11439.t1	A
anno1.g9656.t1	A	anno1.g11437.t1	A
anno1.g9657.t2	A	anno1.g11436.t1	A
anno1.g9658.t1	A	anno1.g11435.t1	A
anno1.g9659.t1	A	anno1.g11433.t1	A
anno1.g9660.t1	A	anno1.g11432.t1	A
anno1.g9661.t1	A	anno1.g11449.t1	A
anno1.g9662.t1	A	anno1.g11681.t1	A
anno1.g9663.t1	A	anno1.g11682.t1	A
anno1.g9664.t2	A	anno1.g11029.t1	A
anno1.g9665.t1	A	anno1.g11683.t1	A
anno1.g9666.t2	A	anno1.g11684.t1	A
anno1.g9667.t1	A	anno1.g11685.t1	A
anno1.g9668.t1	A	anno1.g11686.t1	A
anno1.g9669.t1	A	anno1.g11687.t1	A
anno1.g9670.t1	A	anno1.g11688.t1	A
anno1.g9671.t1	A	anno1.g11689.t1	A
anno1.g9672.t1	A	anno1.g11690.t1	A
anno1.g9673.t1	A	anno1.g11691.t1	A
anno1.g9674.t1	A	anno1.g11693.t1	A
anno1.g9675.t1	A	anno1.g11695.t1	A
anno1.g9677.t1	A	anno1.g11696.t1	A
anno1.g9678.t3	A	anno1.g11697.t1	A
anno1.g9679.t1	A	anno1.g11698.t1	A
anno1.g9681.t4	A	anno1.g11699.t3	A
anno1.g9682.t1	A	anno1.g11700.t2	A
anno1.g9683.t1	A	anno1.g11701.t1	A
anno1.g9684.t1	A	anno1.g11702.t2	A
anno1.g9685.t1	A	anno1.g11703.t2	A
anno1.g9687.t1	A	anno1.g11705.t1	A
anno1.g9688.t1	A	anno1.g11706.t1	A
anno1.g9689.t2	A	anno1.g11707.t2	A
anno1.g9690.t1	A	anno1.g11708.t1	A
anno1.g9692.t1	A	anno1.g11710.t1	A
anno1.g9693.t1	A	anno1.g11711.t1	A
anno1.g9694.t1	A	anno1.g11712.t1	A
anno1.g9695.t1	A	anno1.g11713.t1	A
anno1.g9696.t1	A	anno1.g11714.t1	A
anno1.g9697.t1	A	anno1.g11716.t1	A
anno1.g9698.t1	A	anno1.g11717.t1	A
anno1.g9699.t1	A	anno1.g11720.t1	A
anno1.g9700.t1	A	anno1.g11721.t1	A
anno1.g9701.t1	A	anno1.g11722.t1	A
anno1.g9703.t1	A	anno1.g11723.t1	A
anno1.g9704.t1	A	anno1.g11724.t3	A
anno1.g9705.t1	A	anno1.g11726.t1	A
anno1.g9624.t1	A	anno1.g7875.t2	A
anno1.g9625.t1	A	anno1.g7876.t1	A
anno1.g9626.t1	A	anno1.g7651.t1	A
anno1.g9627.t1	A	anno1.g7652.t1	A
anno1.g9614.t1	A	anno1.g4141.t1	A
anno1.g9606.t1	A	anno1.g13197.t2	A
anno1.g9607.t1	A	anno1.g13198.t1	A
anno1.g9608.t1	A	anno1.g6950.t1	A
anno1.g9609.t1	A	anno1.g13200.t1	A
anno1.g1677.t3	A	anno1.g326.t1	A
anno1.g9586.t1	X	anno1.g2057.t1	X
anno1.g9587.t1	X	anno1.g2058.t1	X
anno1.g9588.t2	X	anno1.g2059.t1	X
anno1.g9589.t1	X	anno1.g2060.t2	X
anno1.g9590.t1	X	anno1.g2061.t1	X
anno1.g9591.t1	X	anno1.g6715.t1	A
anno1.g9592.t1	X	anno1.g2062.t1	X
anno1.g9593.t4	X	anno1.g2063.t2	X
anno1.g9573.t1	A	anno1.g9381.t1	A
anno1.g9574.t2	A	anno1.g8376.t1	A
anno1.g9575.t1	A	anno1.g9382.t1	A
anno1.g9576.t1	A	anno1.g9383.t1	A
anno1.g1627.t1	A	anno1.g8494.t1	A
anno1.g1629.t1	A	anno1.g8493.t1	A
anno1.g1630.t1	A	anno1.g8492.t1	A
anno1.g1631.t1	A	anno1.g8491.t1	A
anno1.g1632.t2	A	anno1.g8489.t1	A
anno1.g1633.t1	A	anno1.g8488.t1	A
anno1.g1634.t1	A	anno1.g8485.t1	A
anno1.g1635.t2	A	anno1.g8486.t1	A
anno1.g1636.t2	A	anno1.g8477.t2	A
anno1.g1637.t1	A	anno1.g8476.t1	A
anno1.g1638.t1	A	anno1.g8475.t2	A
anno1.g1639.t1	A	anno1.g8474.t2	A
anno1.g1640.t1	A	anno1.g8473.t1	A
anno1.g1641.t2	A	anno1.g8472.t1	A
anno1.g1642.t1	A	anno1.g8471.t1	A
anno1.g1643.t1	A	anno1.g8470.t1	A
anno1.g1644.t1	A	anno1.g8469.t1	A
anno1.g1645.t1	A	anno1.g8468.t3	A
anno1.g1646.t1	A	anno1.g8467.t1	A
anno1.g1647.t1	A	anno1.g8466.t1	A
anno1.g1648.t1	A	anno1.g8465.t1	A
anno1.g1649.t1	A	anno1.g8464.t1	A
anno1.g1651.t1	A	anno1.g8463.t1	A
anno1.g1652.t1	A	anno1.g8460.t1	A
anno1.g1653.t1	A	anno1.g8459.t1	A
anno1.g1654.t1	A	anno1.g8458.t1	A
anno1.g1655.t1	A	anno1.g8457.t1	A
anno1.g1657.t1	A	anno1.g8456.t1	A
anno1.g1660.t1	A	anno1.g8455.t1	A
anno1.g1661.t1	A	anno1.g8454.t1	A
anno1.g1662.t1	A	anno1.g8453.t1	A
anno1.g1663.t1	A	anno1.g8452.t1	A
anno1.g1664.t2	A	anno1.g8451.t1	A
anno1.g1665.t1	A	anno1.g8448.t1	A
anno1.g1666.t2	A	anno1.g8447.t2	A
anno1.g1667.t1	A	anno1.g8446.t1	A
anno1.g1668.t1	A	anno1.g8445.t1	A
anno1.g1669.t1	A	anno1.g8444.t1	A
anno1.g1670.t1	A	anno1.g8443.t1	A
anno1.g1671.t1	A	anno1.g8442.t1	A
anno1.g1672.t1	A	anno1.g8441.t1	A
anno1.g1673.t1	A	anno1.g5810.t1	A
anno1.g1674.t2	A	anno1.g5811.t1	A
anno1.g1675.t1	A	anno1.g5812.t2	A
anno1.g9556.t1	A	anno1.g126.t1	A
anno1.g9557.t1	A	anno1.g125.t1	A
anno1.g9559.t1	A	anno1.g121.t1	A
anno1.g9560.t2	A	anno1.g1075.t1	A
anno1.g9562.t1	A	anno1.g1055.t1	A
anno1.g9563.t1	A	anno1.g1060.t4	A
anno1.g1622.t1	A	anno1.g9014.t1	A
anno1.g1624.t1	A	anno1.g13137.t1	A
anno1.g9548.t1	A	anno1.g6553.t1	A
anno1.g9497.t1	A	anno1.g4444.t1	A
anno1.g9498.t1	A	anno1.g4443.t1	A
anno1.g9500.t1	A	anno1.g4442.t1	A
anno1.g9501.t1	A	anno1.g4440.t1	A
anno1.g9502.t1	A	anno1.g14384.t1	A
anno1.g9503.t1	A	anno1.g14385.t1	A
anno1.g9504.t1	A	anno1.g4437.t1	A
anno1.g9505.t1	A	anno1.g4436.t1	A
anno1.g9506.t1	A	anno1.g4435.t1	A
anno1.g9507.t1	A	anno1.g4432.t1	A
anno1.g9508.t1	A	anno1.g4433.t1	A
anno1.g9510.t1	A	anno1.g4434.t1	A
anno1.g9511.t2	A	anno1.g4431.t5	A
anno1.g9512.t2	A	anno1.g4430.t2	A
anno1.g9513.t1	A	anno1.g4429.t1	A
anno1.g9514.t1	A	anno1.g4427.t1	A
anno1.g9516.t1	A	anno1.g4425.t1	A
anno1.g9517.t1	A	anno1.g4424.t1	A
anno1.g9518.t1	A	anno1.g4423.t1	A
anno1.g9519.t1	A	anno1.g4422.t1	A
anno1.g9520.t2	A	anno1.g4421.t2	A
anno1.g9521.t1	A	anno1.g4420.t1	A
anno1.g9522.t5	A	anno1.g4419.t1	A
anno1.g9524.t1	A	anno1.g4418.t1	A
anno1.g9525.t1	A	anno1.g4416.t1	A
anno1.g9527.t1	A	anno1.g11305.t1	A
anno1.g9528.t1	A	anno1.g4413.t1	A
anno1.g9529.t1	A	anno1.g4412.t1	A
anno1.g9530.t2	A	anno1.g5325.t1	A
anno1.g9531.t1	A	anno1.g4533.t1	A
anno1.g9532.t1	A	anno1.g4531.t4	A
anno1.g9533.t1	A	anno1.g4534.t1	A
anno1.g9534.t1	A	anno1.g4060.t1	A
anno1.g9535.t1	A	anno1.g4536.t1	A
anno1.g9536.t3	A	anno1.g5740.t1	A
anno1.g9537.t1	A	anno1.g4568.t1	A
anno1.g9538.t1	A	anno1.g4569.t1	A
anno1.g9539.t1	A	anno1.g4570.t2	A
anno1.g9540.t2	A	anno1.g4554.t2	A
anno1.g9541.t2	A	anno1.g4553.t1	A
anno1.g9542.t2	A	anno1.g4551.t1	A
anno1.g9452.t1	X	anno1.g2019.t4	X
anno1.g9453.t1	X	anno1.g2018.t1	X
anno1.g9456.t1	X	anno1.g2016.t1	X
anno1.g9458.t1	X	anno1.g2053.t1	X
anno1.g9459.t1	X	anno1.g2036.t1	X
anno1.g9460.t2	X	anno1.g2079.t2	X
anno1.g9461.t2	X	anno1.g2078.t1	X
anno1.g9445.t1	A	anno1.g3339.t1	A
anno1.g9447.t2	A	anno1.g9171.t1	A
anno1.g9422.t1	A	anno1.g12041.t1	A
anno1.g9423.t3	A	anno1.g12040.t1	A
anno1.g9424.t1	A	anno1.g12039.t3	A
anno1.g9426.t1	A	anno1.g12038.t1	A
anno1.g9409.t1	A	anno1.g6333.t1	A
anno1.g9410.t1	A	anno1.g6332.t1	A
anno1.g9411.t1	A	anno1.g6331.t1	A
anno1.g9412.t1	A	anno1.g6090.t1	A
anno1.g9414.t1	A	anno1.g6091.t1	A
anno1.g9416.t1	A	anno1.g6093.t1	A
anno1.g9417.t1	A	anno1.g6094.t1	A
anno1.g1606.t1	A	anno1.g10893.t1	A
anno1.g1607.t1	A	anno1.g10892.t1	A
anno1.g9397.t1	A	anno1.g6422.t2	A
anno1.g1557.t1	A	anno1.g10298.t1	A
anno1.g1558.t1	A	anno1.g10297.t1	A
anno1.g1559.t1	A	anno1.g10296.t1	A
anno1.g1560.t1	A	anno1.g10295.t1	A
anno1.g1561.t1	A	anno1.g10294.t1	A
anno1.g1562.t2	A	anno1.g10292.t1	A
anno1.g1563.t1	A	anno1.g10291.t1	A
anno1.g1565.t1	A	anno1.g10290.t1	A
anno1.g1566.t1	A	anno1.g10336.t1	A
anno1.g1567.t3	A	anno1.g10675.t1	A
anno1.g1568.t4	A	anno1.g10674.t4	A
anno1.g1569.t1	A	anno1.g10673.t1	A
anno1.g1570.t1	A	anno1.g10672.t1	A
anno1.g1571.t1	A	anno1.g10671.t1	A
anno1.g1572.t1	A	anno1.g10670.t1	A
anno1.g1573.t1	A	anno1.g10669.t1	A
anno1.g1574.t1	A	anno1.g10668.t1	A
anno1.g1575.t1	A	anno1.g10667.t1	A
anno1.g1576.t1	A	anno1.g10666.t1	A
anno1.g1578.t1	A	anno1.g10665.t1	A
anno1.g1579.t1	A	anno1.g10664.t1	A
anno1.g1580.t1	A	anno1.g10663.t1	A
anno1.g1582.t1	A	anno1.g10661.t2	A
anno1.g1583.t1	A	anno1.g10660.t1	A
anno1.g1584.t1	A	anno1.g10659.t2	A
anno1.g1585.t1	A	anno1.g2566.t1	A
anno1.g1586.t1	A	anno1.g10658.t1	A
anno1.g1587.t1	A	anno1.g10657.t1	A
anno1.g1588.t2	A	anno1.g10656.t1	A
anno1.g1589.t1	A	anno1.g10655.t1	A
anno1.g1590.t2	A	anno1.g10654.t1	A
anno1.g1591.t1	A	anno1.g10653.t1	A
anno1.g1592.t1	A	anno1.g10652.t1	A
anno1.g1593.t1	A	anno1.g10651.t1	A
anno1.g1594.t1	A	anno1.g10650.t1	A
anno1.g1595.t1	A	anno1.g10649.t1	A
anno1.g1596.t1	A	anno1.g10648.t1	A
anno1.g1598.t1	A	anno1.g10647.t1	A
anno1.g1599.t3	A	anno1.g10646.t1	A
anno1.g1600.t2	A	anno1.g10645.t1	A
anno1.g1601.t1	A	anno1.g5992.t1	A
anno1.g1602.t1	A	anno1.g10644.t1	A
anno1.g1603.t1	A	anno1.g10643.t1	A
anno1.g9382.t1	A	anno1.g7364.t2	A
anno1.g9383.t2	A	anno1.g7365.t2	A
anno1.g9384.t1	A	anno1.g7366.t1	A
anno1.g9385.t1	A	anno1.g7369.t1	A
anno1.g9386.t2	A	anno1.g7370.t1	A
anno1.g9391.t1	A	anno1.g104.t1	A
anno1.g9369.t1	A	anno1.g4068.t1	A
anno1.g9371.t2	A	anno1.g8439.t1	A
anno1.g9372.t1	A	anno1.g4066.t1	A
anno1.g9373.t3	A	anno1.g4065.t1	A
anno1.g9374.t2	A	anno1.g4071.t2	A
anno1.g9375.t1	A	anno1.g4097.t1	A
anno1.g9377.t1	A	anno1.g4096.t1	A
anno1.g9345.t1	A	anno1.g1574.t1	A
anno1.g9346.t1	A	anno1.g1646.t1	A
anno1.g9349.t1	A	anno1.g1649.t1	A
anno1.g9350.t1	A	anno1.g1648.t1	A
anno1.g1555.t1	A	anno1.g12993.t1	A
anno1.g9334.t1	A	anno1.g8103.t4	A
anno1.g9335.t1	A	anno1.g8106.t1	A
anno1.g9336.t2	A	anno1.g8107.t2	A
anno1.g1554.t1	A	anno1.g14488.t2	A
anno1.g9254.t3	A	anno1.g4009.t2	A
anno1.g9255.t1	A	anno1.g4010.t1	A
anno1.g9256.t1	A	anno1.g4011.t1	A
anno1.g9258.t1	A	anno1.g3990.t1	A
anno1.g9257.t1	A	anno1.g4013.t1	A
anno1.g9259.t1	A	anno1.g4014.t1	A
anno1.g9263.t2	A	anno1.g4015.t1	A
anno1.g9264.t1	A	anno1.g4016.t1	A
anno1.g9265.t1	A	anno1.g4017.t3	A
anno1.g9266.t1	A	anno1.g3979.t1	A
anno1.g9267.t1	A	anno1.g3981.t1	A
anno1.g9268.t2	A	anno1.g3982.t1	A
anno1.g9269.t1	A	anno1.g3983.t1	A
anno1.g9270.t1	A	anno1.g3984.t2	A
anno1.g9272.t1	A	anno1.g3986.t1	A
anno1.g9273.t1	A	anno1.g3985.t1	A
anno1.g9274.t1	A	anno1.g3987.t1	A
anno1.g9275.t1	A	anno1.g3988.t1	A
anno1.g9276.t1	A	anno1.g4004.t1	A
anno1.g9277.t1	A	anno1.g4006.t1	A
anno1.g9278.t1	A	anno1.g4007.t1	A
anno1.g9280.t1	A	anno1.g4008.t1	A
anno1.g9284.t1	A	anno1.g4025.t1	A
anno1.g9285.t1	A	anno1.g4026.t1	A
anno1.g9286.t1	A	anno1.g4022.t1	A
anno1.g9287.t1	A	anno1.g4021.t1	A
anno1.g9288.t1	A	anno1.g4020.t1	A
anno1.g9292.t1	A	anno1.g4018.t1	A
anno1.g9293.t1	A	anno1.g3978.t1	A
anno1.g9294.t1	A	anno1.g3976.t1	A
anno1.g9295.t1	A	anno1.g3975.t1	A
anno1.g9296.t1	A	anno1.g3974.t1	A
anno1.g9297.t1	A	anno1.g3973.t1	A
anno1.g9298.t1	A	anno1.g14800.t1	A
anno1.g9299.t1	A	anno1.g3971.t1	A
anno1.g9301.t1	A	anno1.g14798.t1	A
anno1.g9302.t1	A	anno1.g3969.t1	A
anno1.g9304.t1	A	anno1.g3968.t1	A
anno1.g9305.t2	A	anno1.g3967.t2	A
anno1.g9306.t1	A	anno1.g3966.t1	A
anno1.g9307.t1	A	anno1.g3965.t1	A
anno1.g9308.t1	A	anno1.g3964.t2	A
anno1.g9309.t3	A	anno1.g3963.t1	A
anno1.g9310.t1	A	anno1.g3962.t1	A
anno1.g9248.t1	X	anno1.g1892.t1	X
anno1.g9249.t3	X	anno1.g2048.t1	X
anno1.g9251.t1	X	anno1.g1891.t1	X
anno1.g1549.t1	A	anno1.g11020.t1	A
anno1.g1550.t1	A	anno1.g11021.t3	A
anno1.g1551.t2	A	anno1.g11022.t1	A
anno1.g1547.t1	A	anno1.g2035.t1	X
anno1.g1542.t1	A	anno1.g11617.t1	A
anno1.g1543.t1	A	anno1.g11618.t1	A
anno1.g1546.t2	A	anno1.g11621.t1	A
anno1.g9198.t1	X	anno1.g11050.t1	A
anno1.g9173.t2	A	anno1.g757.t1	A
anno1.g9174.t1	A	anno1.g758.t1	A
anno1.g9175.t1	A	anno1.g759.t1	A
anno1.g9176.t1	A	anno1.g760.t1	A
anno1.g9177.t1	A	anno1.g761.t1	A
anno1.g9178.t1	A	anno1.g762.t1	A
anno1.g9179.t1	A	anno1.g766.t1	A
anno1.g9180.t1	A	anno1.g765.t1	A
anno1.g1456.t2	A	anno1.g2322.t1	A
anno1.g1457.t1	A	anno1.g2321.t1	A
anno1.g1458.t2	A	anno1.g2319.t1	A
anno1.g1459.t1	A	anno1.g2318.t1	A
anno1.g1460.t2	A	anno1.g2317.t2	A
anno1.g1461.t1	A	anno1.g2315.t1	A
anno1.g1464.t1	A	anno1.g2314.t2	A
anno1.g1465.t1	A	anno1.g2309.t1	A
anno1.g1466.t1	A	anno1.g14582.t1	A
anno1.g1467.t1	A	anno1.g2313.t1	A
anno1.g1468.t1	A	anno1.g2311.t1	A
anno1.g1469.t1	A	anno1.g2308.t1	A
anno1.g1470.t2	A	anno1.g2306.t1	A
anno1.g1471.t1	A	anno1.g10302.t1	A
anno1.g1472.t1	A	anno1.g2292.t1	A
anno1.g1473.t1	A	anno1.g2291.t1	A
anno1.g1474.t2	A	anno1.g2344.t2	A
anno1.g1475.t1	A	anno1.g2345.t1	A
anno1.g1476.t1	A	anno1.g2346.t1	A
anno1.g1477.t2	A	anno1.g2347.t2	A
anno1.g1478.t1	A	anno1.g2348.t1	A
anno1.g1479.t1	A	anno1.g2349.t1	A
anno1.g1480.t1	A	anno1.g2350.t1	A
anno1.g1481.t2	A	anno1.g2351.t1	A
anno1.g1483.t2	A	anno1.g2353.t1	A
anno1.g1484.t1	A	anno1.g2354.t1	A
anno1.g1485.t1	A	anno1.g2355.t1	A
anno1.g1488.t1	A	anno1.g2356.t1	A
anno1.g1489.t1	A	anno1.g2363.t1	A
anno1.g1490.t1	A	anno1.g2362.t1	A
anno1.g1491.t1	A	anno1.g2364.t1	A
anno1.g1492.t1	A	anno1.g2365.t1	A
anno1.g1493.t1	A	anno1.g2366.t1	A
anno1.g1494.t1	A	anno1.g2367.t1	A
anno1.g1495.t1	A	anno1.g2368.t1	A
anno1.g1496.t1	A	anno1.g2369.t1	A
anno1.g1497.t1	A	anno1.g2371.t1	A
anno1.g1498.t1	A	anno1.g2370.t1	A
anno1.g1499.t1	A	anno1.g2359.t1	A
anno1.g1500.t1	A	anno1.g2373.t1	A
anno1.g1502.t1	A	anno1.g2374.t1	A
anno1.g1503.t1	A	anno1.g2375.t1	A
anno1.g1504.t1	A	anno1.g2376.t1	A
anno1.g1505.t1	A	anno1.g2377.t1	A
anno1.g1506.t1	A	anno1.g2378.t2	A
anno1.g1507.t1	A	anno1.g2379.t1	A
anno1.g1508.t1	A	anno1.g2495.t1	A
anno1.g1509.t1	A	anno1.g2496.t1	A
anno1.g1510.t1	A	anno1.g2498.t1	A
anno1.g1511.t1	A	anno1.g12618.t1	A
anno1.g1512.t2	A	anno1.g2500.t2	A
anno1.g1513.t1	A	anno1.g2512.t2	A
anno1.g1514.t1	A	anno1.g2513.t1	A
anno1.g1515.t1	A	anno1.g2514.t1	A
anno1.g1516.t1	A	anno1.g2515.t1	A
anno1.g1517.t1	A	anno1.g2504.t1	A
anno1.g1518.t1	A	anno1.g2518.t1	A
anno1.g1519.t2	A	anno1.g2519.t1	A
anno1.g1520.t1	A	anno1.g2508.t1	A
anno1.g1521.t1	A	anno1.g2509.t1	A
anno1.g1523.t2	A	anno1.g2510.t1	A
anno1.g1524.t1	A	anno1.g2511.t1	A
anno1.g1526.t1	A	anno1.g2467.t1	A
anno1.g1528.t1	A	anno1.g2465.t1	A
anno1.g1529.t1	A	anno1.g2462.t1	A
anno1.g1530.t4	A	anno1.g2460.t5	A
anno1.g1531.t1	A	anno1.g2459.t1	A
anno1.g1532.t1	A	anno1.g2469.t1	A
anno1.g1533.t1	A	anno1.g2475.t1	A
anno1.g1535.t1	A	anno1.g2474.t1	A
anno1.g1537.t2	A	anno1.g2575.t1	A
anno1.g1538.t1	A	anno1.g2578.t1	A
anno1.g9164.t1	A	anno1.g5615.t1	A
anno1.g1434.t1	A	anno1.g1189.t1	A
anno1.g1435.t2	A	anno1.g1188.t1	A
anno1.g1436.t1	A	anno1.g1187.t2	A
anno1.g1437.t1	A	anno1.g1186.t1	A
anno1.g1438.t1	A	anno1.g1185.t1	A
anno1.g1439.t1	A	anno1.g1184.t1	A
anno1.g1440.t1	A	anno1.g1183.t1	A
anno1.g1441.t1	A	anno1.g1182.t1	A
anno1.g1442.t1	A	anno1.g1181.t1	A
anno1.g1444.t1	A	anno1.g1179.t2	A
anno1.g1445.t1	A	anno1.g1178.t1	A
anno1.g1446.t1	A	anno1.g1177.t1	A
anno1.g1447.t2	A	anno1.g1176.t1	A
anno1.g1448.t1	A	anno1.g1175.t2	A
anno1.g1449.t1	A	anno1.g13326.t1	A
anno1.g1451.t1	A	anno1.g1172.t1	A
anno1.g1452.t2	A	anno1.g1171.t3	A
anno1.g1453.t1	A	anno1.g1170.t1	A
anno1.g1454.t1	A	anno1.g1167.t1	A
