D_carinulata	chromosome	C_chinensis	chromosome
rna-XM_057804986.1	A	anno1.g8897.t3	A
rna-XM_057804576.1	A	anno1.g8898.t1	A
rna-XM_057804068.1	A	anno1.g8899.t1	A
rna-XM_057804184.1	A	anno1.g6294.t2	A
rna-XM_057804423.1	A	anno1.g8942.t1	A
rna-XM_057804629.1	A	anno1.g12709.t1	A
rna-XM_057804632.1	A	anno1.g778.t1	A
rna-XM_057804631.1	A	anno1.g9110.t1	A
rna-XM_057804630.1	A	anno1.g540.t1	A
rna-XM_057804635.1	A	anno1.g7455.t1	A
rna-XM_057804641.1	A	anno1.g743.t1	A
rna-XM_057804636.1	A	anno1.g9067.t2	A
rna-XM_057804639.1	A	anno1.g11236.t2	A
rna-XM_057805039.1	A	anno1.g625.t1	A
rna-XM_057805041.1	A	anno1.g8700.t1	A
rna-XM_057805044.1	A	anno1.g8699.t1	A
rna-XM_057805045.1	A	anno1.g8698.t1	A
rna-XM_057805048.1	A	anno1.g8697.t2	A
rna-XM_057805049.1	A	anno1.g8055.t1	A
rna-XM_057805051.1	A	anno1.g10962.t1	A
rna-XM_057805052.1	A	anno1.g8696.t2	A
rna-XM_057805234.1	A	anno1.g11627.t1	A
rna-XM_057805056.1	A	anno1.g2031.t1	A
rna-XM_057805058.1	A	anno1.g12706.t1	A
rna-XM_057804323.1	A	anno1.g5419.t1	A
rna-XM_057804079.1	A	anno1.g10793.t1	A
rna-XM_057804356.1	A	anno1.g8867.t1	A
rna-XM_057804359.1	A	anno1.g8019.t1	A
rna-XM_057804412.1	A	anno1.g9651.t1	A
rna-XM_057804102.1	A	anno1.g3237.t1	A
rna-XM_057803908.1	A	anno1.g6887.t1	A
rna-XM_057804353.1	A	anno1.g13028.t1	A
rna-XM_057804053.1	A	anno1.g10887.t1	A
rna-XM_057804034.1	A	anno1.g3322.t1	A
rna-XM_057804051.1	A	anno1.g9673.t1	A
rna-XM_057804045.1	A	anno1.g11600.t1	A
rna-XM_057804059.1	A	anno1.g900.t4	A
rna-XM_057804054.1	A	anno1.g4430.t1	A
rna-XM_057804783.1	A	anno1.g7587.t1	A
rna-XM_057804787.1	A	anno1.g265.t1	A
rna-XM_057804193.1	A	anno1.g2192.t1	A
rna-XM_057804066.1	A	anno1.g6961.t1	A
rna-XM_057804844.1	A	anno1.g10385.t1	A
rna-XM_057804845.1	A	anno1.g9499.t2	A
rna-XM_057804848.1	A	anno1.g9497.t1	A
rna-XM_057804850.1	A	anno1.g8109.t1	A
rna-XM_057804420.1	A	anno1.g8110.t1	A
rna-XM_057804271.1	A	anno1.g12251.t3	A
rna-XM_057804273.1	A	anno1.g98.t1	A
rna-XM_057804274.1	A	anno1.g13214.t1	A
rna-XM_057804111.1	A	anno1.g9870.t1	A
rna-XM_057804795.1	A	anno1.g1090.t4	A
rna-XM_057804072.1	A	anno1.g515.t2	A
rna-XM_057804671.1	A	anno1.g10518.t1	A
rna-XM_057804677.1	A	anno1.g250.t1	A
rna-XM_057804675.1	A	anno1.g9858.t1	A
rna-XM_057803896.1	A	anno1.g5851.t1	A
rna-XM_057803897.1	A	anno1.g5984.t1	A
rna-XM_057803899.1	A	anno1.g9871.t1	A
rna-XM_057804489.1	A	anno1.g11503.t1	A
rna-XM_057804384.1	A	anno1.g12646.t1	A
rna-XM_057804367.1	A	anno1.g11736.t1	A
rna-XM_057804382.1	A	anno1.g6704.t2	A
rna-XM_057804371.1	A	anno1.g6703.t2	A
rna-XM_057804385.1	A	anno1.g4026.t1	A
rna-XM_057804376.1	A	anno1.g6706.t1	A
rna-XM_057804368.1	A	anno1.g7834.t1	A
rna-XM_057805237.1	A	anno1.g5963.t1	A
rna-XM_057804117.1	A	anno1.g6867.t1	A
rna-XM_057804122.1	A	anno1.g5159.t1	A
rna-XM_057804130.1	A	anno1.g5160.t1	A
rna-XM_057803900.1	A	anno1.g10971.t1	A
rna-XM_057803901.1	A	anno1.g8855.t1	A
rna-XM_057804101.1	A	anno1.g13657.t1	A
rna-XM_057804596.1	A	anno1.g6780.t1	A
rna-XM_057804995.1	A	anno1.g11005.t1	A
rna-XM_057804999.1	A	anno1.g8122.t1	A
rna-XM_057804992.1	A	anno1.g12547.t1	A
rna-XM_057805000.1	A	anno1.g1199.t1	A
rna-XM_057804136.1	A	anno1.g13539.t1	A
rna-XM_057804093.1	A	anno1.g8555.t1	A
rna-XM_057804139.1	A	anno1.g9760.t1	A
rna-XM_057804985.1	A	anno1.g6510.t1	A
rna-XM_057804984.1	A	anno1.g6509.t1	A
rna-XM_057804982.1	A	anno1.g9743.t1	A
rna-XM_057804349.1	A	anno1.g9744.t1	A
rna-XM_057804181.1	A	anno1.g1236.t1	A
rna-XM_057804451.1	A	anno1.g4152.t2	A
rna-XM_057804110.1	A	anno1.g6963.t1	A
rna-XM_057805221.1	A	anno1.g2222.t1	A
rna-XM_057804573.1	A	anno1.g13263.t1	A
rna-XM_057804571.1	A	anno1.g13513.t1	A
rna-XM_057803917.1	A	anno1.g3660.t1	A
rna-XM_057803916.1	A	anno1.g1197.t1	A
rna-XM_057803919.1	A	anno1.g7515.t2	A
rna-XM_057805059.1	A	anno1.g6512.t1	A
rna-XM_057804126.1	A	anno1.g1168.t1	A
rna-XM_057804244.1	A	anno1.g4769.t1	A
rna-XM_057805079.1	A	anno1.g752.t1	A
rna-XM_057804778.1	A	anno1.g12966.t1	A
rna-XM_057804071.1	A	anno1.g1433.t1	A
rna-XM_057803920.1	A	anno1.g6515.t1	A
rna-XM_057804681.1	A	anno1.g8629.t1	A
rna-XM_057804684.1	A	anno1.g6507.t2	A
rna-XM_057804678.1	A	anno1.g6505.t1	A
rna-XM_057805254.1	A	anno1.g1431.t1	A
rna-XM_057805261.1	A	anno1.g1526.t1	A
rna-XM_057805255.1	A	anno1.g1527.t1	A
rna-XM_057805256.1	A	anno1.g1528.t1	A
rna-XM_057805259.1	A	anno1.g7598.t1	A
rna-XM_057805249.1	A	anno1.g7590.t1	A
rna-XM_057805258.1	A	anno1.g12546.t2	A
rna-XM_057804597.1	A	anno1.g11275.t1	A
rna-XM_057805241.1	A	anno1.g10540.t1	A
rna-XM_057804188.1	A	anno1.g6234.t1	A
rna-XM_057803981.1	A	anno1.g9650.t2	A
rna-XM_057805244.1	A	anno1.g2243.t1	A
rna-XM_057804179.1	A	anno1.g5035.t1	A
rna-XM_057803895.1	A	anno1.g7585.t1	A
rna-XM_057804401.1	A	anno1.g12877.t1	A
rna-XM_057803878.1	A	anno1.g12485.t1	A
rna-XM_057803877.1	A	anno1.g12483.t1	A
rna-XM_057803880.1	A	anno1.g10991.t1	A
rna-XM_057804286.1	A	anno1.g10854.t1	A
rna-XM_057804266.1	A	anno1.g10536.t1	A
rna-XM_057804478.1	A	anno1.g10537.t1	A
rna-XM_057805021.1	A	anno1.g6147.t1	A
rna-XM_057805029.1	A	anno1.g2536.t1	A
rna-XM_057804425.1	A	anno1.g8881.t2	A
rna-XM_057804443.1	A	anno1.g10182.t1	A
rna-XM_057804421.1	A	anno1.g12149.t1	A
rna-XM_057804588.1	A	anno1.g13023.t1	A
rna-XM_057804399.1	A	anno1.g932.t1	A
rna-XM_057804400.1	A	anno1.g5593.t1	A
rna-XM_057804247.1	A	anno1.g3134.t2	A
rna-XM_057804253.1	A	anno1.g3133.t1	A
rna-XM_057804183.1	A	anno1.g5518.t1	A
rna-XM_057804456.1	A	anno1.g6014.t1	A
rna-XM_057804563.1	A	anno1.g12731.t1	A
rna-XM_057804517.1	A	anno1.g12730.t1	A
rna-XM_057804495.1	A	anno1.g5462.t2	A
rna-XM_057805009.1	A	anno1.g13639.t1	A
rna-XM_057805004.1	A	anno1.g1123.t2	A
rna-XM_057805013.1	A	anno1.g1122.t1	A
rna-XM_057805007.1	A	anno1.g1124.t1	A
rna-XM_057805005.1	A	anno1.g2792.t1	A
rna-XM_057804063.1	A	anno1.g11060.t1	A
rna-XM_057804090.1	A	anno1.g8267.t1	A
rna-XM_057804191.1	A	anno1.g1835.t1	A
rna-XM_057805216.1	A	anno1.g1833.t1	A
rna-XM_057805217.1	A	anno1.g8264.t3	A
rna-XM_057805124.1	A	anno1.g1832.t1	A
rna-XM_057805123.1	A	anno1.g7172.t1	A
rna-XM_057804407.1	A	anno1.g5272.t1	A
rna-XM_057805246.1	A	anno1.g12409.t1	A
rna-XM_057804182.1	A	anno1.g1679.t1	A
rna-XM_057805130.1	A	anno1.g12410.t1	A
rna-XM_057805136.1	A	anno1.g3249.t1	A
rna-XM_057805131.1	A	anno1.g10500.t1	A
rna-XM_057805138.1	A	anno1.g11629.t1	A
rna-XM_057805141.1	A	anno1.g10243.t1	A
rna-XM_057804652.1	A	anno1.g11623.t1	A
rna-XM_057805247.1	A	anno1.g11616.t1	A
rna-XM_057804650.1	A	anno1.g3078.t1	A
rna-XM_057804663.1	A	anno1.g6854.t4	A
rna-XM_057804665.1	A	anno1.g5613.t1	A
rna-XM_057804661.1	A	anno1.g10597.t1	A
rna-XM_057804799.1	A	anno1.g9857.t1	A
rna-XM_057804800.1	A	anno1.g5151.t1	A
rna-XM_057804822.1	A	anno1.g12192.t1	A
rna-XM_057804830.1	A	anno1.g12193.t1	A
rna-XM_057804836.1	A	anno1.g8443.t1	A
rna-XM_057804837.1	A	anno1.g13430.t1	A
rna-XM_057804834.1	A	anno1.g13433.t1	A
rna-XM_057804818.1	A	anno1.g3819.t2	A
rna-XM_057804839.1	A	anno1.g3834.t1	A
rna-XM_057804814.1	A	anno1.g4015.t1	A
rna-XM_057804833.1	A	anno1.g3831.t1	A
rna-XM_057804821.1	A	anno1.g3829.t1	A
rna-XM_057804823.1	A	anno1.g5418.t1	A
rna-XM_057804843.1	A	anno1.g1963.t1	A
rna-XM_057804819.1	A	anno1.g6779.t1	A
rna-XM_057804820.1	A	anno1.g8031.t2	A
rna-XM_057804827.1	A	anno1.g7389.t1	A
rna-XM_057804842.1	A	anno1.g12012.t1	A
rna-XM_057804813.1	A	anno1.g5431.t1	A
rna-XM_057804826.1	A	anno1.g8034.t1	A
rna-XM_057804838.1	A	anno1.g8032.t1	A
rna-XM_057803969.1	A	anno1.g10716.t1	A
rna-XM_057805215.1	A	anno1.g8757.t1	A
rna-XM_057804403.1	A	anno1.g8756.t1	A
rna-XM_057804354.1	A	anno1.g10715.t1	A
rna-XM_057804355.1	A	anno1.g10714.t1	A
rna-XM_057804493.1	A	anno1.g11159.t1	A
rna-XM_057804389.1	A	anno1.g11484.t1	A
rna-XM_057804473.1	A	anno1.g299.t1	A
rna-XM_057804471.1	A	anno1.g300.t1	A
rna-XM_057804467.1	A	anno1.g5134.t1	A
rna-XM_057804780.1	A	anno1.g9249.t3	X
rna-XM_057804782.1	A	anno1.g964.t1	A
rna-XM_057804328.1	A	anno1.g963.t1	A
rna-XM_057804699.1	A	anno1.g1783.t1	A
rna-XM_057804700.1	A	anno1.g1988.t1	A
rna-XM_057804702.1	A	anno1.g1984.t1	A
rna-XM_057804701.1	A	anno1.g6762.t1	A
rna-XM_057804703.1	A	anno1.g4628.t1	A
rna-XM_057804709.1	A	anno1.g12710.t1	A
rna-XM_057804710.1	A	anno1.g8102.t2	A
rna-XM_057804713.1	A	anno1.g6072.t1	A
rna-XM_057805209.1	A	anno1.g1303.t1	A
rna-XM_057805211.1	A	anno1.g12876.t1	A
rna-XM_057805921.1	A	anno1.g12875.t1	A
rna-XM_057805741.1	A	anno1.g9768.t1	A
rna-XM_057806011.1	A	anno1.g13631.t1	A
rna-XM_057806013.1	A	anno1.g8290.t1	A
rna-XM_057805999.1	A	anno1.g3734.t2	A
rna-XM_057806005.1	A	anno1.g12156.t1	A
rna-XM_057805563.1	A	anno1.g2634.t1	A
rna-XM_057805878.1	A	anno1.g2633.t1	A
rna-XM_057805883.1	A	anno1.g2714.t1	A
rna-XM_057806483.1	A	anno1.g9835.t2	A
rna-XM_057806241.1	A	anno1.g9834.t1	A
rna-XM_057805676.1	A	anno1.g6605.t1	A
rna-XM_057806353.1	A	anno1.g6604.t1	A
rna-XM_057806364.1	A	anno1.g7732.t1	A
rna-XM_057806362.1	A	anno1.g7733.t2	A
rna-XM_057806356.1	A	anno1.g7734.t1	A
rna-XM_057806358.1	A	anno1.g4321.t1	A
rna-XM_057806363.1	A	anno1.g9766.t1	A
rna-XM_057806094.1	A	anno1.g9773.t2	A
rna-XM_057806243.1	A	anno1.g9774.t1	A
rna-XM_057806429.1	A	anno1.g4159.t2	A
rna-XM_057806430.1	A	anno1.g4157.t1	A
rna-XM_057806434.1	A	anno1.g11926.t1	A
rna-XM_057806426.1	A	anno1.g13697.t1	A
rna-XM_057805758.1	A	anno1.g1179.t1	A
rna-XM_057806584.1	A	anno1.g4158.t1	A
rna-XM_057806585.1	A	anno1.g629.t1	A
rna-XM_057806458.1	A	anno1.g5801.t1	A
rna-XM_057806457.1	A	anno1.g5802.t2	A
rna-XM_057805690.1	A	anno1.g5803.t1	A
rna-XM_057805546.1	A	anno1.g5804.t1	A
rna-XM_057805939.1	A	anno1.g12057.t2	A
rna-XM_057805492.1	A	anno1.g4150.t1	A
rna-XM_057805493.1	A	anno1.g12020.t1	A
rna-XM_057805491.1	A	anno1.g4325.t1	A
rna-XM_057806111.1	A	anno1.g4324.t1	A
rna-XM_057805829.1	A	anno1.g10194.t1	A
rna-XM_057805558.1	A	anno1.g4343.t1	A
rna-XM_057805557.1	A	anno1.g8216.t2	A
rna-XM_057806295.1	A	anno1.g2890.t2	A
rna-XM_057806308.1	A	anno1.g2891.t1	A
rna-XM_057806306.1	A	anno1.g3320.t1	A
rna-XM_057806311.1	A	anno1.g4358.t5	A
rna-XM_057806293.1	A	anno1.g13822.t3	A
rna-XM_057806236.1	A	anno1.g4344.t1	A
rna-XM_057805501.1	A	anno1.g4149.t1	A
rna-XM_057805421.1	A	anno1.g11619.t1	A
rna-XM_057806080.1	A	anno1.g11058.t1	A
rna-XM_057806079.1	A	anno1.g3946.t1	A
rna-XM_057805946.1	A	anno1.g3947.t2	A
rna-XM_057805303.1	A	anno1.g8266.t1	A
rna-XM_057805309.1	A	anno1.g2118.t2	A
rna-XM_057806096.1	A	anno1.g11835.t2	A
rna-XM_057806095.1	A	anno1.g7443.t1	A
rna-XM_057805495.1	A	anno1.g3900.t1	A
rna-XM_057806015.1	A	anno1.g5656.t1	A
rna-XM_057805405.1	A	anno1.g4349.t1	A
rna-XM_057805406.1	A	anno1.g5882.t1	A
rna-XM_057805678.1	A	anno1.g5883.t1	A
rna-XM_057805685.1	A	anno1.g5881.t1	A
rna-XM_057805687.1	A	anno1.g11579.t1	A
rna-XM_057806214.1	A	anno1.g6878.t1	A
rna-XM_057806560.1	A	anno1.g5437.t1	A
rna-XM_057806565.1	A	anno1.g9606.t1	A
rna-XM_057806570.1	A	anno1.g8183.t1	A
rna-XM_057806572.1	A	anno1.g7651.t2	A
rna-XM_057806583.1	A	anno1.g7652.t1	A
rna-XM_057805941.1	A	anno1.g7654.t1	A
rna-XM_057805537.1	A	anno1.g7660.t2	A
rna-XM_057805761.1	A	anno1.g7658.t1	A
rna-XM_057805486.1	A	anno1.g7657.t1	A
rna-XM_057806321.1	A	anno1.g7656.t2	A
rna-XM_057806334.1	A	anno1.g7655.t1	A
rna-XM_057806323.1	A	anno1.g7627.t1	A
rna-XM_057806553.1	A	anno1.g5409.t1	A
rna-XM_057806552.1	A	anno1.g2620.t1	A
rna-XM_057806556.1	A	anno1.g2619.t1	A
rna-XM_057806558.1	A	anno1.g2617.t1	A
rna-XM_057806554.1	A	anno1.both_agree_g2172.t1	A
rna-XM_057805460.1	A	anno1.g11196.t1	A
rna-XM_057806225.1	A	anno1.g11194.t1	A
rna-XM_057806017.1	A	anno1.g11750.t1	A
rna-XM_057805488.1	A	anno1.g11751.t1	A
rna-XM_057805489.1	A	anno1.g11752.t2	A
rna-XM_057806106.1	A	anno1.g11753.t1	A
rna-XM_057806249.1	A	anno1.g11754.t1	A
rna-XM_057805442.1	A	anno1.g11755.t1	A
rna-XM_057805452.1	A	anno1.g11756.t1	A
rna-XM_057806060.1	A	anno1.g10508.t1	A
rna-XM_057805987.1	A	anno1.g4319.t1	A
rna-XM_057805426.1	A	anno1.g8107.t1	A
rna-XM_057805765.1	A	anno1.g12427.t1	A
rna-XM_057805952.1	A	anno1.g9105.t1	A
rna-XM_057805514.1	A	anno1.g4199.t1	A
rna-XM_057805507.1	A	anno1.g100.t1	A
rna-XM_057805517.1	A	anno1.g203.t3	A
rna-XM_057806062.1	A	anno1.g6862.t1	A
rna-XM_057805958.1	A	anno1.g8042.t1	A
rna-XM_057806255.1	A	anno1.g9282.t1	A
rna-XM_057805310.1	A	anno1.g6322.t1	A
rna-XM_057806084.1	A	anno1.g5926.t1	A
rna-XM_057806395.1	A	anno1.g1439.t1	A
rna-XM_057806396.1	A	anno1.g3686.t1	A
rna-XM_057806399.1	A	anno1.g12113.t2	A
rna-XM_057806505.1	A	anno1.g11078.t1	A
rna-XM_057806439.1	A	anno1.g8794.t1	A
rna-XM_057806437.1	A	anno1.g8792.t1	A
rna-XM_057806443.1	A	anno1.g8789.t1	A
rna-XM_057806435.1	A	anno1.g1891.t1	A
rna-XM_057805677.1	A	anno1.g10366.t1	A
rna-XM_057806208.1	A	anno1.g999.t1	A
rna-XM_057806261.1	A	anno1.g2392.t2	A
rna-XM_057806402.1	A	anno1.g11217.t1	A
rna-XM_057805425.1	A	anno1.g7748.t1	A
rna-XM_057805748.1	A	anno1.g8990.t1	A
rna-XM_057806455.1	A	anno1.g4495.t1	A
rna-XM_057805456.1	A	anno1.g1003.t1	A
rna-XM_057805481.1	A	anno1.g3334.t1	A
rna-XM_057805478.1	A	anno1.g2496.t1	A
rna-XM_057805634.1	A	anno1.g11783.t1	A
rna-XM_057805483.1	A	anno1.g1830.t1	A
rna-XM_057806043.1	A	anno1.g12082.t1	A
rna-XM_057806047.1	A	anno1.g4661.t1	A
rna-XM_057806052.1	A	anno1.g2268.t1	A
rna-XM_057806286.1	A	anno1.g11011.t1	A
rna-XM_057806288.1	A	anno1.g392.t2	A
rna-XM_057806292.1	A	anno1.g5579.t1	A
rna-XM_057805500.1	A	anno1.g7876.t1	A
rna-XM_057806513.1	A	anno1.g3148.t1	A
rna-XM_057806516.1	A	anno1.g4167.t1	A
rna-XM_057805670.1	A	anno1.g6870.t1	A
rna-XM_057805669.1	A	anno1.g6334.t1	A
rna-XM_057805668.1	A	anno1.g1778.t1	A
rna-XM_057805666.1	A	anno1.g1779.t1	A
rna-XM_057806490.1	A	anno1.g9293.t1	A
rna-XM_057806488.1	A	anno1.g7769.t1	A
rna-XM_057806491.1	A	anno1.g7770.t1	A
rna-XM_057806008.1	A	anno1.g8589.t1	A
rna-XM_057805391.1	A	anno1.g8591.t1	A
rna-XM_057805443.1	A	anno1.g8508.t1	A
rna-XM_057805445.1	A	anno1.g5096.t1	A
rna-XM_057805448.1	A	anno1.g5097.t1	A
rna-XM_057806228.1	A	anno1.g4285.t3	A
rna-XM_057806231.1	A	anno1.g8291.t1	A
rna-XM_057805694.1	A	anno1.g6840.t1	A
rna-XM_057806411.1	A	anno1.g5013.t1	A
rna-XM_057806414.1	A	anno1.g3556.t1	A
rna-XM_057806413.1	A	anno1.g1162.t1	A
rna-XM_057805368.1	A	anno1.g12932.t1	A
rna-XM_057806335.1	A	anno1.g6929.t2	A
rna-XM_057806337.1	A	anno1.g6930.t1	A
rna-XM_057806336.1	A	anno1.g8057.t1	A
rna-XM_057806340.1	A	anno1.g8056.t1	A
rna-XM_057806059.1	A	anno1.g8054.t1	A
rna-XM_057806058.1	A	anno1.g8053.t1	A
rna-XM_057805749.1	A	anno1.g1243.t1	A
rna-XM_057806546.1	A	anno1.g1246.t2	A
rna-XM_057806548.1	A	anno1.g1507.t1	A
rna-XM_057805986.1	A	anno1.g1593.t1	A
rna-XM_057805980.1	A	anno1.g1594.t1	A
rna-XM_057805981.1	A	anno1.g3818.t1	A
rna-XM_057806392.1	A	anno1.g7154.t2	A
rna-XM_057806393.1	A	anno1.g1169.t1	A
rna-XM_057805701.1	A	anno1.g8773.t1	A
rna-XM_057805709.1	A	anno1.g6839.t1	A
rna-XM_057805750.1	A	anno1.g6938.t3	A
rna-XM_057805755.1	A	anno1.g6023.t1	A
rna-XM_057805756.1	A	anno1.g6305.t1	A
rna-XM_057806019.1	A	anno1.g6914.t1	A
rna-XM_057806018.1	A	anno1.g7967.t7	A
rna-XM_057805935.1	A	anno1.g7968.t2	A
rna-XM_057805502.1	A	anno1.g3983.t1	A
rna-XM_057806424.1	A	anno1.g1769.t1	A
rna-XM_057806070.1	A	anno1.g13097.t1	A
rna-XM_057806374.1	A	anno1.g7993.t4	A
rna-XM_057806373.1	A	anno1.g7994.t1	A
rna-XM_057805433.1	A	anno1.g5420.t1	A
rna-XM_057805434.1	A	anno1.g5421.t1	A
rna-XM_057805435.1	A	anno1.g9749.t1	A
rna-XM_057805950.1	A	anno1.g5424.t1	A
rna-XM_057806065.1	A	anno1.g5423.t1	A
rna-XM_057806064.1	A	anno1.g5422.t2	A
rna-XM_057805503.1	A	anno1.g5425.t1	A
rna-XM_057805504.1	A	anno1.g5426.t1	A
rna-XM_057806211.1	A	anno1.g5427.t1	A
rna-XM_057806210.1	A	anno1.g5428.t1	A
rna-XM_057805637.1	A	anno1.g2039.t1	A
rna-XM_057806021.1	A	anno1.g2038.t1	A
rna-XM_057806022.1	A	anno1.g2036.t1	A
rna-XM_057806028.1	A	anno1.g566.t1	A
rna-XM_057806023.1	A	anno1.g563.t1	A
rna-XM_057806027.1	A	anno1.g9301.t1	A
rna-XM_057806033.1	A	anno1.g1475.t1	A
rna-XM_057805977.1	A	anno1.g10638.t1	A
rna-XM_057805975.1	A	anno1.g3820.t1	A
rna-XM_057806107.1	A	anno1.g2102.t1	A
rna-XM_057806205.1	A	anno1.g11774.t1	A
rna-XM_057806206.1	A	anno1.g11773.t1	A
rna-XM_057806207.1	A	anno1.g11775.t1	A
rna-XM_057805363.1	A	anno1.g899.t1	A
rna-XM_057805367.1	A	anno1.g1129.t2	A
rna-XM_057806388.1	A	anno1.g1504.t1	A
rna-XM_057805645.1	A	anno1.g1187.t1	A
rna-XM_057805635.1	A	anno1.g3099.t1	A
rna-XM_057805636.1	A	anno1.g3100.t1	A
rna-XM_057805885.1	A	anno1.g3101.t1	A
rna-XM_057805907.1	A	anno1.g2472.t2	A
rna-XM_057806539.1	A	anno1.g2471.t1	A
rna-XM_057806540.1	A	anno1.g2470.t1	A
rna-XM_057805917.1	A	anno1.g2464.t2	A
rna-XM_057805899.1	A	anno1.g2463.t1	A
rna-XM_057805890.1	A	anno1.g5503.t1	A
rna-XM_057805896.1	A	anno1.g2462.t1	A
rna-XM_057805898.1	A	anno1.g2461.t1	A
rna-XM_057805900.1	A	anno1.g2460.t1	A
rna-XM_057805919.1	A	anno1.g2459.t1	A
rna-XM_057805901.1	A	anno1.g2458.t3	A
rna-XM_057805915.1	A	anno1.g2456.t1	A
rna-XM_057805904.1	A	anno1.g2453.t1	A
rna-XM_057805891.1	A	anno1.g248.t2	A
rna-XM_057806345.1	A	anno1.g8389.t1	A
rna-XM_057806346.1	A	anno1.g8393.t1	A
rna-XM_057806350.1	A	anno1.g8392.t1	A
rna-XM_057805429.1	A	anno1.g898.t1	A
rna-XM_057805972.1	A	anno1.g897.t1	A
rna-XM_057805924.1	A	anno1.g9420.t1	A
rna-XM_057805923.1	A	anno1.g525.t1	A
rna-XM_057805926.1	A	anno1.g522.t1	A
rna-XM_057805415.1	A	anno1.g11056.t1	A
rna-XM_057805408.1	A	anno1.g1567.t3	A
rna-XM_057805416.1	A	anno1.g325.t1	A
rna-XM_057805688.1	A	anno1.g7644.t1	A
rna-XM_057806365.1	A	anno1.g13558.t1	A
rna-XM_057806367.1	A	anno1.g3051.t1	A
rna-XM_057806372.1	A	anno1.g13024.t1	A
rna-XM_057805424.1	A	anno1.g862.t1	A
rna-XM_057806136.1	A	anno1.g861.t1	A
rna-XM_057806134.1	A	anno1.g860.t4	A
rna-XM_057806141.1	A	anno1.g12392.t2	A
rna-XM_057806139.1	A	anno1.g12391.t1	A
rna-XM_057806122.1	A	anno1.g12388.t1	A
rna-XM_057806132.1	A	anno1.g1942.t2	A
rna-XM_057806142.1	A	anno1.g12390.t1	A
rna-XM_057806147.1	A	anno1.g7917.t2	X
rna-XM_057806153.1	A	anno1.g11115.t1	A
rna-XM_057806154.1	A	anno1.g12702.t1	A
rna-XM_057806155.1	A	anno1.g8002.t1	A
rna-XM_057806156.1	A	anno1.g8250.t1	A
rna-XM_057806160.1	A	anno1.g5924.t1	A
rna-XM_057806162.1	A	anno1.g5925.t1	A
rna-XM_057806163.1	A	anno1.g1078.t2	A
rna-XM_057806167.1	A	anno1.g1079.t2	A
rna-XM_057806171.1	A	anno1.g1080.t2	A
rna-XM_057806541.1	A	anno1.g8256.t1	A
rna-XM_057806174.1	A	anno1.g8252.t1	A
rna-XM_057806176.1	A	anno1.g8253.t2	A
rna-XM_057806175.1	A	anno1.g8254.t1	A
rna-XM_057806178.1	A	anno1.g8257.t1	A
rna-XM_057806179.1	A	anno1.g11985.t1	A
rna-XM_057806180.1	A	anno1.g8258.t1	A
rna-XM_057806193.1	A	anno1.g2374.t1	X
rna-XM_057806233.1	A	anno1.g11687.t1	A
rna-XM_057805541.1	A	anno1.g4523.t1	A
rna-XM_057806007.1	A	anno1.both_agree_g21847.t2	A
rna-XM_057805441.1	A	anno1.g9710.t1	A
rna-XM_057805544.1	A	anno1.g585.t1	A
rna-XM_057805419.1	A	anno1.g4519.t1	A
rna-XM_057806250.1	A	anno1.g6386.t1	A
rna-XM_057806086.1	A	anno1.g6385.t1	A
rna-XM_057806092.1	A	anno1.g6384.t1	A
rna-XM_057806093.1	A	anno1.g4662.t1	A
rna-XM_057805988.1	A	anno1.g5872.t1	A
rna-XM_057805990.1	A	anno1.g5639.t1	A
rna-XM_057805989.1	A	anno1.g12748.t1	A
rna-XM_057805991.1	A	anno1.g12749.t1	A
rna-XM_057806066.1	A	anno1.g868.t1	A
rna-XM_057805496.1	A	anno1.g12747.t1	A
rna-XM_057805497.1	A	anno1.g6213.t1	A
rna-XM_057805484.1	A	anno1.g12746.t1	A
rna-XM_057806272.1	A	anno1.g6217.t2	A
rna-XM_057806281.1	A	anno1.g794.t1	A
rna-XM_057805285.1	A	anno1.g8863.t4	A
rna-XM_057805467.1	A	anno1.g8864.t1	A
rna-XM_057805777.1	A	anno1.g652.t2	A
rna-XM_057805819.1	A	anno1.g653.t1	A
rna-XM_057805811.1	A	anno1.g654.t1	A
rna-XM_057805809.1	A	anno1.g9433.t1	A
rna-XM_057805813.1	A	anno1.g9435.t1	A
rna-XM_057805810.1	A	anno1.g8704.t1	A
rna-XM_057805807.1	A	anno1.g10874.t1	A
rna-XM_057805814.1	A	anno1.g10873.t1	A
rna-XM_057805803.1	A	anno1.g130.t1	A
rna-XM_057805817.1	A	anno1.g133.t2	A
rna-XM_057805771.1	A	anno1.g9534.t1	A
rna-XM_057805812.1	A	anno1.g13064.t1	A
rna-XM_057805815.1	A	anno1.g12048.t1	A
rna-XM_057805821.1	A	anno1.g7385.t1	A
rna-XM_057805827.1	A	anno1.g2936.t1	A
rna-XM_057805822.1	A	anno1.g2947.t1	A
rna-XM_057805825.1	A	anno1.g2946.t1	A
rna-XM_057805828.1	A	anno1.g2945.t1	A
rna-XM_057805978.1	A	anno1.g2913.t1	A
rna-XM_057805979.1	A	anno1.g2914.t2	A
rna-XM_057805266.1	A	anno1.g2937.t1	A
rna-XM_057805267.1	A	anno1.g2938.t1	A
rna-XM_057805268.1	A	anno1.g2939.t1	A
rna-XM_057805272.1	A	anno1.g2940.t1	A
