C_maculatus	chromosome	B_siliquastri	chromosome
g11969.t1	A	BRAKERILHT00000003781	A
g11970.t1	A	BRAKERILHT00000002824	A
g11971.t1	A	BRAKERILHT00000004297	A
g11972.t1	A	BRAKERILHT00000003331	A
g11974.t3	A	BRAKERILHT00000003501	A
g11975.t1	A	BRAKERILHT00000004175	A
g11976.t1	A	BRAKERILHT00000002547	A
g11977.t7	A	BRAKERILHT00000003479	A
g11978.t2	A	BRAKERILHT00000004430	A
g11979.t1	A	BRAKERILHT00000003676	A
g11980.t1	A	BRAKERILHT00000003819	A
g11981.t2	A	BRAKERILHT00000003886	A
g11982.t1	A	BRAKERILHT00000002299	A
g11984.t1	A	BRAKERILHT00000003620	A
g11985.t1	A	BRAKERILHT00000002387	A
g11986.t1	A	BRAKERILHT00000003210	A
g11987.t1	A	BRAKERILHT00000003436	A
g11988.t1	A	BRAKERILHT00000002935	A
g11989.t1	A	BRAKERILHT00000003079	A
g11990.t1	A	BRAKERILHT00000004083	A
g11991.t1	A	BRAKERILHT00000004371	A
g11993.t1	A	BRAKERILHT00000003667	A
g11996.t1	A	BRAKERILHT00000003121	A
g11997.t1	A	BRAKERILHT00000003262	A
g12004.t1	A	BRAKERILHT00000003696	A
g12005.t1	A	BRAKERILHT00000003450	A
g12006.t1	A	BRAKERILHT00000003928	A
g12013.t1	A	BRAKERILHT00000003235	A
g12016.t1	A	BRAKERILHT00000003398	A
g12019.t2	A	BRAKERILHT00000003340	A
g12021.t1	A	BRAKERILHT00000004060	A
g12027.t2	A	BRAKERILHT00000003405	A
g12028.t1	A	BRAKERILHT00000002203	A
g12029.t1	A	BRAKERILHT00000003782	A
g12033.t1	A	BRAKERILHT00000002404	A
g12036.t1	A	BRAKERILHT00000003995	A
g12043.t1	A	BRAKERILHT00000003117	A
g12045.t1	A	BRAKERILHT00000002477	A
g12056.t1	A	BRAKERILHT00000012243	A
g12058.t1	A	BRAKERILHT00000003510	A
g12059.t1	A	BRAKERILHT00000002332	A
g12062.t2	A	BRAKERILHT00000004420	A
g12063.t1	A	BRAKERILHT00000002833	A
g12065.t1	A	BRAKERILHT00000003413	A
g12067.t1	A	BRAKERILHT00000003467	A
g12071.t1	A	BRAKERILHT00000002928	A
g12078.t2	A	BRAKERILHT00000003990	A
g12079.t1	A	BRAKERILHT00000003053	A
g12081.t1	A	BRAKERILHT00000003952	A
g12082.t1	A	BRAKERILHT00000002292	A
g12084.t1	A	BRAKERILHT00000004269	A
g12089.t1	A	BRAKERILHT00000002772	A
g12091.t1	A	BRAKERILHT00000002519	A
g12092.t1	A	BRAKERILHT00000002278	A
g12094.t1	A	BRAKERILHT00000003142	A
g12095.t1	A	BRAKERILHT00000002252	A
g12096.t1	A	BRAKERILHT00000003751	A
g12098.t2	A	BRAKERILHT00000004408	A
g12099.t4	A	BRAKERILHT00000003119	A
g12101.t1	A	BRAKERILHT00000003391	A
g12102.t1	A	BRAKERILHT00000004217	A
g12107.t1	A	BRAKERILHT00000004442	A
g12112.t1	A	BRAKERILHT00000004375	A
g12113.t1	A	BRAKERILHT00000002745	A
g12114.t1	A	BRAKERILHT00000002768	A
g12117.t1	A	BRAKERILHT00000003403	A
g12118.t1	A	BRAKERILHT00000004055	A
g12119.t1	A	BRAKERILHT00000002360	A
g12123.t2	A	BRAKERILHT00000004008	A
g12124.t1	A	BRAKERILHT00000003269	A
g12125.t2	A	BRAKERILHT00000003583	A
g12126.t1	A	BRAKERILHT00000004081	A
g12130.t1	A	BRAKERILHT00000003039	A
g12132.t2	A	BRAKERILHT00000003901	A
g12133.t1	A	BRAKERILHT00000002653	A
g12134.t1	A	BRAKERILHT00000003339	A
g12136.t1	A	BRAKERILHT00000002853	A
g12137.t1	A	BRAKERILHT00000002315	A
g12138.t1	A	BRAKERILHT00000004102	A
g12139.t1	A	BRAKERILHT00000004152	A
g12140.t1	A	BRAKERILHT00000002489	A
g12141.t1	A	BRAKERILHT00000002940	A
g12143.t2	A	BRAKERILHT00000003439	A
g12144.t1	A	BRAKERILHT00000002216	A
g12145.t1	A	BRAKERILHT00000013580	A
g12146.t1	A	BRAKERILHT00000003800	A
g12147.t1	A	BRAKERILHT00000004335	A
g12148.t1	A	BRAKERILHT00000002622	A
g12149.t1	A	BRAKERILHT00000003810	A
g12150.t1	A	BRAKERILHT00000004377	A
g12151.t1	A	BRAKERILHT00000004158	A
g12152.t1	A	BRAKERILHT00000002878	A
g12153.t1	A	BRAKERILHT00000003392	A
g12155.t1	A	BRAKERILHT00000003883	A
g12156.t1	A	BRAKERILHT00000002737	A
g12157.t1	A	BRAKERILHT00000003612	A
g12160.t3	A	BRAKERILHT00000002294	A
g12161.t1	A	BRAKERILHT00000002475	A
g12162.t1	A	BRAKERILHT00000002817	A
g12163.t1	A	BRAKERILHT00000003766	A
g12164.t1	A	BRAKERILHT00000002569	A
g12165.t1	A	BRAKERILHT00000003569	A
g12166.t1	A	BRAKERILHT00000002286	A
g12167.t1	A	BRAKERILHT00000002795	A
g12169.t1	A	BRAKERILHT00000003134	A
g12170.t1	A	BRAKERILHT00000003497	A
g12171.t1	A	BRAKERILHT00000002255	A
g12172.t2	A	BRAKERILHT00000002498	A
g12173.t1	A	BRAKERILHT00000003132	A
g12174.t1	A	BRAKERILHT00000002520	A
g12175.t2	A	BRAKERILHT00000004312	A
g12176.t2	A	BRAKERILHT00000003429	A
g12177.t2	A	BRAKERILHT00000003233	A
g12178.t1	A	BRAKERILHT00000002418	A
g12179.t1	A	BRAKERILHT00000003922	A
g12182.t1	A	BRAKERILHT00000004110	A
g12184.t1	A	BRAKERILHT00000002350	A
g12185.t1	A	BRAKERILHT00000002774	A
g12186.t1	A	BRAKERILHT00000003779	A
g12187.t1	A	BRAKERILHT00000004050	A
g12188.t1	A	BRAKERILHT00000003519	A
g12189.t3	A	BRAKERILHT00000004005	A
g12190.t1	A	BRAKERILHT00000002378	A
g12191.t4	A	BRAKERILHT00000002382	A
g12192.t1	A	BRAKERILHT00000002921	A
g12193.t1	A	BRAKERILHT00000003975	A
g12195.t1	A	BRAKERILHT00000003717	A
g12196.t1	A	BRAKERILHT00000011735	A
g12197.t2	A	BRAKERILHT00000011747	A
g12199.t1	A	BRAKERILHT00000010665	A
g12201.t1	A	BRAKERILHT00000011103	A
g12202.t1	A	BRAKERILHT00000010922	A
g12203.t1	A	BRAKERILHT00000012117	A
g12204.t1	A	BRAKERILHT00000010615	A
g12206.t1	A	BRAKERILHT00000012146	A
g12209.t1	A	BRAKERILHT00000002441	A
g12210.t2	A	BRAKERILHT00000003272	A
g12211.t2	A	BRAKERILHT00000004106	A
g12212.t1	A	BRAKERILHT00000003461	A
g12213.t1	A	BRAKERILHT00000003153	A
g12214.t1	A	BRAKERILHT00000002377	A
g12215.t1	A	BRAKERILHT00000004401	A
g12216.t1	A	BRAKERILHT00000010514	A
g12217.t1	A	BRAKERILHT00000002836	A
g12219.t1	A	BRAKERILHT00000003592	A
g12220.t1	A	BRAKERILHT00000002476	A
g12222.t1	A	BRAKERILHT00000002303	A
g12223.t1	A	BRAKERILHT00000004346	A
g12224.t1	A	BRAKERILHT00000002224	A
g12225.t1	A	BRAKERILHT00000002872	A
g12226.t1	A	BRAKERILHT00000003500	A
g12227.t1	A	BRAKERILHT00000017796	X
g12228.t1	A	BRAKERILHT00000003009	A
g12229.t1	A	BRAKERILHT00000004220	A
g12230.t1	A	BRAKERILHT00000004166	A
g12231.t2	A	BRAKERILHT00000003185	A
g12233.t1	A	BRAKERILHT00000003496	A
g12235.t2	A	BRAKERILHT00000002664	A
g12236.t1	A	BRAKERILHT00000004318	A
g12237.t1	A	BRAKERILHT00000003535	A
g12239.t1	A	BRAKERILHT00000004397	A
g12240.t1	A	BRAKERILHT00000002200	A
g12241.t1	A	BRAKERILHT00000002860	A
g12242.t1	A	BRAKERILHT00000003752	A
g12243.t1	A	BRAKERILHT00000002290	A
g12247.t1	A	BRAKERILHT00000003303	A
g12248.t1	A	BRAKERILHT00000002513	A
g12249.t1	A	BRAKERILHT00000003169	A
g12251.t1	A	BRAKERILHT00000002855	A
g12252.t1	A	BRAKERILHT00000003159	A
g12253.t1	A	BRAKERILHT00000003388	A
g12254.t1	A	BRAKERILHT00000003687	A
g12255.t1	A	BRAKERILHT00000004383	A
g12256.t1	A	BRAKERILHT00000003109	A
g12258.t1	A	BRAKERILHT00000009933	A
g12263.t1	A	BRAKERILHT00000002713	A
g12264.t1	A	BRAKERILHT00000010456	A
g12265.t1	A	BRAKERILHT00000004311	A
g12266.t1	A	BRAKERILHT00000003788	A
g12267.t2	A	BRAKERILHT00000003988	A
g12268.t1	A	BRAKERILHT00000002187	A
g12269.t1	A	BRAKERILHT00000003632	A
g12271.t1	A	BRAKERILHT00000004216	A
g12272.t1	A	BRAKERILHT00000003312	A
g12273.t1	A	BRAKERILHT00000002654	A
g12274.t1	A	BRAKERILHT00000003480	A
g12276.t1	A	BRAKERILHT00000004123	A
g12277.t1	A	BRAKERILHT00000002193	A
g12278.t2	A	BRAKERILHT00000002983	A
g12279.t1	A	BRAKERILHT00000002676	A
g12280.t1	A	BRAKERILHT00000003299	A
g12281.t3	A	BRAKERILHT00000003626	A
g12282.t1	A	BRAKERILHT00000004279	A
g12283.t2	A	BRAKERILHT00000002993	A
g12284.t1	A	BRAKERILHT00000002204	A
g12285.t1	A	BRAKERILHT00000003635	A
g12290.t1	A	BRAKERILHT00000003768	A
g12291.t1	A	BRAKERILHT00000002602	A
g12292.t1	A	BRAKERILHT00000003078	A
g12293.t1	A	BRAKERILHT00000003600	A
g12294.t1	A	BRAKERILHT00000004372	A
g12295.t1	A	BRAKERILHT00000003087	A
g12297.t2	A	BRAKERILHT00000004380	A
g12298.t1	A	BRAKERILHT00000002712	A
g12299.t1	A	BRAKERILHT00000003383	A
g12300.t1	A	BRAKERILHT00000004019	A
g12301.t1	A	BRAKERILHT00000003916	A
g12302.t1	A	BRAKERILHT00000002393	A
g12303.t1	A	BRAKERILHT00000003694	A
g12304.t1	A	BRAKERILHT00000003665	A
g12309.t1	A	BRAKERILHT00000003905	A
g12310.t1	A	BRAKERILHT00000002793	A
g12312.t1	A	BRAKERILHT00000002934	A
g12313.t1	A	BRAKERILHT00000002570	A
g12314.t1	A	BRAKERILHT00000003177	A
g12318.t1	A	BRAKERILHT00000002583	A
g12321.t1	A	BRAKERILHT00000002490	A
g12322.t1	A	BRAKERILHT00000003229	A
g12323.t1	A	BRAKERILHT00000002645	A
g12324.t2	A	BRAKERILHT00000004433	A
g12325.t1	A	BRAKERILHT00000002512	A
g12326.t1	A	BRAKERILHT00000002766	A
g12327.t1	A	BRAKERILHT00000003400	A
g12328.t1	A	BRAKERILHT00000004382	A
g12330.t1	A	BRAKERILHT00000002213	A
g12331.t1	A	BRAKERILHT00000003817	A
g12332.t1	A	BRAKERILHT00000003209	A
g12333.t1	A	BRAKERILHT00000002376	A
g12334.t1	A	BRAKERILHT00000002835	A
g12335.t1	A	BRAKERILHT00000003297	A
g12336.t1	A	BRAKERILHT00000003786	A
g12337.t1	A	BRAKERILHT00000004281	A
g12338.t1	A	BRAKERILHT00000003097	A
g12339.t1	A	BRAKERILHT00000003649	A
g12340.t1	A	BRAKERILHT00000003941	A
g12342.t1	A	BRAKERILHT00000002312	A
g12343.t1	A	BRAKERILHT00000003000	A
g12345.t2	A	BRAKERILHT00000003561	A
g12348.t1	A	BRAKERILHT00000003670	A
g12349.t1	A	BRAKERILHT00000002348	A
g12350.t1	A	BRAKERILHT00000002751	A
g12351.t1	A	BRAKERILHT00000002239	A
g12353.t1	A	BRAKERILHT00000003729	A
g12354.t1	A	BRAKERILHT00000002494	A
g12355.t1	A	BRAKERILHT00000002274	A
g12356.t1	A	BRAKERILHT00000004129	A
g12357.t1	A	BRAKERILHT00000003769	A
g12358.t1	A	BRAKERILHT00000002895	A
g12359.t1	A	BRAKERILHT00000003381	A
g12360.t1	A	BRAKERILHT00000002771	A
g12361.t2	A	BRAKERILHT00000002262	A
g12362.t1	A	BRAKERILHT00000003893	A
g12363.t1	A	BRAKERILHT00000003864	A
g12364.t1	A	BRAKERILHT00000002566	A
g12365.t1	A	BRAKERILHT00000003917	A
g12367.t1	A	BRAKERILHT00000002288	A
g12368.t1	A	BRAKERILHT00000002800	A
g12369.t1	A	BRAKERILHT00000003061	A
g12370.t1	A	BRAKERILHT00000003577	A
g12371.t1	A	BRAKERILHT00000002814	A
g12372.t1	A	BRAKERILHT00000003855	A
g12373.t1	A	BRAKERILHT00000004207	A
g12374.t1	A	BRAKERILHT00000002413	A
g12377.t1	A	BRAKERILHT00000004209	A
g12378.t1	A	BRAKERILHT00000002662	A
g12380.t1	A	BRAKERILHT00000002362	A
g12382.t1	A	BRAKERILHT00000002981	A
g12383.t1	A	BRAKERILHT00000003447	A
g12384.t1	A	BRAKERILHT00000002202	A
g12385.t1	A	BRAKERILHT00000002506	A
g12387.t1	A	BRAKERILHT00000004114	A
g12388.t1	A	BRAKERILHT00000002830	A
g12389.t1	A	BRAKERILHT00000002355	A
g12390.t2	A	BRAKERILHT00000004448	A
g12391.t1	A	BRAKERILHT00000003321	A
g12392.t1	A	BRAKERILHT00000003162	A
g12393.t1	A	BRAKERILHT00000002669	A
g12394.t1	A	BRAKERILHT00000004331	A
g12395.t1	A	BRAKERILHT00000003651	A
g12592.t1	A	BRAKERILHT00000006828	A
g12594.t1	A	BRAKERILHT00000008249	A
g12598.t1	A	BRAKERILHT00000007817	A
g12600.t1	A	BRAKERILHT00000007451	A
g12605.t2	A	BRAKERILHT00000017335	X
g12608.t1	A	BRAKERILHT00000007343	A
g12610.t1	A	BRAKERILHT00000008247	A
g12611.t1	A	BRAKERILHT00000006960	A
g12613.t1	A	BRAKERILHT00000007129	A
g12614.t1	A	BRAKERILHT00000007402	A
g12615.t1	A	BRAKERILHT00000007864	A
g12616.t1	A	BRAKERILHT00000007915	A
g12617.t1	A	BRAKERILHT00000008391	A
g12618.t1	A	BRAKERILHT00000006813	A
g12619.t3	A	BRAKERILHT00000007702	A
g12620.t1	A	BRAKERILHT00000008164	A
g12621.t1	A	BRAKERILHT00000006500	A
g12622.t1	A	BRAKERILHT00000007434	A
g12623.t1	A	BRAKERILHT00000007004	A
g12624.t2	A	BRAKERILHT00000007047	A
g12625.t1	A	BRAKERILHT00000007293	A
g12626.t1	A	BRAKERILHT00000008209	A
g12628.t2	A	BRAKERILHT00000007669	A
g12630.t1	A	BRAKERILHT00000006687	A
g12631.t1	A	BRAKERILHT00000008428	A
g12632.t1	A	BRAKERILHT00000007862	A
g12633.t1	A	BRAKERILHT00000007279	A
g12634.t1	A	BRAKERILHT00000006758	A
g12635.t1	A	BRAKERILHT00000007666	A
g12636.t1	A	BRAKERILHT00000008004	A
g12637.t1	A	BRAKERILHT00000006570	A
g12638.t2	A	BRAKERILHT00000006782	A
g12639.t1	A	BRAKERILHT00000008362	A
g12640.t2	A	BRAKERILHT00000007815	A
g12641.t1	A	BRAKERILHT00000006624	A
g12642.t1	A	BRAKERILHT00000007308	A
g12643.t1	A	BRAKERILHT00000007620	A
g12644.t1	A	BRAKERILHT00000008220	A
g12645.t1	A	BRAKERILHT00000006763	A
g12646.t1	A	BRAKERILHT00000007421	A
g12647.t1	A	BRAKERILHT00000007211	A
g12648.t1	A	BRAKERILHT00000006768	A
g12650.t1	A	BRAKERILHT00000007921	A
g12651.t2	A	BRAKERILHT00000006998	A
g12652.t1	A	BRAKERILHT00000006560	A
g12653.t1	A	BRAKERILHT00000008170	A
g12654.t1	A	BRAKERILHT00000000729	A
g12655.t1	A	BRAKERILHT00000007730	A
g12656.t1	A	BRAKERILHT00000006743	A
g12657.t1	A	BRAKERILHT00000007212	A
g12658.t1	A	BRAKERILHT00000007810	A
g12659.t1	A	BRAKERILHT00000006915	A
g12660.t1	A	BRAKERILHT00000007230	A
g12661.t1	A	BRAKERILHT00000006529	A
g12662.t1	A	BRAKERILHT00000008150	A
g12663.t1	A	BRAKERILHT00000006738	A
g12664.t1	A	BRAKERILHT00000008337	A
g12665.t1	A	BRAKERILHT00000008388	A
g12666.t1	A	BRAKERILHT00000007933	A
g12667.t1	A	BRAKERILHT00000007075	A
g12673.t1	A	BRAKERILHT00000007109	A
g12674.t1	A	BRAKERILHT00000007330	A
g12675.t1	A	BRAKERILHT00000007773	A
g12676.t1	A	BRAKERILHT00000008265	A
g12677.t1	A	BRAKERILHT00000006707	A
g12678.t1	A	BRAKERILHT00000007612	A
g12679.t1	A	BRAKERILHT00000008017	A
g12680.t1	A	BRAKERILHT00000007352	A
g12681.t1	A	BRAKERILHT00000007849	A
g12682.t2	A	BRAKERILHT00000007772	A
g12683.t1	A	BRAKERILHT00000008344	A
g12684.t1	A	BRAKERILHT00000007138	A
g12685.t1	A	BRAKERILHT00000008404	A
g12686.t1	A	BRAKERILHT00000006964	A
g12687.t1	A	BRAKERILHT00000007838	A
g12688.t1	A	BRAKERILHT00000007684	A
g12689.t1	A	BRAKERILHT00000007812	A
g12690.t2	A	BRAKERILHT00000007216	A
g12691.t1	A	BRAKERILHT00000006722	A
g12692.t1	A	BRAKERILHT00000008224	A
g12693.t1	A	BRAKERILHT00000008098	A
g12694.t1	A	BRAKERILHT00000007543	A
g12695.t1	A	BRAKERILHT00000006907	A
g12696.t1	A	BRAKERILHT00000006568	A
g12698.t1	A	BRAKERILHT00000007891	A
g12699.t1	A	BRAKERILHT00000006967	A
g12700.t2	A	BRAKERILHT00000008415	A
g12701.t1	A	BRAKERILHT00000007876	A
g12702.t2	A	BRAKERILHT00000008141	A
g12703.t1	A	BRAKERILHT00000007531	A
g12705.t2	A	BRAKERILHT00000006760	A
g12706.t1	A	BRAKERILHT00000008348	A
g12707.t1	A	BRAKERILHT00000008148	A
g12708.t1	A	BRAKERILHT00000007714	A
g12709.t1	A	BRAKERILHT00000007605	A
g12710.t1	A	BRAKERILHT00000008021	A
g12714.t1	A	BRAKERILHT00000007496	A
g12718.t1	A	BRAKERILHT00000008151	A
g12719.t2	A	BRAKERILHT00000008083	A
g12721.t1	A	BRAKERILHT00000006954	A
g12725.t1	A	BRAKERILHT00000008011	A
g12726.t2	A	BRAKERILHT00000006523	A
g12730.t1	A	BRAKERILHT00000007978	A
g12731.t1	A	BRAKERILHT00000006553	A
g12733.t1	A	BRAKERILHT00000008371	A
g12734.t2	A	BRAKERILHT00000007615	A
g12735.t1	A	BRAKERILHT00000007414	A
g12736.t1	A	BRAKERILHT00000007237	A
g12737.t3	A	BRAKERILHT00000007005	A
g12738.t1	A	BRAKERILHT00000006916	A
g12739.t2	A	BRAKERILHT00000007785	A
g12740.t1	A	BRAKERILHT00000008399	A
g12741.t1	A	BRAKERILHT00000007207	A
g12744.t1	A	BRAKERILHT00000007746	A
g12745.t1	A	BRAKERILHT00000007449	A
g12746.t1	A	BRAKERILHT00000007087	A
g12747.t1	A	BRAKERILHT00000007182	A
g12748.t1	A	BRAKERILHT00000008221	A
g12749.t1	A	BRAKERILHT00000007602	A
g12750.t1	A	BRAKERILHT00000008160	A
g12751.t1	A	BRAKERILHT00000007026	A
g12752.t1	A	BRAKERILHT00000007967	A
g12753.t1	A	BRAKERILHT00000006542	A
g12755.t1	A	BRAKERILHT00000007718	A
g12756.t1	A	BRAKERILHT00000008328	A
g12759.t1	A	BRAKERILHT00000006854	A
g12760.t1	A	BRAKERILHT00000008065	A
g12761.t1	A	BRAKERILHT00000007444	A
g12762.t1	A	BRAKERILHT00000007840	A
g12763.t1	A	BRAKERILHT00000006575	A
g12764.t1	A	BRAKERILHT00000007288	A
g12765.t1	A	BRAKERILHT00000007750	A
g12766.t1	A	BRAKERILHT00000006925	A
g12767.t1	A	BRAKERILHT00000007342	A
g12768.t1	A	BRAKERILHT00000007034	A
g12769.t1	A	BRAKERILHT00000007530	A
g12770.t1	A	BRAKERILHT00000007606	A
g12771.t1	A	BRAKERILHT00000006664	A
g12772.t1	A	BRAKERILHT00000008097	A
g12773.t1	A	BRAKERILHT00000007426	A
g12774.t2	A	BRAKERILHT00000007737	A
g12775.t2	A	BRAKERILHT00000007522	A
g12776.t1	A	BRAKERILHT00000008093	A
g12778.t2	A	BRAKERILHT00000008034	A
g12779.t1	A	BRAKERILHT00000006923	A
g12780.t1	A	BRAKERILHT00000007384	A
g12785.t1	A	BRAKERILHT00000000892	A
g12787.t2	A	BRAKERILHT00000007875	A
g12804.t1	A	BRAKERILHT00000007788	A
g12805.t2	A	BRAKERILHT00000007360	A
g12806.t1	A	BRAKERILHT00000006928	A
g12808.t1	A	BRAKERILHT00000008001	A
g12809.t1	A	BRAKERILHT00000006941	A
g12811.t2	A	BRAKERILHT00000007597	A
g12812.t1	A	BRAKERILHT00000007912	A
g12814.t1	A	BRAKERILHT00000007938	A
g12815.t2	A	BRAKERILHT00000007224	A
g12816.t2	A	BRAKERILHT00000006655	A
g12817.t1	A	BRAKERILHT00000006594	A
g12818.t1	A	BRAKERILHT00000007866	A
g12819.t1	A	BRAKERILHT00000007423	A
g12821.t1	A	BRAKERILHT00000008132	A
g12822.t1	A	BRAKERILHT00000007287	A
g12823.t1	A	BRAKERILHT00000006552	A
g12824.t2	A	BRAKERILHT00000007984	A
g12825.t2	A	BRAKERILHT00000007973	A
g12828.t1	A	BRAKERILHT00000007395	A
g12829.t1	A	BRAKERILHT00000008294	A
g12830.t1	A	BRAKERILHT00000007965	A
g12831.t1	A	BRAKERILHT00000007695	A
g12832.t1	A	BRAKERILHT00000007099	A
g12836.t1	A	BRAKERILHT00000006742	A
g12837.t1	A	BRAKERILHT00000006595	A
g12838.t1	A	BRAKERILHT00000007127	A
g12839.t1	A	BRAKERILHT00000007540	A
g12840.t1	A	BRAKERILHT00000008100	A
g12843.t2	A	BRAKERILHT00000008471	A
g12844.t1	A	BRAKERILHT00000007223	A
g12845.t2	A	BRAKERILHT00000008367	A
g12846.t1	A	BRAKERILHT00000006781	A
g12847.t1	A	BRAKERILHT00000007441	A
g12848.t1	A	BRAKERILHT00000006489	A
g12850.t1	A	BRAKERILHT00000007157	A
g12851.t1	A	BRAKERILHT00000007724	A
g12852.t1	A	BRAKERILHT00000006732	A
g12854.t1	A	BRAKERILHT00000007841	A
g12855.t1	A	BRAKERILHT00000008207	A
g12856.t1	A	BRAKERILHT00000007541	A
g12857.t1	A	BRAKERILHT00000007410	A
g12859.t1	A	BRAKERILHT00000006287	A
g12861.t1	A	BRAKERILHT00000006827	A
g12863.t1	A	BRAKERILHT00000008376	A
g12864.t1	A	BRAKERILHT00000007614	A
g12865.t1	A	BRAKERILHT00000007169	A
g12866.t2	A	BRAKERILHT00000006788	A
g12868.t1	A	BRAKERILHT00000008090	A
g12869.t1	A	BRAKERILHT00000007390	A
g12870.t1	A	BRAKERILHT00000007199	A
g12871.t2	A	BRAKERILHT00000006536	A
g12872.t1	A	BRAKERILHT00000008458	A
g12873.t1	A	BRAKERILHT00000007325	A
g12874.t1	A	BRAKERILHT00000006962	A
g12875.t1	A	BRAKERILHT00000007830	A
g12876.t1	A	BRAKERILHT00000006535	A
g12877.t1	A	BRAKERILHT00000008091	A
g12878.t2	A	BRAKERILHT00000007557	A
g12879.t1	A	BRAKERILHT00000007347	A
g12882.t1	A	BRAKERILHT00000008248	A
g12884.t1	A	BRAKERILHT00000007089	A
g12885.t1	A	BRAKERILHT00000008364	A
g12886.t1	A	BRAKERILHT00000007928	A
g12888.t1	A	BRAKERILHT00000008266	A
g12889.t1	A	BRAKERILHT00000008035	A
g12890.t1	A	BRAKERILHT00000007331	A
g12891.t1	A	BRAKERILHT00000007116	A
g12892.t1	A	BRAKERILHT00000007712	A
g12895.t1	A	BRAKERILHT00000007923	A
g12897.t1	A	BRAKERILHT00000008113	A
g12899.t1	A	BRAKERILHT00000016584	A
g12901.t1	A	BRAKERILHT00000007775	A
g12902.t2	A	BRAKERILHT00000008448	A
g12904.t1	A	BRAKERILHT00000008263	A
g12906.t1	A	BRAKERILHT00000007650	A
g12907.t1	A	BRAKERILHT00000007415	A
g12908.t1	A	BRAKERILHT00000006705	A
g12909.t1	A	BRAKERILHT00000006507	A
g12910.t1	A	BRAKERILHT00000007489	A
g12911.t1	A	BRAKERILHT00000008152	A
g12912.t1	A	BRAKERILHT00000008165	A
g12913.t1	A	BRAKERILHT00000008212	A
g12917.t1	A	BRAKERILHT00000011675	A
g12919.t2	A	BRAKERILHT00000006848	A
g12920.t1	A	BRAKERILHT00000007097	A
g12924.t1	A	BRAKERILHT00000007998	A
g12925.t1	A	BRAKERILHT00000007485	A
g12927.t1	A	BRAKERILHT00000008147	A
g12930.t1	A	BRAKERILHT00000008180	A
g12931.t1	A	BRAKERILHT00000010385	A
g12934.t1	A	BRAKERILHT00000007990	A
g12938.t2	A	BRAKERILHT00000007234	A
g12939.t1	A	BRAKERILHT00000006704	A
g12951.t1	A	BRAKERILHT00000007217	A
g12956.t1	A	BRAKERILHT00000007067	A
g12959.t1	A	BRAKERILHT00000006677	A
g12963.t1	A	BRAKERILHT00000008329	A
g12982.t1	A	BRAKERILHT00000007517	A
g12984.t2	A	BRAKERILHT00000008434	A
g12985.t1	A	BRAKERILHT00000007295	A
g12987.t1	A	BRAKERILHT00000006881	A
g12990.t1	A	BRAKERILHT00000007512	A
g12993.t1	A	BRAKERILHT00000006740	A
g12994.t1	A	BRAKERILHT00000006487	A
g12995.t1	A	BRAKERILHT00000008018	A
g12996.t1	A	BRAKERILHT00000007972	A
g12997.t1	A	BRAKERILHT00000007247	A
g12998.t1	A	BRAKERILHT00000008198	A
g12999.t2	A	BRAKERILHT00000007646	A
g13000.t1	A	BRAKERILHT00000007029	A
g13001.t1	A	BRAKERILHT00000006509	A
g13002.t1	A	BRAKERILHT00000007327	A
g13003.t1	A	BRAKERILHT00000007499	A
g13004.t1	A	BRAKERILHT00000008040	A
g13005.t2	A	BRAKERILHT00000007332	A
g13006.t1	A	BRAKERILHT00000007747	A
g13008.t1	A	BRAKERILHT00000007693	A
g13009.t1	A	BRAKERILHT00000007626	A
g13010.t2	A	BRAKERILHT00000007032	A
g13011.t2	A	BRAKERILHT00000006959	A
g13012.t1	A	BRAKERILHT00000008409	A
g13013.t1	A	BRAKERILHT00000007958	A
g13014.t1	A	BRAKERILHT00000007260	A
g13016.t1	A	BRAKERILHT00000008450	A
g13017.t3	A	BRAKERILHT00000007311	A
g13018.t2	A	BRAKERILHT00000008135	A
g13019.t2	A	BRAKERILHT00000017672	X
g13020.t1	A	BRAKERILHT00000007051	A
g13022.t1	A	BRAKERILHT00000007024	A
g13024.t1	A	BRAKERILHT00000006932	A
g13025.t2	A	BRAKERILHT00000008398	A
g13026.t1	A	BRAKERILHT00000008309	A
g13029.t1	A	BRAKERILHT00000007743	A
g13030.t1	A	BRAKERILHT00000007656	A
g13031.t1	A	BRAKERILHT00000006837	A
g13032.t3	A	BRAKERILHT00000007566	A
g13033.t1	A	BRAKERILHT00000007835	A
g13034.t1	A	BRAKERILHT00000008299	A
g13035.t1	A	BRAKERILHT00000007096	A
g13036.t1	A	BRAKERILHT00000007388	A
g13037.t1	A	BRAKERILHT00000007956	A
g13039.t1	A	BRAKERILHT00000007378	A
g13040.t1	A	BRAKERILHT00000007263	A
g13041.t1	A	BRAKERILHT00000007825	A
g13042.t1	A	BRAKERILHT00000007249	A
g13043.t1	A	BRAKERILHT00000006989	A
g13044.t1	A	BRAKERILHT00000006567	A
g13045.t1	A	BRAKERILHT00000007363	A
g13046.t1	A	BRAKERILHT00000007430	A
g13048.t1	A	BRAKERILHT00000006839	A
g13049.t2	A	BRAKERILHT00000007162	A
g13050.t1	A	BRAKERILHT00000006559	A
g13052.t2	A	BRAKERILHT00000007558	A
g13053.t2	A	BRAKERILHT00000008417	A
g13054.t1	A	BRAKERILHT00000007843	A
