D_sublineata	chromosome	B_varius	chromosome
rna-XM_056781890.1	A	anno1.g5279.t1	A
rna-XM_056781893.1	A	anno1.g5278.t1	A
rna-XM_056780714.1	A	anno1.g5280.t1	A
rna-XM_056780716.1	A	anno1.g5282.t1	A
rna-XM_056780718.1	A	anno1.g5281.t1	A
rna-XM_056780715.1	A	anno1.g5283.t1	A
rna-XM_056780864.1	A	anno1.g2262.t1	A
rna-XM_056781030.1	A	anno1.g2261.t1	A
rna-XM_056781542.1	A	anno1.g2260.t1	A
rna-XM_056780962.1	A	anno1.g9853.t1	A
rna-XM_056780965.1	A	anno1.g9854.t1	A
rna-XM_056780964.1	A	anno1.g9855.t1	A
rna-XM_056781944.1	A	anno1.g686.t1	A
rna-XM_056781594.1	A	anno1.g685.t2	A
rna-XM_056781592.1	A	anno1.g684.t1	A
rna-XM_056781797.1	A	anno1.g5593.t1	A
rna-XM_056781152.1	A	anno1.g10627.t1	A
rna-XM_056780529.1	A	anno1.g9758.t1	A
rna-XM_056781399.1	A	anno1.g5306.t1	A
rna-XM_056780738.1	A	anno1.g9769.t1	A
rna-XM_056781116.1	A	anno1.g9092.t1	A
rna-XM_056781119.1	A	anno1.g9115.t1	A
rna-XM_056781126.1	A	anno1.g6561.t1	A
rna-XM_056781128.1	A	anno1.g6562.t1	A
rna-XM_056780655.1	A	anno1.g9220.t1	A
rna-XM_056780654.1	A	anno1.g8962.t1	A
rna-XM_056780724.1	A	anno1.g8960.t1	A
rna-XM_056780794.1	A	anno1.g8959.t1	A
rna-XM_056781588.1	A	anno1.g8958.t1	A
rna-XM_056781548.1	A	anno1.g8955.t1	A
rna-XM_056782010.1	A	anno1.g8479.t2	A
rna-XM_056780814.1	A	anno1.g6964.t1	A
rna-XM_056780994.1	A	anno1.g3021.t1	A
rna-XM_056780666.1	A	anno1.g5124.t1	A
rna-XM_056780740.1	A	anno1.g2320.t1	A
rna-XM_056781524.1	A	anno1.g5122.t1	A
rna-XM_056781525.1	A	anno1.g5121.t1	A
rna-XM_056781528.1	A	anno1.g8965.t1	A
rna-XM_056781530.1	A	anno1.g8966.t1	A
rna-XM_056781531.1	A	anno1.g8964.t2	A
rna-XM_056781533.1	A	anno1.g8967.t1	A
rna-XM_056781633.1	A	anno1.g6593.t1	A
rna-XM_056781631.1	A	anno1.g5768.t1	A
rna-XM_056781636.1	A	anno1.g2325.t1	A
rna-XM_056780721.1	A	anno1.g2324.t2	A
rna-XM_056782233.1	A	anno1.g2322.t1	A
rna-XM_056782232.1	A	anno1.g2323.t1	A
rna-XM_056782231.1	A	anno1.g2310.t1	A
rna-XM_056782230.1	A	anno1.g2311.t1	A
rna-XM_056780078.1	A	anno1.g5206.t1	A
rna-XM_056780084.1	A	anno1.g11272.t1	A
rna-XM_056780081.1	A	anno1.g2152.t1	A
rna-XM_056780076.1	A	anno1.g5208.t1	A
rna-XM_056780351.1	A	anno1.g2142.t1	A
rna-XM_056782069.1	A	anno1.g2144.t1	A
rna-XM_056782078.1	A	anno1.g2145.t1	A
rna-XM_056782079.1	A	anno1.g2146.t1	A
rna-XM_056782080.1	A	anno1.g2147.t1	A
rna-XM_056781961.1	A	anno1.g2148.t1	A
rna-XM_056781964.1	A	anno1.g2149.t1	A
rna-XM_056780247.1	A	anno1.g5389.t1	A
rna-XM_056780249.1	A	anno1.g8572.t1	A
rna-XM_056780246.1	A	anno1.g3535.t2	A
rna-XM_056780250.1	A	anno1.g8571.t1	A
rna-XM_056780675.1	A	anno1.g3550.t1	A
rna-XM_056780676.1	A	anno1.g9122.t1	A
rna-XM_056781006.1	A	anno1.g9121.t1	A
rna-XM_056781009.1	A	anno1.g8968.t1	A
rna-XM_056780409.1	A	anno1.g102.t1	A
rna-XM_056780405.1	A	anno1.g103.t1	A
rna-XM_056780751.1	A	anno1.g2190.t1	A
rna-XM_056780428.1	A	anno1.g61.t1	A
rna-XM_056781404.1	A	anno1.g5209.t2	A
rna-XM_056781405.1	A	anno1.g5210.t2	A
rna-XM_056781406.1	A	anno1.g5211.t1	A
rna-XM_056781407.1	A	anno1.g5212.t1	A
rna-XM_056781408.1	A	anno1.g9249.t1	A
rna-XM_056781410.1	A	anno1.g5387.t2	A
rna-XM_056781417.1	A	anno1.g5386.t1	A
rna-XM_056781423.1	A	anno1.g4882.t1	A
rna-XM_056781426.1	A	anno1.g4860.t1	A
rna-XM_056781424.1	A	anno1.g4858.t1	A
rna-XM_056781427.1	A	anno1.g4881.t1	A
rna-XM_056781428.1	A	anno1.g4876.t3	A
rna-XM_056781429.1	A	anno1.g4878.t1	A
rna-XM_056781430.1	A	anno1.g4883.t1	A
rna-XM_056781431.1	A	anno1.g2964.t1	A
rna-XM_056781436.1	A	anno1.g3446.t1	A
rna-XM_056781434.1	A	anno1.g5378.t1	A
rna-XM_056781438.1	A	anno1.g3866.t1	A
rna-XM_056781441.1	A	anno1.g4011.t1	A
rna-XM_056781449.1	A	anno1.g4012.t9	A
rna-XM_056781480.1	A	anno1.g4010.t1	A
rna-XM_056781483.1	A	anno1.g2043.t1	A
rna-XM_056781484.1	A	anno1.g11023.t1	A
rna-XM_056781487.1	A	anno1.g1523.t1	A
rna-XM_056781488.1	A	anno1.g1524.t1	A
rna-XM_056781297.1	A	anno1.g1525.t1	A
rna-XM_056780370.1	A	anno1.g1526.t2	A
rna-XM_056780367.1	A	anno1.g1527.t1	A
rna-XM_056781390.1	A	anno1.g1517.t1	A
rna-XM_056781291.1	A	anno1.g1516.t1	A
rna-XM_056780543.1	A	anno1.g1522.t1	A
rna-XM_056780546.1	A	anno1.g1521.t1	A
rna-XM_056780558.1	A	anno1.g1520.t1	A
rna-XM_056780323.1	A	anno1.g8998.t3	A
rna-XM_056780322.1	A	anno1.g1721.t1	A
rna-XM_056780438.1	A	anno1.g4387.t2	A
rna-XM_056781970.1	A	anno1.g1600.t1	A
rna-XM_056781972.1	A	anno1.g1601.t1	A
rna-XM_056781981.1	A	anno1.g1604.t1	A
rna-XM_056781973.1	A	anno1.g1603.t1	A
rna-XM_056781979.1	A	anno1.g1602.t2	A
rna-XM_056781541.1	A	anno1.g863.t1	A
rna-XM_056782209.1	A	anno1.g2316.t1	A
rna-XM_056781083.1	A	anno1.g2313.t1	A
rna-XM_056780797.1	A	anno1.g1251.t1	A
rna-XM_056780555.1	A	anno1.g2312.t1	A
rna-XM_056780406.1	A	anno1.g7649.t1	A
rna-XM_056780550.1	A	anno1.g3020.t1	A
rna-XM_056781862.1	A	anno1.g8952.t1	A
rna-XM_056781864.1	A	anno1.g8951.t1	A
rna-XM_056781865.1	A	anno1.g8189.t1	A
rna-XM_056780251.1	A	anno1.g1056.t1	A
rna-XM_056780256.1	A	anno1.g8190.t1	A
rna-XM_056780860.1	A	anno1.g8669.t1	A
rna-XM_056780858.1	A	anno1.g9120.t1	A
rna-XM_056780640.1	A	anno1.g9119.t1	A
rna-XM_056780218.1	A	anno1.g9093.t1	A
rna-XM_056780222.1	A	anno1.g859.t1	A
rna-XM_056782087.1	A	anno1.g9772.t3	A
rna-XM_056782110.1	A	anno1.g5133.t1	A
rna-XM_056780211.1	A	anno1.g5137.t2	A
rna-XM_056780212.1	A	anno1.g5126.t1	A
rna-XM_056780216.1	A	anno1.g5928.t1	A
rna-XM_056780213.1	A	anno1.g2494.t1	A
rna-XM_056780563.1	A	anno1.g778.t1	A
rna-XM_056780564.1	A	anno1.g1806.t1	A
rna-XM_056781504.1	A	anno1.g777.t1	A
rna-XM_056781502.1	A	anno1.g776.t1	A
rna-XM_056780806.1	A	anno1.g10004.t1	A
rna-XM_056780813.1	A	anno1.g779.t1	A
rna-XM_056780723.1	A	anno1.g11194.t1	A
rna-XM_056782054.1	A	anno1.g1805.t1	A
rna-XM_056782055.1	A	anno1.g1803.t1	A
rna-XM_056782052.1	A	anno1.g1802.t2	A
rna-XM_056782057.1	A	anno1.g1855.t2	A
rna-XM_056780269.1	A	anno1.g7133.t2	A
rna-XM_056780270.1	A	anno1.g7257.t1	A
rna-XM_056780268.1	A	anno1.g382.t1	A
rna-XM_056780273.1	A	anno1.g6737.t1	A
rna-XM_056780271.1	A	anno1.g7017.t1	A
rna-XM_056780263.1	A	anno1.g7018.t1	A
rna-XM_056780265.1	A	anno1.g7019.t1	A
rna-XM_056780960.1	A	anno1.g7246.t1	A
rna-XM_056781160.1	A	anno1.g7021.t1	A
rna-XM_056781161.1	A	anno1.g7020.t1	A
rna-XM_056781115.1	A	anno1.g5420.t1	A
rna-XM_056780931.1	A	anno1.g847.t1	A
rna-XM_056780929.1	A	anno1.g10441.t2	A
rna-XM_056780939.1	A	anno1.g114.t1	A
rna-XM_056780932.1	A	anno1.g5647.t1	A
rna-XM_056780940.1	A	anno1.g884.t1	A
rna-XM_056782195.1	A	anno1.g9351.t1	A
rna-XM_056780880.1	A	anno1.g9350.t1	A
rna-XM_056781319.1	A	anno1.g895.t1	A
rna-XM_056781322.1	A	anno1.g911.t1	A
rna-XM_056780961.1	A	anno1.g10539.t2	A
rna-XM_056780832.1	A	anno1.g10111.t1	A
rna-XM_056781591.1	A	anno1.g9975.t1	A
rna-XM_056781014.1	A	anno1.g10541.t1	A
rna-XM_056780338.1	A	anno1.g791.t1	A
rna-XM_056780184.1	A	anno1.g3611.t1	A
rna-XM_056780186.1	A	anno1.g7132.t1	A
rna-XM_056780187.1	A	anno1.g6437.t1	A
rna-XM_056781626.1	A	anno1.g3612.t1	A
rna-XM_056780954.1	A	anno1.g3614.t1	A
rna-XM_056780779.1	A	anno1.g7134.t3	A
rna-XM_056780379.1	A	anno1.g501.t1	A
rna-XM_056780834.1	A	anno1.g4254.t1	A
rna-XM_056780741.1	A	anno1.g846.t1	A
rna-XM_056781365.1	A	anno1.g2393.t1	A
rna-XM_056780673.1	A	anno1.g844.t1	A
rna-XM_056780073.1	A	anno1.g6316.t1	A
rna-XM_056781982.1	A	anno1.g2746.t1	A
rna-XM_056781984.1	A	anno1.g1256.t1	A
rna-XM_056781986.1	A	anno1.g3400.t1	A
rna-XM_056780928.1	A	anno1.g1259.t1	A
rna-XM_056781589.1	A	anno1.g1248.t1	A
rna-XM_056780871.1	A	anno1.g1429.t1	A
rna-XM_056780151.1	A	anno1.g909.t2	A
rna-XM_056780148.1	A	anno1.g910.t1	A
rna-XM_056781222.1	A	anno1.g3829.t1	A
rna-XM_056781660.1	A	anno1.g11300.t1	A
rna-XM_056781654.1	A	anno1.g4616.t1	A
rna-XM_056781661.1	A	anno1.g4617.t1	A
rna-XM_056781562.1	A	anno1.g9826.t1	A
rna-XM_056780530.1	A	anno1.g9827.t1	A
rna-XM_056780987.1	A	anno1.g2764.t1	A
rna-XM_056780287.1	A	anno1.g9606.t1	A
rna-XM_056780294.1	A	anno1.g8229.t1	A
rna-XM_056780310.1	A	anno1.g1946.t1	A
rna-XM_056780312.1	A	anno1.g10302.t1	A
rna-XM_056780878.1	A	anno1.g11628.t1	X
rna-XM_056781693.1	A	anno1.g4335.t1	A
rna-XM_056781664.1	A	anno1.g11692.t1	X
rna-XM_056781703.1	A	anno1.g11826.t1	X
rna-XM_056781711.1	A	anno1.g11619.t1	X
rna-XM_056781717.1	A	anno1.g2270.t1	A
rna-XM_056780337.1	A	anno1.g10463.t1	A
rna-XM_056781078.1	A	anno1.g260.t2	A
rna-XM_056781080.1	A	anno1.g267.t1	A
rna-XM_056781733.1	A	anno1.g11784.t1	X
rna-XM_056780862.1	A	anno1.g270.t1	A
rna-XM_056780582.1	A	anno1.g9766.t1	A
rna-XM_056781734.1	A	anno1.g3366.t1	A
rna-XM_056781800.1	A	anno1.g11103.t3	A
rna-XM_056781808.1	A	anno1.g2347.t1	A
rna-XM_056781809.1	A	anno1.g10496.t1	A
rna-XM_056781811.1	A	anno1.g269.t1	A
rna-XM_056781813.1	A	anno1.g294.t1	A
rna-XM_056781816.1	A	anno1.g11504.t1	A
rna-XM_056781818.1	A	anno1.g9767.t1	A
rna-XM_056781815.1	A	anno1.g10831.t1	A
rna-XM_056781819.1	A	anno1.g4702.t2	A
rna-XM_056781821.1	A	anno1.g643.t1	A
rna-XM_056781822.1	A	anno1.g4703.t1	A
rna-XM_056781826.1	A	anno1.g9638.t2	A
rna-XM_056781827.1	A	anno1.g738.t2	A
rna-XM_056781828.1	A	anno1.g9640.t1	A
rna-XM_056781832.1	A	anno1.g742.t4	A
rna-XM_056780685.1	A	anno1.g1900.t1	A
rna-XM_056780744.1	A	anno1.g1899.t2	A
rna-XM_056781741.1	A	anno1.g2178.t1	A
rna-XM_056781168.1	A	anno1.g2176.t1	A
rna-XM_056781169.1	A	anno1.g2177.t1	A
rna-XM_056780561.1	A	anno1.g5698.t1	A
rna-XM_056780074.1	A	anno1.g2174.t1	A
rna-XM_056780075.1	A	anno1.g2286.t1	A
rna-XM_056780809.1	A	anno1.g2175.t2	A
rna-XM_056780587.1	A	anno1.g7979.t1	A
rna-XM_056781522.1	A	anno1.g4089.t2	A
rna-XM_056780512.1	A	anno1.g10324.t1	A
rna-XM_056782201.1	A	anno1.g2503.t1	A
rna-XM_056782205.1	A	anno1.g11549.t1	X
rna-XM_056782207.1	A	anno1.g531.t1	A
rna-XM_056782208.1	A	anno1.g723.t1	A
rna-XM_056780569.1	A	anno1.g2239.t1	A
rna-XM_056781742.1	A	anno1.g5524.t1	A
rna-XM_056781342.1	A	anno1.g5523.t1	A
rna-XM_056781325.1	A	anno1.g724.t1	A
rna-XM_056780504.1	A	anno1.g9936.t1	A
rna-XM_056781316.1	A	anno1.g5439.t3	A
rna-XM_056780978.1	A	anno1.g5440.t1	A
rna-XM_056781517.1	A	anno1.g5438.t2	A
rna-XM_056780096.1	A	anno1.g5436.t1	A
rna-XM_056780092.1	A	anno1.g5290.t2	A
rna-XM_056782221.1	A	anno1.g3208.t1	A
rna-XM_056782213.1	A	anno1.g3206.t1	A
rna-XM_056782223.1	A	anno1.g3205.t1	A
rna-XM_056782222.1	A	anno1.g3203.t1	A
rna-XM_056780454.1	A	anno1.g2348.t1	A
rna-XM_056782128.1	A	anno1.g1121.t1	A
rna-XM_056781016.1	A	anno1.g9934.t1	A
rna-XM_056781029.1	A	anno1.g9933.t1	A
rna-XM_056781022.1	A	anno1.g11211.t1	A
rna-XM_056781745.1	A	anno1.g9234.t1	A
rna-XM_056781853.1	A	anno1.g11003.t1	A
rna-XM_056781859.1	A	anno1.g11004.t1	A
rna-XM_056781561.1	A	anno1.g11507.t1	A
rna-XM_056780778.1	A	anno1.g11106.t1	A
rna-XM_056780777.1	A	anno1.g11108.t1	A
rna-XM_056780776.1	A	anno1.g11109.t1	A
rna-XM_056781648.1	A	anno1.g11111.t1	A
rna-XM_056780997.1	A	anno1.g11038.t1	A
rna-XM_056780996.1	A	anno1.g11101.t1	A
rna-XM_056781035.1	A	anno1.g11105.t1	A
rna-XM_056781018.1	A	anno1.g6530.t1	A
rna-XM_056781019.1	A	anno1.g9652.t1	A
rna-XM_056781392.1	A	anno1.g3954.t3	A
rna-XM_056780678.1	A	anno1.g3953.t1	A
rna-XM_056780950.1	A	anno1.g4067.t1	A
rna-XM_056781749.1	A	anno1.g4066.t1	A
rna-XM_056780547.1	A	anno1.g4063.t1	A
rna-XM_056781107.1	A	anno1.g4172.t1	A
rna-XM_056781121.1	A	anno1.g6870.t2	A
rna-XM_056781122.1	A	anno1.g297.t1	A
rna-XM_056781120.1	A	anno1.g296.t1	A
rna-XM_056781666.1	A	anno1.g481.t1	A
rna-XM_056780887.1	A	anno1.g4081.t1	A
rna-XM_056780886.1	A	anno1.g11180.t1	A
rna-XM_056780895.1	A	anno1.g4192.t1	A
rna-XM_056780889.1	A	anno1.g1113.t2	A
rna-XM_056780896.1	A	anno1.g1114.t1	A
rna-XM_056780899.1	A	anno1.g19.t1	A
rna-XM_056780894.1	A	anno1.g750.t1	A
rna-XM_056780893.1	A	anno1.g762.t1	A
rna-XM_056781396.1	A	anno1.g9937.t1	A
rna-XM_056781381.1	A	anno1.g759.t1	A
rna-XM_056781382.1	A	anno1.g755.t2	A
rna-XM_056780371.1	A	anno1.g748.t1	A
rna-XM_056780372.1	A	anno1.g749.t1	A
rna-XM_056780328.1	A	anno1.g9749.t1	A
rna-XM_056780326.1	A	anno1.g9939.t1	A
rna-XM_056780327.1	A	anno1.g754.t1	A
rna-XM_056781779.1	A	anno1.g1120.t2	A
rna-XM_056781782.1	A	anno1.g10930.t1	A
rna-XM_056781783.1	A	anno1.g751.t1	A
rna-XM_056781750.1	A	anno1.g752.t1	A
rna-XM_056781784.1	A	anno1.g5355.t1	A
rna-XM_056781348.1	A	anno1.g9722.t1	A
rna-XM_056781353.1	A	anno1.g4746.t1	A
rna-XM_056781058.1	A	anno1.g11020.t1	A
rna-XM_056781057.1	A	anno1.g11021.t1	A
rna-XM_056781059.1	A	anno1.g11015.t1	A
rna-XM_056781063.1	A	anno1.g11013.t1	A
rna-XM_056781067.1	A	anno1.g11016.t1	A
rna-XM_056780572.1	A	anno1.g2608.t1	A
rna-XM_056781552.1	A	anno1.g11024.t1	A
rna-XM_056781551.1	A	anno1.g11025.t1	A
rna-XM_056781553.1	A	anno1.g11026.t1	A
rna-XM_056781556.1	A	anno1.g3407.t1	A
rna-XM_056780332.1	A	anno1.g11412.t1	A
rna-XM_056782197.1	A	anno1.g3320.t3	A
rna-XM_056781015.1	A	anno1.g968.t1	A
rna-XM_056780437.1	A	anno1.g11028.t1	A
rna-XM_056780059.1	A	anno1.g11027.t1	A
rna-XM_056780061.1	A	anno1.g11000.t3	A
rna-XM_056780070.1	A	anno1.g10999.t2	A
rna-XM_056780366.1	A	anno1.g10998.t1	A
rna-XM_056780759.1	A	anno1.g11007.t1	A
rna-XM_056781752.1	A	anno1.g11008.t1	A
rna-XM_056780906.1	A	anno1.g11010.t1	A
rna-XM_056781993.1	A	anno1.g11011.t1	A
rna-XM_056781999.1	A	anno1.g4184.t1	A
rna-XM_056781574.1	A	anno1.g11125.t1	A
rna-XM_056781846.1	A	anno1.g11126.t3	A
rna-XM_056781849.1	A	anno1.g11127.t1	A
rna-XM_056781848.1	A	anno1.g5693.t1	A
rna-XM_056781843.1	A	anno1.g6718.t1	A
rna-XM_056781845.1	A	anno1.g11129.t1	A
rna-XM_056781844.1	A	anno1.g11438.t1	A
rna-XM_056781987.1	A	anno1.g622.t1	A
rna-XM_056781988.1	A	anno1.g621.t1	A
rna-XM_056781990.1	A	anno1.g620.t1	A
rna-XM_056781069.1	A	anno1.g9849.t1	A
rna-XM_056781071.1	A	anno1.g5357.t1	A
rna-XM_056782085.1	A	anno1.g7846.t2	A
rna-XM_056782259.1	A	anno1.g3491.t1	A
rna-XM_056782251.1	A	anno1.g3489.t2	A
rna-XM_056782249.1	A	anno1.g6885.t1	A
rna-XM_056780901.1	A	anno1.g7686.t1	A
rna-XM_056781582.1	A	anno1.g3151.t1	A
rna-XM_056780089.1	A	anno1.g2685.t1	A
rna-XM_056780090.1	A	anno1.g6333.t1	A
rna-XM_056780361.1	A	anno1.g9382.t1	A
rna-XM_056780885.1	A	anno1.g10038.t1	A
rna-XM_056781754.1	A	anno1.g10037.t1	A
rna-XM_056781756.1	A	anno1.g9831.t1	A
rna-XM_056780837.1	A	anno1.g2189.t1	A
rna-XM_056780838.1	A	anno1.g5720.t1	A
rna-XM_056780842.1	A	anno1.g2191.t1	A
rna-XM_056781623.1	A	anno1.g6531.t1	A
rna-XM_056781617.1	A	anno1.g10436.t1	A
rna-XM_056780953.1	A	anno1.g6580.t1	A
rna-XM_056780573.1	A	anno1.g6609.t1	A
rna-XM_056780360.1	A	anno1.g6608.t2	A
rna-XM_056781878.1	A	anno1.g11856.t1	X
rna-XM_056781885.1	A	anno1.g619.t1	A
rna-XM_056781883.1	A	anno1.g5591.t1	A
rna-XM_056780500.1	A	anno1.g7765.t2	A
rna-XM_056781558.1	A	anno1.g7767.t1	A
rna-XM_056780769.1	A	anno1.g9721.t2	A
rna-XM_056780189.1	A	anno1.g3549.t1	A
rna-XM_056781577.1	A	anno1.g1697.t1	A
rna-XM_056781578.1	A	anno1.g4570.t1	A
rna-XM_056781295.1	A	anno1.g8976.t1	A
rna-XM_056780671.1	A	anno1.g8596.t1	A
rna-XM_056780879.1	A	anno1.g1801.t1	A
rna-XM_056782002.1	A	anno1.g1800.t1	A
rna-XM_056780245.1	A	anno1.g1799.t1	A
rna-XM_056781345.1	A	anno1.g2776.t2	A
rna-XM_056780789.1	A	anno1.g347.t1	A
rna-XM_056780788.1	A	anno1.g5249.t1	A
rna-XM_056780793.1	A	anno1.g5036.t1	A
rna-XM_056780790.1	A	anno1.g5038.t1	A
rna-XM_056782059.1	A	anno1.g5039.t1	A
rna-XM_056782063.1	A	anno1.g10668.t1	A
rna-XM_056782120.1	A	anno1.g10671.t1	A
rna-XM_056782121.1	A	anno1.g6270.t1	A
rna-XM_056780805.1	A	anno1.g3247.t1	A
rna-XM_056780532.1	A	anno1.g6501.t1	A
rna-XM_056780536.1	A	anno1.g11354.t1	A
rna-XM_056780537.1	A	anno1.g9102.t1	A
rna-XM_056780538.1	A	anno1.g5050.t1	A
rna-XM_056780750.1	A	anno1.g1819.t1	A
rna-XM_056780902.1	A	anno1.g10587.t2	A
rna-XM_056781324.1	A	anno1.g5797.t1	A
rna-XM_056782019.1	A	anno1.g4976.t3	A
rna-XM_056782027.1	A	anno1.g2265.t1	A
rna-XM_056782030.1	A	anno1.g5487.t1	A
rna-XM_056782034.1	A	anno1.g10664.t1	A
rna-XM_056781491.1	A	anno1.g6502.t1	A
rna-XM_056781899.1	A	anno1.g6585.t1	A
rna-XM_056781900.1	A	anno1.g6764.t1	A
rna-XM_056781902.1	A	anno1.g6630.t1	A
rna-XM_056781903.1	A	anno1.g6631.t1	A
rna-XM_056781904.1	A	anno1.g9720.t1	A
rna-XM_056781905.1	A	anno1.g6621.t1	A
rna-XM_056781907.1	A	anno1.g9712.t1	A
rna-XM_056781910.1	A	anno1.g9887.t1	A
rna-XM_056781911.1	A	anno1.g2329.t1	A
rna-XM_056781912.1	A	anno1.g11269.t1	A
rna-XM_056781913.1	A	anno1.g1137.t1	A
rna-XM_056781915.1	A	anno1.g3741.t1	A
rna-XM_056781921.1	A	anno1.g4158.t1	A
rna-XM_056781922.1	A	anno1.g4166.t1	A
rna-XM_056781928.1	A	anno1.g1029.t1	A
rna-XM_056781927.1	A	anno1.g2883.t1	A
rna-XM_056781926.1	A	anno1.g4005.t1	A
rna-XM_056781930.1	A	anno1.g8031.t4	A
rna-XM_056781933.1	A	anno1.g54.t1	A
rna-XM_056780782.1	A	anno1.g33.t1	A
rna-XM_056780783.1	A	anno1.g6622.t2	A
rna-XM_056780785.1	A	anno1.g5087.t2	A
rna-XM_056780552.1	A	anno1.g434.t2	A
rna-XM_056782130.1	A	anno1.g2058.t1	A
rna-XM_056782135.1	A	anno1.g3517.t1	A
rna-XM_056782136.1	A	anno1.g9888.t3	A
rna-XM_056780955.1	A	anno1.g2960.t1	A
rna-XM_056780771.1	A	anno1.g6665.t1	A
rna-XM_056781213.1	A	anno1.g2959.t1	A
rna-XM_056780828.1	A	anno1.g2958.t1	A
rna-XM_056782035.1	A	anno1.g6485.t1	A
rna-XM_056781547.1	A	anno1.g6484.t1	A
rna-XM_056780616.1	A	anno1.g10547.t1	A
rna-XM_056781652.1	A	anno1.g10548.t1	A
rna-XM_056781762.1	A	anno1.g10273.t1	A
rna-XM_056782182.1	A	anno1.g3784.t1	A
rna-XM_056782177.1	A	anno1.g4935.t1	A
rna-XM_056782176.1	A	anno1.g28.t2	A
rna-XM_056782186.1	A	anno1.g29.t1	A
rna-XM_056780086.1	A	anno1.g3223.t1	A
rna-XM_056780085.1	A	anno1.g1418.t1	A
rna-XM_056781003.1	A	anno1.g5339.t1	A
rna-XM_056781000.1	A	anno1.g4940.t1	A
rna-XM_056781001.1	A	anno1.g4938.t1	A
rna-XM_056781041.1	A	anno1.g4182.t1	A
rna-XM_056780531.1	A	anno1.g5340.t2	A
rna-XM_056780801.1	A	anno1.g5341.t1	A
rna-XM_056780833.1	A	anno1.g5701.t1	A
rna-XM_056780283.1	A	anno1.g5700.t2	A
rna-XM_056780816.1	A	anno1.g5692.t2	A
rna-XM_056780822.1	A	anno1.g5691.t1	A
rna-XM_056780823.1	A	anno1.g5690.t1	A
rna-XM_056780341.1	A	anno1.g5689.t1	A
rna-XM_056781340.1	A	anno1.g4936.t1	A
rna-XM_056781509.1	A	anno1.g1798.t1	A
rna-XM_056781403.1	A	anno1.g9081.t1	A
rna-XM_056781402.1	A	anno1.g9076.t1	A
rna-XM_056780698.1	A	anno1.g6581.t1	A
rna-XM_056780700.1	A	anno1.g9078.t1	A
rna-XM_056781539.1	A	anno1.g9432.t1	A
rna-XM_056780761.1	A	anno1.g9429.t1	A
rna-XM_056780748.1	A	anno1.g9430.t1	A
rna-XM_056780524.1	A	anno1.g9428.t1	A
rna-XM_056780528.1	A	anno1.g9512.t2	A
rna-XM_056780526.1	A	anno1.g9511.t1	A
rna-XM_056780450.1	A	anno1.g3565.t1	A
rna-XM_056780798.1	A	anno1.g3563.t1	A
rna-XM_056780196.1	A	anno1.g7493.t1	A
rna-XM_056781851.1	A	anno1.g7492.t2	A
rna-XM_056781795.1	A	anno1.g7809.t1	A
rna-XM_056781794.1	A	anno1.g7810.t1	A
rna-XM_056781686.1	A	anno1.g6957.t2	A
rna-XM_056781679.1	A	anno1.g6958.t1	A
rna-XM_056781680.1	A	anno1.g4693.t1	A
rna-XM_056781690.1	A	anno1.g4697.t2	A
rna-XM_056781765.1	A	anno1.g6961.t1	A
rna-XM_056781681.1	A	anno1.g7797.t1	A
rna-XM_056781672.1	A	anno1.g7796.t1	A
rna-XM_056781687.1	A	anno1.g12022.t1	X
rna-XM_056781682.1	A	anno1.g7793.t1	A
rna-XM_056780679.1	A	anno1.g7791.t3	A
rna-XM_056781767.1	A	anno1.g7788.t1	A
rna-XM_056780687.1	A	anno1.g7786.t1	A
rna-XM_056781584.1	A	anno1.g7460.t2	A
rna-XM_056781770.1	A	anno1.g10223.t1	A
rna-XM_056780853.1	A	anno1.g7725.t1	A
rna-XM_056780851.1	A	anno1.g4725.t2	A
rna-XM_056781136.1	A	anno1.g7248.t1	A
rna-XM_056781145.1	A	anno1.g7250.t1	A
rna-XM_056781138.1	A	anno1.g7522.t1	A
rna-XM_056781130.1	A	anno1.g7521.t1	A
rna-XM_056781144.1	A	anno1.g7523.t1	A
rna-XM_056781393.1	A	anno1.g7524.t1	A
rna-XM_056780682.1	A	anno1.g4750.t1	A
rna-XM_056780684.1	A	anno1.g4747.t1	A
rna-XM_056782164.1	A	anno1.g6948.t1	A
rna-XM_056782160.1	A	anno1.g6950.t1	A
rna-XM_056780565.1	A	anno1.g6949.t2	A
rna-XM_056781290.1	A	anno1.g6945.t1	A
rna-XM_056781286.1	A	anno1.g6944.t1	A
rna-XM_056781285.1	A	anno1.g6943.t1	A
rna-XM_056781214.1	A	anno1.g5029.t1	A
rna-XM_056781341.1	A	anno1.g5032.t1	A
rna-XM_056781950.1	A	anno1.g7203.t1	A
rna-XM_056781953.1	A	anno1.g7202.t1	A
rna-XM_056781952.1	A	anno1.g4732.t1	A
rna-XM_056781956.1	A	anno1.g7220.t1	A
rna-XM_056782229.1	A	anno1.g6976.t1	A
rna-XM_056782224.1	A	anno1.g6978.t1	A
rna-XM_056780766.1	A	anno1.g6982.t1	A
rna-XM_056781383.1	A	anno1.g6983.t1	A
rna-XM_056781327.1	A	anno1.g6975.t1	A
rna-XM_056781328.1	A	anno1.g3810.t2	A
rna-XM_056781330.1	A	anno1.g7227.t1	A
rna-XM_056781329.1	A	anno1.g7226.t1	A
rna-XM_056781334.1	A	anno1.g4768.t1	A
