D_sublineata	chromosome	A_obtectus	chromosome
rna-XM_056780926.1	A	anno1.g1324.t1	A
rna-XM_056780925.1	A	anno1.g168.t1	A
rna-XM_056781886.1	A	anno1.g297.t1	A
rna-XM_056781889.1	A	anno1.g166.t1	A
rna-XM_056781102.1	A	anno1.g636.t1	A
rna-XM_056781099.1	A	anno1.g2274.t1	A
rna-XM_056780979.1	A	anno1.g635.t1	A
rna-XM_056780980.1	A	anno1.g641.t1	A
rna-XM_056780856.1	A	anno1.g1334.t1	A
rna-XM_056781097.1	A	anno1.g1332.t1	A
rna-XM_056781094.1	A	anno1.g4211.t2	A
rna-XM_056780665.1	A	anno1.g14311.t1	A
rna-XM_056780846.1	A	anno1.g6401.t1	A
rna-XM_056780637.1	A	anno1.g11988.t1	A
rna-XM_056782015.1	A	anno1.g11949.t1	A
rna-XM_056782011.1	A	anno1.g10559.t1	A
rna-XM_056781359.1	A	anno1.g4685.t1	A
rna-XM_056780568.1	A	anno1.g13028.t1	A
rna-XM_056781045.1	A	anno1.g13026.t1	A
rna-XM_056781004.1	A	anno1.g13025.t1	A
rna-XM_056782003.1	A	anno1.g4932.t1	A
rna-XM_056781946.1	A	anno1.g5008.t1	A
rna-XM_056781948.1	A	anno1.g5007.t1	A
rna-XM_056781360.1	A	anno1.g4933.t1	A
rna-XM_056780646.1	A	anno1.g6243.t1	A
rna-XM_056781895.1	A	anno1.g6605.t2	A
rna-XM_056781898.1	A	anno1.g6278.t1	A
rna-XM_056781896.1	A	anno1.g6277.t3	A
rna-XM_056780541.1	A	anno1.g12247.t1	A
rna-XM_056781934.1	A	anno1.g4363.t1	A
rna-XM_056780659.1	A	anno1.g6530.t1	A
rna-XM_056781935.1	A	anno1.g2282.t1	A
rna-XM_056780863.1	A	anno1.g9054.t1	A
rna-XM_056781040.1	A	anno1.g2970.t1	A
rna-XM_056780695.1	A	anno1.g2972.t1	A
rna-XM_056780786.1	A	anno1.g2974.t1	A
rna-XM_056780363.1	A	anno1.g2976.t1	A
rna-XM_056780540.1	A	anno1.g2975.t1	A
rna-XM_056780672.1	A	anno1.g2977.t1	A
rna-XM_056780867.1	A	anno1.g8195.t1	A
rna-XM_056780234.1	A	anno1.g1410.t1	A
rna-XM_056780235.1	A	anno1.g2411.t1	A
rna-XM_056780238.1	A	anno1.g11326.t1	A
rna-XM_056780241.1	A	anno1.g9236.t1	A
rna-XM_056780762.1	A	anno1.g13859.t1	A
rna-XM_056780677.1	A	anno1.g1377.t1	A
rna-XM_056781194.1	A	anno1.g11074.t2	A
rna-XM_056780377.1	A	anno1.g11008.t1	A
rna-XM_056780475.1	A	anno1.g5998.t1	A
rna-XM_056780480.1	A	anno1.g11797.t3	A
rna-XM_056780477.1	A	anno1.g6649.t1	A
rna-XM_056780479.1	A	anno1.g9160.t1	A
rna-XM_056780483.1	A	anno1.g2653.t1	A
rna-XM_056780482.1	A	anno1.g6650.t1	A
rna-XM_056780486.1	A	anno1.g6453.t1	A
rna-XM_056780491.1	A	anno1.g724.t2	A
rna-XM_056781358.1	A	anno1.g14453.t1	A
rna-XM_056780875.1	A	anno1.g14452.t1	A
rna-XM_056780457.1	A	anno1.g4912.t1	A
rna-XM_056780458.1	A	anno1.g4913.t1	A
rna-XM_056781170.1	A	anno1.g4918.t1	A
rna-XM_056781536.1	A	anno1.g4919.t2	A
rna-XM_056781151.1	A	anno1.g12075.t1	A
rna-XM_056781148.1	A	anno1.g12076.t1	A
rna-XM_056780099.1	A	anno1.g525.t1	A
rna-XM_056780097.1	A	anno1.g524.t2	A
rna-XM_056780101.1	A	anno1.g23.t1	A
rna-XM_056780117.1	A	anno1.g9141.t1	A
rna-XM_056780105.1	A	anno1.g1268.t1	A
rna-XM_056780122.1	A	anno1.g3596.t1	A
rna-XM_056780123.1	A	anno1.g523.t1	A
rna-XM_056780118.1	A	anno1.g3595.t1	A
rna-XM_056780120.1	A	anno1.g8445.t1	A
rna-XM_056780124.1	A	anno1.g5882.t1	A
rna-XM_056780126.1	A	anno1.g5375.t1	A
rna-XM_056780127.1	A	anno1.g5374.t1	A
rna-XM_056780125.1	A	anno1.g6033.t1	A
rna-XM_056780134.1	A	anno1.g12096.t2	A
rna-XM_056780136.1	A	anno1.g12095.t1	A
rna-XM_056780137.1	A	anno1.g12123.t2	A
rna-XM_056780692.1	A	anno1.g12256.t1	A
rna-XM_056780140.1	A	anno1.g12106.t1	A
rna-XM_056780142.1	A	anno1.g12116.t1	A
rna-XM_056780143.1	A	anno1.g12117.t1	A
rna-XM_056780144.1	A	anno1.g12120.t1	A
rna-XM_056780697.1	A	anno1.g5251.t1	A
rna-XM_056781585.1	A	anno1.g12121.t1	A
rna-XM_056780638.1	A	anno1.g12124.t1	A
rna-XM_056781356.1	A	anno1.g8883.t1	A
rna-XM_056781892.1	A	anno1.g12094.t1	A
rna-XM_056781890.1	A	anno1.g4922.t1	A
rna-XM_056781893.1	A	anno1.g4921.t1	A
rna-XM_056780714.1	A	anno1.g4924.t1	A
rna-XM_056780716.1	A	anno1.g4926.t1	A
rna-XM_056780718.1	A	anno1.g4925.t1	A
rna-XM_056780715.1	A	anno1.g4927.t1	A
rna-XM_056780864.1	A	anno1.g6911.t1	A
rna-XM_056781030.1	A	anno1.g6912.t1	A
rna-XM_056781542.1	A	anno1.g6913.t1	A
rna-XM_056780962.1	A	anno1.g8558.t1	A
rna-XM_056780965.1	A	anno1.g8559.t1	A
rna-XM_056780964.1	A	anno1.g8560.t1	A
rna-XM_056781944.1	A	anno1.g12092.t1	A
rna-XM_056781592.1	A	anno1.g12091.t1	A
rna-XM_056781797.1	A	anno1.both_agree_g12774.t1	A
rna-XM_056781152.1	A	anno1.g1247.t3	A
rna-XM_056781156.1	A	anno1.g1248.t1	A
rna-XM_056780529.1	A	anno1.g7999.t1	A
rna-XM_056781399.1	A	anno1.g4226.t1	A
rna-XM_056780738.1	A	anno1.g8592.t1	A
rna-XM_056781116.1	A	anno1.g10024.t1	A
rna-XM_056781119.1	A	anno1.g9871.t1	A
rna-XM_056780719.1	A	anno1.g9872.t1	A
rna-XM_056781126.1	A	anno1.g2805.t1	A
rna-XM_056781128.1	A	anno1.g2804.t2	A
rna-XM_056780655.1	A	anno1.g7745.t1	A
rna-XM_056780724.1	A	anno1.g9934.t1	A
rna-XM_056780794.1	A	anno1.g9935.t1	A
rna-XM_056781588.1	A	anno1.g9936.t1	A
rna-XM_056780513.1	A	anno1.g9937.t1	A
rna-XM_056781548.1	A	anno1.g9939.t1	A
rna-XM_056782010.1	A	anno1.g9294.t1	A
rna-XM_056780814.1	A	anno1.g2373.t1	A
rna-XM_056780994.1	A	anno1.g6704.t1	A
rna-XM_056780666.1	A	anno1.g4382.t1	A
rna-XM_056780740.1	A	anno1.g6301.t1	A
rna-XM_056781524.1	A	anno1.g4380.t2	A
rna-XM_056781525.1	A	anno1.g4379.t1	A
rna-XM_056781528.1	A	anno1.g9922.t1	A
rna-XM_056781530.1	A	anno1.g9924.t1	A
rna-XM_056781531.1	A	anno1.g9920.t2	A
rna-XM_056781533.1	A	anno1.g9925.t1	A
rna-XM_056781633.1	A	anno1.g2773.t1	A
rna-XM_056781631.1	A	anno1.g4411.t1	A
rna-XM_056781636.1	A	anno1.g6306.t2	A
rna-XM_056780721.1	A	anno1.g6304.t1	A
rna-XM_056782233.1	A	anno1.g6303.t1	A
rna-XM_056782231.1	A	anno1.g6280.t1	A
rna-XM_056782230.1	A	anno1.g6281.t1	A
rna-XM_056780910.1	A	anno1.g6282.t1	A
rna-XM_056780078.1	A	anno1.g4312.t1	A
rna-XM_056780084.1	A	anno1.g1391.t1	A
rna-XM_056780081.1	A	anno1.g5920.t1	A
rna-XM_056780076.1	A	anno1.g4310.t1	A
rna-XM_056780351.1	A	anno1.g5929.t1	A
rna-XM_056782069.1	A	anno1.g5927.t1	A
rna-XM_056782078.1	A	anno1.g5926.t1	A
rna-XM_056782079.1	A	anno1.g5925.t1	A
rna-XM_056782080.1	A	anno1.g5924.t1	A
rna-XM_056781961.1	A	anno1.g5923.t1	A
rna-XM_056781964.1	A	anno1.g5922.t1	A
rna-XM_056780247.1	A	anno1.g5060.t1	A
rna-XM_056780249.1	A	anno1.g9405.t1	A
rna-XM_056780246.1	A	anno1.g10978.t1	A
rna-XM_056780250.1	A	anno1.g9403.t1	A
rna-XM_056780675.1	A	anno1.g10962.t1	A
rna-XM_056780676.1	A	anno1.g9862.t1	A
rna-XM_056781006.1	A	anno1.g9861.t1	A
rna-XM_056781009.1	A	anno1.g9926.t2	A
rna-XM_056780409.1	A	anno1.g12854.t1	A
rna-XM_056780405.1	A	anno1.g12860.t1	A
rna-XM_056780751.1	A	anno1.g5987.t1	A
rna-XM_056780428.1	A	anno1.g13116.t2	A
rna-XM_056781405.1	A	anno1.g4307.t1	A
rna-XM_056781406.1	A	anno1.g4308.t1	A
rna-XM_056781407.1	A	anno1.g4309.t1	A
rna-XM_056781408.1	A	anno1.g7714.t1	A
rna-XM_056781410.1	A	anno1.g5065.t3	A
rna-XM_056781417.1	A	anno1.g5066.t2	A
rna-XM_056781421.1	A	anno1.g10368.t2	A
rna-XM_056781423.1	A	anno1.g10385.t1	A
rna-XM_056781426.1	A	anno1.g10582.t1	A
rna-XM_056781424.1	A	anno1.g10584.t1	A
rna-XM_056781427.1	A	anno1.g10386.t1	A
rna-XM_056781428.1	A	anno1.g10388.t2	A
rna-XM_056781429.1	A	anno1.g10387.t1	A
rna-XM_056781430.1	A	anno1.g10384.t1	A
rna-XM_056781431.1	A	anno1.g6758.t1	A
rna-XM_056781436.1	A	anno1.g11020.t1	A
rna-XM_056781438.1	A	anno1.g11406.t1	A
rna-XM_056781441.1	A	anno1.g11185.t1	A
rna-XM_056781449.1	A	anno1.g11183.t8	A
rna-XM_056781480.1	A	anno1.g11186.t1	A
rna-XM_056781483.1	A	anno1.g6579.t1	A
rna-XM_056781484.1	A	anno1.g100.t1	A
rna-XM_056780765.1	A	anno1.g12287.t1	A
rna-XM_056781487.1	A	anno1.g13422.t1	A
rna-XM_056781488.1	A	anno1.g13401.t1	A
rna-XM_056781297.1	A	anno1.g13402.t1	A
rna-XM_056780370.1	A	anno1.g13404.t2	A
rna-XM_056780367.1	A	anno1.g13405.t1	A
rna-XM_056781390.1	A	anno1.g13416.t1	A
rna-XM_056780747.1	A	anno1.g13415.t1	A
rna-XM_056781291.1	A	anno1.g13414.t2	A
rna-XM_056780543.1	A	anno1.g13421.t1	A
rna-XM_056780546.1	A	anno1.g13420.t1	A
rna-XM_056780558.1	A	anno1.g13397.t1	A
rna-XM_056780774.1	A	anno1.g10128.t1	A
rna-XM_056780325.1	A	anno1.g10133.t1	A
rna-XM_056780323.1	A	anno1.g10134.t1	A
rna-XM_056780322.1	A	anno1.g13677.t1	A
rna-XM_056780438.1	A	anno1.g10795.t2	A
rna-XM_056781970.1	A	anno1.g13531.t1	A
rna-XM_056781972.1	A	anno1.g13533.t1	A
rna-XM_056781981.1	A	anno1.g13558.t1	A
rna-XM_056781973.1	A	anno1.g13553.t1	A
rna-XM_056781979.1	A	anno1.g13551.t1	A
rna-XM_056781971.1	A	anno1.g12451.t1	A
rna-XM_056781541.1	A	anno1.g12461.t1	A
rna-XM_056782209.1	A	anno1.g6297.t1	A
rna-XM_056780787.1	A	anno1.g6295.t1	A
rna-XM_056781039.1	A	anno1.g6290.t1	A
rna-XM_056780555.1	A	anno1.g6285.t1	A
rna-XM_056780406.1	A	anno1.g2649.t1	A
rna-XM_056780549.1	A	anno1.g1193.t1	A
rna-XM_056780550.1	A	anno1.g6705.t2	A
rna-XM_056781862.1	A	anno1.g9942.t1	A
rna-XM_056781864.1	A	anno1.g9944.t1	A
rna-XM_056781865.1	A	anno1.g8923.t1	A
rna-XM_056781866.1	A	anno1.g13364.t2	A
rna-XM_056780251.1	A	anno1.g12631.t1	A
rna-XM_056780256.1	A	anno1.g9080.t2	A
rna-XM_056780860.1	A	anno1.g9568.t1	A
rna-XM_056780858.1	A	anno1.g9865.t1	A
rna-XM_056780640.1	A	anno1.g9866.t1	A
rna-XM_056780218.1	A	anno1.g10025.t4	A
rna-XM_056780222.1	A	anno1.g12452.t1	A
rna-XM_056782087.1	A	anno1.g8593.t2	A
rna-XM_056782110.1	A	anno1.g4404.t1	A
rna-XM_056780211.1	A	anno1.g4407.t2	A
rna-XM_056780212.1	A	anno1.g4384.t1	A
rna-XM_056780216.1	A	anno1.g5278.t1	A
rna-XM_056780213.1	A	anno1.g6874.t1	A
rna-XM_056780563.1	A	anno1.g14271.t1	A
rna-XM_056780564.1	A	anno1.g13817.t1	A
rna-XM_056781504.1	A	anno1.g14272.t1	A
rna-XM_056780806.1	A	anno1.g8371.t1	A
rna-XM_056780813.1	A	anno1.g14270.t1	A
rna-XM_056780723.1	A	anno1.g317.t1	A
rna-XM_056780824.1	A	anno1.g318.t1	A
rna-XM_056782054.1	A	anno1.g13820.t1	A
rna-XM_056782055.1	A	anno1.g13821.t1	A
rna-XM_056782052.1	A	anno1.g13822.t3	A
rna-XM_056782057.1	A	anno1.g13767.t2	A
rna-XM_056780269.1	A	anno1.g3185.t1	A
rna-XM_056780270.1	A	anno1.g2269.t1	A
rna-XM_056780268.1	A	anno1.g12713.t1	A
rna-XM_056780273.1	A	anno1.g3867.t1	A
rna-XM_056780271.1	A	anno1.g14582.t1	A
rna-XM_056780263.1	A	anno1.g2313.t1	A
rna-XM_056780265.1	A	anno1.g2311.t1	A
rna-XM_056780960.1	A	anno1.g2278.t1	A
rna-XM_056781160.1	A	anno1.g2306.t1	A
rna-XM_056781161.1	A	anno1.g2308.t1	A
rna-XM_056781114.1	A	anno1.g13921.t1	A
rna-XM_056781112.1	A	anno1.g1084.t1	A
rna-XM_056781115.1	A	anno1.g5021.t1	A
rna-XM_056780931.1	A	anno1.g12422.t1	A
rna-XM_056780929.1	A	anno1.g1231.t1	A
rna-XM_056780939.1	A	anno1.g12879.t1	A
rna-XM_056780932.1	A	anno1.g4846.t1	A
rna-XM_056780831.1	A	anno1.g1167.t1	A
rna-XM_056780940.1	A	anno1.g12480.t1	A
rna-XM_056780941.1	A	anno1.g13069.t1	A
rna-XM_056782195.1	A	anno1.g7816.t1	A
rna-XM_056780880.1	A	anno1.g7817.t1	A
rna-XM_056781319.1	A	anno1.g11919.t1	A
rna-XM_056781322.1	A	anno1.g12278.t2	A
rna-XM_056780961.1	A	anno1.g1481.t1	A
rna-XM_056780832.1	A	anno1.g8319.t1	A
rna-XM_056781591.1	A	anno1.g8401.t2	A
rna-XM_056781014.1	A	anno1.g1486.t1	A
rna-XM_056780338.1	A	anno1.g14263.t1	A
rna-XM_056780184.1	A	anno1.g11756.t1	A
rna-XM_056780186.1	A	anno1.g3186.t1	A
rna-XM_056781626.1	A	anno1.g11485.t1	A
rna-XM_056780954.1	A	anno1.g11489.t1	A
rna-XM_056780779.1	A	anno1.g3184.t3	A
rna-XM_056780379.1	A	anno1.g13014.t1	A
rna-XM_056780741.1	A	anno1.g12417.t1	A
rna-XM_056781365.1	A	anno1.g6245.t1	A
rna-XM_056780673.1	A	anno1.g12416.t1	A
rna-XM_056780073.1	A	anno1.g5530.t1	A
rna-XM_056781982.1	A	anno1.g5835.t1	A
rna-XM_056781984.1	A	anno1.g13976.t1	A
rna-XM_056780928.1	A	anno1.g13978.t1	A
rna-XM_056781589.1	A	anno1.g13973.t1	A
rna-XM_056780871.1	A	anno1.g14178.t1	A
rna-XM_056780151.1	A	anno1.g12281.t1	A
rna-XM_056780148.1	A	anno1.g12280.t1	A
rna-XM_056781222.1	A	anno1.g11704.t1	A
rna-XM_056780767.1	A	anno1.g14200.t1	A
rna-XM_056781660.1	A	anno1.g1431.t1	A
rna-XM_056781654.1	A	anno1.g10699.t1	A
rna-XM_056781661.1	A	anno1.g10698.t1	A
rna-XM_056781562.1	A	anno1.g8527.t2	A
rna-XM_056780530.1	A	anno1.g8528.t2	A
rna-XM_056780987.1	A	anno1.g5935.t1	A
rna-XM_056780287.1	A	anno1.g7402.t1	A
rna-XM_056780292.1	A	anno1.g5533.t1	A
rna-XM_056780872.1	A	anno1.g7414.t1	A
rna-XM_056780306.1	A	anno1.g7413.t1	A
rna-XM_056780294.1	A	anno1.g14571.t1	A
rna-XM_056780310.1	A	anno1.g13216.t1	A
rna-XM_056780312.1	A	anno1.g742.t1	A
rna-XM_056781693.1	A	anno1.g14170.t1	A
rna-XM_056781701.1	A	anno1.g14199.t1	A
rna-XM_056781703.1	A	anno1.g4463.t1	A
rna-XM_056780275.1	A	anno1.g5473.t1	A
rna-XM_056781708.1	A	anno1.g968.t1	A
rna-XM_056781715.1	A	anno1.g7941.t1	A
rna-XM_056781717.1	A	anno1.g12112.t1	A
rna-XM_056781718.1	A	anno1.g14579.t1	A
rna-XM_056781722.1	A	anno1.g6327.t1	A
rna-XM_056780337.1	A	anno1.g415.t1	A
rna-XM_056781078.1	A	anno1.g14421.t1	A
rna-XM_056781080.1	A	anno1.g14413.t1	A
rna-XM_056780582.1	A	anno1.g8589.t1	A
rna-XM_056781734.1	A	anno1.g11997.t1	A
rna-XM_056781800.1	A	anno1.g111.t1	A
rna-XM_056781808.1	A	anno1.g14294.t1	A
rna-XM_056781809.1	A	anno1.g1269.t1	A
rna-XM_056781811.1	A	anno1.g14411.t2	A
rna-XM_056781813.1	A	anno1.g12965.t1	A
rna-XM_056781816.1	A	anno1.g1570.t1	A
rna-XM_056781818.1	A	anno1.g8590.t1	A
rna-XM_056781815.1	A	anno1.g1319.t1	A
rna-XM_056781819.1	A	anno1.g10179.t1	A
rna-XM_056781821.1	A	anno1.g12001.t1	A
rna-XM_056781822.1	A	anno1.g10178.t1	A
rna-XM_056781826.1	A	anno1.g7369.t1	A
rna-XM_056781827.1	A	anno1.g11933.t2	A
rna-XM_056781832.1	A	anno1.g11930.t2	A
rna-XM_056781838.1	A	anno1.g3551.t1	A
rna-XM_056780685.1	A	anno1.g11965.t1	A
rna-XM_056781741.1	A	anno1.g5973.t1	A
rna-XM_056781169.1	A	anno1.g14761.t1	A
rna-XM_056780561.1	A	anno1.g11327.t1	A
rna-XM_056780074.1	A	anno1.g5966.t1	A
rna-XM_056780075.1	A	anno1.g6970.t2	A
rna-XM_056780809.1	A	anno1.g14720.t1	A
rna-XM_056780587.1	A	anno1.g9044.t1	A
rna-XM_056781522.1	A	anno1.g11130.t2	A
rna-XM_056780512.1	A	anno1.g757.t1	A
rna-XM_056782201.1	A	anno1.g6358.t2	A
rna-XM_056782205.1	A	anno1.g7949.t1	A
rna-XM_056782207.1	A	anno1.g12335.t1	A
rna-XM_056782208.1	A	anno1.g12142.t1	A
rna-XM_056780569.1	A	anno1.g7151.t1	A
rna-XM_056781742.1	A	anno1.g4773.t2	A
rna-XM_056781342.1	A	anno1.g4774.t1	A
rna-XM_056782083.1	A	anno1.g13380.t1	A
rna-XM_056781325.1	A	anno1.g12141.t1	A
rna-XM_056780504.1	A	anno1.g8455.t1	A
rna-XM_056781316.1	A	anno1.g5004.t3	A
rna-XM_056780978.1	A	anno1.g5003.t1	A
rna-XM_056781517.1	A	anno1.g5005.t1	A
rna-XM_056780096.1	A	anno1.g5006.t1	A
rna-XM_056780092.1	A	anno1.g14612.t6	A
rna-XM_056780583.1	A	anno1.g12803.t1	A
rna-XM_056782221.1	A	anno1.g7264.t2	A
rna-XM_056782213.1	A	anno1.g7263.t1	A
rna-XM_056782223.1	A	anno1.g7262.t1	A
rna-XM_056782222.1	A	anno1.g7261.t2	A
rna-XM_056780454.1	A	anno1.g7170.t1	A
rna-XM_056781294.1	A	anno1.g11871.t1	A
rna-XM_056782128.1	A	anno1.g11863.t1	A
rna-XM_056781016.1	A	anno1.g8456.t1	A
rna-XM_056781022.1	A	anno1.g44.t2	A
rna-XM_056781745.1	A	anno1.g7761.t1	A
rna-XM_056781859.1	A	anno1.g1.t1	A
rna-XM_056781561.1	A	anno1.g1573.t1	A
rna-XM_056780778.1	A	anno1.g109.t1	A
rna-XM_056780777.1	A	anno1.g106.t1	A
rna-XM_056780776.1	A	anno1.g105.t1	A
rna-XM_056781648.1	A	anno1.g82.t1	A
rna-XM_056780997.1	A	anno1.g1146.t1	A
rna-XM_056780996.1	A	anno1.g113.t1	A
rna-XM_056781035.1	A	anno1.g110.t1	A
rna-XM_056781019.1	A	anno1.g7355.t1	A
rna-XM_056781392.1	A	anno1.g11241.t2	A
rna-XM_056780678.1	A	anno1.g11242.t1	A
rna-XM_056780950.1	A	anno1.g11320.t2	A
rna-XM_056780547.1	A	anno1.g11318.t1	A
rna-XM_056781344.1	A	anno1.g770.t1	A
rna-XM_056781107.1	A	anno1.g11783.t1	A
rna-XM_056781121.1	A	anno1.g2997.t2	A
rna-XM_056781122.1	A	anno1.g12969.t1	A
rna-XM_056781120.1	A	anno1.g12968.t1	A
rna-XM_056781666.1	A	anno1.g13038.t1	A
rna-XM_056780887.1	A	anno1.g11144.t1	A
rna-XM_056780886.1	A	anno1.g14695.t1	A
rna-XM_056780890.1	A	anno1.g10364.t2	A
rna-XM_056780895.1	A	anno1.g11036.t1	A
rna-XM_056780889.1	A	anno1.g11869.t1	A
rna-XM_056780896.1	A	anno1.g11872.t1	A
rna-XM_056780899.1	A	anno1.g11873.t1	A
rna-XM_056780894.1	A	anno1.g13331.t1	A
rna-XM_056780893.1	A	anno1.g14140.t1	A
rna-XM_056781396.1	A	anno1.g8454.t1	A
rna-XM_056781381.1	A	anno1.g14145.t1	A
rna-XM_056781374.1	A	anno1.g14152.t1	A
rna-XM_056781382.1	A	anno1.g14153.t1	A
rna-XM_056780371.1	A	anno1.g13333.t1	A
rna-XM_056780372.1	A	anno1.g13332.t1	A
rna-XM_056780328.1	A	anno1.g7991.t1	A
rna-XM_056780326.1	A	anno1.g8452.t1	A
rna-XM_056780327.1	A	anno1.g14154.t2	A
rna-XM_056781779.1	A	anno1.g14820.t1	A
rna-XM_056781782.1	A	anno1.g11866.t1	A
rna-XM_056781783.1	A	anno1.g14157.t1	A
rna-XM_056781750.1	A	anno1.g14156.t2	A
rna-XM_056781784.1	A	anno1.g5128.t1	A
rna-XM_056781348.1	A	anno1.g7969.t1	A
rna-XM_056781353.1	A	anno1.g10432.t1	A
rna-XM_056781058.1	A	anno1.g96.t1	A
rna-XM_056781057.1	A	anno1.g97.t1	A
rna-XM_056781059.1	A	anno1.g92.t2	A
rna-XM_056781063.1	A	anno1.g91.t1	A
rna-XM_056781066.1	A	anno1.g93.t1	A
rna-XM_056781067.1	A	anno1.g94.t1	A
rna-XM_056780923.1	A	anno1.g95.t1	A
rna-XM_056780572.1	A	anno1.g5770.t1	A
rna-XM_056781552.1	A	anno1.g101.t1	A
rna-XM_056781551.1	A	anno1.g804.t2	A
rna-XM_056781553.1	A	anno1.g805.t1	A
rna-XM_056781556.1	A	anno1.g5746.t2	A
rna-XM_056781557.1	A	anno1.g2235.t1	X
rna-XM_056780340.1	A	anno1.g1622.t1	A
rna-XM_056780332.1	A	anno1.g1623.t1	A
rna-XM_056782197.1	A	anno1.g6183.t3	A
rna-XM_056781015.1	A	anno1.g12500.t1	A
rna-XM_056780437.1	A	anno1.g806.t1	A
rna-XM_056780061.1	A	anno1.g7.t7	A
rna-XM_056780070.1	A	anno1.g11.t1	A
rna-XM_056780366.1	A	anno1.g12.t1	A
rna-XM_056780759.1	A	anno1.g3.t1	A
rna-XM_056781752.1	A	anno1.g4.t1	A
rna-XM_056780906.1	A	anno1.g85.t1	A
rna-XM_056781993.1	A	anno1.g89.t2	A
rna-XM_056781999.1	A	anno1.g11030.t1	A
rna-XM_056781574.1	A	anno1.g71.t1	A
rna-XM_056781846.1	A	anno1.g70.t1	A
rna-XM_056781849.1	A	anno1.g69.t1	A
rna-XM_056781848.1	A	anno1.g4484.t1	A
rna-XM_056781843.1	A	anno1.g3845.t1	A
rna-XM_056781845.1	A	anno1.g66.t1	A
rna-XM_056781844.1	A	anno1.g1521.t1	A
rna-XM_056781521.1	A	anno1.g8989.t1	A
rna-XM_056781987.1	A	anno1.g12136.t1	A
rna-XM_056781988.1	A	anno1.g12132.t1	A
rna-XM_056781990.1	A	anno1.g12131.t1	A
rna-XM_056781069.1	A	anno1.g8554.t1	A
rna-XM_056781071.1	A	anno1.g14287.t1	A
rna-XM_056781072.1	A	anno1.g12187.t1	A
rna-XM_056781070.1	A	anno1.g12190.t1	A
rna-XM_056781074.1	A	anno1.g12192.t1	A
rna-XM_056782085.1	A	anno1.g3662.t1	A
rna-XM_056782259.1	A	anno1.g11806.t1	A
rna-XM_056782251.1	A	anno1.g11804.t1	A
rna-XM_056782249.1	A	anno1.g2406.t1	A
rna-XM_056780901.1	A	anno1.g2536.t1	A
rna-XM_056781582.1	A	anno1.g7162.t1	A
rna-XM_056780089.1	A	anno1.g6531.t1	A
rna-XM_056780090.1	A	anno1.g5549.t1	A
rna-XM_056780361.1	A	anno1.g7777.t1	A
rna-XM_056780885.1	A	anno1.g8058.t1	A
rna-XM_056781754.1	A	anno1.g8060.t1	A
rna-XM_056780838.1	A	anno1.g4460.t1	A
rna-XM_056780842.1	A	anno1.g14806.t1	A
rna-XM_056781623.1	A	anno1.g2827.t1	A
rna-XM_056781617.1	A	anno1.g1226.t1	A
rna-XM_056780953.1	A	anno1.g2787.t1	A
rna-XM_056780573.1	A	anno1.g2748.t1	A
rna-XM_056780360.1	A	anno1.g2749.t2	A
rna-XM_056781757.1	A	anno1.g8290.t1	A
rna-XM_056781878.1	A	anno1.g2164.t1	X
rna-XM_056781885.1	A	anno1.g12185.t1	A
rna-XM_056781883.1	A	anno1.g4701.t1	A
rna-XM_056780876.1	A	anno1.g7377.t2	A
rna-XM_056780500.1	A	anno1.g3220.t1	A
rna-XM_056780584.1	A	anno1.g3223.t1	A
rna-XM_056781558.1	A	anno1.g3224.t1	A
rna-XM_056780189.1	A	anno1.g10963.t1	A
rna-XM_056780647.1	A	anno1.g13411.t1	A
rna-XM_056781577.1	A	anno1.g13661.t1	A
rna-XM_056781578.1	A	anno1.g10757.t1	A
rna-XM_056781295.1	A	anno1.g9894.t1	A
rna-XM_056780671.1	A	anno1.g9440.t2	A
rna-XM_056780879.1	A	anno1.g13824.t1	A
rna-XM_056782002.1	A	anno1.g13828.t2	A
rna-XM_056780245.1	A	anno1.g13829.t1	A
rna-XM_056780789.1	A	anno1.g12053.t1	A
rna-XM_056780788.1	A	anno1.g4884.t1	A
rna-XM_056780793.1	A	anno1.g10619.t1	A
rna-XM_056780790.1	A	anno1.g10617.t1	A
rna-XM_056782059.1	A	anno1.g10616.t1	A
rna-XM_056782063.1	A	anno1.g550.t1	A
rna-XM_056782120.1	A	anno1.g555.t2	A
rna-XM_056782121.1	A	anno1.g5474.t1	A
rna-XM_056780805.1	A	anno1.g7097.t1	A
rna-XM_056780532.1	A	anno1.g3444.t1	A
rna-XM_056780536.1	A	anno1.g225.t1	A
rna-XM_056780537.1	A	anno1.g10034.t2	A
rna-XM_056780538.1	A	anno1.g10603.t1	A
rna-XM_056780750.1	A	anno1.g13803.t1	A
rna-XM_056780902.1	A	anno1.g487.t1	A
rna-XM_056781324.1	A	anno1.g4521.t1	A
rna-XM_056780729.1	A	anno1.g1373.t1	A
rna-XM_056782019.1	A	anno1.g10674.t4	A
rna-XM_056782027.1	A	anno1.g6907.t1	A
rna-XM_056782030.1	A	anno1.g4947.t1	A
rna-XM_056782031.1	A	anno1.g6930.t2	A
rna-XM_056782034.1	A	anno1.g545.t2	A
rna-XM_056781491.1	A	anno1.g3440.t1	A
rna-XM_056781899.1	A	anno1.g2782.t1	A
rna-XM_056781900.1	A	anno1.g3627.t1	A
rna-XM_056781902.1	A	anno1.g3697.t1	A
rna-XM_056781903.1	A	anno1.g3696.t1	A
