B_siliquastri	chromosome	D_carinulata	chromosome
BRAKERILHT00000008694	A	rna-XM_057816135.1	A
BRAKERILHT00000009092	A	rna-XM_057806554.1	A
BRAKERILHT00000008540	A	rna-XM_057798538.1	A
BRAKERILHT00000009818	A	rna-XM_057807093.1	A
BRAKERILHT00000009490	A	rna-XM_057810575.1	A
BRAKERILHT00000009061	A	rna-XM_057810582.1	A
BRAKERILHT00000008805	A	rna-XM_057815589.1	A
BRAKERILHT00000009841	A	rna-XM_057812830.1	A
BRAKERILHT00000010382	A	rna-XM_057804162.1	A
BRAKERILHT00000008567	A	rna-XM_057815996.1	X
BRAKERILHT00000009564	A	rna-XM_057807834.1	A
BRAKERILHT00000009239	A	rna-XM_057808724.1	A
BRAKERILHT00000010394	A	rna-XM_057805162.1	A
BRAKERILHT00000009475	A	rna-XM_057810568.1	A
BRAKERILHT00000008844	A	rna-XM_057810566.1	A
BRAKERILHT00000010337	A	rna-XM_057810570.1	A
BRAKERILHT00000009171	A	rna-XM_057810571.1	A
BRAKERILHT00000010203	A	rna-XM_057810572.1	A
BRAKERILHT00000010019	A	rna-XM_057810573.1	A
BRAKERILHT00000008561	A	rna-XM_057810580.1	A
BRAKERILHT00000010373	A	rna-XM_057810620.1	A
BRAKERILHT00000010173	A	rna-XM_057805634.1	A
BRAKERILHT00000008517	A	rna-XM_057815070.1	A
BRAKERILHT00000010378	A	rna-XM_057795222.1	A
BRAKERILHT00000009516	A	rna-XM_057807963.1	A
BRAKERILHT00000008878	A	rna-XM_057800920.1	A
BRAKERILHT00000009147	A	rna-XM_057794992.1	A
BRAKERILHT00000008674	A	rna-XM_057803654.1	A
BRAKERILHT00000008963	A	rna-XM_057803660.1	A
BRAKERILHT00000009503	A	rna-XM_057806207.1	A
BRAKERILHT00000008967	A	rna-XM_057806205.1	A
BRAKERILHT00000008513	A	rna-XM_057806206.1	A
BRAKERILHT00000009161	A	rna-XM_057814414.1	A
BRAKERILHT00000009886	A	rna-XM_057805762.1	A
BRAKERILHT00000008518	A	rna-XM_057814962.1	A
BRAKERILHT00000010029	A	rna-XM_057812007.1	A
BRAKERILHT00000009902	A	rna-XM_057813204.1	A
BRAKERILHT00000010039	A	rna-XM_057813187.1	A
BRAKERILHT00000009646	A	rna-XM_057811525.1	A
BRAKERILHT00000009076	A	rna-XM_057811745.1	A
BRAKERILHT00000010238	A	rna-XM_057815011.1	A
BRAKERILHT00000008650	A	rna-XM_057807681.1	X
BRAKERILHT00000010219	A	rna-XM_057807695.1	X
BRAKERILHT00000009168	A	rna-XM_057799450.1	A
BRAKERILHT00000009533	A	rna-XM_057803046.1	A
BRAKERILHT00000009945	A	rna-XM_057814762.1	A
BRAKERILHT00000009704	A	rna-XM_057807317.1	A
BRAKERILHT00000009701	A	rna-XM_057805452.1	A
BRAKERILHT00000010233	A	rna-XM_057805442.1	A
BRAKERILHT00000008852	A	rna-XM_057806249.1	A
BRAKERILHT00000009381	A	rna-XM_057806106.1	A
BRAKERILHT00000009470	A	rna-XM_057805489.1	A
BRAKERILHT00000010037	A	rna-XM_057805488.1	A
BRAKERILHT00000008657	A	rna-XM_057806017.1	A
BRAKERILHT00000009089	A	rna-XM_057810886.1	A
BRAKERILHT00000009769	A	rna-XM_057810815.1	A
BRAKERILHT00000009002	A	rna-XM_057805188.1	A
BRAKERILHT00000010352	A	rna-XM_057805186.1	A
BRAKERILHT00000008837	A	rna-XM_057811622.1	A
BRAKERILHT00000010294	A	rna-XM_057805187.1	A
BRAKERILHT00000009033	A	rna-XM_057815770.1	A
BRAKERILHT00000009810	A	rna-XM_057815834.1	A
BRAKERILHT00000008755	A	rna-XM_057816759.1	A
BRAKERILHT00000009540	A	rna-XM_057804375.1	A
BRAKERILHT00000008988	A	rna-XM_057804367.1	A
BRAKERILHT00000008685	A	rna-XM_057813908.1	A
BRAKERILHT00000009771	A	rna-XM_057813907.1	A
BRAKERILHT00000008954	A	rna-XM_057813905.1	A
BRAKERILHT00000008615	A	rna-XM_057813884.1	A
BRAKERILHT00000009999	A	rna-XM_057813393.1	A
BRAKERILHT00000009348	A	rna-XM_057802299.1	A
BRAKERILHT00000009424	A	rna-XM_057807939.1	A
BRAKERILHT00000010260	A	rna-XM_057809689.1	A
BRAKERILHT00000009707	A	rna-XM_057809391.1	A
BRAKERILHT00000009518	A	rna-XM_057809389.1	A
BRAKERILHT00000010154	A	rna-XM_057809387.1	A
BRAKERILHT00000009864	A	rna-XM_057798047.1	A
BRAKERILHT00000008727	A	rna-XM_057809383.1	A
BRAKERILHT00000010257	A	rna-XM_057809380.1	A
BRAKERILHT00000009755	A	rna-XM_057797364.1	A
BRAKERILHT00000009444	A	rna-XM_057799449.1	A
BRAKERILHT00000009837	A	rna-XM_057814145.1	A
BRAKERILHT00000009411	A	rna-XM_057803266.1	A
BRAKERILHT00000009827	A	rna-XM_057803249.1	A
BRAKERILHT00000009307	A	rna-XM_057802394.1	A
BRAKERILHT00000008939	A	rna-XM_057802603.1	A
BRAKERILHT00000010095	A	rna-XM_057796261.1	A
BRAKERILHT00000009675	A	rna-XM_057816678.1	A
BRAKERILHT00000008979	A	rna-XM_057795297.1	A
BRAKERILHT00000009403	A	rna-XM_057809838.1	A
BRAKERILHT00000010211	A	rna-XM_057801073.1	A
BRAKERILHT00000010072	A	rna-XM_057800930.1	A
BRAKERILHT00000009065	A	rna-XM_057813945.1	A
BRAKERILHT00000009379	A	rna-XM_057812099.1	A
BRAKERILHT00000009836	A	rna-XM_057810900.1	A
BRAKERILHT00000009654	A	rna-XM_057809278.1	A
BRAKERILHT00000010130	A	rna-XM_057801290.1	A
BRAKERILHT00000009544	A	rna-XM_057809626.1	A
BRAKERILHT00000010295	A	rna-XM_057801289.1	A
BRAKERILHT00000008914	A	rna-XM_057801285.1	A
BRAKERILHT00000009202	A	rna-XM_057801303.1	A
BRAKERILHT00000009779	A	rna-XM_057795640.1	A
BRAKERILHT00000009721	A	rna-XM_057795519.1	A
BRAKERILHT00000010408	A	rna-XM_057799042.1	A
BRAKERILHT00000008777	A	rna-XM_057804707.1	X
BRAKERILHT00000008482	A	rna-XM_057804960.1	A
BRAKERILHT00000009891	A	rna-XM_057811636.1	A
BRAKERILHT00000009591	A	rna-XM_057814787.1	A
BRAKERILHT00000008761	A	rna-XM_057814785.1	A
BRAKERILHT00000009738	A	rna-XM_057813710.1	A
BRAKERILHT00000009207	A	rna-XM_057812106.1	A
BRAKERILHT00000008773	A	rna-XM_057812709.1	A
BRAKERILHT00000009589	A	rna-XM_057813090.1	A
BRAKERILHT00000009159	A	rna-XM_057813094.1	A
BRAKERILHT00000008864	A	rna-XM_057813078.1	A
BRAKERILHT00000010388	A	rna-XM_057813085.1	A
BRAKERILHT00000009870	A	rna-XM_057813081.1	A
BRAKERILHT00000009284	A	rna-XM_057813080.1	A
BRAKERILHT00000009720	A	rna-XM_057813082.1	A
BRAKERILHT00000009378	A	rna-XM_057813088.1	A
BRAKERILHT00000009454	A	rna-XM_057814810.1	A
BRAKERILHT00000009146	A	rna-XM_057812451.1	A
BRAKERILHT00000009711	A	rna-XM_057804408.1	A
BRAKERILHT00000009422	A	rna-XM_057796690.1	A
BRAKERILHT00000008846	A	rna-XM_057796688.1	A
BRAKERILHT00000008486	A	rna-XM_057806367.1	A
BRAKERILHT00000009787	A	rna-XM_057804955.1	A
BRAKERILHT00000008691	A	rna-XM_057804963.1	A
BRAKERILHT00000009075	A	rna-XM_057804971.1	A
BRAKERILHT00000009517	A	rna-XM_057804961.1	A
BRAKERILHT00000009935	A	rna-XM_057804973.1	A
BRAKERILHT00000008487	A	rna-XM_057804968.1	A
BRAKERILHT00000010292	A	rna-XM_057804972.1	A
BRAKERILHT00000008606	A	rna-XM_057800268.1	A
BRAKERILHT00000009135	A	rna-XM_057815869.1	A
BRAKERILHT00000008828	A	rna-XM_057800897.1	A
BRAKERILHT00000009371	A	rna-XM_057804145.1	A
BRAKERILHT00000010187	A	rna-XM_057803659.1	A
BRAKERILHT00000009937	A	rna-XM_057797337.1	A
BRAKERILHT00000008666	A	rna-XM_057796907.1	A
BRAKERILHT00000008978	A	rna-XM_057796912.1	A
BRAKERILHT00000009515	A	rna-XM_057796734.1	A
BRAKERILHT00000009965	A	rna-XM_057812276.1	A
BRAKERILHT00000008589	A	rna-XM_057812691.1	A
BRAKERILHT00000008974	A	rna-XM_057811724.1	A
BRAKERILHT00000008710	A	rna-XM_057800055.1	A
BRAKERILHT00000009709	A	rna-XM_057796015.1	A
BRAKERILHT00000009566	A	rna-XM_057796876.1	A
BRAKERILHT00000008505	A	rna-XM_057805158.1	A
BRAKERILHT00000009140	A	rna-XM_057815675.1	A
BRAKERILHT00000009834	A	rna-XM_057812041.1	A
BRAKERILHT00000009541	A	rna-XM_057802403.1	A
BRAKERILHT00000008869	A	rna-XM_057815681.1	A
BRAKERILHT00000008876	A	rna-XM_057803974.1	A
BRAKERILHT00000009494	A	rna-XM_057815984.1	A
BRAKERILHT00000008717	A	rna-XM_057802952.1	A
BRAKERILHT00000010376	A	rna-XM_057802938.1	A
BRAKERILHT00000010327	A	rna-XM_057802946.1	A
BRAKERILHT00000009023	A	rna-XM_057802954.1	A
BRAKERILHT00000009714	A	rna-XM_057804418.1	A
BRAKERILHT00000010266	A	rna-XM_057800023.1	A
BRAKERILHT00000008659	A	rna-XM_057814389.1	A
BRAKERILHT00000009507	A	rna-XM_057814402.1	A
BRAKERILHT00000009317	A	rna-XM_057814386.1	A
BRAKERILHT00000010404	A	rna-XM_057795344.1	A
BRAKERILHT00000010271	A	rna-XM_057795343.1	A
BRAKERILHT00000009109	A	rna-XM_057807029.1	X
BRAKERILHT00000009303	A	rna-XM_057794881.1	X
BRAKERILHT00000008936	A	rna-XM_057800362.1	A
BRAKERILHT00000010307	A	rna-XM_057795064.1	A
BRAKERILHT00000009251	A	rna-XM_057800070.1	A
BRAKERILHT00000009702	A	rna-XM_057800071.1	A
BRAKERILHT00000010343	A	rna-XM_057812070.1	A
BRAKERILHT00000008831	A	rna-XM_057811539.1	A
BRAKERILHT00000008519	A	rna-XM_057810101.1	A
BRAKERILHT00000009162	A	rna-XM_057804967.1	A
BRAKERILHT00000009577	A	rna-XM_057804944.1	A
BRAKERILHT00000008808	A	rna-XM_057796399.1	A
BRAKERILHT00000009330	A	rna-XM_057796721.1	A
BRAKERILHT00000009631	A	rna-XM_057812029.1	A
BRAKERILHT00000008965	A	rna-XM_057812028.1	A
BRAKERILHT00000010345	A	rna-XM_057796532.1	A
BRAKERILHT00000009594	A	rna-XM_057796530.1	A
BRAKERILHT00000009157	A	rna-XM_057796514.1	A
BRAKERILHT00000009588	A	rna-XM_057799159.1	X
BRAKERILHT00000009499	A	rna-XM_057811432.1	A
BRAKERILHT00000009984	A	rna-XM_057815699.1	A
BRAKERILHT00000009102	A	rna-XM_057800637.1	A
BRAKERILHT00000009158	A	rna-XM_057798376.1	A
BRAKERILHT00000009917	A	rna-XM_057814393.1	A
BRAKERILHT00000010344	A	rna-XM_057795419.1	A
BRAKERILHT00000009048	A	rna-XM_057812485.1	A
BRAKERILHT00000009615	A	rna-XM_057804822.1	A
BRAKERILHT00000008884	A	rna-XM_057804830.1	A
BRAKERILHT00000008596	A	rna-XM_057813660.1	A
BRAKERILHT00000009456	A	rna-XM_057812646.1	A
BRAKERILHT00000010042	A	rna-XM_057799087.1	A
BRAKERILHT00000009437	A	rna-XM_057813099.1	A
BRAKERILHT00000010363	A	rna-XM_057813098.1	A
BRAKERILHT00000009813	A	rna-XM_057813106.1	A
BRAKERILHT00000009042	A	rna-XM_057811047.1	X
BRAKERILHT00000009593	A	rna-XM_057816736.1	A
BRAKERILHT00000008757	A	rna-XM_057815065.1	A
BRAKERILHT00000009273	A	rna-XM_057815062.1	A
BRAKERILHT00000009166	A	rna-XM_057803441.1	A
BRAKERILHT00000010018	A	rna-XM_057808813.1	A
BRAKERILHT00000009461	A	rna-XM_057808811.1	A
BRAKERILHT00000008872	A	rna-XM_057808800.1	A
BRAKERILHT00000009735	A	rna-XM_057808798.1	A
BRAKERILHT00000009126	A	rna-XM_057812422.1	A
BRAKERILHT00000009756	A	rna-XM_057813516.1	A
BRAKERILHT00000009641	A	rna-XM_057804493.1	A
BRAKERILHT00000009815	A	rna-XM_057802944.1	A
BRAKERILHT00000010365	A	rna-XM_057795712.1	A
BRAKERILHT00000008497	A	rna-XM_057810428.1	A
BRAKERILHT00000009037	A	rna-XM_057795710.1	A
BRAKERILHT00000009612	A	rna-XM_057800129.1	A
BRAKERILHT00000009241	A	rna-XM_057800112.1	A
BRAKERILHT00000010100	A	rna-XM_057808085.1	A
BRAKERILHT00000009216	A	rna-XM_057808099.1	A
BRAKERILHT00000010390	A	rna-XM_057807632.1	A
BRAKERILHT00000009950	A	rna-XM_057813854.1	A
BRAKERILHT00000010346	A	rna-XM_057813851.1	A
BRAKERILHT00000008907	A	rna-XM_057813846.1	A
BRAKERILHT00000010117	A	rna-XM_057814646.1	A
BRAKERILHT00000008488	A	rna-XM_057813840.1	A
BRAKERILHT00000008686	A	rna-XM_057800165.1	A
BRAKERILHT00000009000	A	rna-XM_057801223.1	A
BRAKERILHT00000009799	A	rna-XM_057801235.1	A
BRAKERILHT00000008648	A	rna-XM_057803793.1	A
BRAKERILHT00000008933	A	rna-XM_057797215.1	A
BRAKERILHT00000009182	A	rna-XM_057796862.1	X
BRAKERILHT00000009105	A	rna-XM_057797216.1	A
BRAKERILHT00000010267	A	rna-XM_057811471.1	A
BRAKERILHT00000009927	A	rna-XM_057797221.1	A
BRAKERILHT00000009677	A	rna-XM_057803485.1	A
BRAKERILHT00000008622	A	rna-XM_057803481.1	A
BRAKERILHT00000009790	A	rna-XM_057808231.1	A
BRAKERILHT00000010334	A	rna-XM_057807765.1	A
BRAKERILHT00000008942	A	rna-XM_057807636.1	A
BRAKERILHT00000008552	A	rna-XM_057808847.1	A
BRAKERILHT00000009951	A	rna-XM_057808846.1	A
BRAKERILHT00000008999	A	rna-XM_057808501.1	A
BRAKERILHT00000009772	A	rna-XM_057803272.1	A
BRAKERILHT00000010189	A	rna-XM_057803268.1	A
BRAKERILHT00000009151	A	rna-XM_057802670.1	A
BRAKERILHT00000009587	A	rna-XM_057807279.1	A
BRAKERILHT00000009242	A	rna-XM_057808295.1	A
BRAKERILHT00000008826	A	rna-XM_057808855.1	A
BRAKERILHT00000008729	A	rna-XM_057801623.1	A
BRAKERILHT00000009634	A	rna-XM_057808046.1	A
BRAKERILHT00000008557	A	rna-XM_057808289.1	A
BRAKERILHT00000010011	A	rna-XM_057807899.1	A
BRAKERILHT00000008582	A	rna-XM_057807912.1	A
BRAKERILHT00000009734	A	rna-XM_057809371.1	X
BRAKERILHT00000009017	A	rna-XM_057809349.1	X
BRAKERILHT00000008797	A	rna-XM_057808945.1	X
BRAKERILHT00000010170	A	rna-XM_057809069.1	A
BRAKERILHT00000008520	A	rna-XM_057808578.1	A
BRAKERILHT00000010339	A	rna-XM_057809053.1	A
BRAKERILHT00000009466	A	rna-XM_057809051.1	A
BRAKERILHT00000010007	A	rna-XM_057809071.1	A
BRAKERILHT00000008887	A	rna-XM_057809067.1	A
BRAKERILHT00000009469	A	rna-XM_057809079.1	A
BRAKERILHT00000009365	A	rna-XM_057808814.1	A
BRAKERILHT00000009571	A	rna-XM_057808488.1	A
BRAKERILHT00000009696	A	rna-XM_057808494.1	A
BRAKERILHT00000010396	A	rna-XM_057808248.1	A
BRAKERILHT00000008709	A	rna-XM_057812810.1	A
BRAKERILHT00000009106	A	rna-XM_057810845.1	A
BRAKERILHT00000009562	A	rna-XM_057810844.1	A
BRAKERILHT00000010251	A	rna-XM_057810841.1	A
BRAKERILHT00000010375	A	rna-XM_057807788.1	A
BRAKERILHT00000010273	A	rna-XM_057807784.1	A
BRAKERILHT00000009145	A	rna-XM_057802431.1	A
BRAKERILHT00000008897	A	rna-XM_057802418.1	A
BRAKERILHT00000010048	A	rna-XM_057802539.1	A
BRAKERILHT00000008629	A	rna-XM_057802619.1	A
BRAKERILHT00000009448	A	rna-XM_057802382.1	A
BRAKERILHT00000009138	A	rna-XM_057815125.1	A
BRAKERILHT00000009993	A	rna-XM_057815130.1	A
BRAKERILHT00000008499	A	rna-XM_057815089.1	A
BRAKERILHT00000009015	A	rna-XM_057815122.1	A
BRAKERILHT00000009183	A	rna-XM_057815117.1	A
BRAKERILHT00000009892	A	rna-XM_057798074.1	A
BRAKERILHT00000010313	A	rna-XM_057815127.1	A
BRAKERILHT00000008564	A	rna-XM_057815078.1	A
BRAKERILHT00000009380	A	rna-XM_057815128.1	A
BRAKERILHT00000009691	A	rna-XM_057815123.1	A
BRAKERILHT00000009427	A	rna-XM_057812477.1	A
BRAKERILHT00000009684	A	rna-XM_057814146.1	A
BRAKERILHT00000010001	A	rna-XM_057815131.1	A
BRAKERILHT00000008535	A	rna-XM_057814150.1	A
BRAKERILHT00000009253	A	rna-XM_057803371.1	X
BRAKERILHT00000008715	A	rna-XM_057806392.1	A
BRAKERILHT00000010143	A	rna-XM_057801652.1	A
BRAKERILHT00000009592	A	rna-XM_057801653.1	A
BRAKERILHT00000009821	A	rna-XM_057796831.1	A
BRAKERILHT00000009044	A	rna-XM_057809865.1	A
BRAKERILHT00000010158	A	rna-XM_057809868.1	A
BRAKERILHT00000009243	A	rna-XM_057809881.1	A
BRAKERILHT00000010368	A	rna-XM_057809871.1	A
BRAKERILHT00000008682	A	rna-XM_057809882.1	A
BRAKERILHT00000009167	A	rna-XM_057812820.1	A
BRAKERILHT00000008771	A	rna-XM_057809415.1	A
BRAKERILHT00000009622	A	rna-XM_057809085.1	A
BRAKERILHT00000008608	A	rna-XM_057809545.1	A
BRAKERILHT00000010308	A	rna-XM_057811834.1	A
BRAKERILHT00000009894	A	rna-XM_057798209.1	A
BRAKERILHT00000009199	A	rna-XM_057798210.1	A
BRAKERILHT00000008793	A	rna-XM_057812923.1	A
BRAKERILHT00000010284	A	rna-XM_057812040.1	A
BRAKERILHT00000009187	A	rna-XM_057800476.1	A
BRAKERILHT00000008789	A	rna-XM_057810715.1	A
BRAKERILHT00000010163	A	rna-XM_057815005.1	A
BRAKERILHT00000009007	A	rna-XM_057799923.1	A
BRAKERILHT00000008992	A	rna-XM_057800336.1	A
BRAKERILHT00000009293	A	rna-XM_057800912.1	A
BRAKERILHT00000009488	A	rna-XM_057803136.1	A
BRAKERILHT00000010248	A	rna-XM_057803148.1	A
BRAKERILHT00000009194	A	rna-XM_057811842.1	A
BRAKERILHT00000010332	A	rna-XM_057814895.1	A
BRAKERILHT00000008835	A	rna-XM_057814898.1	A
BRAKERILHT00000008510	A	rna-XM_057814907.1	A
BRAKERILHT00000009918	A	rna-XM_057814908.1	A
BRAKERILHT00000010084	A	rna-XM_057814910.1	A
BRAKERILHT00000008795	A	rna-XM_057814912.1	A
BRAKERILHT00000009726	A	rna-XM_057814913.1	A
BRAKERILHT00000009150	A	rna-XM_057814915.1	A
BRAKERILHT00000010040	A	rna-XM_057795177.1	A
BRAKERILHT00000009504	A	rna-XM_057814914.1	A
BRAKERILHT00000010272	A	rna-XM_057814916.1	A
BRAKERILHT00000009983	A	rna-XM_057813838.1	A
BRAKERILHT00000009680	A	rna-XM_057814917.1	A
BRAKERILHT00000008882	A	rna-XM_057795281.1	A
BRAKERILHT00000009478	A	rna-XM_057799918.1	A
BRAKERILHT00000009050	A	rna-XM_057795585.1	A
BRAKERILHT00000010362	A	rna-XM_057800599.1	A
BRAKERILHT00000009546	A	rna-XM_057814892.1	A
BRAKERILHT00000009319	A	rna-XM_057812265.1	A
BRAKERILHT00000009118	A	rna-XM_057812273.1	A
BRAKERILHT00000009416	A	rna-XM_057811253.1	A
BRAKERILHT00000009930	A	rna-XM_057812566.1	A
BRAKERILHT00000008917	A	rna-XM_057813208.1	A
BRAKERILHT00000009014	A	rna-XM_057814923.1	A
BRAKERILHT00000008556	A	rna-XM_057810257.1	A
BRAKERILHT00000009944	A	rna-XM_057814893.1	A
BRAKERILHT00000008937	A	rna-XM_057803036.1	A
BRAKERILHT00000010331	A	rna-XM_057803063.1	A
BRAKERILHT00000008758	A	rna-XM_057803530.1	A
BRAKERILHT00000010006	A	rna-XM_057803525.1	A
BRAKERILHT00000008492	A	rna-XM_057811348.1	A
BRAKERILHT00000009747	A	rna-XM_057814818.1	A
BRAKERILHT00000010358	A	rna-XM_057809809.1	A
BRAKERILHT00000010091	A	rna-XM_057809341.1	A
BRAKERILHT00000009288	A	rna-XM_057804705.1	A
BRAKERILHT00000009762	A	rna-XM_057815972.1	A
BRAKERILHT00000009356	A	rna-XM_057810535.1	A
BRAKERILHT00000009308	A	rna-XM_057815472.1	A
BRAKERILHT00000008902	A	rna-XM_057815523.1	A
BRAKERILHT00000009949	A	rna-XM_057795289.1	A
BRAKERILHT00000009513	A	rna-XM_057795077.1	A
BRAKERILHT00000008662	A	rna-XM_057815562.1	A
BRAKERILHT00000008893	A	rna-XM_057803491.1	A
BRAKERILHT00000009413	A	rna-XM_057795080.1	A
BRAKERILHT00000009792	A	rna-XM_057802306.1	A
BRAKERILHT00000009142	A	rna-XM_057795132.1	A
BRAKERILHT00000008962	A	rna-XM_057795135.1	A
BRAKERILHT00000008990	A	rna-XM_057795141.1	A
BRAKERILHT00000010031	A	rna-XM_057795140.1	A
BRAKERILHT00000008526	A	rna-XM_057805460.1	A
BRAKERILHT00000009557	A	rna-XM_057809377.1	A
BRAKERILHT00000010239	A	rna-XM_057809375.1	A
BRAKERILHT00000008731	A	rna-XM_057813068.1	A
BRAKERILHT00000008673	A	rna-XM_057802049.1	A
BRAKERILHT00000009925	A	rna-XM_057803608.1	A
BRAKERILHT00000009496	A	rna-XM_057803607.1	A
BRAKERILHT00000008559	A	rna-XM_057797789.1	A
BRAKERILHT00000009225	A	rna-XM_057801747.1	A
BRAKERILHT00000008830	A	rna-XM_057802268.1	A
BRAKERILHT00000010353	A	rna-XM_057812044.1	A
BRAKERILHT00000010159	A	rna-XM_057800121.1	A
BRAKERILHT00000009278	A	rna-XM_057804597.1	A
BRAKERILHT00000010045	A	rna-XM_057813515.1	A
BRAKERILHT00000009165	A	rna-XM_057805125.1	A
BRAKERILHT00000009619	A	rna-XM_057797407.1	A
BRAKERILHT00000008728	A	rna-XM_057804179.1	A
BRAKERILHT00000009581	A	rna-XM_057795764.1	A
BRAKERILHT00000008748	A	rna-XM_057796846.1	A
BRAKERILHT00000009305	A	rna-XM_057810883.1	A
BRAKERILHT00000009745	A	rna-XM_057810863.1	A
BRAKERILHT00000010319	A	rna-XM_057808001.1	A
BRAKERILHT00000009850	A	rna-XM_057810523.1	A
BRAKERILHT00000009674	A	rna-XM_057796534.1	A
BRAKERILHT00000009005	A	rna-XM_057796356.1	A
BRAKERILHT00000010085	A	rna-XM_057796513.1	A
BRAKERILHT00000009980	A	rna-XM_057804266.1	A
BRAKERILHT00000008915	A	rna-XM_057804478.1	A
BRAKERILHT00000009315	A	rna-XM_057806852.1	A
BRAKERILHT00000009798	A	rna-XM_057811441.1	A
BRAKERILHT00000010174	A	rna-XM_057797525.1	A
BRAKERILHT00000010147	A	rna-XM_057795360.1	A
BRAKERILHT00000009052	A	rna-XM_057797279.1	A
BRAKERILHT00000008533	A	rna-XM_057798546.1	A
BRAKERILHT00000009961	A	rna-XM_057794884.1	A
BRAKERILHT00000009331	A	rna-XM_057813305.1	A
BRAKERILHT00000010217	A	rna-XM_057814288.1	A
BRAKERILHT00000008948	A	rna-XM_057799233.1	A
BRAKERILHT00000010155	A	rna-XM_057799237.1	A
BRAKERILHT00000009471	A	rna-XM_057799232.1	A
BRAKERILHT00000008931	A	rna-XM_057802656.1	A
BRAKERILHT00000009933	A	rna-XM_057798790.1	A
BRAKERILHT00000008784	A	rna-XM_057801937.1	A
BRAKERILHT00000010318	A	rna-XM_057802314.1	A
BRAKERILHT00000010136	A	rna-XM_057802315.1	A
BRAKERILHT00000009812	A	rna-XM_057802316.1	A
BRAKERILHT00000009347	A	rna-XM_057802317.1	A
BRAKERILHT00000008714	A	rna-XM_057796930.1	A
BRAKERILHT00000009686	A	rna-XM_057797110.1	A
BRAKERILHT00000009903	A	rna-XM_057812495.1	A
BRAKERILHT00000009383	A	rna-XM_057803733.1	A
BRAKERILHT00000008524	A	rna-XM_057803615.1	X
BRAKERILHT00000010035	A	rna-XM_057803259.1	A
BRAKERILHT00000010279	A	rna-XM_057801119.1	A
BRAKERILHT00000009172	A	rna-XM_057801121.1	A
BRAKERILHT00000009723	A	rna-XM_057814185.1	A
BRAKERILHT00000010399	A	rna-XM_057814178.1	A
BRAKERILHT00000008898	A	rna-XM_057803743.1	A
BRAKERILHT00000009212	A	rna-XM_057814187.1	A
BRAKERILHT00000009868	A	rna-XM_057811428.1	A
BRAKERILHT00000010354	A	rna-XM_057811446.1	A
BRAKERILHT00000008833	A	rna-XM_057813937.1	A
BRAKERILHT00000008997	A	rna-XM_057811410.1	A
BRAKERILHT00000009676	A	rna-XM_057803604.1	A
BRAKERILHT00000010128	A	rna-XM_057811416.1	A
BRAKERILHT00000008637	A	rna-XM_057805005.1	A
BRAKERILHT00000009752	A	rna-XM_057795911.1	A
BRAKERILHT00000009716	A	rna-XM_057795772.1	A
BRAKERILHT00000010392	A	rna-XM_057813382.1	A
BRAKERILHT00000010194	A	rna-XM_057809869.1	A
BRAKERILHT00000009873	A	rna-XM_057809074.1	A
BRAKERILHT00000009310	A	rna-XM_057808958.1	A
BRAKERILHT00000009973	A	rna-XM_057809937.1	A
BRAKERILHT00000009653	A	rna-XM_057809317.1	A
BRAKERILHT00000009765	A	rna-XM_057797549.1	A
BRAKERILHT00000008588	A	rna-XM_057798100.1	A
BRAKERILHT00000008730	A	rna-XM_057809701.1	A
BRAKERILHT00000008851	A	rna-XM_057797551.1	A
BRAKERILHT00000010321	A	rna-XM_057797550.1	A
BRAKERILHT00000009908	A	rna-XM_057805687.1	A
BRAKERILHT00000008718	A	rna-XM_057799958.1	A
BRAKERILHT00000009667	A	rna-XM_057797788.1	A
BRAKERILHT00000008632	A	rna-XM_057801019.1	A
BRAKERILHT00000008983	A	rna-XM_057801130.1	A
BRAKERILHT00000009441	A	rna-XM_057801137.1	A
BRAKERILHT00000010366	A	rna-XM_057801132.1	A
BRAKERILHT00000008536	A	rna-XM_057797194.1	A
BRAKERILHT00000009057	A	rna-XM_057799693.1	A
BRAKERILHT00000008820	A	rna-XM_057809544.1	A
BRAKERILHT00000009604	A	rna-XM_057802023.1	A
BRAKERILHT00000009901	A	rna-XM_057803480.1	A
BRAKERILHT00000010191	A	rna-XM_057803486.1	A
BRAKERILHT00000008972	A	rna-XM_057797645.1	A
BRAKERILHT00000009505	A	rna-XM_057797815.1	A
BRAKERILHT00000010060	A	rna-XM_057809344.1	A
BRAKERILHT00000009031	A	rna-XM_057809046.1	A
BRAKERILHT00000010121	A	rna-XM_057811417.1	A
BRAKERILHT00000010165	A	rna-XM_057811439.1	A
BRAKERILHT00000009111	A	rna-XM_057799696.1	A
BRAKERILHT00000008726	A	rna-XM_057798676.1	A
BRAKERILHT00000009776	A	rna-XM_057812012.1	A
BRAKERILHT00000008919	A	rna-XM_057809076.1	A
BRAKERILHT00000009962	A	rna-XM_057809542.1	A
BRAKERILHT00000008713	A	rna-XM_057809063.1	A
BRAKERILHT00000008646	A	rna-XM_057802084.1	A
BRAKERILHT00000009795	A	rna-XM_057802360.1	A
BRAKERILHT00000008911	A	rna-XM_057803158.1	A
BRAKERILHT00000010000	A	rna-XM_057798898.1	A
BRAKERILHT00000008560	A	rna-XM_057795946.1	A
BRAKERILHT00000010325	A	rna-XM_057807178.1	A
BRAKERILHT00000009909	A	rna-XM_057801255.1	A
