B_varius	chromosome	B_siliquastri	chromosome
anno1.g7130.t1	A	BRAKERILHT00000003515	A
anno1.g7131.t1	A	BRAKERILHT00000003237	A
anno1.g7132.t1	A	BRAKERILHT00000002480	A
anno1.g7133.t2	A	BRAKERILHT00000004399	A
anno1.g7134.t3	A	BRAKERILHT00000003330	A
anno1.g7135.t1	A	BRAKERILHT00000003261	A
anno1.g7136.t2	A	BRAKERILHT00000004111	A
anno1.g7137.t1	A	BRAKERILHT00000003489	A
anno1.g7138.t1	A	BRAKERILHT00000003698	A
anno1.g7139.t1	A	BRAKERILHT00000003098	A
anno1.g7140.t1	A	BRAKERILHT00000003967	A
anno1.g7143.t1	A	BRAKERILHT00000003016	A
anno1.g7144.t1	A	BRAKERILHT00000002242	A
anno1.g7146.t2	A	BRAKERILHT00000002504	A
anno1.g7147.t2	A	BRAKERILHT00000003716	A
anno1.g7148.t1	A	BRAKERILHT00000003673	A
anno1.g7150.t1	A	BRAKERILHT00000003654	A
anno1.g7152.t1	A	BRAKERILHT00000004363	A
anno1.g7153.t1	A	BRAKERILHT00000003250	A
anno1.g7155.t1	A	BRAKERILHT00000002576	A
anno1.g7157.t1	A	BRAKERILHT00000003860	A
anno1.g7158.t1	A	BRAKERILHT00000010387	A
anno1.g7161.t1	A	BRAKERILHT00000004017	A
anno1.g7162.t1	A	BRAKERILHT00000003483	A
anno1.g7163.t1	A	BRAKERILHT00000002590	A
anno1.g7164.t1	A	BRAKERILHT00000004188	A
anno1.g7165.t1	A	BRAKERILHT00000003805	A
anno1.g7166.t1	A	BRAKERILHT00000002607	A
anno1.g7167.t1	A	BRAKERILHT00000003949	A
anno1.g7169.t1	A	BRAKERILHT00000002536	A
anno1.g7170.t2	A	BRAKERILHT00000002302	A
anno1.g7171.t2	A	BRAKERILHT00000003334	A
anno1.g7172.t1	A	BRAKERILHT00000003986	A
anno1.g7173.t1	A	BRAKERILHT00000002319	A
anno1.g7174.t1	A	BRAKERILHT00000002977	A
anno1.g7175.t1	A	BRAKERILHT00000003427	A
anno1.g7176.t3	A	BRAKERILHT00000003979	A
anno1.g7178.t1	A	BRAKERILHT00000003305	A
anno1.g7179.t1	A	BRAKERILHT00000002461	A
anno1.g7180.t1	A	BRAKERILHT00000003424	A
anno1.g7181.t1	A	BRAKERILHT00000003298	A
anno1.g7182.t1	A	BRAKERILHT00000010278	A
anno1.g7184.t1	A	BRAKERILHT00000002633	A
anno1.g7185.t1	A	BRAKERILHT00000004368	A
anno1.g7186.t1	A	BRAKERILHT00000003838	A
anno1.g7187.t2	A	BRAKERILHT00000002295	A
anno1.g7188.t3	A	BRAKERILHT00000004071	A
anno1.g7189.t1	A	BRAKERILHT00000003574	A
anno1.g7190.t1	A	BRAKERILHT00000002810	A
anno1.g7191.t1	A	BRAKERILHT00000002306	A
anno1.g7192.t1	A	BRAKERILHT00000002842	A
anno1.g7193.t1	A	BRAKERILHT00000002247	A
anno1.g7194.t1	A	BRAKERILHT00000004422	A
anno1.g7195.t1	A	BRAKERILHT00000003715	A
anno1.g7196.t1	A	BRAKERILHT00000002488	A
anno1.g7197.t1	A	BRAKERILHT00000003095	A
anno1.g7198.t1	A	BRAKERILHT00000002922	A
anno1.g7199.t1	A	BRAKERILHT00000003193	A
anno1.g7202.t1	A	BRAKERILHT00000002695	A
anno1.g7203.t1	A	BRAKERILHT00000003204	A
anno1.g7205.t1	A	BRAKERILHT00000003579	A
anno1.g7206.t1	A	BRAKERILHT00000004365	A
anno1.g7208.t1	A	BRAKERILHT00000003684	A
anno1.g7209.t1	A	BRAKERILHT00000004224	A
anno1.g7210.t1	A	BRAKERILHT00000002465	A
anno1.g7211.t2	A	BRAKERILHT00000002974	A
anno1.g7213.t1	A	BRAKERILHT00000003606	A
anno1.g7214.t1	A	BRAKERILHT00000002240	A
anno1.g7215.t1	A	BRAKERILHT00000004006	A
anno1.g7216.t1	A	BRAKERILHT00000003180	A
anno1.g7217.t1	A	BRAKERILHT00000002742	A
anno1.g7218.t1	A	BRAKERILHT00000003582	A
anno1.g7219.t1	A	BRAKERILHT00000004402	A
anno1.g7220.t1	A	BRAKERILHT00000004379	A
anno1.g7221.t1	A	BRAKERILHT00000003781	A
anno1.g7222.t1	A	BRAKERILHT00000002824	A
anno1.g7224.t1	A	BRAKERILHT00000003331	A
anno1.g7225.t1	A	BRAKERILHT00000004297	A
anno1.g7226.t1	A	BRAKERILHT00000004132	A
anno1.g7227.t1	A	BRAKERILHT00000003170	A
anno1.g7228.t2	A	BRAKERILHT00000003501	A
anno1.g7229.t1	A	BRAKERILHT00000004175	A
anno1.g7230.t1	A	BRAKERILHT00000002547	A
anno1.g7231.t3	A	BRAKERILHT00000003479	A
anno1.g7232.t1	A	BRAKERILHT00000002933	A
anno1.g7233.t1	A	BRAKERILHT00000004430	A
anno1.g7234.t1	A	BRAKERILHT00000003676	A
anno1.g7235.t1	A	BRAKERILHT00000003210	A
anno1.g7236.t1	A	BRAKERILHT00000003436	A
anno1.g7237.t2	A	BRAKERILHT00000002935	A
anno1.g7238.t1	A	BRAKERILHT00000003079	A
anno1.g7239.t1	A	BRAKERILHT00000004083	A
anno1.g7241.t1	A	BRAKERILHT00000004269	A
anno1.g7245.t1	A	BRAKERILHT00000002519	A
anno1.g7246.t1	A	BRAKERILHT00000003450	A
anno1.g7247.t1	A	BRAKERILHT00000003952	A
anno1.g7248.t1	A	BRAKERILHT00000002772	A
anno1.g7250.t1	A	BRAKERILHT00000004393	A
anno1.g7251.t2	A	BRAKERILHT00000003667	A
anno1.g7257.t1	A	BRAKERILHT00000003262	A
anno1.g7258.t1	A	BRAKERILHT00000003928	A
anno1.g7259.t1	A	BRAKERILHT00000002292	A
anno1.g7265.t1	A	BRAKERILHT00000003886	A
anno1.g7266.t1	A	BRAKERILHT00000002299	A
anno1.g7267.t1	A	BRAKERILHT00000003053	A
anno1.g7268.t1	A	BRAKERILHT00000003912	A
anno1.g7270.t1	A	BRAKERILHT00000002278	A
anno1.g7272.t1	A	BRAKERILHT00000002915	A
anno1.g7279.t1	A	BRAKERILHT00000003020	A
anno1.g7286.t1	A	BRAKERILHT00000015912	A
anno1.g7288.t1	A	BRAKERILHT00000003696	A
anno1.g7292.t1	A	BRAKERILHT00000002387	A
anno1.g7293.t2	A	BRAKERILHT00000004371	A
anno1.g7294.t1	A	BRAKERILHT00000003121	A
anno1.g7296.t1	A	BRAKERILHT00000003341	A
anno1.g7297.t1	A	BRAKERILHT00000003990	A
anno1.g7307.t1	A	BRAKERILHT00000003819	A
anno1.g7310.t1	A	BRAKERILHT00000002867	A
anno1.g7318.t1	A	BRAKERILHT00000002928	A
anno1.g7319.t1	A	BRAKERILHT00000003790	A
anno1.g7321.t1	A	BRAKERILHT00000003467	A
anno1.g7322.t1	A	BRAKERILHT00000012748	A
anno1.g7325.t1	A	BRAKERILHT00000003413	A
anno1.g7326.t1	A	BRAKERILHT00000002833	A
anno1.g7328.t1	A	BRAKERILHT00000004420	A
anno1.g7329.t1	A	BRAKERILHT00000002477	A
anno1.g7330.t1	A	BRAKERILHT00000003117	A
anno1.g7331.t1	A	BRAKERILHT00000002332	A
anno1.g7332.t1	A	BRAKERILHT00000003510	A
anno1.g7333.t1	A	BRAKERILHT00000012243	A
anno1.g7338.t1	A	BRAKERILHT00000003995	A
anno1.g7339.t1	A	BRAKERILHT00000002237	A
anno1.g7340.t3	A	BRAKERILHT00000002404	A
anno1.g7341.t1	A	BRAKERILHT00000004060	A
anno1.g7343.t1	A	BRAKERILHT00000003340	A
anno1.g7344.t1	A	BRAKERILHT00000002792	A
anno1.g7345.t1	A	BRAKERILHT00000003782	A
anno1.g7347.t1	A	BRAKERILHT00000002203	A
anno1.g7348.t1	A	BRAKERILHT00000003398	A
anno1.g7351.t2	A	BRAKERILHT00000003093	A
anno1.g7352.t1	A	BRAKERILHT00000003235	A
anno1.g7353.t1	A	BRAKERILHT00000003704	A
anno1.g7355.t1	A	BRAKERILHT00000003223	A
anno1.g7356.t2	A	BRAKERILHT00000003616	A
anno1.g7357.t1	A	BRAKERILHT00000003069	A
anno1.g7358.t1	A	BRAKERILHT00000003985	A
anno1.g7359.t1	A	BRAKERILHT00000003449	A
anno1.g7361.t1	A	BRAKERILHT00000003798	A
anno1.g7362.t1	A	BRAKERILHT00000002257	A
anno1.g7363.t1	A	BRAKERILHT00000004284	A
anno1.g7366.t1	A	BRAKERILHT00000003142	A
anno1.g7367.t2	A	BRAKERILHT00000004096	A
anno1.g7368.t2	A	BRAKERILHT00000002252	A
anno1.g7369.t1	A	BRAKERILHT00000003751	A
anno1.g7370.t1	A	BRAKERILHT00000004408	A
anno1.g7371.t2	A	BRAKERILHT00000003119	A
anno1.g7372.t1	A	BRAKERILHT00000003391	A
anno1.g7373.t1	A	BRAKERILHT00000004217	A
anno1.g7374.t2	A	BRAKERILHT00000002501	A
anno1.g7376.t1	A	BRAKERILHT00000017265	X
anno1.g7378.t1	A	BRAKERILHT00000017189	X
anno1.g7380.t1	A	BRAKERILHT00000017292	X
anno1.g7389.t1	A	BRAKERILHT00000002745	A
anno1.g7390.t1	A	BRAKERILHT00000002768	A
anno1.g7391.t1	A	BRAKERILHT00000003403	A
anno1.g7392.t1	A	BRAKERILHT00000004055	A
anno1.g7393.t1	A	BRAKERILHT00000002360	A
anno1.both_agree_g14163.t2	A	BRAKERILHT00000004008	A
anno1.g7395.t1	A	BRAKERILHT00000003269	A
anno1.g7396.t1	A	BRAKERILHT00000004081	A
anno1.g7398.t1	A	BRAKERILHT00000003039	A
anno1.g7401.t1	A	BRAKERILHT00000002653	A
anno1.g7400.t1	A	BRAKERILHT00000003901	A
anno1.g7402.t1	A	BRAKERILHT00000003339	A
anno1.g7404.t1	A	BRAKERILHT00000002853	A
anno1.g7405.t1	A	BRAKERILHT00000002315	A
anno1.g7406.t1	A	BRAKERILHT00000004102	A
anno1.g7407.t1	A	BRAKERILHT00000004152	A
anno1.g7408.t1	A	BRAKERILHT00000002489	A
anno1.g7409.t1	A	BRAKERILHT00000002940	A
anno1.g7411.t1	A	BRAKERILHT00000003439	A
anno1.g7412.t1	A	BRAKERILHT00000002216	A
anno1.g7413.t1	A	BRAKERILHT00000003800	A
anno1.g7414.t1	A	BRAKERILHT00000004335	A
anno1.g7415.t1	A	BRAKERILHT00000002622	A
anno1.g7416.t1	A	BRAKERILHT00000003810	A
anno1.g7417.t2	A	BRAKERILHT00000004158	A
anno1.g7419.t1	A	BRAKERILHT00000002410	A
anno1.g7420.t1	A	BRAKERILHT00000002878	A
anno1.g7421.t1	A	BRAKERILHT00000003392	A
anno1.g7424.t1	A	BRAKERILHT00000003883	A
anno1.g7425.t1	A	BRAKERILHT00000002737	A
anno1.g7427.t1	A	BRAKERILHT00000003612	A
anno1.g7429.t1	A	BRAKERILHT00000002713	A
anno1.g7431.t1	A	BRAKERILHT00000002294	A
anno1.g7432.t1	A	BRAKERILHT00000002475	A
anno1.g7433.t1	A	BRAKERILHT00000002817	A
anno1.g7434.t1	A	BRAKERILHT00000003557	A
anno1.g7435.t1	A	BRAKERILHT00000003766	A
anno1.g7437.t1	A	BRAKERILHT00000002569	A
anno1.g7438.t1	A	BRAKERILHT00000003569	A
anno1.g7439.t1	A	BRAKERILHT00000002286	A
anno1.g7440.t1	A	BRAKERILHT00000002795	A
anno1.g7443.t1	A	BRAKERILHT00000003134	A
anno1.g7444.t1	A	BRAKERILHT00000003497	A
anno1.g7445.t1	A	BRAKERILHT00000002255	A
anno1.g7446.t1	A	BRAKERILHT00000002498	A
anno1.g7447.t1	A	BRAKERILHT00000002520	A
anno1.g7448.t1	A	BRAKERILHT00000004312	A
anno1.g7450.t1	A	BRAKERILHT00000002418	A
anno1.g7451.t1	A	BRAKERILHT00000003922	A
anno1.g7452.t1	A	BRAKERILHT00000018050	X
anno1.g7453.t1	A	BRAKERILHT00000002350	A
anno1.g7454.t1	A	BRAKERILHT00000002774	A
anno1.g7455.t1	A	BRAKERILHT00000003535	A
anno1.g7456.t2	A	BRAKERILHT00000004318	A
anno1.g7457.t1	A	BRAKERILHT00000002664	A
anno1.g7459.t1	A	BRAKERILHT00000003496	A
anno1.g7460.t2	A	BRAKERILHT00000004051	A
anno1.g7463.t1	A	BRAKERILHT00000001658	A
anno1.g7464.t1	A	BRAKERILHT00000004166	A
anno1.g7465.t1	A	BRAKERILHT00000004220	A
anno1.g7466.t1	A	BRAKERILHT00000003009	A
anno1.g7467.t2	A	BRAKERILHT00000003527	A
anno1.g7468.t1	A	BRAKERILHT00000003500	A
anno1.g7469.t1	A	BRAKERILHT00000002872	A
anno1.g7470.t1	A	BRAKERILHT00000002224	A
anno1.g7471.t1	A	BRAKERILHT00000004346	A
anno1.g7473.t1	A	BRAKERILHT00000003592	A
anno1.g7474.t1	A	BRAKERILHT00000002476	A
anno1.g7475.t1	A	BRAKERILHT00000002303	A
anno1.g7476.t1	A	BRAKERILHT00000002836	A
anno1.g7478.t2	A	BRAKERILHT00000004401	A
anno1.g7479.t1	A	BRAKERILHT00000002377	A
anno1.g7480.t1	A	BRAKERILHT00000003153	A
anno1.g7481.t1	A	BRAKERILHT00000003461	A
anno1.g7482.t1	A	BRAKERILHT00000004106	A
anno1.g7483.t2	A	BRAKERILHT00000003272	A
anno1.g7484.t2	A	BRAKERILHT00000002441	A
anno1.g7486.t1	A	BRAKERILHT00000002557	A
anno1.g7487.t1	A	BRAKERILHT00000003245	A
anno1.g7488.t2	A	BRAKERILHT00000003770	A
anno1.g7489.t1	A	BRAKERILHT00000004429	A
anno1.g7490.t1	A	BRAKERILHT00000003176	A
anno1.g7491.t1	A	BRAKERILHT00000002508	A
anno1.g7492.t2	A	BRAKERILHT00000002986	A
anno1.g7493.t1	A	BRAKERILHT00000003933	A
anno1.g7496.t2	A	BRAKERILHT00000003947	A
anno1.g7498.t1	A	BRAKERILHT00000002401	A
anno1.g7499.t1	A	BRAKERILHT00000003904	A
anno1.g7500.t1	A	BRAKERILHT00000003408	A
anno1.g7501.t1	A	BRAKERILHT00000003717	A
anno1.g7504.t1	A	BRAKERILHT00000003975	A
anno1.g7505.t1	A	BRAKERILHT00000002921	A
anno1.g7506.t3	A	BRAKERILHT00000002382	A
anno1.g7507.t3	A	BRAKERILHT00000004005	A
anno1.g7508.t1	A	BRAKERILHT00000003519	A
anno1.g7509.t1	A	BRAKERILHT00000004050	A
anno1.g7511.t1	A	BRAKERILHT00000003779	A
anno1.g7512.t1	A	BRAKERILHT00000004397	A
anno1.g7513.t1	A	BRAKERILHT00000002200	A
anno1.g7514.t1	A	BRAKERILHT00000002860	A
anno1.g7515.t1	A	BRAKERILHT00000003752	A
anno1.g7516.t1	A	BRAKERILHT00000002513	A
anno1.g7518.t1	A	BRAKERILHT00000003169	A
anno1.g7520.t2	A	BRAKERILHT00000002855	A
anno1.g7521.t1	A	BRAKERILHT00000003159	A
anno1.g7522.t1	A	BRAKERILHT00000003388	A
anno1.g7523.t1	A	BRAKERILHT00000003687	A
anno1.g7524.t1	A	BRAKERILHT00000004383	A
anno1.g7526.t1	A	BRAKERILHT00000003109	A
anno1.g7527.t1	A	BRAKERILHT00000003709	A
anno1.g7529.t1	A	BRAKERILHT00000004311	A
anno1.g7530.t1	A	BRAKERILHT00000003788	A
anno1.g7531.t1	A	BRAKERILHT00000003988	A
anno1.g7532.t1	A	BRAKERILHT00000002984	A
anno1.g7533.t1	A	BRAKERILHT00000003632	A
anno1.g7535.t2	A	BRAKERILHT00000004216	A
anno1.g7537.t1	A	BRAKERILHT00000002654	A
anno1.g7538.t1	A	BRAKERILHT00000002193	A
anno1.g7539.t1	A	BRAKERILHT00000002983	A
anno1.g7540.t1	A	BRAKERILHT00000002676	A
anno1.g7541.t1	A	BRAKERILHT00000003299	A
anno1.g7542.t1	A	BRAKERILHT00000003626	A
anno1.g7543.t1	A	BRAKERILHT00000004279	A
anno1.g7544.t2	A	BRAKERILHT00000002993	A
anno1.g7546.t1	A	BRAKERILHT00000002892	A
anno1.g7549.t1	A	BRAKERILHT00000002204	A
anno1.g7550.t1	A	BRAKERILHT00000003635	A
anno1.g7551.t1	A	BRAKERILHT00000003954	A
anno1.g7552.t1	A	BRAKERILHT00000002674	A
anno1.g7553.t1	A	BRAKERILHT00000002602	A
anno1.g7554.t1	A	BRAKERILHT00000003078	A
anno1.g7555.t1	A	BRAKERILHT00000003600	A
anno1.g7556.t1	A	BRAKERILHT00000004372	A
anno1.g7557.t1	A	BRAKERILHT00000003087	A
anno1.g7559.t2	A	BRAKERILHT00000004380	A
anno1.g7560.t1	A	BRAKERILHT00000003383	A
anno1.g7561.t2	A	BRAKERILHT00000004019	A
anno1.g7562.t1	A	BRAKERILHT00000003916	A
anno1.g7563.t1	A	BRAKERILHT00000002393	A
anno1.g7565.t1	A	BRAKERILHT00000002946	A
anno1.g7566.t1	A	BRAKERILHT00000002954	A
anno1.g7567.t1	A	BRAKERILHT00000003694	A
anno1.g7568.t1	A	BRAKERILHT00000003665	A
anno1.g7570.t1	A	BRAKERILHT00000002264	A
anno1.g7573.t1	A	BRAKERILHT00000003118	A
anno1.g7574.t1	A	BRAKERILHT00000003474	A
anno1.g7575.t1	A	BRAKERILHT00000002793	A
anno1.g7576.t1	A	BRAKERILHT00000002934	A
anno1.g7577.t1	A	BRAKERILHT00000003177	A
anno1.g7580.t1	A	BRAKERILHT00000002490	A
anno1.g7581.t1	A	BRAKERILHT00000003229	A
anno1.g7582.t1	A	BRAKERILHT00000002645	A
anno1.g7585.t2	A	BRAKERILHT00000004433	A
anno1.g7586.t1	A	BRAKERILHT00000002512	A
anno1.g7587.t1	A	BRAKERILHT00000002766	A
anno1.g7588.t1	A	BRAKERILHT00000003400	A
anno1.g7589.t1	A	BRAKERILHT00000004382	A
anno1.g7590.t1	A	BRAKERILHT00000002213	A
anno1.g7591.t1	A	BRAKERILHT00000003817	A
anno1.g7592.t1	A	BRAKERILHT00000003209	A
anno1.g7593.t1	A	BRAKERILHT00000002376	A
anno1.g7594.t2	A	BRAKERILHT00000002835	A
anno1.g7595.t1	A	BRAKERILHT00000003297	A
anno1.g7596.t1	A	BRAKERILHT00000003786	A
anno1.g7597.t1	A	BRAKERILHT00000004281	A
anno1.g7598.t1	A	BRAKERILHT00000003097	A
anno1.g7599.t1	A	BRAKERILHT00000003649	A
anno1.g7600.t1	A	BRAKERILHT00000003941	A
anno1.g7601.t1	A	BRAKERILHT00000002312	A
anno1.g7602.t1	A	BRAKERILHT00000003000	A
anno1.g7603.t1	A	BRAKERILHT00000003561	A
anno1.g7604.t1	A	BRAKERILHT00000003670	A
anno1.g7605.t2	A	BRAKERILHT00000002348	A
anno1.g7607.t1	A	BRAKERILHT00000002751	A
anno1.g7608.t1	A	BRAKERILHT00000002239	A
anno1.g7609.t1	A	BRAKERILHT00000003729	A
anno1.g7610.t1	A	BRAKERILHT00000002494	A
anno1.g7611.t1	A	BRAKERILHT00000002274	A
anno1.g7612.t1	A	BRAKERILHT00000004129	A
anno1.g7613.t1	A	BRAKERILHT00000003769	A
anno1.g7615.t1	A	BRAKERILHT00000002895	A
anno1.g7616.t1	A	BRAKERILHT00000003381	A
anno1.g7617.t1	A	BRAKERILHT00000002771	A
anno1.g7618.t2	A	BRAKERILHT00000002262	A
anno1.g7619.t1	A	BRAKERILHT00000003893	A
anno1.g7621.t1	A	BRAKERILHT00000003864	A
anno1.g7622.t1	A	BRAKERILHT00000002566	A
anno1.g7623.t1	A	BRAKERILHT00000003917	A
anno1.g7624.t1	A	BRAKERILHT00000003061	A
anno1.g7625.t1	A	BRAKERILHT00000003242	A
anno1.g7626.t1	A	BRAKERILHT00000002595	A
anno1.g7627.t1	A	BRAKERILHT00000002814	A
anno1.g7628.t2	A	BRAKERILHT00000003577	A
anno1.g7629.t1	A	BRAKERILHT00000003855	A
anno1.g7630.t1	A	BRAKERILHT00000004207	A
anno1.g7631.t1	A	BRAKERILHT00000002413	A
anno1.g7632.t1	A	BRAKERILHT00000004209	A
anno1.g7633.t1	A	BRAKERILHT00000004115	A
anno1.g7634.t1	A	BRAKERILHT00000002362	A
anno1.g7636.t1	A	BRAKERILHT00000002981	A
anno1.g7637.t1	A	BRAKERILHT00000003447	A
anno1.g7638.t1	A	BRAKERILHT00000002202	A
anno1.g7639.t1	A	BRAKERILHT00000002506	A
anno1.g7641.t1	A	BRAKERILHT00000004114	A
anno1.g7642.t1	A	BRAKERILHT00000002830	A
anno1.g7643.t1	A	BRAKERILHT00000002355	A
anno1.g7644.t1	A	BRAKERILHT00000004448	A
anno1.g7645.t1	A	BRAKERILHT00000003321	A
anno1.g7646.t1	A	BRAKERILHT00000003162	A
anno1.g7647.t1	A	BRAKERILHT00000002665	A
anno1.g7649.t1	A	BRAKERILHT00000002996	A
anno1.g7650.t1	A	BRAKERILHT00000003490	A
anno1.g7651.t1	A	BRAKERILHT00000003806	A
anno1.g7652.t1	A	BRAKERILHT00000003603	A
anno1.g7653.t1	A	BRAKERILHT00000003784	A
anno1.g7654.t1	A	BRAKERILHT00000003294	A
anno1.g7655.t1	A	BRAKERILHT00000003672	A
anno1.g7656.t1	A	BRAKERILHT00000002718	A
anno1.g7658.t1	A	BRAKERILHT00000003783	A
anno1.g7660.t1	A	BRAKERILHT00000003201	A
anno1.g7661.t1	A	BRAKERILHT00000003661	A
anno1.g7664.t1	A	BRAKERILHT00000003977	A
anno1.g7665.t1	A	BRAKERILHT00000002849	A
anno1.g7667.t1	A	BRAKERILHT00000003778	A
anno1.g7668.t1	A	BRAKERILHT00000004434	A
anno1.g7669.t1	A	BRAKERILHT00000002543	A
anno1.g7670.t1	A	BRAKERILHT00000003174	A
anno1.g7671.t1	A	BRAKERILHT00000003446	A
anno1.g7672.t1	A	BRAKERILHT00000004101	A
anno1.g7673.t1	A	BRAKERILHT00000002199	A
anno1.g7674.t1	A	BRAKERILHT00000004438	A
anno1.g7675.t1	A	BRAKERILHT00000004392	A
anno1.g7676.t1	A	BRAKERILHT00000002603	A
anno1.g7677.t1	A	BRAKERILHT00000003144	A
anno1.g7678.t2	A	BRAKERILHT00000003604	A
anno1.g7679.t2	A	BRAKERILHT00000004128	A
anno1.g7680.t1	A	BRAKERILHT00000002363	A
anno1.g7681.t2	A	BRAKERILHT00000002897	A
anno1.g7682.t2	A	BRAKERILHT00000003367	A
anno1.g7683.t1	A	BRAKERILHT00000004247	A
anno1.g7684.t2	A	BRAKERILHT00000002598	A
anno1.g7685.t1	A	BRAKERILHT00000003194	A
anno1.g7686.t1	A	BRAKERILHT00000004044	A
anno1.g7687.t2	A	BRAKERILHT00000002758	A
anno1.g7688.t1	A	BRAKERILHT00000003504	A
anno1.g7689.t1	A	BRAKERILHT00000002217	A
anno1.g7691.t1	A	BRAKERILHT00000002887	A
anno1.g7692.t2	A	BRAKERILHT00000003203	A
anno1.g7694.t1	A	BRAKERILHT00000003831	A
anno1.g7695.t1	A	BRAKERILHT00000003921	A
anno1.g7696.t1	A	BRAKERILHT00000002703	A
anno1.g7697.t1	A	BRAKERILHT00000003110	A
anno1.g7698.t1	A	BRAKERILHT00000003820	A
anno1.g7699.t1	A	BRAKERILHT00000003067	A
anno1.g7700.t1	A	BRAKERILHT00000002427	A
anno1.g7701.t1	A	BRAKERILHT00000004049	A
anno1.g7702.t1	A	BRAKERILHT00000002900	A
anno1.g7703.t1	A	BRAKERILHT00000005950	A
anno1.g7708.t1	A	BRAKERILHT00000003365	A
anno1.g7709.t1	A	BRAKERILHT00000002470	A
anno1.g7710.t1	A	BRAKERILHT00000003739	A
anno1.g7711.t1	A	BRAKERILHT00000002223	A
anno1.g7712.t2	A	BRAKERILHT00000002888	A
anno1.g7713.t2	A	BRAKERILHT00000003123	A
anno1.g7714.t1	A	BRAKERILHT00000004162	A
anno1.g7715.t1	A	BRAKERILHT00000002473	A
anno1.g7716.t1	A	BRAKERILHT00000003736	A
anno1.g7717.t1	A	BRAKERILHT00000003225	A
anno1.g7718.t1	A	BRAKERILHT00000002462	A
anno1.g7720.t1	A	BRAKERILHT00000002760	A
anno1.g7721.t1	A	BRAKERILHT00000003826	A
anno1.g7722.t1	A	BRAKERILHT00000004048	A
anno1.g7723.t1	A	BRAKERILHT00000003029	A
anno1.g7725.t1	A	BRAKERILHT00000003669	A
anno1.g7728.t1	A	BRAKERILHT00000003102	A
anno1.g7729.t1	A	BRAKERILHT00000003842	A
anno1.g7730.t1	A	BRAKERILHT00000003534	A
anno1.g7731.t1	A	BRAKERILHT00000002591	A
anno1.g7732.t1	A	BRAKERILHT00000004041	A
anno1.g7733.t1	A	BRAKERILHT00000002568	A
anno1.g7734.t1	A	BRAKERILHT00000003035	A
anno1.g7735.t1	A	BRAKERILHT00000003511	A
anno1.g7736.t1	A	BRAKERILHT00000004367	A
anno1.g7738.t1	A	BRAKERILHT00000003825	A
anno1.g7739.t1	A	BRAKERILHT00000002218	A
anno1.g7741.t1	A	BRAKERILHT00000004113	A
anno1.g7742.t1	A	BRAKERILHT00000003695	A
anno1.g7743.t1	A	BRAKERILHT00000003074	A
anno1.g7744.t1	A	BRAKERILHT00000003130	A
anno1.g7745.t1	A	BRAKERILHT00000002500	A
anno1.g7746.t1	A	BRAKERILHT00000004389	A
anno1.g7747.t1	A	BRAKERILHT00000003734	A
anno1.g7748.t3	A	BRAKERILHT00000002646	A
anno1.g7749.t4	A	BRAKERILHT00000002458	A
anno1.g7750.t1	A	BRAKERILHT00000003934	A
anno1.g7751.t1	A	BRAKERILHT00000002967	A
anno1.g7752.t1	A	BRAKERILHT00000002318	A
anno1.g7753.t1	A	BRAKERILHT00000002687	A
anno1.g7754.t1	A	BRAKERILHT00000004202	A
anno1.g7755.t1	A	BRAKERILHT00000003202	A
anno1.g7756.t1	A	BRAKERILHT00000002640	A
anno1.g7757.t1	A	BRAKERILHT00000003546	A
anno1.g7758.t1	A	BRAKERILHT00000004037	A
anno1.g7759.t1	A	BRAKERILHT00000002266	A
anno1.g7760.t1	A	BRAKERILHT00000002905	A
anno1.g7761.t2	A	BRAKERILHT00000003945	A
anno1.g7762.t1	A	BRAKERILHT00000003735	A
anno1.g7763.t1	A	BRAKERILHT00000003112	A
anno1.g7764.t1	A	BRAKERILHT00000002499	A
anno1.g7765.t2	A	BRAKERILHT00000003876	A
anno1.g7766.t1	A	BRAKERILHT00000004332	A
anno1.g7767.t1	A	BRAKERILHT00000002440	A
anno1.g7768.t1	A	BRAKERILHT00000002412	A
anno1.g7769.t1	A	BRAKERILHT00000004057	A
anno1.g7771.t1	A	BRAKERILHT00000003327	A
anno1.g7772.t1	A	BRAKERILHT00000003960	A
anno1.g7773.t1	A	BRAKERILHT00000002342	A
anno1.g7774.t2	A	BRAKERILHT00000002261	A
anno1.g7775.t1	A	BRAKERILHT00000002894	A
anno1.g7776.t2	A	BRAKERILHT00000002660	A
anno1.g7777.t1	A	BRAKERILHT00000003890	A
anno1.g7778.t1	A	BRAKERILHT00000002330	A
anno1.g7779.t1	A	BRAKERILHT00000002847	A
anno1.g7780.t2	A	BRAKERILHT00000003607	A
anno1.g7781.t1	A	BRAKERILHT00000004208	A
anno1.g7782.t1	A	BRAKERILHT00000002969	A
anno1.g7783.t1	A	BRAKERILHT00000003811	A
anno1.g7784.t1	A	BRAKERILHT00000003158	A
anno1.g7785.t1	A	BRAKERILHT00000002563	A
anno1.g7786.t1	A	BRAKERILHT00000002790	A
anno1.g7788.t1	A	BRAKERILHT00000002719	A
anno1.g7789.t1	A	BRAKERILHT00000003879	A
anno1.g7791.t3	A	BRAKERILHT00000003468	A
anno1.g7792.t1	A	BRAKERILHT00000004116	A
anno1.g7793.t1	A	BRAKERILHT00000004370	A
anno1.g7794.t2	A	BRAKERILHT00000002862	A
anno1.g7795.t1	A	BRAKERILHT00000002361	A
