D_sublineata	chromosome	C_maculatus	chromosome
rna-XM_056783494.1	A	g14078.t1	A
rna-XM_056782842.1	A	g4400.t1	A
rna-XM_056783265.1	A	g14074.t1	A
rna-XM_056783266.1	A	g10411.t1	A
rna-XM_056783267.1	A	g9174.t1	A
rna-XM_056783268.1	A	g9900.t1	A
rna-XM_056783271.1	A	g3819.t1	A
rna-XM_056783270.1	A	g10714.t1	A
rna-XM_056783272.1	A	g9530.t1	A
rna-XM_056783275.1	A	g9898.t1	A
rna-XM_056783274.1	A	g1277.t1	A
rna-XM_056783276.1	A	g2362.t2	A
rna-XM_056783278.1	A	g9528.t1	A
rna-XM_056783330.1	A	g9907.t1	A
rna-XM_056782751.1	A	g14073.t1	A
rna-XM_056782722.1	A	g14033.t1	A
rna-XM_056782723.1	A	g10724.t1	A
rna-XM_056782956.1	A	g10725.t1	A
rna-XM_056782992.1	A	g9526.t1	A
rna-XM_056782993.1	A	g9908.t1	A
rna-XM_056783315.1	A	g12869.t1	A
rna-XM_056782714.1	A	g9223.t2	A
rna-XM_056782711.1	A	g9723.t1	A
rna-XM_056783531.1	A	g8024.t1	A
rna-XM_056783538.1	A	g10740.t1	A
rna-XM_056783533.1	A	g10741.t2	A
rna-XM_056783536.1	A	g9763.t1	A
rna-XM_056783539.1	A	g10911.t1	A
rna-XM_056783540.1	A	g7183.t2	A
rna-XM_056783541.1	A	g10885.t1	A
rna-XM_056783628.1	A	g13725.t1	A
rna-XM_056783190.1	A	g10888.t1	A
rna-XM_056783317.1	A	g1310.t1	A
rna-XM_056782790.1	A	g1308.t3	A
rna-XM_056782793.1	A	g13164.t1	A
rna-XM_056782798.1	A	g5993.t1	A
rna-XM_056782799.1	A	g1553.t1	X
rna-XM_056782797.1	A	g9121.t1	A
rna-XM_056782677.1	A	g9123.t1	A
rna-XM_056783321.1	A	g9124.t1	A
rna-XM_056782460.1	A	g9103.t1	A
rna-XM_056782839.1	A	g9104.t1	A
rna-XM_056783027.1	A	g9128.t1	A
rna-XM_056783029.1	A	g9129.t1	A
rna-XM_056782970.1	A	g9118.t2	A
rna-XM_056782974.1	A	g9115.t1	A
rna-XM_056782976.1	A	g9120.t1	A
rna-XM_056782477.1	A	g9113.t1	A
rna-XM_056782476.1	A	g9114.t1	A
rna-XM_056782478.1	A	g14763.t1	A
rna-XM_056782766.1	A	g4391.t4	A
rna-XM_056782776.1	A	g4392.t1	A
rna-XM_056782780.1	A	g12644.t1	A
rna-XM_056782775.1	A	g11607.t1	A
rna-XM_056782781.1	A	g8177.t1	A
rna-XM_056782783.1	A	g7203.t1	A
rna-XM_056782784.1	A	g7204.t1	A
rna-XM_056782773.1	A	g7209.t1	A
rna-XM_056782785.1	A	g8520.t1	A
rna-XM_056782786.1	A	g1307.t1	A
rna-XM_056783516.1	A	g13606.t1	A
rna-XM_056783518.1	A	g8855.t1	A
rna-XM_056783519.1	A	g8854.t1	A
rna-XM_056783523.1	A	g3431.t1	A
rna-XM_056783546.1	A	g14248.t1	A
rna-XM_056782468.1	A	g14249.t1	A
rna-XM_056783023.1	A	g14253.t1	A
rna-XM_056783024.1	A	g8170.t1	A
rna-XM_056782653.1	A	g349.t1	A
rna-XM_056782864.1	A	g1228.t2	A
rna-XM_056782626.1	A	g9834.t1	A
rna-XM_056782624.1	A	g14467.t1	A
rna-XM_056782627.1	A	g1382.t1	A
rna-XM_056782628.1	A	g9756.t1	A
rna-XM_056782715.1	A	g12861.t1	A
rna-XM_056782979.1	A	g2387.t1	A
rna-XM_056782384.1	A	g4338.t1	A
rna-XM_056782880.1	A	g4331.t1	A
rna-XM_056783324.1	A	g4330.t1	A
rna-XM_056782764.1	A	g4329.t2	A
rna-XM_056783448.1	A	g4389.t1	A
rna-XM_056783445.1	A	g9108.t1	A
rna-XM_056783449.1	A	g9110.t1	A
rna-XM_056783219.1	A	g9109.t1	A
rna-XM_056783796.1	A	g4388.t2	A
rna-XM_056782553.1	A	g9154.t1	A
rna-XM_056782572.1	A	g9152.t1	A
rna-XM_056782571.1	A	g9112.t1	A
rna-XM_056782552.1	A	g9111.t1	A
rna-XM_056782557.1	A	g4386.t1	A
rna-XM_056783228.1	A	g2482.t1	A
rna-XM_056783325.1	A	g2480.t1	A
rna-XM_056783237.1	A	g2478.t1	A
rna-XM_056783025.1	A	g2477.t2	A
rna-XM_056783558.1	A	g9899.t1	A
rna-XM_056783559.1	A	g12443.t1	A
rna-XM_056782994.1	A	g6700.t1	A
rna-XM_056782904.1	A	g5996.t1	A
rna-XM_056782905.1	A	g13163.t2	A
rna-XM_056782911.1	A	g13458.t1	A
rna-XM_056782590.1	A	g6976.t1	A
rna-XM_056782462.1	A	g12396.t1	A
rna-XM_056782788.1	A	g2136.t1	A
rna-XM_056783337.1	A	g12243.t1	A
rna-XM_056782541.1	A	g8835.t1	A
rna-XM_056782540.1	A	g8834.t1	A
rna-XM_056782486.1	A	g8860.t1	A
rna-XM_056782489.1	A	g8861.t1	A
rna-XM_056782740.1	A	g8859.t1	A
rna-XM_056782417.1	A	g8856.t1	A
rna-XM_056782843.1	A	g2040.t1	A
rna-XM_056782844.1	A	g6117.t1	A
rna-XM_056783508.1	A	g4393.t1	A
rna-XM_056783510.1	A	g8524.t2	A
rna-XM_056783594.1	A	g8886.t1	A
rna-XM_056783595.1	A	g8178.t1	A
rna-XM_056783340.1	A	g9075.t1	A
rna-XM_056783356.1	A	g8279.t1	A
rna-XM_056782597.1	A	g1100.t1	A
rna-XM_056782599.1	A	g1099.t1	A
rna-XM_056782600.1	A	g3736.t1	A
rna-XM_056782739.1	A	g8256.t2	A
rna-XM_056783299.1	A	g8255.t1	A
rna-XM_056783307.1	A	g218.t1	A
rna-XM_056783305.1	A	g8254.t1	A
rna-XM_056783306.1	A	g8159.t1	A
rna-XM_056782651.1	A	g10239.t1	A
rna-XM_056782542.1	A	g10238.t1	A
rna-XM_056783109.1	A	g4406.t1	A
rna-XM_056783098.1	A	g530.t1	A
rna-XM_056782424.1	A	g6340.t1	A
rna-XM_056782998.1	A	g531.t1	A
rna-XM_056783367.1	A	g3449.t1	A
rna-XM_056783205.1	A	g10020.t1	A
rna-XM_056782678.1	A	g10024.t1	A
rna-XM_056783170.1	A	g537.t1	A
rna-XM_056782664.1	A	g10006.t1	A
rna-XM_056782596.1	A	g534.t1	A
rna-XM_056782333.1	A	g1339.t1	A
rna-XM_056782337.1	A	g1340.t1	A
rna-XM_056782997.1	A	g10180.t2	A
rna-XM_056783128.1	A	g544.t2	A
rna-XM_056782396.1	A	g6829.t1	A
rna-XM_056782392.1	A	g10694.t1	A
rna-XM_056782393.1	A	g5646.t1	A
rna-XM_056783222.1	A	g12102.t1	A
rna-XM_056782584.1	A	g12348.t1	A
rna-XM_056782269.1	A	g12349.t1	A
rna-XM_056782270.1	A	g9680.t1	A
rna-XM_056782855.1	A	g12350.t1	A
rna-XM_056783607.1	A	g12351.t1	A
rna-XM_056783608.1	A	g681.t1	A
rna-XM_056783609.1	A	g680.t1	A
rna-XM_056783086.1	A	g1095.t1	A
rna-XM_056783084.1	A	g1094.t1	A
rna-XM_056783371.1	A	g13535.t1	A
rna-XM_056783370.1	A	g13534.t1	A
rna-XM_056783372.1	A	g13538.t1	A
rna-XM_056782615.1	A	g13539.t1	A
rna-XM_056783261.1	A	g848.t1	A
rna-XM_056783464.1	A	g10867.t1	A
rna-XM_056783457.1	A	g10864.t2	A
rna-XM_056782827.1	A	g10865.t1	A
rna-XM_056782858.1	A	g3194.t1	A
rna-XM_056783377.1	A	g7569.t1	A
rna-XM_056783172.1	A	g3191.t1	A
rna-XM_056782746.1	A	g3189.t1	A
rna-XM_056782745.1	A	g3188.t1	A
rna-XM_056783610.1	A	g10692.t1	A
rna-XM_056783688.1	A	g10693.t1	A
rna-XM_056783016.1	A	g14282.t1	A
rna-XM_056783019.1	A	g465.t1	A
rna-XM_056783358.1	A	g14057.t2	A
rna-XM_056783360.1	A	g10715.t1	A
rna-XM_056783357.1	A	g9735.t1	A
rna-XM_056783364.1	A	g10654.t1	A
rna-XM_056783361.1	A	g4521.t1	A
rna-XM_056783366.1	A	g11581.t1	A
rna-XM_056782530.1	A	g7732.t1	A
rna-XM_056783075.1	A	g4504.t1	A
rna-XM_056782736.1	A	g4680.t1	A
rna-XM_056782737.1	A	g7494.t1	A
rna-XM_056782962.1	A	g857.t2	A
rna-XM_056783090.1	A	g858.t1	A
rna-XM_056783095.1	A	g4103.t1	A
rna-XM_056782876.1	A	g3197.t2	A
rna-XM_056782734.1	A	g4326.t1	A
rna-XM_056782881.1	A	g4325.t1	A
rna-XM_056782882.1	A	g5957.t1	A
rna-XM_056782887.1	A	g8943.t1	A
rna-XM_056782885.1	A	g14032.t1	A
rna-XM_056782886.1	A	g9182.t1	A
rna-XM_056783381.1	A	g8433.t1	A
rna-XM_056783636.1	A	g14245.t1	A
rna-XM_056783637.1	A	g13341.t1	A
rna-XM_056783641.1	A	g8519.t1	A
rna-XM_056783643.1	A	g7117.t1	A
rna-XM_056783644.1	A	g7118.t1	A
rna-XM_056782741.1	A	g2647.t1	A
rna-XM_056782742.1	A	g7116.t1	A
rna-XM_056783058.1	A	g9839.t1	A
rna-XM_056783264.1	A	g1018.t1	A
rna-XM_056782383.1	A	g11859.t1	A
rna-XM_056782985.1	A	g5801.t1	A
rna-XM_056783036.1	A	g5802.t1	A
rna-XM_056783035.1	A	g6917.t1	A
rna-XM_056782405.1	A	g6916.t1	A
rna-XM_056783126.1	A	g7608.t1	A
rna-XM_056783146.1	A	g1306.t1	A
rna-XM_056782807.1	A	g8436.t1	A
rna-XM_056783040.1	A	g8438.t1	A
rna-XM_056783055.1	A	g10727.t2	A
rna-XM_056783241.1	A	g12337.t1	A
rna-XM_056782603.1	A	g8862.t1	A
rna-XM_056782609.1	A	g13460.t1	A
rna-XM_056782611.1	A	g13461.t1	A
rna-XM_056783198.1	A	g13482.t1	A
rna-XM_056783386.1	A	g120.t1	A
rna-XM_056783059.1	A	g121.t1	A
rna-XM_056783292.1	A	g81.t1	A
rna-XM_056783706.1	A	g80.t5	A
rna-XM_056783087.1	A	g1163.t1	A
rna-XM_056782338.1	A	g1164.t2	A
rna-XM_056782348.1	A	g7807.t1	A
rna-XM_056783570.1	A	g5978.t2	A
rna-XM_056783574.1	A	g5987.t1	A
rna-XM_056783573.1	A	g1167.t1	A
rna-XM_056783387.1	A	g10916.t2	A
rna-XM_056783388.1	A	g10682.t1	A
rna-XM_056782894.1	A	g10918.t1	A
rna-XM_056782509.1	A	g10919.t1	A
rna-XM_056782725.1	A	g10920.t1	A
rna-XM_056782581.1	A	g117.t1	A
rna-XM_056783389.1	A	g114.t1	A
rna-XM_056782919.1	A	g9726.t3	A
rna-XM_056782669.1	A	g14386.t1	A
rna-XM_056783046.1	A	g240.t1	A
rna-XM_056782756.1	A	g237.t1	A
rna-XM_056783135.1	A	g242.t1	A
rna-XM_056782548.1	A	g8406.t1	A
rna-XM_056783067.1	A	g9082.t1	A
rna-XM_056782692.1	A	g9083.t1	A
rna-XM_056782688.1	A	g9084.t1	A
rna-XM_056782689.1	A	g9234.t1	A
rna-XM_056783083.1	A	g8412.t1	A
rna-XM_056782544.1	A	g8410.t1	A
rna-XM_056782950.1	A	g9179.t1	A
rna-XM_056782995.1	A	g8488.t1	A
rna-XM_056782388.1	A	g9721.t1	A
rna-XM_056782685.1	A	g8891.t1	A
rna-XM_056782658.1	A	g8867.t1	A
rna-XM_056782656.1	A	g8865.t1	A
rna-XM_056783248.1	A	g8864.t1	A
rna-XM_056783249.1	A	g686.t1	A
rna-XM_056783250.1	A	g5427.t1	Y
rna-XM_056783251.1	A	g687.t1	A
rna-XM_056783256.1	A	g4385.t1	A
rna-XM_056782349.1	A	g13232.t1	A
rna-XM_056782897.1	A	g13244.t2	A
rna-XM_056782845.1	A	g13239.t1	A
rna-XM_056782837.1	A	g13245.t1	A
rna-XM_056782390.1	A	g13246.t1	A
rna-XM_056783623.1	A	g5798.t1	A
rna-XM_056783626.1	A	g5800.t1	A
rna-XM_056782965.1	A	g3365.t1	A
rna-XM_056782852.1	A	g6202.t1	A
rna-XM_056782902.1	A	g9191.t1	A
rna-XM_056782671.1	A	g7213.t1	A
rna-XM_056782674.1	A	g7194.t1	A
rna-XM_056782978.1	A	g7202.t1	A
rna-XM_056783118.1	A	g886.t1	A
rna-XM_056783002.1	A	g13485.t1	A
rna-XM_056782999.1	A	g8863.t1	A
rna-XM_056782820.1	A	g6975.t1	A
rna-XM_056782601.1	A	g10722.t1	A
rna-XM_056782686.1	A	g10720.t1	A
rna-XM_056782702.1	A	g10721.t2	A
rna-XM_056783108.1	A	g2388.t1	A
rna-XM_056783107.1	A	g2393.t1	A
rna-XM_056782853.1	A	g2391.t2	A
rna-XM_056783391.1	A	g3761.t1	A
rna-XM_056782930.1	A	g572.t1	A
rna-XM_056782934.1	A	g415.t1	A
rna-XM_056783496.1	A	g7102.t1	A
rna-XM_056783497.1	A	g404.t1	A
rna-XM_056783501.1	A	g5723.t1	A
rna-XM_056783394.1	A	g14762.t1	A
rna-XM_056783504.1	A	g5765.t1	A
rna-XM_056782510.1	A	g3034.t1	A
rna-XM_056782511.1	A	g3044.t1	A
rna-XM_056783341.1	A	g3426.t1	A
rna-XM_056783345.1	A	g3427.t1	A
rna-XM_056782433.1	A	g3428.t1	A
rna-XM_056782703.1	A	g3419.t2	A
rna-XM_056782420.1	A	g5557.t1	A
rna-XM_056782421.1	A	g8386.t1	A
rna-XM_056782730.1	A	g1115.t1	A
rna-XM_056783069.1	A	g5955.t1	A
rna-XM_056783560.1	A	g3308.t1	A
rna-XM_056783396.1	A	g3307.t1	A
rna-XM_056783563.1	A	g3306.t1	A
rna-XM_056783565.1	A	g5961.t1	A
rna-XM_056783064.1	A	g5960.t1	A
rna-XM_056782663.1	A	g3947.t1	A
rna-XM_056783183.1	A	g9807.t1	A
rna-XM_056783697.1	A	g10841.t1	A
rna-XM_056783695.1	A	g9841.t1	A
rna-XM_056782591.1	A	g9842.t1	A
rna-XM_056782731.1	A	g9838.t1	A
rna-XM_056783208.1	A	g9808.t1	A
rna-XM_056782579.1	A	g9068.t1	A
rna-XM_056783439.1	A	g9069.t2	A
rna-XM_056783073.1	A	g10477.t1	A
rna-XM_056782699.1	A	g6154.t1	A
rna-XM_056783440.1	A	g10759.t1	A
rna-XM_056783066.1	A	g6155.t2	A
rna-XM_056783062.1	A	g6036.t1	A
rna-XM_056783734.1	A	g13073.t1	A
rna-XM_056783733.1	A	g6980.t1	A
rna-XM_056783512.1	A	g3944.t1	A
rna-XM_056783511.1	A	g3714.t1	A
rna-XM_056783186.1	A	g12369.t1	A
rna-XM_056782961.1	A	g12370.t1	A
rna-XM_056782891.1	A	g12373.t1	A
rna-XM_056783309.1	A	g12374.t1	A
rna-XM_056782531.1	A	g12377.t1	A
rna-XM_056782830.1	A	g12380.t1	A
rna-XM_056783048.1	A	g10603.t1	A
rna-XM_056782264.1	A	g14069.t2	A
rna-XM_056782619.1	A	g2845.t1	X
rna-XM_056782621.1	A	g8376.t1	A
rna-XM_056782707.1	A	g8377.t2	A
rna-XM_056782763.1	A	g8378.t1	A
rna-XM_056783031.1	A	g8383.t1	A
rna-XM_056782588.1	A	g4356.t2	A
rna-XM_056783336.1	A	g8198.t1	A
rna-XM_056783726.1	A	g10914.t1	A
rna-XM_056783003.1	A	g10886.t1	A
rna-XM_056783217.1	A	g6265.t1	A
rna-XM_056783188.1	A	g8514.t1	A
rna-XM_056783187.1	A	g11969.t1	A
rna-XM_056782744.1	A	g275.t1	A
rna-XM_056783119.1	A	g13822.t1	A
rna-XM_056782418.1	A	g12439.t1	A
rna-XM_056782989.1	A	g13840.t1	A
rna-XM_056782391.1	A	g13826.t1	A
rna-XM_056782328.1	A	g13836.t1	A
rna-XM_056783605.1	A	g11878.t1	A
rna-XM_056783606.1	A	g14318.t1	A
rna-XM_056782551.1	A	g2367.t3	A
rna-XM_056783743.1	A	g14309.t1	A
rna-XM_056782913.1	A	g14802.t1	A
rna-XM_056783401.1	A	g5647.t1	A
rna-XM_056783402.1	A	g12108.t1	A
rna-XM_056783406.1	A	g12113.t1	A
rna-XM_056783410.1	A	g12114.t1	A
rna-XM_056783414.1	A	g1813.t1	A
rna-XM_056783412.1	A	g12140.t1	A
rna-XM_056783413.1	A	g994.t1	A
rna-XM_056783415.1	A	g1673.t1	X
rna-XM_056783420.1	A	g211.t2	A
rna-XM_056783417.1	A	g208.t1	A
rna-XM_056783424.1	A	g205.t1	A
rna-XM_056783428.1	A	g14790.t1	A
rna-XM_056783429.1	A	g14791.t3	A
rna-XM_056783430.1	A	g14792.t2	A
rna-XM_056783748.1	A	g9172.t1	A
rna-XM_056783749.1	A	g14797.t1	A
rna-XM_056783432.1	A	g14796.t2	A
rna-XM_056783434.1	A	g14798.t2	A
rna-XM_056783431.1	A	g9319.t1	A
rna-XM_056783597.1	A	g9347.t2	A
rna-XM_056783602.1	A	g555.t1	A
rna-XM_056783603.1	A	g556.t1	A
rna-XM_056782681.1	A	g12759.t1	A
rna-XM_056782682.1	A	g12756.t1	A
rna-XM_056782684.1	A	g2337.t1	A
rna-XM_056782679.1	A	g148.t1	A
rna-XM_056782648.1	A	g12924.t1	A
rna-XM_056782646.1	A	g14755.t1	A
rna-XM_056782647.1	A	g14756.t1	A
rna-XM_056782981.1	A	g14757.t1	A
rna-XM_056782983.1	A	g6763.t1	A
rna-XM_056783068.1	A	g11221.t1	A
rna-XM_056782524.1	A	g11222.t4	A
rna-XM_056782272.1	A	g11161.t1	A
rna-XM_056782273.1	A	g11162.t1	A
rna-XM_056782274.1	A	g11160.t1	A
rna-XM_056782280.1	A	g6838.t1	A
rna-XM_056782285.1	A	g9727.t1	A
rna-XM_056782286.1	A	g5334.t1	A
rna-XM_056782287.1	A	g11492.t2	A
rna-XM_056782288.1	A	g11391.t1	A
rna-XM_056782290.1	A	g12751.t1	A
rna-XM_056782297.1	A	g12661.t1	A
rna-XM_056782298.1	A	g11220.t1	A
rna-XM_056782300.1	A	g11158.t1	A
rna-XM_056783750.1	A	g11156.t1	A
rna-XM_056782302.1	A	g9658.t1	A
rna-XM_056782301.1	A	g12118.t1	A
rna-XM_056782303.1	A	g12117.t1	A
rna-XM_056783751.1	A	g207.t1	A
rna-XM_056782308.1	A	g995.t1	A
rna-XM_056782305.1	A	g8206.t1	A
rna-XM_056782310.1	A	g8211.t1	A
rna-XM_056782313.1	A	g6429.t1	A
rna-XM_056782315.1	A	g10709.t4	A
rna-XM_056782317.1	A	g6440.t1	A
rna-XM_056782319.1	A	g8453.t1	A
rna-XM_056782321.1	A	g6441.t1	A
rna-XM_056783650.1	A	g332.t1	A
rna-XM_056783648.1	A	g325.t1	A
rna-XM_056783652.1	A	g13315.t1	A
rna-XM_056783653.1	A	g13317.t1	A
rna-XM_056783654.1	A	g13318.t1	A
rna-XM_056783655.1	A	g13314.t1	A
rna-XM_056783656.1	A	g9672.t1	A
rna-XM_056783657.1	A	g6839.t1	A
rna-XM_056783660.1	A	g6007.t1	A
rna-XM_056783661.1	A	g6008.t1	A
rna-XM_056783671.1	A	g6009.t1	A
rna-XM_056783674.1	A	g6005.t2	A
rna-XM_056783679.1	A	g13099.t1	A
rna-XM_056783584.1	A	g13121.t1	A
rna-XM_056783585.1	A	g13025.t2	A
rna-XM_056783043.1	A	g10116.t2	A
rna-XM_056783106.1	A	g1010.t1	A
rna-XM_056782482.1	A	g7772.t1	A
rna-XM_056782787.1	A	g8205.t1	A
rna-XM_056783116.1	A	g7773.t1	A
rna-XM_056783071.1	A	g337.t2	A
rna-XM_056783037.1	A	g14141.t1	A
rna-XM_056783117.1	A	g14142.t1	A
rna-XM_056782824.1	A	g3430.t1	A
rna-XM_056783618.1	A	g4781.t1	A
rna-XM_056783622.1	A	g9471.t1	A
rna-XM_056783575.1	A	g4981.t1	A
rna-XM_056783576.1	A	g4982.t1	A
rna-XM_056783760.1	A	g9461.t1	A
rna-XM_056783583.1	A	g9459.t2	A
rna-XM_056783578.1	A	g14344.t1	A
rna-XM_056783582.1	A	g14345.t1	A
rna-XM_056782875.1	A	g14347.t1	A
rna-XM_056782866.1	A	g1042.t1	A
rna-XM_056783634.1	A	g658.t1	A
rna-XM_056783142.1	A	g5699.t1	A
rna-XM_056782964.1	A	g8400.t1	A
rna-XM_056783761.1	A	g4670.t1	A
rna-XM_056783762.1	A	g4297.t1	A
rna-XM_056782826.1	A	g7983.t1	A
rna-XM_056782968.1	A	g4991.t1	A
rna-XM_056783134.1	A	g4990.t1	A
rna-XM_056782710.1	A	g2180.t1	A
rna-XM_056782454.1	A	g11108.t2	A
rna-XM_056782455.1	A	g13094.t1	A
rna-XM_056782862.1	A	g2777.t1	A
rna-XM_056782899.1	A	g4682.t1	A
rna-XM_056782592.1	A	g4776.t1	A
rna-XM_056783169.1	A	g12654.t1	A
rna-XM_056783168.1	A	g7099.t1	A
rna-XM_056783125.1	A	g405.t1	A
rna-XM_056783057.1	A	g14227.t1	A
rna-XM_056783483.1	A	g298.t1	A
rna-XM_056783061.1	A	g299.t1	A
rna-XM_056783596.1	A	g174.t1	A
rna-XM_056782643.1	A	g176.t1	A
rna-XM_056782892.1	A	g177.t1	A
rna-XM_056782528.1	A	g328.t1	A
rna-XM_056783123.1	A	g1043.t1	A
rna-XM_056783568.1	A	g968.t1	A
rna-XM_056783101.1	A	g5898.t1	A
rna-XM_056783102.1	A	g5899.t1	A
rna-XM_056783161.1	A	g5907.t1	A
rna-XM_056783164.1	A	g5730.t1	A
rna-XM_056782408.1	A	g5729.t1	A
rna-XM_056783281.1	A	g3349.t1	A
rna-XM_056783282.1	A	g8330.t1	A
rna-XM_056782802.1	A	g1044.t1	A
rna-XM_056783586.1	A	g12859.t1	A
rna-XM_056783589.1	A	g12736.t1	A
rna-XM_056782670.1	A	g11714.t1	A
rna-XM_056782988.1	A	g11217.t1	A
rna-XM_056782446.1	A	g12217.t1	A
rna-XM_056782452.1	A	g12222.t1	A
rna-XM_056782818.1	A	g12062.t2	A
rna-XM_056782819.1	A	g8306.t1	A
rna-XM_056782409.1	A	g12061.t2	A
rna-XM_056782539.1	A	g9216.t2	A
rna-XM_056783045.1	A	g10662.t1	A
rna-XM_056782410.1	A	g7714.t1	A
rna-XM_056783776.1	A	g217.t1	A
rna-XM_056782414.1	A	g13548.t2	A
rna-XM_056783240.1	A	g13549.t1	A
rna-XM_056782586.1	A	g6792.t1	A
rna-XM_056783778.1	A	g9988.t1	A
rna-XM_056783514.1	A	g9662.t2	A
rna-XM_056783515.1	A	g9655.t1	A
rna-XM_056783022.1	A	g2239.t1	A
rna-XM_056783338.1	A	g12362.t1	A
rna-XM_056783148.1	A	g5656.t1	A
rna-XM_056782481.1	A	g7004.t1	A
rna-XM_056782967.1	A	g7003.t1	A
rna-XM_056783115.1	A	g12779.t1	A
rna-XM_056783779.1	A	g4296.t1	A
rna-XM_056783078.1	A	g12787.t2	A
rna-XM_056782547.1	A	g11122.t1	A
rna-XM_056782822.1	A	g7324.t1	A
rna-XM_056783530.1	A	g12659.t1	A
rna-XM_056783209.1	A	g12750.t1	A
rna-XM_056783089.1	A	g14573.t1	A
rna-XM_056783049.1	A	g4371.t1	A
rna-XM_056782400.1	A	g11396.t1	A
rna-XM_056783782.1	A	g10341.t1	A
rna-XM_056782402.1	A	g4240.t1	A
rna-XM_056782816.1	A	g10804.t1	A
rna-XM_056782397.1	A	g11441.t2	A
rna-XM_056782399.1	A	g6750.t1	A
rna-XM_056782398.1	A	g6751.t1	A
rna-XM_056783104.1	A	g5151.t1	A
rna-XM_056783103.1	A	g919.t1	A
rna-XM_056782929.1	A	g14675.t1	A
rna-XM_056782938.1	A	g9795.t1	A
rna-XM_056782935.1	A	g9791.t1	A
rna-XM_056782942.1	A	g9790.t1	A
rna-XM_056782943.1	A	g9796.t1	A
rna-XM_056783195.1	A	g9788.t1	A
rna-XM_056782594.1	A	g3785.t1	A
rna-XM_056783143.1	A	g9809.t1	A
rna-XM_056782490.1	A	g532.t1	A
rna-XM_056782491.1	A	g533.t1	A
rna-XM_056782498.1	A	g399.t1	A
rna-XM_056782496.1	A	g5908.t1	A
rna-XM_056782495.1	A	g14114.t1	A
rna-XM_056782499.1	A	g4441.t1	A
rna-XM_056782501.1	A	g4442.t1	A
rna-XM_056782502.1	A	g4443.t1	A
rna-XM_056782507.1	A	g4445.t1	A
rna-XM_056782508.1	A	g4447.t1	A
rna-XM_056782977.1	A	g4446.t1	A
rna-XM_056783783.1	A	g4448.t1	A
rna-XM_056783015.1	A	g3859.t1	A
rna-XM_056783012.1	A	g3895.t1	A
rna-XM_056783011.1	A	g8809.t1	A
rna-XM_056783010.1	A	g1223.t1	A
rna-XM_056783007.1	A	g3646.t1	A
rna-XM_056783005.1	A	g3645.t1	A
rna-XM_056783785.1	A	g2731.t1	A
rna-XM_056782954.1	A	g10145.t1	A
rna-XM_056782990.1	A	g10144.t4	A
rna-XM_056782951.1	A	g4956.t1	A
rna-XM_056782545.1	A	g5140.t1	A
rna-XM_056782831.1	A	g14116.t1	A
rna-XM_056782836.1	A	g14104.t1	A
rna-XM_056782834.1	A	g14109.t1	A
rna-XM_056782445.1	A	g7994.t1	A
rna-XM_056783105.1	A	g13374.t1	A
rna-XM_056782630.1	A	g7995.t3	A
rna-XM_056782642.1	A	g7988.t1	A
rna-XM_056783631.1	A	g7996.t1	A
rna-XM_056783633.1	A	g7914.t2	A
rna-XM_056783524.1	A	g7917.t1	A
rna-XM_056783526.1	A	g7915.t1	A
rna-XM_056783529.1	A	g10268.t1	A
rna-XM_056782521.1	A	g7141.t1	A
rna-XM_056782575.1	A	g10327.t1	A
rna-XM_056782406.1	A	g10295.t2	A
rna-XM_056783790.1	A	g3629.t1	A
rna-XM_056782515.1	A	g8119.t1	A
rna-XM_056782841.1	A	g2333.t1	A
rna-XM_056783283.1	A	g10285.t1	A
rna-XM_056783288.1	A	g2853.t1	X
rna-XM_056783291.1	A	g9552.t1	A
rna-XM_056783285.1	A	g7685.t1	A
rna-XM_056782577.1	A	g7684.t1	A
rna-XM_056783792.1	A	g11449.t1	A
rna-XM_056783097.1	A	g10071.t1	A
rna-XM_056783215.1	A	g3897.t1	A
rna-XM_056782325.1	A	g12588.t1	A
rna-XM_056782327.1	A	g2289.t2	A
rna-XM_056782326.1	A	g4987.t1	A
rna-XM_056782944.1	A	g4985.t1	A
rna-XM_056782946.1	A	g4984.t2	A
rna-XM_056782947.1	A	g9164.t1	A
rna-XM_056782948.1	A	g655.t1	A
rna-XM_056783810.1	A	g654.t1	A
rna-XM_056783811.1	A	g13499.t1	A
rna-XM_056783813.1	A	g1203.t1	A
rna-XM_056783815.1	A	g1201.t4	A
rna-XM_056783823.1	A	g1194.t1	A
rna-XM_056783827.1	A	g1202.t1	A
rna-XM_056783829.1	A	g13319.t1	A
rna-XM_056783830.1	A	g7198.t1	A
rna-XM_056783832.1	A	g14070.t1	A
rna-XM_056783834.1	A	g2353.t2	A
rna-XM_056783835.1	A	g9745.t1	A
rna-XM_056783794.1	A	g43.t1	A
rna-XM_056783836.1	A	g5965.t1	A
rna-XM_056783839.1	A	g8044.t1	A
rna-XM_056783842.1	A	g10307.t3	A
rna-XM_056783844.1	A	g10416.t1	A
rna-XM_056783848.1	A	g10300.t1	A
rna-XM_056783853.1	A	g3392.t1	A
rna-XM_056783854.1	A	g9513.t1	A
rna-XM_056783855.1	A	g9514.t1	A
rna-XM_056783856.1	A	g14351.t1	A
rna-XM_056783859.1	A	g9562.t1	A
rna-XM_056783860.1	A	g9555.t1	A
rna-XM_056783863.1	A	g9563.t1	A
rna-XM_056783862.1	A	g2764.t1	A
rna-XM_056783864.1	A	g9560.t1	A
