HOG	OG	Gene Tree Parent Clade	A_obtectus	B_siliquastri	B_varius	C_chinensis	C_maculatus	C_maculatusC	D_carinulata	D_sublineata
N0.HOG0007721	OG0007474	n0	anno1.g11820.t1	BRAKERILHT00000005113_1	anno1.g3498.t1	anno1.g7821.t1	g8383.t1_1	anno1.g4065.t4	rna-XM_057800337.1_1	rna-XM_056783031.1_1
N0.HOG0007722	OG0007475	n0	anno1.g11823.t1	BRAKERILHT00000005274_1	anno1.g3500.t1	anno1.g7816.t1	g8378.t1_1	anno1.g4070.t1	rna-XM_057800417.1_1	rna-XM_056782763.1_1
N0.HOG0007723	OG0007476	n0	anno1.g11826.t1	BRAKERILHT00000004956_1	anno1.g3463.t1	anno1.g2237.t1	g7721.t2_1	anno1.g4769.t1	rna-XM_057804899.1_1	rna-XM_056777318.1_1
N0.HOG0007724	OG0007477	n0	anno1.g11843.t1	BRAKERILHT00000016066_1	anno1.g1408.t1	anno1.g2997.t1	g3410.t1_1	anno1.g6217.t1	rna-XM_057809124.1_1	rna-XM_056787958.1_1
N0.HOG0007725	OG0007478	n0	anno1.g11852.t1	BRAKERILHT00000016242_1	anno1.g1892.t1	anno1.g1795.t1	g14683.t1_1	anno1.g7048.t1	rna-XM_057802034.1_1	rna-XM_056785797.1_1
N0.HOG0007726	OG0007479	n0	anno1.g11854.t3	BRAKERILHT00000016713_1	anno1.g1891.t1	anno1.g10686.t1	g14682.t1_1	anno1.g7047.t1	rna-XM_057802663.1_1	rna-XM_056785782.1_1
N0.HOG0007727	OG0007480	n0	anno1.g11855.t1	BRAKERILHT00000016255_1	anno1.g1890.t1	anno1.g8077.t1	g14681.t1_1	anno1.g7046.t1	rna-XM_057810464.1_1	rna-XM_056788775.1_1
N0.HOG0007728	OG0007481	n0	anno1.g11856.t1	BRAKERILHT00000015943_1	anno1.g1888.t2	anno1.g8074.t3	g14679.t1_1	anno1.g7045.t1	rna-XM_057810465.1_1	rna-XM_056788924.1_1
N0.HOG0007729	OG0007482	n0	anno1.g11857.t3	BRAKERILHT00000016946_1	anno1.g1887.t1	anno1.g8073.t1	g14678.t3_1	anno1.g7044.t4	rna-XM_057810475.1_1	rna-XM_056788937.1_1
N0.HOG0007730	OG0007483	n0	anno1.g11869.t1	BRAKERILHT00000016977_1	anno1.g1113.t2	anno1.g10839.t2	g5101.t1_1	anno1.g8451.t2	rna-XM_057799724.1_1	rna-XM_056780889.1_1
N0.HOG0007731	OG0007484	n0	anno1.g11878.t1	BRAKERILHT00000016075_1	anno1.g3895.t1	anno1.g12539.t1	g7970.t1_1	anno1.g4500.t1	rna-XM_057809621.1_1	rna-XM_056778398.1_1
N0.HOG0007732	OG0007485	n0	anno1.g11902.t3	BRAKERILHT00000016853_1	anno1.g1416.t2	anno1.g2991.t2	g3415.t1_1	anno1.g6222.t2	rna-XM_057810909.1_1	rna-XM_056792393.1_1
N0.HOG0007733	OG0007486	n0	anno1.g11903.t1	BRAKERILHT00000015919_1	anno1.g1417.t1	anno1.g2988.t1	g3418.t1_1	anno1.g6225.t1	rna-XM_057810918.1_1	rna-XM_056792396.1_1
N0.HOG0007734	OG0007487	n0	anno1.g11910.t1, anno1.g11920.t1	BRAKERILHT00000016155_1	anno1.g1420.t1	anno1.g2983.t1		anno1.g6230.t1	rna-XM_057796834.1_1	rna-XM_056778682.1_1
N0.HOG0007735	OG0007488	n0	anno1.g11919.t1	BRAKERILHT00000016670_1	anno1.g895.t1	anno1.g9852.t1	g2340.t1_1	anno1.g7667.t1	rna-XM_057797888.1_1	rna-XM_056781319.1_1
N0.HOG0007736	OG0007489	n0	anno1.g11924.t1	BRAKERILHT00000015285_1	anno1.g746.t1	anno1.g3315.t1	g2375.t1_1	anno1.g7699.t1	rna-XM_057813931.1_1	rna-XM_056778220.1_1
N0.HOG0007737	OG0007490	n0	anno1.g11926.t1	BRAKERILHT00000014641_1	anno1.g744.t1	anno1.g3317.t1	g2377.t1_1	anno1.g7701.t1	rna-XM_057803801.1_1	rna-XM_056785426.1_1
N0.HOG0007738	OG0007491	n0	anno1.g11927.t1	BRAKERILHT00000015096_1	anno1.g743.t1	anno1.g3318.t1	g2378.t1_1	anno1.g7702.t1	rna-XM_057798846.1_1	rna-XM_056781398.1_1
N0.HOG0007739	OG0007492	n0	anno1.g11930.t2	BRAKERILHT00000014930_1	anno1.g742.t4	anno1.g3321.t2	g2381.t1_1	anno1.g7705.t3	rna-XM_057799254.1_1	rna-XM_056781832.1_1
N0.HOG0007740	OG0007493	n0	anno1.g11933.t2	BRAKERILHT00000014074_1	anno1.g738.t2	anno1.g3324.t2	g2383.t2_1	anno1.g7711.t2	rna-XM_057798436.1_1	rna-XM_056781827.1_1
N0.HOG0007741	OG0007494	n0	anno1.g11934.t1	BRAKERILHT00000014719_1	anno1.g737.t1	anno1.g3325.t1	g2384.t1_1	anno1.g7712.t1	rna-XM_057804922.1_1	rna-XM_056778348.1_1
N0.HOG0007742	OG0007495	n0	anno1.g11936.t1	BRAKERILHT00000014331_1	anno1.g735.t1	anno1.g3327.t1	g2386.t1_1	anno1.g7714.t1	rna-XM_057805001.1_1	rna-XM_056776898.1_1
N0.HOG0007743	OG0007496	n0	anno1.g11938.t1	BRAKERILHT00000015324_1	anno1.g734.t1	anno1.g3328.t1	g2387.t1_1	anno1.g7715.t1	rna-XM_057799938.1_1	rna-XM_056782979.1_1
N0.HOG0007744	OG0007497	n0	anno1.g11943.t1	BRAKERILHT00000015381_1	anno1.g729.t1	anno1.g3335.t1	g2393.t1_1	anno1.g7724.t1	rna-XM_057800543.1_1	rna-XM_056783107.1_1
N0.HOG0007745	OG0007498	n0	anno1.g11944.t1	BRAKERILHT00000015198_1	anno1.g728.t1	anno1.g3336.t1	g2394.t1_1	anno1.g7726.t1	rna-XM_057813936.1_1	rna-XM_056778233.1_1
N0.HOG0007746	OG0007499	n0	anno1.g11946.t1	BRAKERILHT00000015304_1	anno1.g727.t1	anno1.g3337.t1	g2395.t1_1	anno1.g7727.t1	rna-XM_057812551.1_1	rna-XM_056774628.1_1
N0.HOG0007747	OG0007500	n0	anno1.g11947.t1	BRAKERILHT00000014104_1	anno1.g726.t1	anno1.g3338.t1	g2396.t2_1	anno1.g7728.t1	rna-XM_057812098.1_1	rna-XM_056774615.1_1
N0.HOG0007748	OG0007501	n0	anno1.g11948.t1	BRAKERILHT00000014444_1	anno1.g725.t2	anno1.g3339.t1	g2397.t1_1	anno1.g7729.t1	rna-XM_057812133.1_1	rna-XM_056774592.1_1
N0.HOG0007749	OG0007502	n0	anno1.g11951.t1	BRAKERILHT00000016157_1	anno1.g1910.t1	anno1.g2084.t1	g14713.t1_1	anno1.g7082.t1	rna-XM_057796224.1_1	rna-XM_056779382.1_1
N0.HOG0007750	OG0007503	n0	anno1.g11966.t1	BRAKERILHT00000016145_1	anno1.g1898.t1	anno1.g1802.t1	g14690.t1_1	anno1.g7055.t1	rna-XM_057816779.1_1	rna-XM_056789029.1_1
N0.HOG0007751	OG0007504	n0	anno1.g11967.t1	BRAKERILHT00000016610_1	anno1.g1897.t1	anno1.g1801.t2	g14689.t1_1	anno1.g7054.t1	rna-XM_057802008.1_1	rna-XM_056785789.1_1
N0.HOG0007752	OG0007505	n0	anno1.g11969.t1	BRAKERILHT00000016907_1	anno1.g1895.t1	anno1.g1799.t1	g14687.t1_1	anno1.g7052.t1	rna-XM_057809975.1_1	rna-XM_056789022.1_1
N0.HOG0007753	OG0007506	n0	anno1.g11970.t2	BRAKERILHT00000015652_1	anno1.g1894.t1	anno1.g1798.t1	g14686.t2_1	anno1.g7051.t1	rna-XM_057809965.1_1	rna-XM_056789013.1_1
N0.HOG0007754	OG0007507	n0	anno1.g11978.t1	BRAKERILHT00000014892_1	anno1.g634.t1	anno1.g8472.t1	g13904.t1_1	anno1.g8241.t1	rna-XM_057814976.1_1	rna-XM_056791503.1_1
N0.HOG0007755	OG0007508	n0	anno1.g11981.t1	BRAKERILHT00000015436_1	anno1.g633.t1	anno1.g8473.t1	g13905.t1_1	anno1.g8239.t1	rna-XM_057814496.1_1	rna-XM_056790234.1_1
N0.HOG0007756	OG0007509	n0	anno1.g12001.t1	BRAKERILHT00000014684_1	anno1.g643.t1	anno1.g8468.t1	g13898.t2_1	anno1.g8248.t1	rna-XM_057799239.1_1	rna-XM_056781821.1_1
N0.HOG0007757	OG0007510	n0	anno1.g12023.t1	BRAKERILHT00000015450_1	anno1.g646.t1	anno1.g8465.t5	g13895.t1_1	anno1.g8250.t1	rna-XM_057806948.1_1	rna-XM_056786717.1_1
N0.HOG0007758	OG0007511	n0	anno1.g12024.t1	BRAKERILHT00000014707_1	anno1.g647.t1	anno1.g8464.t1	g13894.t1_1	anno1.g8251.t1	rna-XM_057807373.1_1	rna-XM_056786577.1_1
N0.HOG0007759	OG0007512	n0	anno1.g12026.t1	BRAKERILHT00000015539_1	anno1.g649.t1	anno1.g8463.t1	g13893.t1_1	anno1.g8253.t1	rna-XM_057807367.1_1	rna-XM_056786573.1_1
N0.HOG0007760	OG0007513	n0	anno1.g12027.t1	BRAKERILHT00000014975_1	anno1.g650.t1	anno1.g8461.t1	g13892.t1_1	anno1.g8254.t1	rna-XM_057807375.1_1	rna-XM_056786580.1_1
N0.HOG0007761	OG0007514	n0	anno1.g12028.t2	BRAKERILHT00000014289_1	anno1.g651.t1	anno1.g8460.t2	g13891.t2_1	anno1.g8255.t2	rna-XM_057807376.1_1	rna-XM_056786642.1_1
N0.HOG0007762	OG0007515	n0	anno1.g12032.t1	BRAKERILHT00000015537_1	anno1.g655.t1	anno1.g8456.t1	g13888.t1_1	anno1.g8259.t1	rna-XM_057795107.1_1	rna-XM_056774753.1_1
N0.HOG0007763	OG0007516	n0	anno1.g12033.t1	BRAKERILHT00000014634_1	anno1.g656.t1	anno1.g8455.t1	g13887.t1_1	anno1.g8260.t1	rna-XM_057812177.1_1	rna-XM_056792622.1_1
N0.HOG0007764	OG0007517	n0	anno1.g12034.t1	BRAKERILHT00000015140_1	anno1.g657.t1	anno1.g8454.t1	g13886.t1_1	anno1.g8261.t1	rna-XM_057808371.1_1	rna-XM_056776733.1_1
N0.HOG0007765	OG0007518	n0	anno1.g12035.t1	BRAKERILHT00000014626_1	anno1.g658.t1	anno1.g8452.t1	g13885.t1_1	anno1.g8262.t1	rna-XM_057808363.1_1	rna-XM_056776977.1_1
N0.HOG0007766	OG0007519	n0	anno1.g12057.t1	BRAKERILHT00000014451_1	anno1.g661.t1	anno1.g8448.t1	g13882.t1_1	anno1.g8266.t1	rna-XM_057814715.1_1	rna-XM_056788954.1_1
N0.HOG0007767	OG0007520	n0	anno1.g12059.t1	BRAKERILHT00000014720_1	anno1.g663.t1	anno1.g8447.t1	g13879.t1_1	anno1.g8269.t1	rna-XM_057814708.1_1	rna-XM_056788994.1_1
N0.HOG0007768	OG0007521	n0	anno1.g12064.t1	BRAKERILHT00000014353_1	anno1.g664.t1	anno1.g8443.t1	g13875.t1_1	anno1.g8272.t1	rna-XM_057804836.1_1	rna-XM_056787581.1_1
N0.HOG0007769	OG0007522	n0	anno1.g12067.t1	BRAKERILHT00000015310_1	anno1.g675.t1	anno1.g8440.t1	g2482.t1_1	anno1.g7796.t1	rna-XM_057800980.1_1	rna-XM_056783228.1_1
N0.HOG0007770	OG0007523	n0	anno1.g12072.t1	BRAKERILHT00000015235_1	anno1.g678.t1	anno1.g8437.t1	g2479.t1_1	anno1.g7792.t2	rna-XM_057800986.1_1	rna-XM_056783235.1_1
N0.HOG0007771	OG0007524	n0	anno1.g12074.t2	BRAKERILHT00000014082_1	anno1.g681.t2	anno1.g8435.t2	g2477.t2_1	anno1.g7786.t2	rna-XM_057800917.1_1	rna-XM_056783025.1_1
N0.HOG0007772	OG0007525	n0	anno1.g12075.t1	BRAKERILHT00000014918_1	anno1.g682.t1	anno1.g8434.t1	g2475.t1_1	anno1.g7785.t1	rna-XM_057797403.1_1	rna-XM_056781151.1_1
N0.HOG0007773	OG0007526	n0	anno1.g12076.t1	BRAKERILHT00000015367_1	anno1.g683.t1	anno1.g13218.t1	g2474.t2_1	anno1.g7784.t1	rna-XM_057797402.1_1	rna-XM_056781148.1_1
N0.HOG0007774	OG0007527	n0	anno1.g12082.t1, anno1.g12086.t1	BRAKERILHT00000015492_1	anno1.g684.t1	anno1.g13219.t1	g2471.t1_1, g2473.t1_1	anno1.g7783.t4		
N0.HOG0007775	OG0007528	n0	anno1.g12089.t1		anno1.g691.t1	anno1.g12447.t1, anno1.g11353.t1	g2464.t1_1	anno1.g7776.t1	rna-XM_057799044.1_1	rna-XM_056782147.1_1
N0.HOG0007776	OG0007529	n0	anno1.g12093.t1	BRAKERILHT00000014760_1	anno1.g687.t1	anno1.g13222.t1, anno1.g11349.t1	g2468.t1_1	anno1.g7780.t1	rna-XM_057798834.1_1	
N0.HOG0007777	OG0007530	n0	anno1.g12095.t1	BRAKERILHT00000014325_1	anno1.g689.t1	anno1.g13224.t1, anno1.g11351.t1	g2466.t1_1		rna-XM_057799344.1_1	rna-XM_056780136.1_1
N0.HOG0007778	OG0007531	n0	anno1.g12101.t1, anno1.g12106.t1	BRAKERILHT00000014914_1	anno1.g692.t1	anno1.g6281.t2	g2459.t2_1		rna-XM_057798306.1_1	rna-XM_056780140.1_1
N0.HOG0007779	OG0007532	n0	anno1.g12117.t1	BRAKERILHT00000014055_1	anno1.g694.t1	anno1.g6285.t1		anno1.g7570.t1, anno1.g14000.t1	rna-XM_057797806.1_1	rna-XM_056780143.1_1
N0.HOG0007780	OG0007533	n0	anno1.g12142.t1	BRAKERILHT00000015335_1	anno1.g723.t1	anno1.g3341.t1	g2399.t1_1	anno1.g7731.t1	rna-XM_057799700.1_1	rna-XM_056782208.1_1
N0.HOG0007781	OG0007534	n0	anno1.g12143.t1	BRAKERILHT00000014658_1	anno1.g722.t1	anno1.g3342.t1	g2400.t1_1	anno1.g7732.t1	rna-XM_057806778.1_1	rna-XM_056786290.1_1
N0.HOG0007782	OG0007535	n0	anno1.g12156.t1	BRAKERILHT00000015491_1		anno1.g3348.t1, anno1.g3347.t1	g2414.t1_1, g2415.t1_1	anno1.g7742.t1, anno1.g7743.t1		
N0.HOG0007783	OG0007536	n0	anno1.g12158.t1	BRAKERILHT00000014846_1	anno1.g715.t1	anno1.g3349.t2	g2416.t1_1	anno1.g7745.t1	rna-XM_057812848.1_1	rna-XM_056782791.1_1
N0.HOG0007784	OG0007537	n0	anno1.g12166.t1	BRAKERILHT00000015511_1	anno1.g710.t1	anno1.g3355.t1	g2424.t1_1	anno1.g7750.t1	rna-XM_057813557.1_1	rna-XM_056774104.1_1
N0.HOG0007785	OG0007538	n0	anno1.g12169.t3	BRAKERILHT00000015192_1	anno1.g709.t2	anno1.g3357.t1	g2432.t2_1	anno1.g7757.t2	rna-XM_057795093.1_1	rna-XM_056775909.1_1
N0.HOG0007786	OG0007539	n0	anno1.g12170.t1	BRAKERILHT00000014035_1	anno1.g708.t1	anno1.g3358.t1	g2435.t1_1	anno1.g7759.t1	rna-XM_057816299.1_1	rna-XM_056775394.1_1
N0.HOG0007787	OG0007540	n0	anno1.g12171.t1	BRAKERILHT00000014311_1	anno1.g707.t1	anno1.g3359.t1	g2436.t1_1	anno1.g7760.t1	rna-XM_057814879.1_1	rna-XM_056786337.1_1
N0.HOG0007788	OG0007541	n0	anno1.g12172.t1	BRAKERILHT00000014103_1	anno1.g706.t1	anno1.g3360.t1	g2437.t1_1	anno1.g7761.t1	rna-XM_057814838.1_1	rna-XM_056786277.1_1
N0.HOG0007789	OG0007542	n0	anno1.g12181.t2	BRAKERILHT00000014651_1	anno1.g702.t1		g2444.t1_1	anno1.g7770.t1, anno1.g13988.t1	rna-XM_057799036.1_1	rna-XM_056782148.1_1
N0.HOG0007790	OG0007543	n0	anno1.g12192.t1	BRAKERILHT00000014659_1		anno1.g8872.t1, anno1.g10081.t1	g13930.t2_1	anno1.g8216.t2	rna-XM_057797825.1_1	rna-XM_056781074.1_1
N0.HOG0007791	OG0007544	n0	anno1.g12198.t1	BRAKERILHT00000014815_1	anno1.g618.t1	anno1.g8867.t1	g13937.t1_1	anno1.g8211.t1	rna-XM_057804356.1_1	rna-XM_056787443.1_1
N0.HOG0007792	OG0007545	n0	anno1.g12200.t2	BRAKERILHT00000014138_1	anno1.g616.t2	anno1.g3258.t2	g13939.t2_1	anno1.g8209.t2	rna-XM_057815430.1_1	rna-XM_056792875.1_1
N0.HOG0007793	OG0007546	n0	anno1.g12222.t1	BRAKERILHT00000015325_1	anno1.g595.t4	anno1.g3241.t2	g13958.t2_1	anno1.g8191.t2	rna-XM_057808370.1_1	rna-XM_056776958.1_1
N0.HOG0007794	OG0007547	n0	anno1.g12223.t1	BRAKERILHT00000014083_1	anno1.g594.t1	anno1.g3240.t1	g13959.t1_1	anno1.g8190.t1	rna-XM_057808369.1_1	rna-XM_056777572.1_1
N0.HOG0007795	OG0007548	n0	anno1.g12224.t1	BRAKERILHT00000014390_1	anno1.g593.t1	anno1.g3239.t1	g13960.t1_1	anno1.g8189.t1	rna-XM_057795552.1_1	rna-XM_056778903.1_1
N0.HOG0007796	OG0007549	n0	anno1.g12226.t1	BRAKERILHT00000014862_1	anno1.g592.t1	anno1.g3238.t1	g13961.t1_1	anno1.g8188.t1	rna-XM_057808354.1_1	rna-XM_056776867.1_1
N0.HOG0007797	OG0007550	n0	anno1.g12228.t1	BRAKERILHT00000015117_1	anno1.g591.t1	anno1.g3237.t1	g13962.t1_1	anno1.g8187.t1	rna-XM_057804102.1_1	rna-XM_056786965.1_1
N0.HOG0007798	OG0007551	n0	anno1.g12238.t1	BRAKERILHT00000014078_1		anno1.g9966.t1	g13969.t1_1	anno1.g8180.t1	rna-XM_057803927.1_1	rna-XM_056787878.1_1, rna-XM_056787147.1_1
N0.HOG0007799	OG0007552	n0	anno1.g12242.t1	BRAKERILHT00000014093_1	anno1.g581.t1	anno1.g8249.t1	g13975.t1_1	anno1.g8176.t1	rna-XM_057808876.1_1	rna-XM_056776351.1_1
N0.HOG0007800	OG0007553	n0	anno1.g12247.t1	BRAKERILHT00000014199_1	anno1.g926.t2		g13861.t1_1, g13870.t1_1	anno1.g8280.t1	rna-XM_057799169.1_1	rna-XM_056780541.1_1
N0.HOG0007801	OG0007554	n0	anno1.g12263.t1	BRAKERILHT00000014113_1		anno1.g5596.t1	g13806.t1_1	anno1.g8287.t2, anno1.g8286.t1	rna-XM_057800331.1_1	rna-XM_056782747.1_1
N0.HOG0007802	OG0007555	n0	anno1.g12275.t1	BRAKERILHT00000014442_1	anno1.g914.t1	anno1.g2869.t1	g14308.t1_1	anno1.g7810.t1	rna-XM_057813671.1_1	rna-XM_056792086.1_1
N0.HOG0007803	OG0007556	n0	anno1.g12278.t2	BRAKERILHT00000014631_1	anno1.g911.t1	anno1.g7486.t2	g2370.t1_1	anno1.g7694.t3	rna-XM_057797890.1_1	rna-XM_056781322.1_1
N0.HOG0007804	OG0007557	n0	anno1.g12279.t1	BRAKERILHT00000002771_1	anno1.g7617.t1	anno1.g5639.t1	g12360.t1_1	anno1.g11098.t1	rna-XM_057805990.1_1	rna-XM_056775160.1_1
N0.HOG0007805	OG0007558	n0	anno1.g12280.t1	BRAKERILHT00000014998_1	anno1.g910.t1	anno1.g7489.t1	g2371.t1_1	anno1.g7695.t1	rna-XM_057799185.1_1	rna-XM_056780148.1_1
N0.HOG0007806	OG0007559	n0	anno1.g12281.t1	BRAKERILHT00000014895_1	anno1.g909.t2	anno1.g7491.t1	g2372.t1_1	anno1.g7696.t1	rna-XM_057799187.1_1	rna-XM_056780151.1_1
N0.HOG0007807	OG0007560	n0	anno1.g12291.t2	BRAKERILHT00000014398_1	anno1.g575.t1	anno1.g1415.t1	g13984.t1_1	anno1.g8165.t1	rna-XM_057809519.1_1	rna-XM_056778176.1_1
N0.HOG0007808	OG0007561	n0	anno1.g12297.t1	BRAKERILHT00000014622_1	anno1.g572.t1	anno1.g1412.t1	g13988.t1_1	anno1.g8162.t1	rna-XM_057804725.1_1	rna-XM_056778333.1_1
N0.HOG0007809	OG0007562	n0	anno1.g12298.t3	BRAKERILHT00000014980_1	anno1.g571.t1	anno1.g1411.t1	g13989.t1_1	anno1.g8161.t1	rna-XM_057802313.1_1	rna-XM_056784368.1_1
N0.HOG0007810	OG0007563	n0	anno1.g12301.t1	BRAKERILHT00000014587_1	anno1.g568.t1	anno1.g1408.t1	g13993.t1_1	anno1.g8158.t1	rna-XM_057799756.1_1	rna-XM_056780414.1_1
N0.HOG0007811	OG0007564	n0	anno1.g12303.t1	BRAKERILHT00000015469_1	anno1.g566.t1	anno1.g1406.t1	g13995.t1_1	anno1.g8156.t1	rna-XM_057808973.1_1	rna-XM_056778192.1_1
N0.HOG0007812	OG0007565	n0	anno1.g12304.t1	BRAKERILHT00000015345_1	anno1.g565.t1	anno1.g1405.t1	g13996.t1_1	anno1.g8155.t1	rna-XM_057809296.1_1	rna-XM_056778195.1_1
N0.HOG0007813	OG0007566	n0	anno1.g12305.t2	BRAKERILHT00000015397_1	anno1.g564.t3	anno1.g1404.t2	g13997.t1_1	anno1.g8154.t1	rna-XM_057809446.1_1	rna-XM_056778188.1_1
N0.HOG0007814	OG0007567	n0	anno1.g12306.t3	BRAKERILHT00000014216_1	anno1.g563.t2	anno1.g1403.t1	g13998.t4_1	anno1.g8153.t1	rna-XM_057809944.1_1	rna-XM_056778180.1_1
N0.HOG0007815	OG0007568	n0	anno1.g12308.t1	BRAKERILHT00000014933_1	anno1.g557.t1	anno1.g1399.t1	g14000.t1_1	anno1.g8151.t1	rna-XM_057809150.1_1	rna-XM_056778247.1_1
N0.HOG0007816	OG0007569	n0	anno1.g12318.t1	BRAKERILHT00000014222_1	anno1.g546.t1	anno1.g1388.t1	g14013.t1_1	anno1.g8138.t1	rna-XM_057810701.1_1	rna-XM_056788303.1_1
N0.HOG0007817	OG0007570	n0	anno1.g12319.t1	BRAKERILHT00000015054_1	anno1.g545.t1	anno1.g1387.t1	g14014.t1_1	anno1.g8137.t1	rna-XM_057810699.1_1	rna-XM_056788302.1_1
N0.HOG0007818	OG0007571	n0	anno1.g12320.t1	BRAKERILHT00000014646_1	anno1.g544.t1	anno1.g1386.t1	g14015.t1_1	anno1.g8136.t1	rna-XM_057816517.1_1	rna-XM_056793160.1_1
N0.HOG0007819	OG0007572	n0	anno1.g12325.t1	BRAKERILHT00000014319_1	anno1.g539.t1	anno1.g1381.t1	g14020.t1_1	anno1.g8131.t1	rna-XM_057803412.1_1	rna-XM_056784518.1_1
N0.HOG0007820	OG0007573	n0	anno1.g12326.t1	BRAKERILHT00000015571_1	anno1.g538.t1	anno1.g1378.t1	g14021.t1_1	anno1.g8130.t1	rna-XM_057795246.1_1	rna-XM_056774162.1_1
N0.HOG0007821	OG0007574	n0	anno1.g12327.t1	BRAKERILHT00000014870_1	anno1.g537.t1	anno1.g1377.t1	g14022.t1_1	anno1.g8129.t1	rna-XM_057813790.1_1	rna-XM_056792544.1_1
N0.HOG0007822	OG0007575	n0	anno1.g12328.t1	BRAKERILHT00000014527_1	anno1.g536.t1	anno1.g1376.t1	g14023.t1_1	anno1.g8128.t1	rna-XM_057812980.1_1	rna-XM_056791471.1_1
N0.HOG0007823	OG0007576	n0	anno1.g12329.t1	BRAKERILHT00000014577_1	anno1.g534.t1	anno1.g1374.t1	g14025.t1_1	anno1.g8126.t1	rna-XM_057802227.1_1	rna-XM_056785754.1_1
N0.HOG0007824	OG0007577	n0	anno1.g12333.t2	BRAKERILHT00000014753_1	anno1.g532.t2	anno1.g1371.t2	g14027.t2_1	anno1.g8124.t2	rna-XM_057797324.1_1	rna-XM_056778857.1_1
N0.HOG0007825	OG0007578	n0	anno1.g12347.t1		anno1.g518.t1	anno1.g1355.t1, anno1.g12240.t1	g14040.t1_1	anno1.g8110.t1	rna-XM_057812003.1_1	rna-XM_056777319.1_1
N0.HOG0007826	OG0007579	n0	anno1.g12348.t1		anno1.g517.t1	anno1.g1354.t1, anno1.g12239.t1	g14041.t1_1	anno1.g8109.t1	rna-XM_057812004.1_1	rna-XM_056777330.1_1
N0.HOG0007827	OG0007580	n0	anno1.g12354.t1	BRAKERILHT00000015193_1	anno1.g513.t1	anno1.g12235.t1	g14046.t1_1	anno1.g8104.t1	rna-XM_057813911.1_1	rna-XM_056778383.1_1
N0.HOG0007828	OG0007581	n0	anno1.g12355.t1	BRAKERILHT00000014663_1	anno1.g511.t1	anno1.g12234.t1	g14047.t1_1	anno1.g8103.t1	rna-XM_057803506.1_1	rna-XM_056784578.1_1
N0.HOG0007829	OG0007582	n0	anno1.g12356.t1	BRAKERILHT00000014701_1, BRAKERILHT00000014256_1		anno1.g12233.t1	g14048.t1_1	anno1.g8101.t1	rna-XM_057803269.1_1	rna-XM_056784541.1_1
N0.HOG0007830	OG0007583	n0	anno1.g12357.t1	BRAKERILHT00000015133_1	anno1.g509.t1	anno1.g12232.t1	g14050.t1_1	anno1.g8099.t1	rna-XM_057814239.1_1	rna-XM_056792508.1_1
N0.HOG0007831	OG0007584	n0	anno1.g12359.t1	BRAKERILHT00000014438_1	anno1.g506.t2	anno1.g5770.t1	g14052.t1_1	anno1.g8097.t1	rna-XM_057795577.1_1	rna-XM_056779229.1_1
N0.HOG0007832	OG0007585	n0	anno1.g12361.t1		anno1.g218.t1	anno1.g676.t1	g7367.t1_1, g7521.t1_1	anno1.g7270.t1	rna-XM_057801802.1_1	rna-XM_056784622.1_1
N0.HOG0007833	OG0007586	n0	anno1.g12366.t1	BRAKERILHT00000014263_1		anno1.g670.t1	g7526.t1_1, g7361.t1_1	anno1.g7264.t1	rna-XM_057814231.1_1	rna-XM_056792082.1_1
N0.HOG0007834	OG0007587	n0	anno1.g12367.t2	BRAKERILHT00000014038_1		anno1.g668.t1, anno1.g666.t1	g7528.t1_1, g6729.t1_1	anno1.g7263.t1	rna-XM_057814202.1_1	
N0.HOG0007835	OG0007588	n0	anno1.g12370.t1	BRAKERILHT00000014825_1	anno1.g227.t1	anno1.g662.t1	g7531.t1_1	anno1.g7259.t1	rna-XM_057814216.1_1	rna-XM_056792187.1_1
N0.HOG0007836	OG0007589	n0	anno1.g12379.t1	BRAKERILHT00000014827_1	anno1.g231.t1	anno1.g9439.t1, anno1.g658.t1	g7355.t1_1, g7533.t1_1	anno1.g7255.t3		
N0.HOG0007837	OG0007590	n0	anno1.g12390.t1	BRAKERILHT00000015587_1	anno1.g242.t4	anno1.g8863.t4	g3502.t3_1	anno1.g7447.t2	rna-XM_057805285.1_1	rna-XM_056774542.1_1
N0.HOG0007838	OG0007591	n0	anno1.g12395.t2	BRAKERILHT00000015346_1	anno1.g827.t1	anno1.g13432.t3	g14246.t1_1	anno1.g7875.t1	rna-XM_057813047.1_1	rna-XM_056774028.1_1
N0.HOG0007839	OG0007592	n0	anno1.g12396.t1	BRAKERILHT00000014171_1	anno1.g828.t1	anno1.g13433.t1	g14247.t1_1	anno1.g7874.t1	rna-XM_057804834.1_1	rna-XM_056787917.1_1
N0.HOG0007840	OG0007593	n0	anno1.g12397.t4	BRAKERILHT00000014830_1	anno1.g829.t4	anno1.g13434.t4	g14248.t1_1	anno1.g7873.t11	rna-XM_057800292.1_1	rna-XM_056783546.1_1
N0.HOG0007841	OG0007594	n0	anno1.g12400.t1	BRAKERILHT00000014430_1	anno1.g834.t1	anno1.g13438.t2	g14253.t1_1	anno1.g7864.t1	rna-XM_057800317.1_1	rna-XM_056783023.1_1
N0.HOG0007842	OG0007595	n0	anno1.g12401.t1	BRAKERILHT00000014755_1	anno1.g835.t2	anno1.g13439.t1	g14254.t2_1	anno1.g7863.t2	rna-XM_057797328.1_1	rna-XM_056779504.1_1
